numrodeligne,source,sourcepath,sourcetype,year,exportsimports,marchandises,pays,value,origine,DoubleAccounts
1369,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1762,Exports,,savpie,6318146,,0
1370,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1762,Exports,,suede,1854854,,0
1371,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1762,Exports,,suisse,5488058,,0
1372,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1762,Exports,,venise,17271,,0
1373,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1762,Imports,,allemagne,5902500,,0
1374,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1762,Imports,,angleterre,4327708,,0
1375,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1762,Imports,,danemark,673181,,0
1376,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1762,Imports,,espagne,21859439,,0
1377,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1762,Imports,,flandre,5774252,,0
1378,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1762,Imports,,genes,4340335,,0
1379,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1762,Imports,,geneve,797005,,0
1380,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1762,Imports,,hollande,21279127,,0
1381,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1762,Imports,,ilesamer,11761701,,0
1382,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1762,Imports,,italie,3413210,,0
1383,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1762,Imports,,levant,25681111,,0
1384,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1762,Imports,,naples,8991220,,0
1385,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1762,Imports,,nord,3223680,,0
1386,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1762,Imports,,portugal,2902555,,0
1387,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1762,Imports,,russie,51525,,0
1388,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1762,Imports,,savpie,15070329,,0
1389,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1762,Imports,,suede,798485,,0
1390,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1762,Imports,,suisse,3319967,,0
1391,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1762,Imports,,venise,30040,,0
1392,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1763,Exports,,allemagne,31250914,,0
1393,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1763,Exports,,angleterre,5814702,,0
1394,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1763,Exports,,danemark,2011539,,0
1395,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1763,Exports,,espagne,54336727,,0
1396,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1763,Exports,,flandre,8972471,,0
1397,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1763,Exports,,genes,3947121,,0
1398,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1763,Exports,,geneve,6065663,,0
1399,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1763,Exports,,guinee,4862355,,0
1400,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1763,Exports,,hollande,18906399,,0
1401,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1763,Exports,,ilesamer,28385462,,0
1402,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1763,Exports,,italie,21424965,,0
1403,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1763,Exports,,levant,40977588,,0
1404,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1763,Exports,,naples,2104935,,0
1405,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1763,Exports,,nord,11825576,,0
1406,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1763,Exports,,portugal,4782140,,0
1407,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1763,Exports,,russie,541788,,0
1408,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1763,Exports,,savpie,8272477,,0
1409,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1763,Exports,,suede,1138374,,0
1410,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1763,Exports,,suisse,2688554,,0
1411,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1763,Exports,,venise,6380,,0
1412,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1763,Imports,,allemagne,5661774,,0
1413,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1763,Imports,,angleterre,7468133,,0
1414,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1763,Imports,,danemark,1471080,,0
1415,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1763,Imports,,espagne,23160559,,0
1416,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1763,Imports,,flandre,5539872,,0
1417,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1763,Imports,,genes,6618503,,0
1418,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1763,Imports,,geneve,291631,,0
1419,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1763,Imports,,hollande,17069857,,0
1420,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1763,Imports,,ilesamer,44911200,,0
1421,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1763,Imports,,italie,6761396,,0
1422,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1763,Imports,,levant,27985115,,0
1423,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1763,Imports,,naples,10154853,,0
1424,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1763,Imports,,nord,4942150,,0
1425,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1763,Imports,,portugal,1260770,,0
1426,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1763,Imports,,russie,1256942,,0
1427,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1763,Imports,,savpie,13605005,,0
1428,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1763,Imports,,suede,2302851,,0
1429,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1763,Imports,,suisse,3683959,,0
1430,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1763,Imports,,venise,1250,,0
1431,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1764,Exports,,allemagne,34770859,,0
1432,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1764,Exports,,angleterre,10126351,,0
1433,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1764,Exports,,danemark,1774636,,0
1434,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1764,Exports,,espagne,47079987,,0
1435,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1764,Exports,,flandre,11169813,,0
1436,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1764,Exports,,genes,5623326,,0
1437,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1764,Exports,,geneve,6789536,,0
1438,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1764,Exports,,guinee,3669550,,0
1439,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1764,Exports,,hollande,35932936,,0
1440,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1764,Exports,,ilesamer,36722241,,0
1441,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1764,Exports,,italie,23181105,,0
1442,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1764,Exports,,levant,38217411,,0
1443,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1764,Exports,,naples,4478627,,0
1444,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1764,Exports,,nord,43509831,,0
1445,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1764,Exports,,portugal,5958114,,0
1446,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1764,Exports,,russie,689050,,0
1447,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1764,Exports,,savpie,9091517,,0
1448,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1764,Exports,,suede,1327122,,0
1449,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1764,Exports,,suisse,3137836,,0
1450,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1764,Exports,,venise,824912,,0
1451,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1764,Imports,,allemagne,5749677,,0
1452,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1764,Imports,,angleterre,9878564,,0
1453,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1764,Imports,,danemark,1501924,,0
1454,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1764,Imports,,espagne,22992603,,0
1455,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1764,Imports,,flandre,5081238,,0
1456,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1764,Imports,,genes,7079458,,0
1457,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1764,Imports,,geneve,375040,,0
1458,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1764,Imports,,hollande,17562587,,0
1459,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1764,Imports,,ilesamer,90306989,,0
1460,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1764,Imports,,italie,5567539,,0
1461,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1764,Imports,,levant,32637283,,0
1462,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1764,Imports,,naples,7867485,,0
1463,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1764,Imports,,nord,5667789,,0
1464,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1764,Imports,,portugal,2090696,,0
1465,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1764,Imports,,russie,1167996,,0
1466,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1764,Imports,,savpie,10307444,,0
1467,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1764,Imports,,suede,2314864,,0
1468,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1764,Imports,,suisse,3574167,,0
1469,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1765,Exports,,allemagne,36146113,,0
1470,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1765,Exports,,angleterre,17953177,,0
1471,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1765,Exports,,danemark,2868775,,0
1472,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1765,Exports,,espagne,55625174,,0
1473,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1765,Exports,,flandre,11725092,,0
1474,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1765,Exports,,genes,6776547,,0
1475,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1765,Exports,,geneve,7906839,,0
1476,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1765,Exports,,guinee,5386474,,0
1477,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1765,Exports,,hollande,34562467,,0
1478,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1765,Exports,,ilesamer,24510579,,0
1479,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1765,Exports,,italie,17936358,,0
1480,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1765,Exports,,levant,29320031,,0
1481,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1765,Exports,,naples,4328746,,0
1482,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1765,Exports,,nord,37179159,,0
1483,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1765,Exports,,portugal,6972150,,0
1484,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1765,Exports,,russie,1354612,,0
1485,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1765,Exports,,savpie,7688916,,0
1486,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1765,Exports,,suede,1916271,,0
1487,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1765,Exports,,suisse,4249067,,0
1488,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1765,Exports,,venise,769057,,0
1489,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1765,Imports,,allemagne,7889948,,0
1490,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1765,Imports,,angleterre,7262723,,0
1491,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1765,Imports,,danemark,1212468,,0
1492,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1765,Imports,,espagne,20799096,,0
1493,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1765,Imports,,flandre,5515671,,0
1494,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1765,Imports,,genes,5644236,,0
1495,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1765,Imports,,geneve,182754,,0
1496,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1765,Imports,,hollande,17540831,,0
1497,Romano1957+Velde+IIHS-128,National/Tableau Général/Tableau Général.csv,Tableau Général,1765,Imports,,ilesamer,78223406,,0
