sources,product,orthographic_normalization,simplification,categorization,sitc_rev1,sitc_rev2,medicinal
unknown,Lagopèdes/perdrix,perdrix ; ou lagopède,,,,,
unknown,Lainage d'Arras,"lainage, d'Arras",lainage,,,,
unknown,Lainages,lainage,lainage,,,,
unknown,Laine angora/mohair,laine ; angora,laine ; angora,,,,
sund,Laine brute de mouton,laine ; brute ; de mouton,laine ; brute,laine,2,,
unknown,Laine d'agneau,laine ; d'agneau,laine ; d'agneau,,,,
unknown,Laiton brut,laiton ; brut,laiton ; brut,laiton,6,6,
sund,Laiton et cuivre,laiton et cuivre,laiton et cuivre,,,,
unknown,Lamelles de poisson séché,lamelle ; de poisson séché,,,,,
unknown,Lames,lame,lame,,,,
unknown,Lames de bois,lame ; de bois,lame ; de bois,,,,
sund,Lances,lance,lance,,,,
unknown,Lances de fer,lance ; de fer,lance ; de fer,,,,
sund,Lances et beauprés,lance et beaupré,lance et beaupré,,,,
sund,Lances et mats,lance et mât,lance et mât,,,,
unknown,Lances/piquets,lance ; et piquet,lance et piquet,,,,
unknown,Lances/pointes ?,lance ; et pointes ?,,,,,
unknown,Lances/pointes et ?,lance ; et pointe et ?,,,,,
unknown,Lanières,lanière,lanière,,,,
unknown,Laternes,lanterne,lanterne,,8,8,
unknown,Lattes de haut,latte ; de hêtre,,,,,
unknown,Lattes en paille,latte ; en paille,latte ; en paille,,,,
sund,Lattes/perches,latte et perche,latte et perche,,,,
sund,Lest,lest,lest,,,,
unknown,Lieux noirs/colins noirs,lieu noir et colin noir,,,,,
unknown,Ligneul,ligneul,ligneul,,,,
unknown,Limande commune,limande ; commune,limande,,,,
unknown,Lin de Marienborg,lin ; de Marienborg,lin,,2,,
unknown,Lin de Pologne,lin ; de Pologne,lin,,2,,
sund,Lin et chanvre,chanvre et lin,chanvre et lin,chanvre et lin,2,,
unknown,Lin ordinaire,lin ; ordinaire,lin,,2,,
unknown,Lin polonais,lin ; polonais,lin,,2,,
unknown,Lin pour paillasson,lin ; pour paillasson,lin ; pour paillasson,,,,
unknown,Lin preussien,lin ; prussien,lin,,2,,
unknown,Lin russe,lin ; russe,lin,,2,,
unknown,Lin tressé,lin ; tressé,lin ; tressé,,,,
unknown,Lit-clos/alcôve,lit ; clos ; alcôve,literie,lit,8,8,
unknown,Literie,literie,literie,lit,8,8,
unknown,Lits en fer,lit ; en fer,lit ; de fer,lit,8,8,
sund,Liège et provisions,liège et provision,liège et provision,,,,
unknown,Loches/cobitidae,loches ; cobitidae,,,,,
unknown,Lystre,lystre,lystre,,,,
unknown,Macis ?,macis,,,,,
unknown,Macquereaux ; salés,maquereau ; salé,maquereau ; salé,,0,0a,
unknown,Malachite,malachite,pierre,,2,,
sund,Malt,malt,malt,,,,
unknown,Malt en sacs,malt en sac,malt,,,,
unknown,Malt en tonneaux,malt en tonneau,malt,,,,
unknown,Manches pour binages à pousser,manche ; pour binage à pousser,manche ; pour jardinage,manches,6,6,
unknown,Manteau de fourrure d'agneau,manteau ; de fourrure d'agneau,manteau ; de fourrure d'agneau,,,,
sund,Marchandises,marchandise,marchandise,marchandises diverses,???,,
unknown,Marchandises ; des citoyens,marchandise ; des citoyen,marchandise ; des citoyen,,,,
sund,Marchandises de détail,marchandise ; de détail,marchandise,marchandises diverses,???,,
unknown,Marchandises des Indes ; Étoffes diverses des Indies,,,,,,
unknown,Marchandises des magasins prussians royaux,marchandise ; des magasin royaux ; de Prusse,marchandise,marchandises diverses,???,,
sund,Marchandises diverses,marchandise ; diverse,marchandise,marchandises diverses,???,,
unknown,Marchandises en fer,marchandise ; en fer,marchandise ; en fer,,,,
unknown,Marchandises en tonneaux,marchandise ; en tonneau,marchandise,marchandises diverses,???,,
unknown,Marchandises envoyées en tonneaux,marchandise ; envoyé en tonneau,,,,,
unknown,Marchandises non classifiées,marchandise on classifiée,marchandise non classifiée,,,,
unknown,Marchandises sèches,marchandise ; sèche,marchandise ; sèche,marchandises diverses,???,,
unknown,Marmelade,marmelade,marmelade,,,,
unknown,Marmites en cuivre,marmite ; en cuivre,marmite ; de cuivre,,,,
unknown,Marteaux en fer,marteau ; en fer,marteau ; en fer,,,,
sund,Matière colorante,matière colorante,matière colorante,,,,
unknown,Matière tannante,matière tannante,matière tannante,,,,
unknown,Matières grasses,matière grasse,,,,,
sund,Matériaux,matériau,matériau,,2,,
unknown,Merlan,merlan,poisson ; merlan,poisson,0,0a,
unknown,Merlin à trois fils,merlin ; à trois fils,,,,,
sund,Merreins (pour faire des douves de fûts),merrain ; pour faire des douve de fût,merrain,,2,,
unknown,Meule de moulin,meule ; de moulin,meule ; à moulin,meule,6,6,
unknown,Meulles ; a eguiser,meule ; à aiguiser,meule ; à aiguiser,meule,6,6,
unknown,Mineral,minéraux,,,,,
unknown,Mineraux,minéraux,,,,,
unknown,Mise à feu,mise à feu,mise à feu,,,,
unknown,Mobilier,mobilier,mobilier,mobilier,8,8,
unknown,Molleton,molleton,molleron,,???,,
unknown,Molleton double fil,molleton ; double fil,étoffe ; molleton ; double fil,,,,
unknown,Molleton simple fil,molleton ; simple fil,étoffe ; molleton ; simple fil,,,,
belgium,Molton / aune,molleton par aune,,,,,
unknown,Monnaies étrangères ou lingots,monnaie ; étrangère,monnaie ; étrangère,monnaie,9,9a,
unknown,Montures/bois de fusil,monture en bois ; à fusil,ouvrage ; bois ; pour fusil,,,,
unknown,Morceaux de bois,morceau ; de bois,bois ; morceau,,2,,
unknown,Morceaux de fourrure,fourrure ; morceau,fourrure ; morceau,,,,
unknown,Morue séchée,morue ; sèche,poisson ; de mer ; salé ; morue,poisson,0,0a,
unknown,Morue séchée d'Islande,morue ; sèche,poisson ; de mer ; salé ; morue,poisson,0,0a,
unknown,Morue séchée et salée,morue ; sèche ; et salée,poisson ; de mer ; salé ; morue et salée,,,,
unknown,Morues salées,morue ; salée,,,,,
sund,Morues séchées,morue ; sèche,poisson ; de mer ; salé ; morue,poisson,0,0a,
belgium,Moucade / aune,,,,,,
unknown,Mouchoirs divers et des Indes,mouchoir ; des Indes ; divers,,,,,
sund,Moufles,moufle,moufle,,,,
unknown,Moulures,moulure,moulure,,,,
belgium,Mouquette / aune,,,,,,
sund,Mousquets,mousquet,arme ; à feu ; fusil,arme,9,,
belgium,Mousselinne / aune,mousseline par aune,,,,,
unknown,Moût,moût,moût,,,,
unknown,Munitions,munition,munition,,,,
unknown,Muselet/fils d'acier,muselet et fil d'acier,muselet et fil d'acier,,,,
unknown,Mâts de bateau,mât ; de bateau,mât ; de navire,mât,7,7,
sund,Mâts de drapeau,mât ; de drapeau,,mât,7,7,
unknown,Mâts de taille moyenne,mât ; de taille moyenne,,mât,7,7,
unknown,Mâts pour bateau,mât ; pour bateau,mât ; de navire,mât,7,7,
unknown,Mâts pour navire,mât ; pour navire,mât ; pour navire,,7,7,
unknown,Mèches/cordes à feu,mèche ; et corde à feu,mèche,,6,6,
unknown,Métal ; petits morceaux,métal ; petit morceau,métal ; petit morceau,,,,
sund,Métal/métaux,métal,métal,métal,6,6,
unknown,Métaux ;Fers et aciers,fer et acier,fer et acier,fer et acier,6,6,
unknown,Mûres sauvages,mûre sauvage,fruit ; mûre,,,,
unknown,Nageoires de baleine,baleine ; nageoire,baleine ; nageoire,baleine,0,0a,
unknown,Nageoires de flétan salés,flétan ; salé ; nageoire,poisson ; flétan ; salé,,,,
unknown,Nappe,nappe,nappe,nappe,8,8,
unknown,Nappes,nappe,nappe,nappe,8,8,
unknown,Narval,narval,poisson ; de mer ; narval,,,,
unknown,Nattes de chanvre,natte ; de chanvre,natte ; de chanvre,,,,
sund,Nervures,nervure,nervure,,,,
unknown,Noix de muscade,noix ; de muscade,,,,,
sund,Noix et riz,noix et riz,noix et riz,,,,
sund,Noixettes,noisette,noisette,noisette,0,0a,
sund,Not a product,not a product,not a product,,,,
unknown,Objets en corne,objet ; en corne,ouvrage ; en corne,,,,
unknown,Objets en cuivre,objet ; en cuivre,ouvrage ; de cuivre,,6,6,
unknown,Objets en laiton,objet ; en laiton,ouvrage ; en laiton,,,,
unknown,Objets en étain,objet ; en étain,ouvrage ; en étain,,,,
sund,Olives et câpres,câpre et olive,câpre et olive,,,,
unknown,Onglons de bouc,onglon ; de bouc,sabot ; de bouc,,,,
unknown,Onglons de renne,onglon ; de renne,sabot ; de renne,,,,
sund,Onions,oignon,oignon,poisson,0,0a,
unknown,Or en feuille,or ; en feuille,or ; en feuille,or,8,8,
sund,Orges perlés,orge ; perlé,drogue ; médicinale ; orge ; perlé,drogue ; médicinale,2,,drogue ; médicinale ; orge ; perlé
unknown,Orphies,orphies,orphies,,,,
unknown,Os de baleine,os ; de baleine,os ; de baleine,,,,
unknown,Outil en bois utilisé pour la fabrication des épingles,outil ; en bois ; utilisé pour la fabrication des épingle,outil ; de bois,,,,
unknown,Outils en fer,outil ; en fer,outil ; en fer,outils,6,6,
unknown,Outils pour la pêche,outil ; pour la pêche,outil ; pour la pêche,,,,
unknown,Outils pour la pêche des baleines,outil ; pour la pêche ; des baleine,outil ; pour la pêche,,,,
unknown,Ouvrages ; de cuivre ; garnis en argent,ouvrage ; de cuivre ; garnis en argent,,,,,
unknown,Oxide de plomb,oxyde ; de plomb,oxyde ; de plomb,,,,
unknown,Oxyde ; de plomb,oxyde ; de plomb,oxyde ; de plomb,,,,
unknown,P.N. lin,lin,lin,,2,,
unknown,Pailassons en fibres,paillasson en fibre,paillasson ; en fibre,,,,
unknown,Paillassons,paillasson,paillasson,,6,6,
sund,Paillassons/tapis de sol,paillasson ; tapis de sol,paillasson,,6,6,
unknown,Pain de froment,pain ; de froment,pain ; de grain ; froment,,,,
unknown,Pain de seigle,pain ; de seigle,pain ; de grain ; seigle,,,,
unknown,Pain de sucre,pain ; de sucre,sucre ; en pain,sucre,0,0b,
unknown,Pain de sucre (cône),pain ; de sucre ; en cône,sucre ; en pain,sucre,0,0b,
unknown,Pains d'épices,pain ; d'épice,pain ; d'épice,pain ; d'épice,0,0a,
unknown,Palan,palan,palan,,,,
unknown,Palmier,palmier,palmier,,,,
belgium,Panne / aune,,,,,,
unknown,Pantalons,pantalon,pantalon,,8,8,
unknown,Pantalons en laine de Kersey,pantalon ; en laine,pantalon ; en laine,,,,
unknown,Papier ; bl?,papier ; bl ?,,,,,
unknown,Papier français,papier ; français,papier,papier,6,6,
unknown,Papier pour tenture,papier ; pour tenture,,,,,
sund,Parties de bois non spécifiées ?,partie de bois ; non spécifiée,bois,,2,,
unknown,Parties de bois ordinaires ?,partie de bois ; ordinaire,bois,,2,,
unknown,Parties de bois prussien ?,partie de bois ; prussien,bois,,2,,
unknown,Parties de chêne ?,partie ; de chêne,bois ; chêne,,2,,
unknown,Parures ; d'argent,parure ; d'argent,parure ; d'argent,,,,
unknown,Passement de soie,passement ; de soie,passementerie ; de soie,passementerie,8,8,
sund,Passements d'argent,passement ; argent,passement ; argent,,,,
sund,Passements d'or,passement ; d'or,passementerie ; d'or,,,,
sund,Passements d'or et d'argent,passement ; d'or et d'argent,passementerie ; d'or et d'argent,,,,
unknown,Pattes d'ancre,patte ; d'ancre,patte ; d'ancre,,???,,
unknown,Peaux ; d'orignal,peau ; d'orignal,peau ; d'orignal,,2,,
unknown,Peaux ; de veau ; en grain,peau ; de veau ; en grain,peau ; de veau ; en grain,peaux,2,,
unknown,Peaux ; de vestin,peau ; de vélin,peau ; de vélin,peaux,2,,
unknown,Peaux brutes,peau ; brute,,,,,
unknown,Peaux brutes de boeuf,peau ; brute ; de bœuf,,,,,
unknown,Peaux brutes de bœufs,peau ; brute ; de bœuf,,,,,
unknown,Peaux d'écureil,peau ; d'écureuil,peau ; d'écureuil,,2,,
unknown,Peaux d'écureuil,peau ; d'écureuil,peau ; d'écureuil,,2,,
unknown,Peaux d'élan,peau ; d'élan,peau ; d'élan,,,,
unknown,Peaux de blaireau,peau ; de blaireau,peau ; de blaireau,peaux,2,,
unknown,Peaux de bœuf,peau ; de bœuf,peau ; de bœuf,,2,,
unknown,Peaux de bœuf séchées,peau ; de bœuf ; séchée,peau ; séchée ; de bœuf,,,,
unknown,Peaux de bœufs,peau ; de bœuf,peau ; de bœuf,,2,,
unknown,Peaux de chats sauvages,peau ; de chat sauvage,peau ; de chat sauvage,,,,
unknown,Peaux de cheval,peau ; de cheval,peau ; de cheval,peaux,2,,
unknown,Peaux de fauves,peau ; de fauve,peau ; de fauve,,2,,
unknown,Peaux de glouton,peau ; de glouton,peau ; de glouton,,,,
unknown,Peaux de hermine,peau ; de hermine,peau ; de hermine,,,,
unknown,Peaux de lapin gris,peau ; de lapin gris,peau ; de lapin,,2,,
unknown,Peaux de lapin noir,peau ; de lapin noir,peau ; de lapin,,2,,
unknown,Peaux de lièvre,peau ; de lièvre,peau ; de lièvre,peaux,2,,
unknown,Peaux de rennes,peau ; de renne,peau ; de renne,,2,,
unknown,Peaux de tauraux,peau ; de taureau,peau ; de taureau,,,,
unknown,Peaux de vache,peau ; de vache,peau ; de vache,,2,,
sund,Peaux et poils,peau ; et poil,,,,,
sund,Peaux fines de chèvre,peau ; fine de ; chèvre,"peau ; de chèvre, fine",,,,
unknown,Peaux salés,peau ; salé,peau ; salé,,,,
unknown,Peaux séchés,peau ; séché,peau ; séché,,,,
sund,Peaux/fourrure d'écureil,peau ; et fourrure ; d'écureuil,,,,,
unknown,Peintures/tableaux,peinture ; et tableau,peinture et tableau,,,,
unknown,Pelles,pelle,pelle,,,,
unknown,Pelles pour cheminée,pelle ; pour cheminée,pelle ; pour cheminée,,,,
sund,Percale ou coutil pour couette,percale ; ou coutil ; pour couette,percale ; ou coutil ; pour couette,,,,
unknown,PerlesÊfausses,,,,,,
unknown,Pernambouc,pernambouc,bois ; de pernambouc,,2,,
belgium,Perpetuane / aune,perpétuane par aune,,,,,
unknown,Petites pièces en fer,petite pièce ; en fer,petite pièce ; en fer,,,,
unknown,Petits fûts de bière,futaille ; petite ; de bière,futaille ; petite ; de bière,,,,
unknown,Petits mâts,petit mât,,,,,
unknown,Petits pains ronds,petit pain ; rond,,,,,
unknown,Petits pois,petit pois,petit pois,,,,
unknown,Pieds de bouteille,pied ; de bouteille,pieds ; de bouteille,,,,
unknown,Pienne ; de fil,pierre ; de fil,pierre ; de fil,,2,,
unknown,Pienne ; de laine,pierre ; de laine,pierre ; de laine,,2,,
unknown,Pierre calcaire/pierre à chaux,pierre ; calcaire ; pierre ; à chaux,,,,,
unknown,Pierre à affûter/aiguiser,pierre ; à affûter ; aiguiser,,,,,
unknown,Pierres ; a éguiser,pierre ; à aiguiser,,,,,
unknown,Pierres ; d'alphate,pierre ; d'asphalte,pierre ; d'asphalte,,2,,pierre ; d'asphalte
unknown,Pierres ; de St. Cast,pierre ; de St. Cast,pierre ; de St. Cast,,2,,
unknown,Pierres calcaires,pierre ; calcaire,pierre ; calcaire,,,,
unknown,Pierres calcaires d'Øland,pierre ; calcaire ; de Hollande,pierre ; calcaire,,,,
unknown,Pierres coupés,pierre ; coupé,pierre ; coupée,,,,
unknown,Pierres de cancer?,pierre ; de cancer ; illisible,,,,,
sund,Pierres de seuil,pierre ; de seuil,pierre ; de seuil,,,,
unknown,Pierres de Öland,pierre ; de Hollande,pierre,,2,,
sund,Pierres et chanvre,pierre ; et chanvre,,,,,
sund,Pierres et lin,pierre ; et lin,,,,,
unknown,Pierres ponces,pierre ; ponce,pierre ; ponce,,2,,
unknown,Pierres pour sol,pierre ; pour sol,pierre ; pour sol,,,,
unknown,Pierres rouges,pierre ; rouge,pierre ; rouge,,,,
unknown,Pierres tombales,pierre ; tombale,,,,,
unknown,Pierres à briquet/pierres à feu,pierre ; à briquet ; pierre ; à feu,,,,,
unknown,Pierres à écurer,pierre ; à écurer,pierre ; à écurer,,,,
unknown,Pieux,pieu,pieu,,,,
unknown,Pigment d'or,pigment ; d'or,pigment ; d'or,,,,
unknown,Pioches,pioche,pioche,,,,
sund,Pipes (à tabac),pipe ; à tabac,pipe ; à fumer,,8,8,
unknown,Piques (arme),arme ; pique,arme ; pique,arme,9,,
unknown,Pistolets (armes),arme ; pistolet,,,,,
unknown,Pièces d'artillerie,pièce ; d'artillerie,,,,,
unknown,Pièces de cuivre,pièce ; de cuivre,,,,,
unknown,Pièces de monnaie,pièce ; de monnaie,,,,,
unknown,Pièces de monnaie en cuivre,pièce ; de monnaie ; en cuivre,,,,,
sund,Plancards,placard,placard,,,,
unknown,Planches ; d'ardoises,planche ; d'ardoise,planche ; d'ardoise,,2,,
unknown,Planches ; de bois vernis,planche ; de bois ; verni,,,,,
unknown,Planches de 6 aulnes,planche ; de 6 aulne,,,,,
unknown,Planches de 7 aulnes,planche ; de 7 aulne,,,,,
unknown,Planches de 8 aulnes,planche ; de 8 aulne,,,,,
unknown,Planches de navire,planche ; de navire,planche ; de navire,,,,
unknown,Planches en acajou,planche ; d'acajou,planche ; d'acajou,,2,,
unknown,Planches en bois,planche ; de bois,,,,,
unknown,Planches en bois de noyer,Planche ; en bois ; de noyer,,,,,
sund,Planches lourds,planche ; lourde,planche ; lourde,,,,
unknown,Planches pour bateau,planche ; pour bateau,,,,,
unknown,Plantes tinctoriales,plante ; tinctoriale,plante ; tinctoriale,,,,
unknown,Plants ; d' asperges,plant ; d'asperge,plant ; d'asperge,plants,2,,
unknown,Plants ; de citronniers,plant ; de citronnier,plant ; de citronnier,plants,2,,
unknown,Plaques (matière non précisée,plaque ; matière non précisée,plaque,,,,
sund,Plaques (matière non précisée),plaque ; matière non précisée,plaque,,,,
unknown,Plaques de cuirasse,plaque ; de cuirasse,plaque ; de cuirasse,,,,
unknown,Plaques en cuivre,plaque ; en cuivre,plaque ; en cuivre,,6,6,
unknown,Plaques en fer,plaque ; en fer,plaque ; de fer,,6,6,
sund,Plaques en tôle,plaque ; en tôle,plaque ; en tôle,,,,
unknown,Plaquettes,plaquette,plaquette,,,,
sund,Plomb de chasse,plomb ; de chasse,plomb ; de chasse,,6,6,
unknown,Plombs,plomb,plomb,plomb,6,6,
unknown,Plombs de chasse,plomb ; de chasse,plomb ; de chasse,,6,6,
unknown,Plumes ; d'autruche ; apretees,plume ; d'autruche ; apprêtée,plume ; apprêtée ; d'autruche,,8,8,
sund,Plumes pour plumes à écrire,plume ; à écrire,,,8,8,
unknown,Poids en fer (pour peser),poids ; en fer ; pour peser,poids ; de fer,poids ; de fer,6,6,
unknown,Poignées d'épée,poignée ; d'épée,poignée ; d'épée,,,,
sund,Poils,poil,poil,,,,
unknown,Poils de castor,poil ; de castor,poil ; de castor,poil,2,,
unknown,Poils de chameau,poil ; de chameau,poil ; de chameau,poil,2,,
unknown,Poils de cheval,poil ; de cheval,poil ; de cheval,,2,,
unknown,Poils de chèvre,poil ; de chèvre,poil ; de chèvre,poil,2,,
unknown,Poils de lapin,poil ; de lapin,poil ; de lapin,poil,2,,
unknown,Poils de vache,poil ; de vache,poil ; de vache,poil,2,,
sund,Poils/cheveux,poil ; et cheveu,poil et cheveu,,,,
unknown,Pointes de Hollande,pointe ; de Hollande,pointe ; de Hollande,,,,
unknown,Pointes de Lübeck,pointe ; de Lübeck,pointe ; de Lübeck,,,,
unknown,Pointes en métal,pointe ; en métal,pointe ; en métal,,,,
unknown,Poisson séché,poisson ; séché,,,,,
sund,Poissons ?,poisson ; illisible,,,,,
unknown,Poissons de Norvège,poisson ; de Norvège,poisson ; de Norvège,,,,
unknown,Poissons de rebut,poisson ; de rebut,poisson ; de rebut,,,,
unknown,Poissons d'Islande,poisson ; d'Islande,poisson ; d'Islande,,,,
unknown,Poissons en tonneau,poisson ; en tonneau,poisson,poisson,0,0a,
unknown,Poissons et produits de poisson,poisson ; et produit de poisson,poisson et produit de poisson,,,,
unknown,Poissons séchés,poisson ; séché,,,,,
unknown,Poivre ; blanc-noir,poivre ; blanc-noir,poivre ; blanc-noir,,,,
unknown,Poivre ; commun,poivre ; commun,poivre ; commun,,0,0b,
unknown,Poivre de Bresil,poivre ; du Brésil,,,,,
unknown,Poivre du paradis/poivre de Guinée,poivre ; du paradis ; et poivre ; de guinée,,,,,
unknown,PoivreÊ,,,,,,
unknown,Poix fin,poix ; fin,poix ; fin,,,,
unknown,Poix grosse,poix ; gros,poix ; gros,,,,
unknown,Pommes de Gaule,pomme ; de Gaule,pomme,,0,0a,
unknown,Pompes en cuivre,pompe ; en cuivre,pompe ; en cuivre,,,,
unknown,Ponces,ponce,pierre ; ponce,,2,,
unknown,Portants,portant,portant,,,,
unknown,Porto,porto,vin ; de Porto,vin ; étranger,1,1,
unknown,Portraits,portrait,portrait,,8,8,
unknown,"Potasse, vedasse et gravelées",potasse ; védasse ; et gravelée,,,,,
unknown,Poteaux/montants en chêne,poteau ; et montant ; en chêne,poteau et montant ; en chêne,,,,
unknown,Poterie d'argile,poterie ; d'argile,poterie ; de terre,poterie,6,6,
unknown,Poterie de grès,poterie ; de grès,poterie ; de grès,,6,6,
sund,Pots,pot,poterie,poterie,6,6,
unknown,Pots en cuivre,pot ; en cuivre,poterie ; de cuivre,,,,
unknown,Potterie ; de grez ; barbües,poterie ; de grès ; barbue,poterie ; de grès ; barbue,poterie,6,6,
unknown,Potterie ; de grez ; cannettes,poterie ; de grès ; cannette,,,6,6,
unknown,Potterie ; de grez ; cruches,poterie ; de grès ; cruche,poterie ; de grès ; cruche,poterie,6,6,
unknown,Potterie ; de grez ; diverses,poterie ; de grès ; divers,poterie ; de grès ; divers,,6,6,
