numerodeligne,dataentryby,source,SourcePath,SourceType,year,exportsimports,direction,bureaux,sheet,marchandises,pays,value,quantit,origine,total,quantity_unit,Leurvaleursubtotal_1,leurvaleursubtotal_2,leurvaleursubtotal_3,prix_unitaire,probleme,remarks,Double compte
39,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,39,Bière,,95,1,Boulogne,,muids,,,,,,,1
40,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,39,Bière,,95,192,Boulogne,,pintes,,,,,,,2
41,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Tabago,,39,Bijouterie,,2295,,Angleterre,,,,,,,,,0
42,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,39,Bijouterie,,11780,,Paris,,,18579,,,,,,0
43,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,39,Bijouterie,,5859,,Paris,,,18579,,,,,,0
44,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Guadeloupe,,39,Bijouterie,,940,,Paris,,,18579,,,,,,0
45,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Tabago,,39,Biscuit,,1640,8200,Angleterre,,livres,,,,,,,0
46,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,39,Biscuit,,20138,111880,Paris,,livres,32101,,,,,,0
47,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,39,Biscuit,,5028,27932,Paris,,livres,32101,,,,,,0
48,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Tabago,,39,Biscuit,,6935,38530,Paris,,livres,32101,,,,,,0
49,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Bourbon,,39,Biscuit,,3485,19360,Paris,,livres,,,,,,,0
50,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,39,Biscuit,,14816,82312,Paris,,livres,,,,,,,0
51,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,39,Bois feuillard en cercles,,15135,5045,Normandie,,paquets,23379,,,,,,0
52,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,39,Bois feuillard en cercles,,4020,1340,Normandie,,paquets,23379,,,,,,0
53,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Guadeloupe,,39,Bois feuillard en cercles,,2280,760,Normandie,,paquets,23379,,,,,,0
54,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Tabago,,39,Bois feuillard en cercles,,1944,659,Normandie,,paquets,23379,,,,,,0
55,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,39,Bois ozier,,2988,996,,,paquets,,,,,,,0
56,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,39,Bois ozier,,1095,365,,,paquets,,,,,,,0
57,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Guadeloupe,,39,Bois ozier,,420,140,,,paquets,,,,,,,0
58,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Guadeloupe,,39,Bois divers de construction,,72,,,,en nombre,,,,,,,0
59,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,39,Bois divers de construction,,40,,,,en nombre,,,,,,,0
60,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,39,Bois de sapin en planches,,3290,2254,Norvège,,en nombre,,,,,,,0
61,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,39,Bois de sapin en planches,,600,470,Norvège,,en nombre,,,,,,,0
62,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Guadeloupe,,39,Bois de sapin en planches,,590,340,Norvège,,en nombre,,,,,,,0
63,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,39,Bois de sapin en planches,,720,900,Suède,,en nombre,1866,,,,,,0
64,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,39,Bois de sapin en planches,,1050,970,Suède,,en nombre,1866,,,,,,0
65,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Guadeloupe,,39,Bois de sapin en planches,,96,120,Suède,,en nombre,1866,,,,,,0
66,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,39,Bois de sapin en planches,,548,360,Suède,,en nombre,,,,,,,0
67,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,39,Bonneterie diverse,,,,,,,,,,,,,0
68,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,39,Bas de coton,,66,,Rouen,,douzaines,,,,,,,0
69,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Tabago,,39,Bas de coton,,500,10,Rouen,,douzaines,1110,,,,,,0
70,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Tabago,,39,Bas de coton,,610,13,Angleterre,,douzaines,1110,,,,,,0
71,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,39,Bas de fil,,480,8,Bretagne,,douzaines,,,,,,,0
72,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,39,Bas de fil,,70512,1360,Bretagne,,douzaines,140666,,,,,,0
73,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,39,Bas de fil,,57702,1071,Bretagne,,douzaines,140666,,,,,,0
74,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Guadeloupe,,39,Bas de fil,,12452,238,Bretagne,,douzaines,140666,,,,,,0
75,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Tabago,,39,Bas de fil,,613,16,Angleterre,,douzaines,,,,,,,0
76,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Cayenne et Guyanne,,39,Bas de fil,,1800,100,Lille,,douzaines,7800,,,,,,0
77,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Tabago,,39,Bas de fil,,6000,12,Lille,,douzaines,7800,,,,,,0
78,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Tabago,,39,Bas de fil,,280,56,Rouen,,douzaines,,,,,,,0
79,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,39,Bas de laine,,1080,27,Amiens,,douzaines,,,,,,,0
80,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Cayenne et Guyanne,,39,Bonnets de laine,,75,5,Rouen,,douzaines,,,,,,,0
81,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,39,Bonnets de laine,,1600,64,Rouen,,douzaines,,,,,,,0
82,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,39,Bonnets de laine,,690,1724,Angleterre,,en nombre,,,,,,,0
83,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,39,Bas de soye,,1250,105,Paris,,paires,2924,,,,,,0
84,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,39,Bas de soye,,812,73,Paris,,paires,2924,,,,,,0
85,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Guadeloupe,,39,Bas de soye,,362,30,Paris,,paires,2924,,,,,,0
86,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Cayenne et Guyanne,,39,Bas de soye,,500,40,Paris,,paires,2924,,,,,,0
87,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,39,Bas de soye,,216,18,Lyon,,paires,,,,,,,0
88,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Tabago,,39,Bray gras et goudron,,2828,81,Suède,,gonnes,,,,,,,1
89,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Tabago,,39,Bray gras et goudron,,2828,19,Suède,,bouteilles,,,,,,Doute sur l'unité de mesure,2
90,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,39,Bray gras et goudron,,5948,165,Suède,,gonnes,,,,,,,1
91,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,39,Bray gras et goudron,,5948,51,Suède,,bouteilles,,,,,,Doute sur l'unité de mesure,2
92,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,39,Bray sec en galipot,,2236,14904,Bayonne,,livres,2465,,,,,,0
93,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,39,Bray sec en galipot,,229,1525,Bayonne,,livres,2465,,,,,,0
94,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,39,Bray sec en galipot,,5662,37281,Bayonne,,livres,,,,,,,0
95,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,40,Brosserie diverse,,15,,,,,295,,,,,,0
96,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Tabago,,40,Brosserie diverse,,280,,,,,295,,,,,,0
97,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,40,Brosserie diverse,,104,,,,,,,,,,,0
98,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,40,Café,,3580,2387,Isles françaises,,livres,,,,,,,0
99,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Guadeloupe,,40,Cartes à jouer,,1215,582,Caen,,sizains,,,,,,,0
100,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,40,Casaques à nègres,,6150,2262,Le Havre,,en nombre,16740,,,,,,0
101,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Cayenne et Guyanne,,40,Casaques à nègres,,500,200,Le Havre,,en nombre,16740,,,,,,0
102,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Tabago,,40,Casaques à nègres,,10090,,Le Havre,,en nombre,16740,,,,,,0
103,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,40,Casaques à nègres,,3300,1100,Le Havre,,en nombre,,,,,,,0
104,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Tabago,,40,Casaques à nègres,,18746,5592,Angleterre,,en nombre,,,,,,,0
105,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,40,Casaques à nègres,,6720,1680,Le Mans,,en nombre,,,,,,,0
106,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,40,Cauris,,1320,1100,L'Orient,,livres,,,,,,,0
107,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,40,Caves de six flacons,,10625,3882,Hollande,,en nombre,,,,,,,0
108,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Tabago,,40,Chairs salées diverses,,1109,,,,,,,,,,,0
109,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,40,Chairs salées diverses,,979,,,,,,,,,,,0
110,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,40,Bœuf salé,,126060,378180,Angleterre,,livres,976560,,,,,,0
111,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,40,Bœuf salé,,640260,1920780,Angleterre,,livres,976560,,,,,,0
112,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Guadeloupe,,40,Bœuf salé,,166200,498600,Angleterre,,livres,976560,,,,,,0
113,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Tabago,,40,Bœuf salé,,44040,132120,Angleterre,,livres,976560,,,,,,0
114,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Bourbon,,40,Bœuf salé,,1800,5400,Angleterre,,livres,,,,,,,0
115,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,40,Bœuf salé,,44880,134640,Angleterre,,livres,,,,,,,0
116,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,40,Bœuf en daube,,1944,18,St Malo,,,,,,,,Soucis pour lire l'unité de mesure,0
117,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,40,Jambon fumé,,532,665,Bordeaux,,livres,596,,,,,,0
118,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,40,Jambon fumé,,64,80,Bordeaux,,livres,596,,,,,,0
119,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,40,Jambon fumé,,1514,1893,Bordeaux,,livres,,,,,,,0
120,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,40,Jambon fumé,,2691,3002,Normandie,,livres,4572,,,,,,0
121,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Guadeloupe,,40,Jambon fumé,,1614,2018,Normandie,,livres,4572,,,,,,0
122,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Cayenne et Guyanne,,40,Jambon fumé,,267,334,Normandie,,livres,4572,,,,,,0
123,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,40,Jambon fumé,,618,772,Normandie,,livres,,,,,,,0
124,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,40,Jambon fumé,,240,313,Angleterre,,livres,2823,,,,,,0
125,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Tabago,,40,Jambon fumé,,2583,3229,Angleterre,,livres,2823,,,,,,0
126,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,40,Jambon fumé,,272,340,Angleterre,,livres,,,,,,,0
127,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,40,Langues fumées,,318,706,Angleterre,,livres,7618,,,,,,0
128,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,40,Langues fumées,,310,690,Angleterre,,livres,7618,,,,,,0
129,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Guadeloupe,,40,Langues fumées,,2411,6468,Angleterre,,livres,7618,,,,,,0
130,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Cayenne et Guyanne,,40,Langues fumées,,343,763,Angleterre,,livres,7618,,,,,,0
131,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Tabago,,40,Langues fumées,,4236,9414,Angleterre,,livres,7618,,,,,,0
132,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,40,Langues fumées,,685,1522,Angleterre,,livres,,,,,,,0
133,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,40,Lard salé,,141545,404413,Angleterre,,livres,322872,,,,,,0
134,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,40,Lard salé,,125764,359325,Angleterre,,livres,322872,,,,,,0
135,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Guadeloupe,,40,Lard salé,,21539,61540,Angleterre,,livres,322872,,,,,,0
136,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Cayenne et Guyanne,,40,Lard salé,,1350,3858,Angleterre,,livres,322872,,,,,,0
137,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Tabago,,40,Lard salé,,32674,93353,Angleterre,,livres,322872,,,,,,0
138,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Bourbon,,40,Lard salé,,1552,4435,Angleterre,,livres,,,,,,,0
139,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,40,Lard salé,,17188,49108,Angleterre,,livres,,,,,,,0
140,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,40,Lard salé,,1617,4619,Cherbourg,,livres,,,,,,,0
141,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Cayenne et Guyanne,,40,Lard salé,,219,625,Cherbourg,,livres,,,,,,,0
142,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,40,Lard salé,,261,746,Cherbourg,,livres,,,,,,,0
143,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,40,Chapeaux divers,,3120,816,Normandie,,en nombre,14620,,,,,,0
144,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,40,Chapeaux divers,,1860,270,Normandie,,en nombre,14620,,,,,,0
145,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Tabago,,40,Chapeaux divers,,9640,1278,Normandie,,en nombre,14620,,,,,,0
146,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,40,Chapeaux à nègres,,1920,1200,Rennes,,en nombre,2920,,,,,,0
147,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Tabago,,40,Chapeaux à nègres,,1000,438,Rennes,,en nombre,2920,,,,,,0
148,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,40,Chapeaux à nègres,,160,100,Rennes,,en nombre,,,,,,,0
149,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,40,Chapeaux de castor,,1728,72,Paris,,en nombre,,,,,,,0
150,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,40,Chapeaux demi castor,,20892,2009,Paris,,en nombre,55572,,,,,,0
151,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,40,Chapeaux demi castor,,28968,2414,Paris,,en nombre,55572,,,,,,0
152,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Guadeloupe,,40,Chapeaux demi castor,,3024,252,Paris,,en nombre,55572,,,,,,0
153,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Cayenne et Guyanne,,40,Chapeaux demi castor,,300,48,Paris,,en nombre,55572,,,,,,0
154,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Tabago,,40,Chapeaux demi castor,,2388,199,Paris,,en nombre,55572,,,,,,0
155,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,40,Chapeaux demi castor,,5736,478,Paris,,en nombre,,,,,,,0
156,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Tabago,,40,Chapeaux poil,,30,3,Paris,,en nombre,,,,,,,0
157,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Bourbon,,40,Chapeaux poil,,864,48,Paris,,en nombre,,,,,,,0
158,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,40,Chapeaux poil en laine,,9024,835,Paris,,en nombre,21174,,,,,,0
159,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,40,Chapeaux poil en laine,,9900,912,Paris,,en nombre,21174,,,,,,0
160,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Guadeloupe,,40,Chapeaux poil en laine,,1650,165,Paris,,en nombre,21174,,,,,,0
161,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Cayenne et Guyanne,,40,Chapeaux poil en laine,,600,60,Paris,,en nombre,21174,,,,,,0
162,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,40,Chapeaux poil en laine,,2400,240,Rennes,,en nombre,6000,,,,,,0
163,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Guadeloupe,,40,Chapeaux poil en laine,,3600,360,Rennes,,en nombre,6000,,,,,,0
164,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,40,Chapeaux de feutre,,1200,300,Vitré,,en nombre,9592,,,,,,0
165,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Tabago,,40,Chapeaux de feutre,,8392,2098,Vitré,,en nombre,9592,,,,,,0
166,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,40,Chapeaux de paille,,310,138,Paris,,en nombre,,,,,,,0
167,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,40,Cidre,,704,12,Normandie,,muids,2032,,,,,,1
168,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,40,Cidre,,704,64,Normandie,,pintes,2032,,,,,,2
169,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,40,Cidre,,1328,23,Normandie,,muids,2032,,,,,,1
170,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,40,Cidre,,1328,16,Normandie,,pintes,2032,,,,,,2
171,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,40,Cidre,,8,40,Normandie,,pintes,,,,,,,0
172,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,40,Cire en bougie,,30057,10019,Rouen,,livres,33297,,,,,,0
173,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Martinique,,40,Cire en bougie,,807,269,Rouen,,livres,33297,,,,,,0
174,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Guadeloupe,,40,Cire en bougie,,1200,400,Rouen,,livres,33297,,,,,,0
175,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Cayenne et Guyanne,,40,Cire en bougie,,423,141,Rouen,,livres,33297,,,,,,0
176,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Tabago,,40,Cire en bougie,,810,270,Rouen,,livres,33297,,,,,,0
177,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,Sénégal et Guinée,,40,Cire en bougie,,3426,1142,Rouen,,livres,,,,,,,0
178,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,St Domingue,,40,Cire en bougie,,750,250,Paris,,livres,3750,,,,,,0
179,Cyril Mouton,ANOM Col F 2B 13,,,1788,Exports,La Guadeloupe,,40,Cire en bougie,,3000,1000,Paris,,livres,3750,,,,,,0
