numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
1,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1765.csv,Local,1,1768,Imports,Alun,Marseille,Angleterre,13440,livres,"0,2",2688,0,
2,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1765.csv,Local,1,1768,Imports,Arquifou,Marseille,Angleterre,24000,livres,"0,15",3600,0,
3,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1765.csv,Local,1,1768,Imports,Beurre,Marseille,Angleterre,11025,livres,"0,35",3859,"0,25",
4,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1765.csv,Local,1,1768,Imports,Bled froment,Marseille,Angleterre,950,charges,30,28500,0,
5,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1765.csv,Local,1,1768,Imports,Bois de campech,Marseille,Angleterre,595900,livres,"0,15",89385,0,
6,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1765.csv,Local,1,1768,Imports,Bois de chene,Marseille,Angleterre,400,pièces,60,24000,0,
7,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1765.csv,Local,1,1768,Imports,Bois de fayard,Marseille,Angleterre,933,pièces,50,46650,0,
8,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1765.csv,Local,1,1768,Imports,Bois merrain,Marseille,Angleterre,190,tonneaux,5,950,0,
9,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1765.csv,Local,1,1768,Imports,Bouteilles de verre,Marseille,Angleterre,28000,livres,"0,2",5600,0,
10,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1765.csv,Local,1,1768,Imports,Canons de fer,Marseille,Angleterre,14,en nombre,200,2800,0,
11,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1765.csv,Local,1,1768,Imports,Charbon de terre,Marseille,Angleterre,2555,chapeaux,5,12775,0,
12,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1765.csv,Local,1,1768,Imports,Cire jaune,Marseille,Angleterre,5890,livres,"1,5",8835,0,
13,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1765.csv,Local,1,1768,Imports,Cochon salé,Marseille,Angleterre,60,barils,60,3600,0,
14,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1765.csv,Local,1,1768,Imports,Couperose,Marseille,Angleterre,243085,livres,"0,08",19446,"-0,8",
15,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1765.csv,Local,1,1768,Imports,Cuivre vieux,Marseille,Angleterre,100,livres,"0,85",85,0,
16,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1765.csv,Local,1,1768,Imports,Etain en bloc,Marseille,Angleterre,115960,livres,"0,75",86970,0,
17,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1765.csv,Local,1,1768,Imports,Gaudron,Marseille,Angleterre,12500,livres,"0,15",1875,0,
18,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1765.csv,Local,1,1768,Imports,Grabeau d'indigo,Marseille,Angleterre,2845,livres,3,8535,0,
19,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1765.csv,Local,1,1768,Imports,Huille de vitriol,Marseille,Angleterre,1064,livres,3,3192,0,
20,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1765.csv,Local,1,1768,Imports,Langues salées,Marseille,Angleterre,1500,livres,"0,5",750,0,
21,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1765.csv,Local,1,1768,Imports,Meules a taillandier,Marseille,Angleterre,348,en nombre,2,696,0,
22,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1765.csv,Local,2,1768,Imports,Millet gros,Marseille,Angleterre,350,charges,18,6300,0,
23,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1765.csv,Local,2,1768,Imports,Plomb en saumon,Marseille,Angleterre,1303960,livres,"0,2",260792,0,
24,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1765.csv,Local,2,1768,Imports,Saumon salé,Marseille,Angleterre,25,barils,60,1500,0,
25,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1765.csv,Local,2,1768,Imports,Saumon salé,Marseille,Angleterre,600,livres,"0,25",150,0,
