numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
45,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,2,1775,Imports,Citrons et oranges,Marseille,Espagne,9,milliers,15,135,0,
46,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,2,1775,Imports,Civadilles,Marseille,Espagne,8000,livres,"0,5",4000,0,
47,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,2,1775,Imports,Cochenille,Marseille,Espagne,157539,livres,18,2835702,0,
48,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,2,1775,Imports,Colombine,Marseille,Espagne,363110,livres,"0,05",18155,"-0,5",
49,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,2,1775,Imports,Coloquinte,Marseille,Espagne,2970,livres,1,2970,0,
50,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,2,1775,Imports,Corail brut,Marseille,Espagne,1000,livres,"0,5",500,0,
51,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,2,1775,Imports,Corail ouvré,Marseille,Espagne,25,livres,20,500,0,"erreur dans la source, confusion livres et sous"
52,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,2,1775,Imports,Cornes de mouton,Marseille,Espagne,42960,paires,"0,1",4296,0,
53,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,2,1775,Imports,Cuirs de bœuf en poil,Marseille,Espagne,1262480,livres,"0,15",189372,0,
54,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,2,1775,Imports,Cuivre brut,Marseille,Espagne,46818,livres,"0,5",23409,0,
55,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,2,1775,Imports,Cuivre tangoul,Marseille,Espagne,150556,livres,"0,9",135500,"-0,4",
56,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,2,1775,Imports,Drogueries,Marseille,Espagne,3600,livres,1,3600,0,
57,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,2,1775,Imports,Espars,Marseille,Espagne,184,milliers,40,7360,0,
58,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,2,1775,Imports,Farine,Marseille,Espagne,230750,livres,"0,2",46150,0,
59,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,2,1775,Imports,Figues,Marseille,Espagne,574860,livres,"0,2",114972,0,
60,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,2,1775,Imports,Filets d'espars,Marseille,Espagne,"1714,5",milliers,40,68580,0,
61,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,2,1775,Imports,Galles,Marseille,Espagne,4700,livres,"0,4",1880,0,
62,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,2,1775,Imports,Gomme sandarac,Marseille,Espagne,3000,livres,"1,5",4500,0,
63,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,2,1775,Imports,Grabeau de cochenille,Marseille,Espagne,12694,livres,5,63470,0,
64,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,2,1775,Imports,Graine jaune,Marseille,Espagne,15085,livres,"0,3",4525,"-0,5",
65,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,2,1775,Imports,Graine verte,Marseille,Espagne,6750,livres,"0,25",1687,"-0,5",
66,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,2,1775,Imports, Huille de lin,Marseille,Espagne,600,livres,"0,3",180,0,
67,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,2,1775,Imports, Huille d'olive,Marseille,Espagne,1076,Milleroles,40,43040,0,
68,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,2,1775,Imports, Huille de poisson,Marseille,Espagne,60280,livres,"0,25",15070,0,
69,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,2,1775,Imports,Jalap,Marseille,Espagne,17161,livres,"1,5",25741,"-0,5",
70,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,2,1775,Imports,Indigo,Marseille,Espagne,6176,livres,5,30880,0,
71,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,2,1775,Imports,Laine commune,Marseille,Espagne,18950,livres,1,18950,0,
72,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,2,1775,Imports,Laine lavée,Marseille,Espagne,166183,livres,"1,1",182801,"-0,3",
73,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,2,1775,Imports,Laine de Segovie,Marseille,Espagne,23963,livres,"1,6",38340,"-0,8",
74,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,2,1775,Imports,Laine surge,Marseille,Espagne,311260,livres,"0,6",186756,0,
75,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,2,1775,Imports,Laine de vigogne,Marseille,Espagne,127517,livres,10,1275170,0,
76,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,2,1775,Imports,Liqueurs,Marseille,Espagne,400,livres,1,400,0,
77,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,2,1775,Imports,Legumes,Marseille,Espagne,255000,livres,"0,1",25500,0,
78,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,2,1775,Imports,Liege,Marseille,Espagne,107100,livres,"0,15",16065,0,
79,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,3,1775,Imports,Manne,Marseille,Espagne,100000,livres,"1,75",175000,0,
80,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,3,1775,Imports,Marbre ouvré,Marseille,Espagne,10200,livres,3,30600,0,
81,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,3,1775,Imports,Marchandises meslées,Marseille,Espagne,,,,200,0,
82,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,3,1775,Imports,Mercerie,Marseille,Espagne,1900,livres,"3,5",6650,0,
83,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,3,1775,Imports,Mouchoirs de soye,Marseille,Espagne,14470,livres,9,130230,0,
84,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,3,1775,Imports,Peaux de chevre,Marseille,Espagne,3530,livres,"1,25",4412,"-0,5",
85,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,3,1775,Imports,Peaux de liege,Marseille,Espagne,2315,livres,"1,5",3472,"-0,5","erreur de transcription: lire ""lièvre"""
86,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,3,1775,Imports,Peaux de roussette,Marseille,Espagne,1800,livres,"1,7",3060,0,
87,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,3,1775,Imports,Pierres a eguiser,Marseille,Espagne,5000,livres,"0,2",1000,0,
88,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,3,1775,Imports,Plomb en saumon,Marseille,Espagne,2524175,livres,"0,2",504835,0,
89,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,3,1775,Imports,Plumes a lit,Marseille,Espagne,4000,livres,1,4000,0,
90,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,3,1775,Imports,Quincaille,Marseille,Espagne,8000,livres,1,8000,0,
91,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,3,1775,Imports,Quinquina,Marseille,Espagne,37903,livres,2,75806,0,
92,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,3,1775,Imports,Raclure de corne,Marseille,Espagne,3200,livres,"0,2",640,0,
93,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,3,1775,Imports,Raisins secs,Marseille,Espagne,2700,livres,"0,2",540,0,
94,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,3,1775,Imports,Reglisse,Marseille,Espagne,12500,livres,"0,1",1250,0,
95,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,3,1775,Imports,Salsepareille,Marseille,Espagne,1173,livres,3,3519,0,
96,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,3,1775,Imports,Saumon salé,Marseille,Espagne,41560,livres,"0,25",10390,0,
97,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,3,1775,Imports,Saumure,Marseille,Espagne,4900,livres,"0,25",1225,0,
98,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,3,1775,Imports,Son,Marseille,Espagne,3036450,livres,"0,05",151822,"-0,5",
99,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,3,1775,Imports,Soude,Marseille,Espagne,13652320,livres,"0,08",1092185,"-0,6",
100,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,3,1775,Imports,Souffre,Marseille,Espagne,1100,livres,"0,15",165,0,
101,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,3,1775,Imports,Soye crue,Marseille,Espagne,2361,livres,12,28332,0,
102,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,3,1775,Imports,Suif,Marseille,Espagne,8200,livres,"0,25",2050,0,
103,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,3,1775,Imports,Tartre,Marseille,Espagne,27760,livres,"0,25",6940,0,
104,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,3,1775,Imports,Vermillon,Marseille,Espagne,8450,livres,5,42250,0,
105,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,3,1775,Imports,Vin d'Espagne,Marseille,Espagne,5881,Milleroles,50,294050,0,
106,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,3,1775,Imports,Acier,Marseille,Hollande,9250,livres,"0,35",3237,"-0,5",
107,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,3,1775,Imports,Arcenic,Marseille,Hollande,3500,livres,"0,25",875,0,
108,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,3,1775,Imports,Armes blanches,Marseille,Hollande,6000,livres,"0,15",900,0,
109,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,3,1775,Imports,Azur,Marseille,Hollande,11100,livres,"0,6",6160,-500,
110,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,3,1775,Imports,Bas de fil et coton,Marseille,Hollande,300,livres,5,1500,0,
111,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,3,1775,Imports,Beurre,Marseille,Hollande,2860,livres,"0,35",1001,0,
112,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,3,1775,Imports,Bierre,Marseille,Hollande,190500,livres,"0,15",28575,0,
113,Pascal Fontaine,Archives de la CCI de Marseille - I 31,Local/Marseille/Archives_de_la_CCI_de_Marseille-I31/Marseille – Imports – 1775.csv,Local,3,1775,Imports,Blanc de baleine,Marseille,Hollande,1400,livres,"0,4",560,0,
