line_number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,Résumé,An 8,,,Royaume d'Espagne,Imports,"Blé et autres grains, comestibles",,,30400,0,,,,sources/Resume/AN_F12_251_Imports_An_8.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,,
2,Résumé,An 8,,,Royaume d'Espagne,Imports,Riz,,,253600,0,,,,sources/Resume/AN_F12_251_Imports_An_8.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,,
3,Résumé,An 8,,,Royaume d'Espagne,Imports,Légumes,,,22900,0,,,,sources/Resume/AN_F12_251_Imports_An_8.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,,
4,Résumé,An 8,,,Royaume d'Espagne,Imports,Fromage,,,18100,0,,,,sources/Resume/AN_F12_251_Imports_An_8.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,,
5,Résumé,An 8,,,Royaume d'Espagne,Imports,Poissons de toute sorte,,,497300,0,,,,sources/Resume/AN_F12_251_Imports_An_8.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,,
6,Résumé,An 8,,,Royaume d'Espagne,Imports,Huile d'olive,,,886500,0,,,,sources/Resume/AN_F12_251_Imports_An_8.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,,
7,Résumé,An 8,,,Royaume d'Espagne,Imports,"Fruits verts, en oranges et citrons",,,212400,0,,,,sources/Resume/AN_F12_251_Imports_An_8.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,,
8,Résumé,An 8,,,Royaume d'Espagne,Imports,"Fruits secs, en amandes, figues et raisins",,,179200,0,,,,sources/Resume/AN_F12_251_Imports_An_8.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,,
9,Résumé,An 8,,,Royaume d'Espagne,Imports,Vins,,,198500,0,,,,sources/Resume/AN_F12_251_Imports_An_8.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,,
10,Résumé,An 8,,,Royaume d'Espagne,Imports,Eaux-de-vie,,,908300,0,,,,sources/Resume/AN_F12_251_Imports_An_8.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,,
11,Résumé,An 8,,,Royaume d'Espagne,Imports,Provisions diverses,,,21000,0,,,,sources/Resume/AN_F12_251_Imports_An_8.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,,
12,Résumé,An 8,,,Royaume d'Espagne,Imports,Cacao,,,179600,0,,,,sources/Resume/AN_F12_251_Imports_An_8.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,,
13,Résumé,An 8,,,Royaume d'Espagne,Imports,Café,,,2466400,0,,,,sources/Resume/AN_F12_251_Imports_An_8.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,,
14,Résumé,An 8,,,Royaume d'Espagne,Imports,Sucre,,,2843000,0,,,,sources/Resume/AN_F12_251_Imports_An_8.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,,
15,Résumé,An 8,,,Royaume d'Espagne,Imports,Thé,,,1400,0,,,,sources/Resume/AN_F12_251_Imports_An_8.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,,
16,Résumé,An 8,,,Royaume d'Espagne,Imports,Liqueurs et sirops,,,4700,0,,,,sources/Resume/AN_F12_251_Imports_An_8.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,,
17,Résumé,An 8,,,Royaume d'Espagne,Imports,Poivre,,,192600,0,,,,sources/Resume/AN_F12_251_Imports_An_8.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,,
18,Résumé,An 8,,,Royaume d'Espagne,Imports,Girofle,,,42200,0,,,,sources/Resume/AN_F12_251_Imports_An_8.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,,
19,Résumé,An 8,,,Royaume d'Espagne,Imports,Muscade,,,1600,0,,,,sources/Resume/AN_F12_251_Imports_An_8.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,,
20,Résumé,An 8,,,Royaume d'Espagne,Imports,Epiceries diverses,,,38400,0,,,,sources/Resume/AN_F12_251_Imports_An_8.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,,
21,Résumé,An 8,,,Royaume d'Espagne,Imports,Chanvre,,,1300,0,,,,sources/Resume/AN_F12_251_Imports_An_8.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,,
22,Résumé,An 8,,,Royaume d'Espagne,Imports,Coton,,,4093800,0,,,,sources/Resume/AN_F12_251_Imports_An_8.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,,
23,Résumé,An 8,,,Royaume d'Espagne,Imports,Fil,,,4000,0,,,,sources/Resume/AN_F12_251_Imports_An_8.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,,
24,Résumé,An 8,,,Royaume d'Espagne,Imports,Laine,,,8412600,0,,,,sources/Resume/AN_F12_251_Imports_An_8.csv,AN F12 251,,,,,,Isabelle Vergne,,,,,,,,,,,,
