numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
16,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,1,1755,Exports,Crin,Marseille,Angleterre,"2 505,000",livres,"0,60000","1503,00","0,00",
17,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,1,1755,Exports,Cuirs de bœuf en poil,Marseille,Angleterre,"100,000",nombre,"18,00000","1800,00","0,00",
18,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,1,1755,Exports,Cuirs de bœuf tannés,Marseille,Angleterre,"1 800,000",livres,"0,60000","1080,00","0,00",
19,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,1,1755,Exports,Capres,Marseille,Angleterre,"6 000,000",livres,"0,50000","3000,00","0,00",
20,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,2,1755,Exports,Drogueries,Marseille,Angleterre,"1 330,000",livres,"1,00000","1330,00","0,00",
21,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,2,1755,Exports,Eau de melice,Marseille,Angleterre,"100,000",livres,"1,65000","165,00","0,00",
22,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,2,1755,Exports,Eau de resine,Marseille,Angleterre,"120,000",livres,"0,10000","12,00","0,00",
23,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,2,1755,Exports,Eau de la Reyne d'hongrie,Marseille,Angleterre,"300,000",livres,"0,75000","225,00","0,00",
24,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,2,1755,Exports,Eau de vie,Marseille,Angleterre,"1 313 995,000",livres,"0,15000","197099,00","-0,25",
25,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,2,1755,Exports,Etofe de soye,Marseille,Angleterre,"343,000",livres,"40,00000","13720,00","0,00",
26,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,2,1755,Exports,Fayance,Marseille,Angleterre,"3 005,000",livres,"0,50000","1502,00","-0,50",
27,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,2,1755,Exports,Fer en barres,Marseille,Angleterre,"6 600,000",livres,"0,14500","957,00","0,00",
28,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,2,1755,Exports,Figues,Marseille,Angleterre,"2 000,000",livres,"0,10000","200,00","0,00",
29,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,2,1755,Exports,Gerofle,Marseille,Angleterre,"593,000",livres,"16,00000","9488,00","0,00",
30,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,2,1755,Exports,Gingembre,Marseille,Angleterre,"5 444,000",livres,"0,40000","2177,00","-0,60",
31,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,2,1755,Exports,Huille de lin,Marseille,Angleterre,"50,000",livres,"0,40000","20,00","0,00",
32,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,2,1755,Exports,Huille d'olive,Marseille,Angleterre,"2 550,000",livres,"0,40000","1020,00","0,00",
33,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,2,1755,Exports,Jambons,Marseille,Angleterre,"190,000",livres,"0,50000","95,00","0,00",
34,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,2,1755,Exports,Indienne,Marseille,Angleterre,"250,000",pièces,"12,00000","3000,00","0,00",
35,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,2,1755,Exports,Jus de Reglisse,Marseille,Angleterre,"200,000",livres,"0,35000","70,00","0,00",
36,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,2,1755,Exports,Legumes,Marseille,Angleterre,"5 000,000",livres,"0,15000","750,00","0,00",
37,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,2,1755,Exports,Liege,Marseille,Angleterre,"160,000",livres,"0,15000","24,00","0,00",
38,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,2,1755,Exports,Manne,Marseille,Angleterre,"115,000",livres,"1,25000","143,00","-0,75",
39,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,2,1755,Exports,Mercerie,Marseille,Angleterre,"328,000",livres,"3,50000","1148,00","0,00",
40,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,2,1755,Exports,Miel,Marseille,Angleterre,"3 400,000",livres,"0,15000","510,00","0,00",
41,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,2,1755,Exports,Noix,Marseille,Angleterre,"2 250,000",livres,"0,10000","225,00","0,00",
42,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,2,1755,Exports,Papier,Marseille,Angleterre,"780,000",rames,"6,00000","4680,00","0,00",
43,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,2,1755,Exports,Pois raisine,Marseille,Angleterre,"360,000",livres,"0,09000","32,00","-0,40",
44,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,2,1755,Exports,Raisins secs,Marseille,Angleterre,"4 155,000",livres,"0,20000","831,00","0,00",
45,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,2,1755,Exports,Reglisse,Marseille,Angleterre,"224,000",livres,"0,08000","17,00","-0,92",
46,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,2,1755,Exports,Ris,Marseille,Angleterre,"2 700,000",livres,"0,12000","324,00","0,00",
47,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,2,1755,Exports,Savon,Marseille,Angleterre,"28 302,000",livres,"0,30000","8490,00","-0,60",
48,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,2,1755,Exports,Sirop de capillaire,Marseille,Angleterre,"850,000",livres,"1,00000","850,00","0,00",
49,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,2,1755,Exports,Souffre,Marseille,Angleterre,"250,000",livres,"0,15000","37,00","-0,50",
50,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,2,1755,Exports,Soye apretée,Marseille,Angleterre,"3 793,000",livres,"20,00000","75860,00","0,00",
51,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,2,1755,Exports,Sucre blanc,Marseille,Angleterre,"4 282,000",livres,"0,45000","1926,00","-0,90",
52,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,3,1755,Exports,Sucre rafiné,Marseille,Angleterre,"300,000",livres,"0,60000","180,00","0,00",
53,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,3,1755,Exports,Tabac de la ferme,Marseille,Angleterre,"8 225,000",livres,"0,25000","2056,00","-0,25",
54,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,3,1755,Exports,Tartre,Marseille,Angleterre,"11 344,000",livres,"0,24000","2722,00","-0,56",
55,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,3,1755,Exports,Terebantine,Marseille,Angleterre,"2 500,000",livres,"0,30000","750,00","0,00",
56,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,3,1755,Exports,Terraille,Marseille,Angleterre,"10 000,000",livres,"0,07000","700,00","0,00",
57,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,3,1755,Exports,Thé,Marseille,Angleterre,"250,000",livres,"3,50000","875,00","0,00",
58,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,3,1755,Exports,Toilles diverses,Marseille,Angleterre,"1 800,000",livres,"4,00000","7200,00","0,00",
59,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,3,1755,Exports,Toille d'embale,Marseille,Angleterre,"600,000",livres,"0,60000","360,00","0,00","Lire ""Toile d'emballage"""
60,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,3,1755,Exports,Vin rouge,Marseille,Angleterre,"4,000",milleroles,"6,00000","24,00","0,00",
61,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,3,1755,Exports,Acier,Marseille,Espagne,"5 283,000",livres,"0,35000","1849,00","-0,05",
62,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,3,1755,Exports,Ajamys,Marseille,Espagne,"21 684,000",pièces,"9,00000","195156,00","0,00",
63,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,3,1755,Exports,Alun,Marseille,Espagne,"39 369,000",livres,"0,12000","4724,00","-0,28",
64,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,3,1755,Exports,Amendes,Marseille,Espagne,"5 330,000",livres,"0,20000","1066,00","0,00",
65,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,3,1755,Exports,Amidon,Marseille,Espagne,"8 911,000",livres,"0,20000","1782,00","-0,20",
66,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,3,1755,Exports,Anis,Marseille,Espagne,"13 414,000",livres,"0,20000","2682,00","-0,80",
67,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,3,1755,Exports,Antimoine,Marseille,Espagne,"90,000",livres,"0,15000","13,00","-0,50",
68,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,3,1755,Exports,Arcenic,Marseille,Espagne,"210,000",livres,"0,30000","63,00","0,00",
69,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,3,1755,Exports,Argent vif,Marseille,Espagne,"3 298,000",livres,"5,00000","16490,00","0,00",
70,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,3,1755,Exports,Arquifou,Marseille,Espagne,"1 000,000",livres,"0,15000","150,00","0,00",
71,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,3,1755,Exports,Avirons,Marseille,Espagne,"91,000",pièces,"3,50000","318,00","-0,50",
72,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,3,1755,Exports,Azur,Marseille,Espagne,"300,000",livres,"0,50000","150,00","0,00",
73,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,3,1755,Exports,Baleine coupée,Marseille,Espagne,"497,000",livres,"5,00000","2485,00","0,00",
74,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,3,1755,Exports,Bas de coton,Marseille,Espagne,"500,000",livres,"5,00000","2500,00","0,00",
75,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,3,1755,Exports,Bas de fil,Marseille,Espagne,"576,000",livres,"5,00000","2880,00","0,00",
76,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,3,1755,Exports,Bas de filozelle,Marseille,Espagne,"28,000",douzaines,"36,00000","1008,00","0,00",
77,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,3,1755,Exports,Bas de filozelle,Marseille,Espagne,"780,000",livres,"15,00000","11700,00","0,00",
78,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,3,1755,Exports,Bas de laine,Marseille,Espagne,"12 242,000",livres,"6,00000","73452,00","0,00",
79,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,3,1755,Exports,Bas de soye,Marseille,Espagne,"7 595,000",livres,"40,00000","303800,00","0,00",
80,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,4,1755,Exports,Batanonny,Marseille,Espagne,"340,000",pièces,"4,00000","1360,00","0,00",
81,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,4,1755,Exports,Bazannes tanées,Marseille,Espagne,"1 161,000",livres,"1,00000","1161,00","0,00",
82,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,4,1755,Exports,Bazin,Marseille,Espagne,"13 949,000",livres,"6,00000","83694,00","0,00",
83,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,4,1755,Exports,Bijouterie,Marseille,Espagne,"72,000",livres,"100,00000","7200,00","0,00",
84,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,4,1755,Exports,Bled froment,Marseille,Espagne,"11 404,000",charges,"22,00000","250888,00","0,00",
85,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,4,1755,Exports,Bois de bresil,Marseille,Espagne,"21 234,000",livres,"0,25000","5308,00","-0,50",
86,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,4,1755,Exports,Bois de campeche,Marseille,Espagne,"10 268,000",livres,"0,15000","1540,00","-0,20",
87,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,4,1755,Exports,Bois de fustel,Marseille,Espagne,"8 687,000",livres,"0,10000","868,00","-0,70",
88,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,4,1755,Exports,Bois de sandal,Marseille,Espagne,"2 496,000",livres,"0,40000","998,00","-0,40",
89,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,4,1755,Exports,Bonnets de fil,Marseille,Espagne,"205,000",livres,"5,00000","1025,00","0,00",
90,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,4,1755,Exports,Bonnets de laine,Marseille,Espagne,"1 070,000",douzaines,"30,00000","32100,00","0,00",
91,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,4,1755,Exports,Bonnets de laine,Marseille,Espagne,"200,000",livres,"6,00000","1200,00","0,00",
92,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,4,1755,Exports,Bouchons de liege,Marseille,Espagne,"900,000",livres,"3,00000","2700,00","0,00",
93,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,4,1755,Exports,Bours du Levant,Marseille,Espagne,"43,000",pièces,"36,00000","1548,00","0,00",
94,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,4,1755,Exports,Bouteilles de verre,Marseille,Espagne,"9 350,000",livres,"0,20000","1870,00","0,00",
95,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,4,1755,Exports,Bray,Marseille,Espagne,"2 000,000",livres,"0,15000","300,00","0,00",
96,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,4,1755,Exports,Brun rouge,Marseille,Espagne,"475,000",livres,"0,02500","11,00","-0,88",
97,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,4,1755,Exports,Cacao,Marseille,Espagne,"98 417,000",livres,"1,40000","137783,00","-0,80",
98,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,4,1755,Exports,Caffé,Marseille,Espagne,"18 194,000",livres,"1,40000","25471,00","-0,60",
99,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,4,1755,Exports,Callamande,Marseille,Espagne,"1 608,000",livres,"3,00000","4824,00","0,00",
100,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,4,1755,Exports,Canefice,Marseille,Espagne,"200,000",livres,"0,30000","60,00","0,00",
101,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,4,1755,Exports,Canelle,Marseille,Espagne,"12 552,000",livres,"6,00000","75312,00","0,00",
102,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,4,1755,Exports,Capots,Marseille,Espagne,"400,000",livres,"0,50000","200,00","0,00",
103,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,4,1755,Exports,Capres,Marseille,Espagne,"4 229,000",livres,"0,30000","1268,00","-0,70",
104,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,4,1755,Exports,Cardes a carder,Marseille,Espagne,"25,000",paires,"1,50000","37,00","-0,50",
105,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,4,1755,Exports,Cartes a jouer,Marseille,Espagne,"4 740,000",livres,"2,50000","11850,00","0,00",
106,Pascal Fontaine,Archives de la CCI de Marseille - I 23,Local/Marseille/Archives_de_la_CCI_de_Marseille-I23/Marseille – Exports – 1755.csv,Local,4,1755,Exports,Cartons,Marseille,Espagne,"610,000",livres,"1,00000","610,00","0,00",
