"line number","source_type","year","customs_region","customs_office","partner","export_import","product","origin","width_in_line","value","value_part_of_bundle","quantity","quantity_unit","value_per_unit","filepath","source","sheet","value_total","value_sub_total_1","value_sub_total_2","value_sub_total_3","data_collector","unverified","remarks","value_minus_unit_val_x_qty","absurd_observation","trade_deficit","trade_surplus","duty_quantity","duty_quantity_unit","duty_by_unit","duty_total","duty_part_of_bundle","duty_remarks",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6633,"Local",1758,"Marseille",,"Espagne","Exports","bois fustel",,,9499,,86000,"pieces",,"Marseille --  1758 -- Exports -- CCI_Marseille_I_23",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6634,"Local",1758,"Marseille",,"Espagne","Exports","bois merrain",,,3000,,2600,20,20,"Marseille --  1758 -- Exports -- CCI_Marseille_I_23",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6635,"Local",1758,"Marseille",,"Espagne","Exports","bois de sandal",,,3000,,24457,"ton",,"Marseille --  1758 -- Exports -- CCI_Marseille_I_23",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6636,"Local",1758,"Marseille",,"Espagne","Exports","bois de sapin",,,2448,,587,6,35,"Marseille --  1758 -- Exports -- CCI_Marseille_I_23",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6637,"Local",1758,"Marseille",,"Espagne","Exports","Bonnets de Coton",,,2885,,8195,"pieces",,"Marseille --  1758 -- Exports -- CCI_Marseille_I_23",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6638,"Local",1758,"Marseille",,"Espagne","Exports","Bonnets de Laine",,,3320,,227,"douz",3,"Marseille --  1758 -- Exports -- CCI_Marseille_I_23",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6639,"Local",1758,"Marseille",,"Espagne","Exports","bonnets de soye",,,681,,36,"douz",700,"Marseille --  1758 -- Exports -- CCI_Marseille_I_23",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6640,"Local",1758,"Marseille",,"Espagne","Exports","bouchons de liege ",,,"NA",,1420,40,10,"Marseille --  1758 -- Exports -- CCI_Marseille_I_23",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6641,"Local",1758,"Marseille",,"Espagne","Exports","bours de coton",,,14290,,970,3,,"5}",,2,,,,,,,,";",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6642,"Local",1758,"Marseille",,"Espagne","Exports","bours de levant",,,10800,,150,"pan",,"Marseille --  1758 -- Exports -- CCI_Marseille_I_23",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6643,"Local",1758,"Marseille",,"Espagne","Exports","bours de soye",,,450,,"{50","pan",10,"Marseille --  1758 -- Exports -- CCI_Marseille_I_23",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6644,"Local",1758,"Marseille",,"Espagne","Exports","bray sec",,,1500,,88,20,40,"Marseille --  1758 -- Exports -- CCI_Marseille_I_23",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6645,"Local",1758,"Marseille",,"Espagne","Exports","bouteille de verre",,,920,,9168,5,,"Marseille --  1758 -- Exports -- CCI_Marseille_I_23",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6646,"Local",1758,"Marseille",,"Espagne","Exports","brun rouge",,,10300,,9600,3,,"Marseille --  1758 -- Exports -- CCI_Marseille_I_23",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6647,"Local",1758,"Marseille",,"Espagne","Exports","cacao",,,1440,,6365,5,,"Marseille --  1758 -- Exports -- CCI_Marseille_I_23",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6648,"Local",1758,"Marseille",,"Espagne","Exports","caffé",,,954,,4800,25,,"Marseille --  1758 -- Exports -- CCI_Marseille_I_23",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6649,"Local",1758,"Marseille",,"Espagne","Exports","canefice",,,120,,11217,30,,"Marseille --  1758 -- Exports -- CCI_Marseille_I_23",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6650,"Local",1758,"Marseille",,"Espagne","Exports","canelle",,,15709,,17910,40,,"Marseille --  1758 -- Exports -- CCI_Marseille_I_23",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6651,"Local",1758,"Marseille",,"Espagne","Exports","cantarides",,,26926,,1511,17,,"Marseille --  1758 -- Exports -- CCI_Marseille_I_23",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6652,"Local",1758,"Marseille",,"Espagne","Exports","capots",,,1452,,3123,17,,"Marseille --  1758 -- Exports -- CCI_Marseille_I_23",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6653,"Local",1758,"Marseille",,"Espagne","Exports","capres",,,1682,,85,"douz",,"Marseille --  1758 -- Exports -- CCI_Marseille_I_23",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6654,"Local",1758,"Marseille",,"Espagne","Exports","cardes a carder",,,152,,60,5,100,"Marseille --  1758 -- Exports -- CCI_Marseille_I_23",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6655,"Local",1758,"Marseille",,"Espagne","Exports","carreaux de briques",,,6000,,3100,"douz",,"Marseille --  1758 -- Exports -- CCI_Marseille_I_23",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6656,"Local",1758,"Marseille",,"Espagne","Exports","cartes a joüer",,,1155,,20,20,20,"Marseille --  1758 -- Exports -- CCI_Marseille_I_23",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6657,"Local",1758,"Marseille",,"Espagne","Exports","cendre gravelée",,,400,,2600,25,,"Marseille --  1758 -- Exports -- CCI_Marseille_I_23",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6658,"Local",1758,"Marseille",,"Espagne","Exports","cercles de bois",,,520,,6100,25,,"Marseille --  1758 -- Exports -- CCI_Marseille_I_23",,2,,,,,,,,";",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6659,"Local",1758,"Marseille",,"Espagne","Exports","ceruze",,,15250,,45,"Milliers",,"Marseille --  1758 -- Exports -- CCI_Marseille_I_23",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6660,"Local",1758,"Marseille",,"Espagne","Exports","chair salée",,,112,,"{50","livres",40,"Marseille --  1758 -- Exports -- CCI_Marseille_I_23",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6661,"Local",1758,"Marseille",,"Espagne","Exports","chandelle",,,2200,,165,15,15,"Marseille --  1758 -- Exports -- CCI_Marseille_I_23",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6662,"Local",1758,"Marseille",,"Espagne","Exports","Chamvres peigné",,,328,,2000,5,,"Marseille --  1758 -- Exports -- CCI_Marseille_I_23",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6663,"Local",1758,"Marseille",,"Espagne","Exports","chapeaux poil et laine",,,300,,78545,26,,"Marseille --  1758 -- Exports -- CCI_Marseille_I_23",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6664,"Local",1758,"Marseille",,"Espagne","Exports","Cheveux",,,13970,,1304,60,,"Marseille --  1758 -- Exports -- CCI_Marseille_I_23",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6665,"Local",1758,"Marseille",,"Espagne","Exports","Chocolat",,,4712,,5065,"livres",,"Marseille --  1758 -- Exports -- CCI_Marseille_I_23",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6666,"Local",1758,"Marseille",,"Espagne","Exports","cire blanche",,,302640,,218,20,30,"Marseille --  1758 -- Exports -- CCI_Marseille_I_23",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6667,"Local",1758,"Marseille",,"Espagne","Exports","Cire jaune",,,6540,,300,55,,"Marseille --  1758 -- Exports -- CCI_Marseille_I_23",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6668,"Local",1758,"Marseille",,"Espagne","Exports","clous de fer",,,600,,1485,30,,"Marseille --  1758 -- Exports -- CCI_Marseille_I_23",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6669,"Local",1758,"Marseille",,"Espagne","Exports","Colle forte",,,81203,,42449,5,,"Marseille --  1758 -- Exports -- CCI_Marseille_I_23",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6670,"Local",1758,"Marseille",,"Espagne","Exports","colle de poisson",,,64883,,51937,35,,"Marseille --  1758 -- Exports -- CCI_Marseille_I_23",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6671,"Local",1758,"Marseille",,"Espagne","Exports","confitures",,,14559,,3665,80,,"Marseille --  1758 -- Exports -- CCI_Marseille_I_23",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6672,"Local",1758,"Marseille",,"Espagne","Exports","corail",,,12840,,96,,,"Marseille --  1758 -- Exports -- CCI_Marseille_I_23",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6673,"Local",1758,"Marseille",,"Espagne","Exports","corbeilles d’ozier",,,77,,915100,"livres",,"Marseille --  1758 -- Exports -- CCI_Marseille_I_23",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6674,"Local",1758,"Marseille",,"Espagne","Exports","cordages de chanvre",,,91198,,200,"douz",10,"Marseille --  1758 -- Exports -- CCI_Marseille_I_23",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6675,"Local",1758,"Marseille",,"Espagne","Exports","cordage de cerf rapé",,,2000,,12,20,18,"Marseille --  1758 -- Exports -- CCI_Marseille_I_23",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6676,"Local",1758,"Marseille",,"Espagne","Exports","cotton filé",,,216,,3467,6,,"Marseille --  1758 -- Exports -- CCI_Marseille_I_23",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6677,"Local",1758,"Marseille",,"Espagne","Exports","Cotton en laine",,,42289,,1010,22,,"Marseille --  1758 -- Exports -- CCI_Marseille_I_23",,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6678,"Local",1758,"Marseille",,"Espagne","Exports","couffes a boulanger",,,6060,,17428,20,,"Marseille --  1758 -- Exports -- CCI_Marseille_I_23",,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6679,"Local",1758,"Marseille",,"Espagne","Exports","couperose",,,19170,,1682,"doz",,"Marseille --  1758 -- Exports -- CCI_Marseille_I_23",,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6680,"Local",1758,"Marseille",,"Espagne","Exports","couteaux",,,840,,63,20,12,"Marseille --  1758 -- Exports -- CCI_Marseille_I_23",,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6681,"Local",1758,"Marseille",,"Espagne","Exports","couvertures",,,756,,2037,35,,"Marseille --  1758 -- Exports -- CCI_Marseille_I_23",,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6682,"Local",1758,"Marseille",,"Espagne","Exports","craye",,,2037,,2000,20,,"Marseille --  1758 -- Exports -- CCI_Marseille_I_23",,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6683,"Local",1758,"Marseille",,"Espagne","Exports","creme de tartre",,,350,,570,15,,"Marseille --  1758 -- Exports -- CCI_Marseille_I_23",,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6684,"Local",1758,"Marseille",,"Espagne","Exports","cuirs de beuf en poil",,,31,,1010,50,,"Marseille --  1758 -- Exports -- CCI_Marseille_I_23",,3,,,,,,,,2375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6685,"Local",1758,"Marseille",,"Espagne","Exports","cuirs de beuf tannés",,,290,,1300,18,,"Marseille --  1758 -- Exports -- CCI_Marseille_I_23",,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
