quantity_unit,marchandises_normalisees,N2_quantity_unit_ajustees,N2_u_conv,N2_q_conv,N2_Remarque_unit,source_hambourg,incertitude_unit,need_geo
millerolles,Vin ; de Champagne,millerolles,kg,60,http://www.cnrtl.fr/definition/millerolle,0,,0
millerolles,Vin ; de Chypre,millerolles,kg,60,http://www.cnrtl.fr/definition/millerolle,0,,0
millerolles,Vin ; de Grèce,millerolles,kg,60,http://www.cnrtl.fr/definition/millerolle,0,,0
millerolles,Vin ; de Malaga,millerolles,kg,60,http://www.cnrtl.fr/definition/millerolle,0,,0
millerolles,Vin ; de Provence,millerolles,kg,60,http://www.cnrtl.fr/definition/millerolle,0,,0
millerolles,Vin ; du Roussillon,millerolles,kg,60,http://www.cnrtl.fr/definition/millerolle,0,,0
millerolles,Vin ; muscat,millerolles,kg,60,http://www.cnrtl.fr/definition/millerolle,0,,0
millerolles,Vin ; ordinaire,millerolles,kg,60,http://www.cnrtl.fr/definition/millerolle,0,,0
millerolles,Vin ; rouge,millerolles,kg,60,http://www.cnrtl.fr/definition/millerolle,0,,0
millerolles,Vin ; rouge ; commun,millerolles,kg,60,http://www.cnrtl.fr/definition/millerolle,0,,0
millerolles,Vinaigre,millerolles,kg,60,http://www.cnrtl.fr/definition/millerolle,0,,0
muids,Anisette,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Avoine,muids pour l'avoine,litres,3746.3899,p369 doursther,0,,0
muids,Bière,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Charbon ; de terre,muids pour le charbon de terre (voie),litres,1170.7,p369 doursther,0,,0
muids,Chaux,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Cidre,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Cire ; diverses,muids de paris,litres,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Eau ; de genièvre,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Eau ; de vie,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Eau ; de vie ; d'Andaye,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Eau ; de vie ; de Genièvre,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Eau ; de vie ; de vin,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Eau ; de vie ; simple,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Eau ; gazeuse,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Ecru ; de cerises,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Esprit ; de vin,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Futailles,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Huile ; d'olive,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Liqueur,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Liqueur ; Rhum,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Liqueur ; Tafia,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Plâtre,muids pour le platre,litres,936.59998,p369 doursther,0,,0
muids,Poisson ; de mer; salé ; sardine,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Pomme,,,,,0,,1
muids,Ratafia,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Sel,muids pour le sel,litres,2497.5901,p369 doursther 24.9759 hectolitres,0,,0
muids,Sel ; chimique,muids pour le sel,litres,2497.5901,p369 doursther 24.9759 hectolitres,0,,0
muids,Sel ; de Franche-Comté,muids pour le sel,litres,2497.5901,p369 doursther 24.9759 hectolitres,0,,0
muids,Sel ; de Lorraine,muids pour le sel,litres,2497.5901,p369 doursther 24.9759 hectolitres,0,,0
muids,Sel ; de Poulinguen,muids pour le sel,litres,2497.5901,p369 doursther 24.9759 hectolitres,0,,0
muids,Sel ; de Rez,muids pour le sel,litres,2497.5901,p369 doursther 24.9759 hectolitres,0,,0
muids,Sel ; ordinaire,muids pour le sel,litres,2497.5901,p369 doursther 24.9759 hectolitres,0,,0
muids,Sel ; peccain,muids pour le sel,litres,2497.5901,p369 doursther 24.9759 hectolitres,0,,0
muids,Tafia,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Terre ; à poterie,muids pour le charbon de terre (voie),litres,1170.7,p369 doursther,0,,0
muids,Vin,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Vin ; Champagne,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Vin ; Lyonnais,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Vin ; Nantais,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Vin ; Paris,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Vin ; Tinto,muids d'Espagne (moyo),kg,258.19,dourshter : muids=moyo (368),0,,0
muids,Vin ; blanc,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Vin ; côte rôtie,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Vin ; d'Alicante,muids d'Espagne (moyo),kg,258.19,dourshter : muids=moyo (368),0,,0
muids,Vin ; d'Anjou,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Vin ; d'Espagne,muids d'Espagne (moyo),kg,258.19,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Vin ; d'Espagne ; d'Alicante,muids d'Espagne (moyo),kg,258.19,dourshter : muids=moyo (368),0,,0
muids,Vin ; d'Orléans,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Vin ; de Barrois,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Vin ; de Bordeaux,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Vin ; de Bourgogne,muids de bourgogne,kg,227,métrologie bourgogne,0,,0
muids,Vin ; de Bourgogne ; d'Auxonne,muids de bourgogne,kg,227,métrologie bourgogne,0,,0
muids,Vin ; de Bourgogne ; de Dijon,muids de dijon,kg,226.17999,métrologie bourgogne,0,,0
muids,Vin ; de Bourgogne ; de Macon,muids de bourgogne,kg,227,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Vin ; de Canaries,muids d'Espagne (moyo),kg,258.19,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Vin ; de Champagne,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Vin ; de Comté,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Vin ; de Dauphiné,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Vin ; de France,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Vin ; de Frontignan,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Vin ; de Hongrie,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Vin ; de Langres,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Vin ; de Languedoc,pipes/muids du rousillon,kg,471.79999,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Vin ; de Lorraine,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Vin ; de Lyon,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Vin ; de Madère,muids d'Espagne (moyo),kg,258.19,dourshter : muids=moyo (368),0,,0
muids,Vin ; de Malaga,muids d'Espagne (moyo),kg,258.19,dourshter : muids=moyo (368),0,,0
muids,Vin ; de Malaise,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Vin ; de Porto Ricco,muids d'Espagne (moyo),kg,258.19,dourshter : muids=moyo (368),0,,0
muids,Vin ; de Provence,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Vin ; de Rota,muids d'Espagne (moyo),kg,258.19,dourshter : muids=moyo (368),0,,0
muids,Vin ; de Touraine,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Vin ; de Xérès,muids d'Espagne (moyo),kg,258.19,dourshter : muids=moyo (368),0,,0
muids,Vin ; de poisson,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Vin ; de ville,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Vin ; du Cap,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Vin ; du Hainaut,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Vin ; du Portugal,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Vin ; du Rhin,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Vin ; du Roussillon,pipes/muids du rousillon,kg,471.79999,"vin du rousillon : voir pipe (dourthster), page 444",0,,0
muids,Vin ; en fût,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Vin ; jauge gros bard,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Vin ; liqueur,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Vin ; muscat,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Vin ; ordinaire,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Vin ; ordinaire ; en miel,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Vin ; rouge,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Vin ; étranger,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Vin ; étranger ; Blanc,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Vin ; étranger ; Commun,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Vin ; étranger ; Fuo,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Vin ; étranger ; Liqueur,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Vin ; étranger ; de Flacres,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Vinaigre,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Vinaigre ; de bière,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Vinaigre ; ordinaire,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
muids,Éparts,muids de paris,kg,268.22,Muid de Paris (Wikipedia) (137-685) (mais pas cete valeur dans Dourshter),0,,0
pintes,Bière,pintes de France,kg,.93123001,p440 doursther,0,,0
pintes,Bière ; fortes,pintes de France,kg,.93123001,p440 doursther,0,,0
pintes,Cidre,pintes de France,kg,.93123001,p440 doursther,0,,0
pintes,Eau ; de vie,pintes de France,kg,.93123001,p440 doursther,0,,0
pintes,Eau ; de vie ; de Genièvre,pintes de France,kg,.93123001,p440 doursther,0,,0
pintes,Eau ; de vie ; simple,pintes de France,kg,.93123001,p440 doursther,0,,0
pintes,Eau ; vulnéraire,pintes de France,kg,.93123001,p440 doursther,0,,0
pintes,Liqueur,pintes de France,kg,.93123001,p440 doursther,0,,0
pintes,Liqueur ; Tafia,pintes de France,kg,.93123001,p440 doursther,0,,0
pintes,Légume,pintes d'anvers pour les solides,litres,.6875,p441 doursther,0,,0
pintes,Tafia,pintes d'anvers pour les solides,litres,.6875,p441 doursther,0,,0
pintes,Vin,pintes de France,kg,.93123001,p440 doursther,0,,0
pintes,Vin ; Tinto,pintes de France,kg,.93123001,p440 doursther,0,,0
pintes,Vin ; côte rôtie,pintes de France,kg,.93123001,p440 doursther,0,,0
pintes,Vin ; d'Alicante,pintes de France,kg,.93123001,p440 doursther,0,,0
pintes,Vin ; d'Espagne,pintes de France,kg,.93123001,p440 doursther,0,,0
pintes,Vin ; de Bordeaux,pintes de France,kg,.93123001,p440 doursther,0,,0
pintes,Vin ; de Champagne,pintes de France,kg,.93123001,p440 doursther,0,,0
pintes,Vin ; de Chypre,pintes de France,kg,.93123001,p440 doursther,0,,0
pintes,Vin ; de France,pintes de France,kg,.93123001,p440 doursther,0,,0
pintes,Vin ; de Madère,pintes de France,kg,.93123001,p440 doursther,0,,0
pintes,Vin ; de Malaga,pintes de France,kg,.93123001,p440 doursther,0,,0
pintes,Vin ; de Malaise,pintes de France,kg,.93123001,p440 doursther,0,,0
pintes,Vin ; de Moselle,pintes de France,kg,.93123001,p440 doursther,0,,0
pintes,Vin ; de Rota,pintes de France,kg,.93123001,p440 doursther,0,,0
pintes,Vin ; de Syracuse,pintes de France,kg,.93123001,p440 doursther,0,,0
pintes,Vin ; de Tokay,pintes de France,kg,.93123001,p440 doursther,0,,0
pintes,Vin ; de Vermouth,pintes de France,kg,.93123001,p440 doursther,0,,0
pintes,Vin ; de Xérès,pintes de France,kg,.93123001,p440 doursther,0,,0
pintes,Vin ; du Cap,pintes de France,kg,.93123001,p440 doursther,0,,0
pintes,Vin ; du Rhin,pintes de France,kg,.93123001,p440 doursther,0,,0
pintes,Vin ; en fût,pintes de France,kg,.93123001,p440 doursther,0,,0
pintes,Vin ; liqueur,pintes de France,kg,.93123001,p440 doursther,0,,0
pintes,Vin ; muscat,pintes de France,kg,.93123001,p440 doursther,0,,0
pintes,Vin ; ordinaire,pintes de France,kg,.93123001,p440 doursther,0,,0
pintes,Vin ; étranger,pintes de France,kg,.93123001,p440 doursther,0,,0
pintes,Vin ; étranger ; Liqueur,pintes de France,kg,.93123001,p440 doursther,0,,0
pintes,Vin ; étranger ; de Pacarel,pintes de France,kg,.93123001,p440 doursther,0,,0
pintes,Vinaigre,pintes de France,kg,.93123001,p440 doursther,0,,0
pintes,Vinaigre ; ordinaire,pintes de France,kg,.93123001,p440 doursther,0,,0
pipes,Bière,pipes de bordeaux,kg,377,p442 dourthster,0,,0
pipes,Eau ; de vie,pipes de bordeaux,kg,377,p442 dourthster,0,,0
pipes,Saumure,pipes de bordeaux pour le sel,litres,457.03201,p444 doursther : 6 mines = 76.172 litres,0,,0
pipes,Sel,pipes de bordeaux pour le sel,litres,457.03201,p444 doursther : 6 mines = 76.172 litres,0,,0
pipes,Vin ; d'Espagne,pipes d'espagne,kg,433.70001,p442 dourthster,0,,0
pipes,Vin ; d'Espagne ; de Madère,pipes de madère,kg,416.16,p442 dourthster,0,,0
pipes,Vin ; d'Espagne ; de Malaga,pipes d'espagne,kg,433.70001,p442 dourthster,0,,0
pipes,Vin ; de Canaries,pipes d'espagne,kg,433.70001,p442 dourthster,0,,0
pipes,Vin ; de Hongrie,pipes de bordeaux,kg,377,p442 dourthster,0,,0
pipes,Vin ; de Madère,pipes de madère,kg,416.16,p442 dourthster,0,,0
pipes,Vin ; du Portugal,pipes de lisbonne,kg,430.13,p442 dourthster,0,,0
pipes,Vin ; liqueur,pipes de bordeaux,kg,377,p442 dourthster,0,,0
pipes,Vinaigre,pipes de bordeaux,kg,377,p442 dourthster,0,,0
pièces,Agrément ; d'or et d'argent,pièces,pieces,1,,0,,0
pièces,Ajamis,pièces,pieces,1,,0,,0
pièces,Alibanies,pièces,pieces,1,,0,,0
pièces,Ananas,pièces,pieces,1,,0,,0
pièces,Anatose,pièces,pieces,1,,0,,0
pièces,Baignes,pièces,pieces,1,,0,,0
pièces,Barrois,pièces,pieces,1,,0,,0
pièces,Bas ; de fil et coton,pièces,pieces,1,,0,,0
pièces,Bas ; de laine,pièces,pieces,1,,0,,0
pièces,Basin,pièces,pieces,1,,0,,0
pièces,Batanonis,pièces,pieces,1,,0,,0
pièces,Bernes,pièces,pieces,1,,0,,0
pièces,Betilles,pièces,pieces,1,,0,,0
pièces,Bière,pièces pour les liquides = pipes (convention bordeaux),kg,377,"p 414 doursther, p442",0,,0
pièces,Bois ; bordages,pièces,pieces,1,,0,,0
pièces,Bois ; d'Inde,pièces,pieces,1,,0,,0
pièces,Bois ; d'acajou,pièces,pieces,1,,0,,0
pièces,Bois ; d'orme,pièces,pieces,1,,0,,0
pièces,Bois ; de chêne,pièces,pieces,1,,0,,0
pièces,Bois ; de chêne ; scié,pièces,pieces,1,,0,,0
pièces,Bois ; de chêne ; à sommier,pièces,pieces,1,,0,,0
pièces,Bois ; de construction,pièces,pieces,1,,0,,0
pièces,Bois ; de gitte,pièces,pieces,1,,0,,0
pièces,Bois ; de noyer,pièces,pieces,1,,0,,0
pièces,Bois ; de rouage,pièces,pieces,1,,0,,0
pièces,Bois ; de sapin,pièces,pieces,1,,0,,0
pièces,Bois ; jaune,pièces,pieces,1,,0,,0
pièces,Bois ; scié,pièces,pieces,1,,0,,0
pièces,Bois ; tord,pièces,pieces,1,,0,,0
pièces,Bois ; à barils,pièces,pieces,1,,0,,0
pièces,Bois ; à bâtir,pièces,pieces,1,,0,,0
pièces,Bonneterie ; de coton ; tricot,pièces,pieces,1,,0,,0
pièces,Bonneterie ; de laine,pièces,pieces,1,,0,,0
pièces,Bordages ; de chêne,pièces,pieces,1,,0,,0
pièces,Boucassin,pièces,pieces,1,,0,,0
pièces,Boulange,pièces,pieces,1,,0,,0
pièces,Boulets ; de canon,pièces,pieces,1,,0,,0
pièces,Bouracan,pièces,pieces,1,,0,,0
pièces,Bourdilles,pièces,pieces,1,,0,,0
pièces,Bourillon,pièces,pieces,1,,0,,0
pièces,Bourras,pièces,pieces,1,,0,,0
pièces,Bourre ; du Levant,pièces,pieces,1,,0,,0
pièces,Bourre-lanisse,pièces,pieces,1,,0,,0
pièces,Bourse ; de coton,pièces,pieces,1,,0,,0
pièces,Bourse ; de coton et fil,pièces,pieces,1,,0,,0
pièces,Boyaux ; salés,pièces,pieces,1,,0,,0
pièces,Brandans,pièces,pieces,1,,0,,0
pièces,Braule,pièces,pieces,1,,0,,0
pièces,Burail,pièces,pieces,1,,0,,0
pièces,Bure,pièces,pieces,1,,0,,0
pièces,Bêtes de somme ; chevaux ; anglais,pièces,pieces,1,,0,,0
pièces,Cadis,pièces,pieces,1,,0,,0
pièces,Caladaris,pièces,pieces,1,,0,,0
pièces,Camelot,pièces,pieces,1,,0,,0
pièces,Camelot ; d'Amiens,pièces,pieces,1,,0,,0
pièces,Camelot ; d'Angleterre et Hollande,pièces,pieces,1,,0,,0
pièces,Camelot ; de Lille et autres,pièces,pieces,1,,0,,0
pièces,Camelot ; de laine,pièces,pieces,1,,0,,0
pièces,Camelot ; des Indes,pièces,pieces,1,,0,,0
pièces,Camelot ; poil et soie,pièces,pieces,1,,0,,0
pièces,Canon ; de fer,pièces,pieces,1,,0,,0
pièces,Capoterie,pièces,pieces,1,,0,,0
pièces,Cardes ; à carder,pièces,pieces,1,,0,,0
pièces,Carlé,pièces,pieces,1,,0,,0
pièces,Carols,pièces,pieces,1,,0,,0
pièces,Castalogne,pièces,pieces,1,,0,,0
pièces,Changeante,pièces,pieces,1,,0,,0
pièces,Charbon ; de terre,pièces,pieces,1,,0,,0
pièces,Chasselas,pièces,pieces,1,,0,,0
pièces,Chilas,pièces,pieces,1,,0,,0
pièces,Chitte ; étoffe,pièces,pieces,1,,0,,0
pièces,Chuquelas,pièces,pieces,1,,0,,0
pièces,Coctif,pièces,pieces,1,,0,,0
pièces,Corps,pièces,pieces,1,,0,,0
pièces,Corsane,pièces,pieces,1,,0,,0
pièces,Coupis,pièces,pieces,1,,0,,0
pièces,Coutil,pièces,pieces,1,,0,,0
pièces,Coutil ; à lit,pièces,pieces,1,,0,,0
pièces,Crépon,pièces,pieces,1,,0,,0
pièces,Crépon ; de laine,pièces,pieces,1,,0,,0
pièces,Crêpe ; de laine,pièces,pieces,1,,0,,0
pièces,Crêpe ; de soie,pièces,pieces,1,,0,,0
pièces,Crêpe et crépon,pièces,pieces,1,,0,,0
pièces,Curcuma,pièces,pieces,1,,0,,0
pièces,Damas ; cafard,pièces,pieces,1,,0,,0
pièces,Damas ; de Luques,pièces,pieces,1,,0,,0
pièces,Demitte,pièces,pieces,1,,0,,0
pièces,Dentelle ; de fil ; blanc,pièces,pieces,1,,0,,0
pièces,Douelles ; à barriques,pièces,pieces,1,,0,,0
pièces,Douelles ; à tonneaux,pièces,pieces,1,,0,,0
pièces,Drap ; bayette,pièces,pieces,1,,0,,0
pièces,Drap ; bleu,pièces,pieces,1,,0,,0
pièces,Drap ; cordeillard,pièces,pieces,1,,0,,0
pièces,Drap ; cordellat,pièces,pieces,1,,0,,0
pièces,Drap ; crèpe ; de Reims,pièces,pieces,1,,0,,0
pièces,Drap ; crêpe,pièces,pieces,1,,0,,0
pièces,Drap ; d'Amiens,pièces,pieces,1,,0,,0
pièces,Drap ; d'Andelis,pièces,pieces,1,,0,,0
pièces,"Drap ; d'Angleterre, de Hollande et d'Espagne",pièces,pieces,1,,0,,0
pièces,Drap ; d'Elbeuf,pièces,pieces,1,,0,,0
pièces,Drap ; de Carcassonne,pièces,pieces,1,,0,,0
pièces,Drap ; de France,pièces,pieces,1,,0,,0
pièces,Drap ; de Languedoc,pièces,pieces,1,,0,,0
pièces,Drap ; de Lille,pièces,pieces,1,,0,,0
pièces,Drap ; de Louviers,pièces,pieces,1,,0,,0
pièces,Drap ; de Montauban,pièces,pieces,1,,0,,0
pièces,Drap ; de Nison,pièces,pieces,1,,0,,0
pièces,Drap ; de Sedan,pièces,pieces,1,,0,,0
pièces,Drap ; de cérémonie,pièces,pieces,1,,0,,0
pièces,Drap ; de douzaine,pièces,pieces,1,,0,,0
pièces,Drap ; de laine ; bayette,pièces,pieces,1,,0,,0
pièces,Drap ; divers,pièces,pieces,1,,0,,0
pièces,Drap ; draperie ; futaine,pièces,pieces,1,,0,,0
pièces,Drap ; draperie ; layette,pièces,pieces,1,,0,,0
pièces,Drap ; draperie ; tricot,pièces,pieces,1,,0,,0
pièces,Drap ; droguet,pièces,pieces,1,,0,,0
pièces,Drap ; du Nord,pièces,pieces,1,,0,,0
pièces,Drap ; flanelle,pièces,pieces,1,,0,,0
pièces,Drap ; londrin,pièces,pieces,1,,0,,0
pièces,Drap ; molton,pièces,pieces,1,,0,,0
pièces,Drap ; pinchina,pièces,pieces,1,,0,,0
pièces,Drap ; raz ; de Maroc,pièces,pieces,1,,0,,0
pièces,Drap ; serge,pièces,pieces,1,,0,,0
pièces,Drap ; serge ; d'Angleterre,pièces,pieces,1,,0,,0
pièces,Drap ; serge ; de Lille,pièces,pieces,1,,0,,0
pièces,Drap ; serge ; de Montauban,pièces,pieces,1,,0,,0
pièces,Draps ; communs,pièces,pieces,1,,0,,0
pièces,Drogue ; médicinale ; aloès,pièces,pieces,1,,0,,0
pièces,Eau ; de genièvre,pièces pour les liquides = pipes (convention bordeaux),kg,377,"p 414 doursther, p442",0,,0
pièces,Eau ; de vie,pièces pour les liquides = pipes (convention bordeaux),kg,377,p431 doursther,0,,0
pièces,Eau ; minérale,pièces pour les liquides = pipes (convention bordeaux),kg,377,"p 414 doursther, p442",0,,0
pièces,Ecorce ; d'arbre,pièces,pieces,1,,0,,0
pièces,Escamite,pièces,pieces,1,,0,,0
pièces,Fautas,pièces,pieces,1,,0,,0
pièces,Fil ; à dentelle,pièces,pieces,1,,0,,0
pièces,Filoselle,pièces,pieces,1,,0,,0
pièces,Fléaux ; de fer,pièces,pieces,1,,0,,0
pièces,Fort ; en diable,pièces,pieces,1,,0,,0
pièces,Fotas,pièces,pieces,1,,0,,0
pièces,Foulas,pièces,pieces,1,,0,,0
pièces,Frise ; sèche,pièces,pieces,1,,0,,0
pièces,Futaine,pièces,pieces,1,,0,,0
pièces,Gants ; communs,pièces,pieces,1,,0,,0
pièces,Garas,pièces,pieces,1,,0,,0
pièces,Garas ; blanc,pièces,pieces,1,,0,,0
pièces,Gaze ; de fil,pièces,pieces,1,,0,,0
pièces,Gaze ; de soie,pièces,pieces,1,,0,,0
pièces,Gourgouran,pièces,pieces,1,,0,,0
pièces,Graine ; d'avignon,pièces,pieces,1,,0,,0
pièces,Graine ; de jardin,pièces,pieces,1,,0,,0
pièces,Graine ; jaune,pièces,pieces,1,,0,,0
pièces,Grisette,pièces,pieces,1,,0,,0
pièces,Hartreuse,pièces,pieces,1,,0,,0
pièces,Huile ; de graine,pièces pour les liquides = pipes (convention bordeaux),kg,377,"p 414 doursther, p442",0,,0
pièces,Indienne,pièces,pieces,1,,0,,0
pièces,Indienne ; bajutapeau,pièces,pieces,1,,0,,0
pièces,Indienne ; guinée,pièces,pieces,1,,0,,0
pièces,Indienne ; guinée ; blanc,pièces,pieces,1,,0,,0
pièces,Indienne ; guinée ; bleu,pièces,pieces,1,,0,,0
