marchandises_simplifiees,marchandises_tres_simplifiees,sitc_rev1,sitc_rev2,classificationproduitsmdicinaux,remarques_marchandises,wallislist,exclusion_not_medical_primarily,nom_wallis,large,narrow,sitc1digit,sitc18thc,nbr_lignes_fr_bis,classification_hambourg_etroite,classification_hambourg_large,ajouts_565860,commestibles_eur_grainsetsubstit,grains_ou_farine,categories_de_grains,v9,source_bdc,nbr_bdc_marchandises_simplifiees
jupon,jupon,8,8,0,,0,,,0,0,,,54,,,,0,0,0,,1,24
jupon ; de toile peinte,,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1
jupon ; piqué,jupon,8,8,0,,0,,,0,0,,,6,,,,0,0,0,,1,2
jus,jus,???,???,0,,0,,,0,0,,,134,,,,0,0,0,,1,186
jus ; de citron,,0,0b,0,,,,,0,0,,,,,,,0,0,0,,0,0
jus ; de citron et de limon,,0,0b,0,,,,,0,0,,,,,,,0,0,0,,1,2
jus ; de limon,,0,0b,0,,,,,0,0,,,,,,,0,0,0,,1,2
jus ; de réglisse,,2,2,1,"Savary, volume 3, 1748 : ou GLICYRRHIZZA ou LIQUIRITIA ou RADIX DULCIS « Vertu douce et rafraîchissante. Il n'y a guère de racine qui soit plus connue en France. » Utilisée dans diverses remèdes",1,1,Succus Liquoritiae,0,1,,,,,,,0,0,0,,1,401
koruoté,,???,???,0,,,,,0,0,,,,,,,0,0,0,,1,1
labdanum,labdanum,2,2,1,"Cf. P.H.Wallis  : Labdanum, also called ladanum or ladan, is a sticky brown resin obtained from the shrubs Cistus ladanifer (western Mediterranean) and Cistus creticus (eastern Mediterranean), species of rockrose. It has a long history of use i",1,0,Labdanum,0,1,,,4,,,,0,0,0,,1,2
lacet,lacets,6,6,0,,0,,,0,0,,,1,,,,0,0,0,,1,4
lacet ; de fil,lacets,6,6a,0,,0,,,0,0,,,13,,,,0,0,0,,1,19
lacet ; de filoselle,lacets,6,6c,0,,0,,,0,0,,,5,,,,0,0,0,,1,9
lacet ; de fleuret,lacets,6,6c,0,,0,,,0,0,,,8,,,,0,0,0,,1,17
lacet ; de laine,lacets,6,6b,0,,0,,,0,0,,,1,,,,0,0,0,,1,1
lacet ; de peau,lacets,6,6,0,,0,,,0,0,,,5,,,,0,0,0,,0,0
lacet ; de soie,lacets,6,6c,0,,0,,,0,0,,,4,,,,0,0,0,,1,15
laimois,laimois,???,???,0,,0,,,0,0,,,7,,,,0,0,0,,1,10
lainage,,,,,,,,,,,,,,,,,,,,,1,2
lainage ; bonneterie,,6,6b,0,,,,,0,0,,,,,,,0,0,0,,1,133
lainage ; couverture,,6,6b,0,,,,,0,0,,,,,,,0,0,0,,1,53
"lainage ; couverture, tapisserie",,6,6b,0,,,,,0,0,,,,,,,0,0,0,,1,54
lainage ; draperie,,6,6b,0,,,,,0,0,,,,,,,0,0,0,,1,2
lainage ; draperie ; fine,,6,6b,0,,,,,0,0,,,,,,,0,0,0,,1,1
lainage ; draperie ; ordinaire,,6,6b,0,,,,,0,0,,,,,,,0,0,0,,1,1
lainage ; draperie petite et étoffe,,6,6b,0,,,,,0,0,,,,,,,0,0,0,,1,1
lainage ; schal,,6,6b,0,,,,,0,0,,,,,,,0,0,0,,1,1
lainage ; schal ; de laine et poil,,6,6b,0,,,,,0,0,,,,,,,0,0,0,,1,1
lainage ; schal et mouchoir,,6,6b,0,,,,,0,0,,,,,,,0,0,0,,1,1
lainage ; étoffe,,6,6b,0,,,,,0,0,,,,,,,0,0,0,,1,1
"lainage ; étoffe ; fine, en casimir",,6,6b,0,,,,,0,0,,,,,,,0,0,0,,1,1
"lainage ; étoffe ; fine, en casimir et mérinos",,6,6b,0,,,,,0,0,,,,,,,0,0,0,,1,1
laine,laine,2,2,0,,0,,,0,0,,,124,,,,0,0,0,,1,684
laine ; angora,,,,,,,,,,,,,,,,,,,,,1,1
laine ; apprêtée ; pour perruque,,,,,,,,,,,,,,,,,,,,,1,1
laine ; blanche,laine,2,2,0,,0,,,0,0,,,80,,,,0,0,0,,1,1
laine ; blanche ; non filée,laine,2,2,0,,0,,,0,0,,,1,,,,0,0,0,,1,1
laine ; brute,laine,2,2,0,,0,,,0,0,,,19,,,,0,0,0,,1,25
laine ; bâtarde,laine,2,2,0,,0,,,0,0,,,2,,,,0,0,0,,1,2
laine ; commune,laine,2,2,0,,0,,,0,0,,,3,,,,0,0,0,,1,89
laine ; crotelin,laine,2,2,0,,0,,,0,0,,,1,,,,0,0,0,,1,1
laine ; crue,laine,2,2,0,,0,,,0,0,,,5,,,,0,0,0,,1,1
laine ; d'Allemagne,,,,,,,,,,,,,,,,,,,,,1,75
laine ; d'Angleterre,laine,2,2,0,,0,,,0,0,,,6,,,,0,0,0,,1,2
laine ; d'Autriche,laine,2,2,0,,0,,,0,0,,,14,,,,0,0,0,,0,0
laine ; d'Espagne,,,,,,,,,,,,,,,,,,,,,1,238
laine ; d'Italie,laine,2,2,0,,0,,,0,0,,,28,,,,0,0,0,,1,7
laine ; d'agneau,,,,,,,,,,,,,,,,,,,,,1,1
laine ; d'agnelin,laine,2,2,0,,0,,,0,0,,,32,,,,0,0,0,,1,52
laine ; d'alpaga,laine,2,2,0,,0,,,0,0,,,5,,,,0,0,0,,1,2
laine ; d'aquelin,laine,2,2,0,,0,,,0,0,,,19,,,,0,0,0,,1,3
laine ; d'autriche,,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,31
laine ; d'écru,laine,2,2,0,,0,,,0,0,,,1,,,,0,0,0,,1,1
laine ; de Bologne,,,,,,,,,,,,,,,,,,,,,1,3
laine ; de Brabant,,,,,,,,,,,,,,,,,,,,,1,1
laine ; de Brême,,,,,,,,,,,,,,,,,,,,,1,1
laine ; de Constantinople,laine,2,2,0,,0,,,0,0,,,,,,,0,0,0,,1,1
laine ; de Danemark,laine,2,2,0,,0,,,0,0,,,1,,,,0,0,0,,1,7
laine ; de Hollande,laine,2,2,0,,0,,,0,0,,,1,,,,0,0,0,,1,6
laine ; de Moscou,laine,2,2,0,,0,,,0,0,,,3,,,,0,0,0,,1,1
laine ; de Perse,laine,2,2,0,,0,,,0,0,,,3,,,,0,0,0,,0,0
laine ; de Pologne,laine,2,2,0,,0,,,0,0,,,14,,,,0,0,0,,1,16
laine ; de Pologne et autre laine étrangère,,,,,,,,,,,,,,,,,,,,,1,1
laine ; de Poméranie,,,,,,,,,,,,,,,,,,,,,1,1
laine ; de Portugal,laine,2,2,0,,0,,,0,0,,,44,,,,0,0,0,,1,35
laine ; de Prusse,,,,,,,,,,,,,,,,,,,,,1,1
laine ; de Smyrne,laine,2,2,0,,0,,,0,0,,,3,,,,0,0,0,,1,1
laine ; de Suède,laine,2,2,0,,0,,,0,0,,,0,,,,0,0,0,,1,1
laine ; de Vigogne,laine,2,2,0,,0,,,0,0,,,9,,,,0,0,0,,1,61
laine ; de barbarie,laine,2,2,0,,0,,,0,0,,,46,,,,0,0,0,,1,8
laine ; de chamois,,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,1
laine ; de chevron,,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,130
laine ; de chevron et poil de chameau,,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,1
laine ; de chevron et poil de lapin,,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,1
"laine ; de chevron, poil de chameau et vigogne",,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,1
laine ; de chèvre,laine,2,2,0,,0,,,0,0,,,17,,,,0,0,0,,1,10
laine ; de fer,,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,1
laine ; de l'Arménie,,,,,,,,,,,,,,,,,,,,,1,30
laine ; de nigagne,laine,2,2,0,,0,,,0,0,,,2,,,,0,0,0,,1,3
laine ; de renne,laine,2,2,0,,0,,,0,0,,,2,,,,0,0,0,,1,1
laine ; de rome,,2,2,0,,,,,0,0,,,,,,,0,0,0,,0,0
laine ; de tan,laine,2,2,0,,0,,,0,0,,,4,,,,0,0,0,,1,1
laine ; diverse,,2,2,0,,,,,0,0,,,,,,,0,0,0,,0,0
laine ; du Béarn,laine,2,2,0,,0,,,0,0,,,77,,,,0,0,0,,1,10
laine ; du Levant,laine,2,2,0,,0,,,0,0,,,3,,,,0,0,0,,1,18
laine ; du nord,laine,2,2,0,,0,,,0,0,,,2,,,,0,0,0,,0,0
laine ; déchet,,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,3
laine ; en côte,laine,2,2,0,,0,,,0,0,,,9,,,,0,0,0,,1,1
laine ; en flotte,laine,2,2,0,,0,,,0,0,,,3,,,,0,0,0,,1,1
laine ; en laine,laine,2,2,0,,0,,,0,0,,,1,,,,0,0,0,,1,2
laine ; en poil de chameau,,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,1
laine ; en rame,laine,2,2,0,,0,,,0,0,,,7,,,,0,0,0,,1,27
laine ; en suint,laine,2,2,,,,,,0,0,,,7,,,,0,0,0,,1,44
laine ; en surge,,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,4
laine ; en toison,laine,2,2,0,,0,,,0,0,,,0,,,,0,0,0,,1,25
laine ; filée,laine,2,2,0,,0,,,0,0,,,8,,,,0,0,0,,1,200
laine ; filée et fine,,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,3
laine ; fine,laine,2,2,0,,0,,,0,0,,,1,,,,0,0,0,,1,15
laine ; fine et de chevron,,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,1
laine ; fine et filée,,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,1
laine ; fine mérino en suint,,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,1
laine ; fine mérinos lavée,,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,1
"laine ; fine, blanche, filée et teinte",,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,1
"laine ; fine, filée et teinte",,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,1
laine ; grasse et filée,,,,,,,,,,,,,,,,,,,,,1,1
laine ; grosse,laine,2,2,0,,0,,,0,0,,,3,,,,0,0,0,,1,19
laine ; lavée,laine,2,2,0,,0,,,0,0,2,2,4,,,,0,0,0,,1,256
laine ; menue,laine,2,2,0,,0,,,0,0,,,4,,,,0,0,0,,1,3
laine ; mérinos en suint,,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,1
laine ; mérinos lavée,,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,1
"laine ; mérinos, lavée et en suint",,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,1
laine ; mêlée,,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,1
laine ; non filée,laine,2,2,0,,0,,,0,0,,,6,,,,0,0,0,,0,0
laine ; non peignée,,,,,,,,,,,,,,,,,,,,,1,1
laine ; ordinaire,,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,1
laine ; ordinaire en masse,,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,1
laine ; peignée,laine,2,2,0,,0,,,0,0,,,39,,,,0,0,0,,1,121
laine ; pelade,laine,2,2,0,,0,,,0,0,,,29,,,,0,0,0,,1,39
laine ; pelluche,laine,2,2,0,,0,,,0,0,,,10,,,,0,0,0,,1,5
laine ; petite,laine,2,2,0,,0,,,0,0,,,1,,,,0,0,0,,1,1
laine ; place,,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,2
laine ; pour chapelier,,,,,,,,,,,,,,,,,,,,,1,1
laine ; serge,,2,2,0,,,,,0,0,,,,,,,0,0,0,,0,0
laine ; tannée,,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,1
laine ; teinte,laine,2,2,0,,0,,,0,0,,,1,,,,0,0,0,,1,4
laine ; toison,,,,,,,,,,,,,,,,,,,,,1,3
laine ; vigogne,,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,1
laine ; à broder,laine,2,2,0,,0,,,0,0,,,9,,,,0,0,0,,1,11
laine ; à lisière,laine,2,2,0,,0,,,0,0,,,6,,,,0,0,0,,1,2
laine ; à matelas,laine,2,2,0,,0,,,0,0,,,2,,,,0,0,0,,1,3
laine ; à tapisserie,laine,2,2,0,,0,,,0,0,,,5,,,,0,0,0,,1,84
laine ; à tricoter,laine,2,2,0,,0,,,0,0,,,1,,,,0,0,0,,1,1
laine ; écrin ; lavée,laine,2,2,0,,0,,,0,0,,,10,,,,0,0,0,,1,1
lait ; battu,,,,,,,,,,,,,,,,,,,,,1,1
"lait, doux",,,,,,,,,,,,,,,,,,,,,1,1
laiton,laiton,6,6,0,,0,,,0,0,,,38,,,,0,0,0,,1,31
laiton ; braisé,laiton,6,6,0,,0,,,0,0,,,,,,,0,0,0,,1,5
laiton ; brun,laiton,6,6,0,,0,,,0,0,,,6,,,,0,0,0,,1,3
laiton ; brut,laiton,6,6,0,,0,,,0,0,,,1,,,,0,0,0,,1,2
laiton ; cuivré,laiton,6,6,0,,0,,,0,0,,,,,,,0,0,0,,1,1
laiton ; en feuille,laiton,6,6,0,,0,,,0,0,,,28,,,,0,0,0,,1,38
laiton ; en planche,laiton,6,6,0,,0,,,0,0,,,1,,,,0,0,0,,1,4
laiton ; filé et en planche,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,13
laiton ; gouté,laiton,6,6,0,,0,,,0,0,,,1,,,,0,0,0,,1,4
laiton ; gras,laiton,6,6,0,,0,,,0,0,,,,,,,0,0,0,,1,4
laiton ; gratté,laiton,6,6,0,,0,,,0,0,,,17,,,,0,0,0,,0,0
laiton ; gravé,laiton,6,6,0,,0,,,0,0,,,16,,,,0,0,0,,1,2
laiton ; gravé ou gratté,laiton,6,6,0,,0,,,0,0,,,3,,,,0,0,0,,1,2
laiton ; non gratté,laiton,6,6,0,,0,,,0,0,,,4,,,,0,0,0,,1,1
laiton ; ouvré,laiton,6,6,0,,0,,,0,0,,,4,,,,0,0,0,,0,0
laiton ; vieux,laiton,2,2,0,,0,,,0,0,,,6,,,,0,0,0,,1,51
laiton et cuivre,,,,,,,,,,,,,,,,,,,,,1,1
lama,lama,0,0b,0,,0,,,0,0,,,25,,,,0,0,0,,1,1
lame,,,,,,,,,,,,,,,,,,,,,1,1
lame ; d'épée,lames,9,9,0,,0,,,0,0,,,79,,,,0,0,0,,1,41
lame ; de bois,,,,,,,,,,,,,,,,,,,,,1,1
lame ; de couteau,lames,9,9,0,,0,,,0,0,,,,,,,0,0,0,,1,1
lame ; de couteau de chasse,lames,9,9,0,,0,,,0,0,,,5,,,,0,0,0,,1,1
lame ; de fer,,9,9,0,,,,,0,0,,,,,,,0,0,0,,1,1
lame ; de fleuret,lames,9,9,0,,0,,,0,0,,,1,,,,0,0,0,,1,3
lame ; de sabre,lames,9,9,0,,0,,,0,0,,,25,,,,0,0,0,,1,8
lampareille,,6,6b,0,Encyclopédie de Diderot et d'Alembert : « Manufacture en laine »,,,,0,0,,,,,,,0,0,0,,0,0
lampareille ; de Lille,,6,6b,0,,,,,0,0,,,,,,,0,0,0,,1,1
lampe,lampes,8,8,0,,0,,,0,0,,,8,,,,0,0,0,,1,12
lampe ; de cuivre,lampes,8,8,0,,0,,,0,0,,,7,,,,0,0,0,,1,1
lampe ; de fer,lampes,8,8,0,,0,,,0,0,,,7,,,,0,0,0,,1,6
lampe ; de fer ; blanc,,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1
lampe ; de laiton,lampes,8,8,0,,0,,,0,0,,,1,,,,0,0,0,,1,1
lampe ; de terre,,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,1
lampe ; de verre,lampes,8,8,0,,0,,,0,0,,,11,,,,0,0,0,,1,1
lamproie,lamproie,0,0a,0,,0,,,0,0,,,42,,,,0,0,0,,1,22
lance,,,,,,,,,,,,,,,,,,,,,1,1
lance ; de fer,,,,,,,,,,,,,,,,,,,,,1,1
lance et beaupré,,,,,,,,,,,,,,,,,,,,,1,1
lance et mât,,,,,,,,,,,,,,,,,,,,,1,1
lance et piquet,,,,,,,,,,,,,,,,,,,,,1,1
lance et pointe,,,,,,,,,,,,,,,,,,,,,1,2
lancet à rozer voile,,???,???,0,,,,,0,0,,,,,,,0,0,0,,1,1
langue,,0,0a,0,,0,,,0,0,,,9,,,,0,0,0,,1,8
langue ; de bœuf,langues,0,0a,0,,0,,,0,0,,,1,,,,0,0,0,,0,0
langue ; de bœuf ; salée,,0,0a,0,,,,,0,0,,,,,,,0,0,0,,1,10
langue ; de bœuf et vache,,,,,,,,,,,,,,,,,,,,,1,1
langue ; de cochon,,0,0a,0,,,,,0,0,,,,,,,0,0,0,,1,1
langue ; de morue,,0,0a,0,,,,,0,0,,,,,,,0,0,0,,0,0
langue ; de mouton,,,,,,,,,,,,,,,,,,,,,1,1
langue ; fumée,,0,0a,0,,,,,0,0,,,,,,,0,0,0,,1,2
langue ; salée,,0,0a,0,,0,,,0,0,,,5,,,,0,0,0,,1,105
langue ; salée ; de porc,,0,0a,0,,,,,0,0,,,,,,,0,0,0,,1,1
lanillas,drap ; de laine,6,6b,0,"Nom espagnol : désigne un camelot commun, droguet, étoffe de laine propre à faire des habits d'été.",0,,,0,0,,,1,,,,0,0,0,,1,25
lanis ; à cacheter,,???,???,0,,,,,0,0,,,,,,,0,0,0,,1,1
lanière,,,,,,,,,,,,,,,,,,,,,1,1
lanterne,,8,8,0,,0,,,0,0,,,21,,,,0,0,0,,1,21
lapereau,,,,,,,,,,,,,,,,,,,,,1,1
lapin,lapin,0,0a,0,,0,,,0,0,0,0a,3,,,,0,0,0,,1,10
lapis ; lazule,lapis ; lazule,2,2,1,Cf. P.H.Wallis  : semi-precious stone,1,1,Lapis Lazuli,1,0,,,4,,,,0,0,0,,1,6
laque ; de Florence,,,,,,,,,,,,,,,,,,,,,1,1
laque ; de Venise,,5,5,0,,,,,0,0,,,,,,,0,0,0,,1,2
laque ; en bois,laques,5,5,0,,0,,,0,0,,,1,,,,0,0,0,,1,1
laque ; plate,,5,5,0,,,,,0,0,,,,,,,0,0,0,,0,0
laque ; ronde,laques,5,5,0,,0,,,0,0,,,2,,,,0,0,0,,0,0
laque plate,,5,5,0,,,,,0,0,,,,,,,0,0,0,,0,0
lard,lard,0,0a,0,,0,,,0,0,,,1,,,,0,0,0,,1,372
lard ; salé,,0,0a,0,,0,,,0,0,,,1,,,,0,0,0,,1,12
larque place,lattes,???,???,0,,0,,,0,0,,,1,,,,0,0,0,,1,2
latte,lattes,2,2,0,,0,,,0,0,,,2,,,,0,0,0,,1,64
latte ; de bois,lattes,2,2,0,,0,,,0,0,,,5,,,,0,0,0,,1,2
latte ; de hêtre,,,,,,,,,,,,,,,,,,,,,1,2
latte ; de hêtre façonnée,,,,,,,,,,,,,,,,,,,,,1,1
latte ; de hêtre non sciée,,,,,,,,,,,,,,,,,,,,,1,1
latte ; de sapin,,,,,,,,,,,,,,,,,,,,,1,1
latte ; dite Solververen,,,,,,,,,,,,,,,,,,,,,1,1
latte ; dite du nord,,,,,,,,,,,,,,,,,,,,,1,1
latte ; double,,,,,,,,,,,,,,,,,,,,,1,1
latte ; en paille,,,,,,,,,,,,,,,,,,,,,1,1
latte ; pour couvreur de paille et platreur,,,,,,,,,,,,,,,,,,,,,1,1
latte ; pour couvreur de tuile,,,,,,,,,,,,,,,,,,,,,1,1
latte ; pour cuve,,,,,,,,,,,,,,,,,,,,,1,1
latte ; pour cuve de brassage,,,,,,,,,,,,,,,,,,,,,1,1
latte ; sciée,,,,,,,,,,,,,,,,,,,,,1,1
latte ; sciée en planche,,,,,,,,,,,,,,,,,,,,,1,1
latte et perche,,,,,,,,,,,,,,,,,,,,,1,1
laurier,laurier,0,0a,0,,0,,,0,0,,,2,,,,0,0,0,,1,4
lauze,lauzes,2,2,0,Lauze : « Sorte de pierres plates et longues qui servent à faire des bordures. On en trouve des carrières à Proveyzieux et à Fontaine » (Dictionnaire du patois des environs de Grenoble),0,,,0,0,,,6,,,,0,0,0,,1,19
lavande,lavande,2,2,1,"Wiki : Elle aurait des propriétés antiseptiques, bactéricides, désinfectantes, calmantes, antispasmodiques et carminatives.",0,,,1,0,,,1,,,,0,0,0,,1,1
lavande et hysope,,,,,,,,,,,,,,,,,,,,,1,1
lave-place,,???,???,0,,,,,0,0,,,,,,,0,0,0,,1,12
lelarge,lelarge,???,???,0,,0,,,0,0,,,11,,,,0,0,0,,1,5
lentille,lentilles,0,0a,1,Cf. P.H.Wallis  drug in 1792 Customs and Excise list,1,1,Lentils,1,0,,,2,,,,1,1,4,,1,19
leole,,???,???,0,,,,,0,0,,,,,,,0,0,0,,1,1
lessive ; grasse,lessive ; grasse,5,5,0,,0,,,0,0,,,1,,,,0,0,0,,1,3
lest,,,,,,,,,,,,,,,,,,,,,1,1
lettre de change ; imprimée,,9,9a,0,,,,,0,0,,,,,,,0,0,0,,1,1
levier ferré,leviers ferrés,6,6,0,,0,,,0,0,,,1,,,,0,0,0,,1,1
levure de bière,levure de bière,0,0a,0,,0,,,0,0,,,5,,,,0,0,0,,1,12
libans,,???,???,0,,0,,,0,0,,,,,,1,0,0,0,,1,2
libraire ; carte géographique,librairie,8,8,0,,0,,,0,0,,,2,,,,0,0,0,,1,3
libraire ; livre ; en feuille,librairie,8,8,0,,0,,,0,0,,,1,,,,0,0,0,,1,1
librairie,librairie,8,8,0,,0,,,0,0,,,59,,,,0,0,0,,1,1462
librairie ; brochée,librairie,8,8,0,,0,,,0,0,,,1,,,,0,0,0,,1,2
librairie ; en almanach ; broché,librairie,8,8,0,,0,,,0,0,,,3,,,,0,0,0,,1,2
librairie ; en almanach ; en blanc,librairie,8,8,0,,0,,,0,0,,,4,,,,0,0,0,,1,1
librairie ; en almanach ; relié,librairie,8,8,0,,0,,,0,0,,,0,,,,0,0,0,,1,1
librairie ; en blanc,librairie,8,8,0,,0,,,0,0,,,3,,,,0,0,0,,1,3
librairie ; en feuille,librairie,8,8,0,,0,,,0,0,,,4,,,,0,0,0,,1,5
librairie ; reliée,librairie,8,8,0,,0,,,0,0,,,12,,,,0,0,0,,1,3
licane,,???,???,0,,,,,0,0,,,,,,,0,0,0,,1,2
lie d'huile,,,,,,,,,,,,,,,,,,,,,1,1
lie de bière,,,,,,,,,,,,,,,,,,,,,1,1
lie de vin,lie,5,5,0,,0,,,0,0,,,51,,,,0,0,0,,1,35
lien ; de fil,lie,6,6a,0,,0,,,0,0,,,1,,,,0,0,0,,1,3
lieu noir,,,,,,,,,,,,,,,,,,,,,1,1
ligature,ligatures,6,6,0,,0,,,0,0,,,18,,,,0,0,0,,1,26
ligature ; de fil et soie,,6,6,0,,0,,,0,0,,,,,,,0,0,0,,1,4
ligature ou droguet ; de fil et laine,,6,6,0,,0,,,0,0,,,,,,,0,0,0,,1,3
ligne ; d'acier,,8,8,0,,,,,0,0,,,,,,,0,0,0,,1,2
ligne ; à pêcher,lignes ; à pêcher,8,8,0,,0,,,0,0,,,2,,,,0,0,0,,1,48
ligneul,,,,,,,,,,,,,,,,,,,,,1,1
lilas,,2,2,0,,0,,,0,0,,,3,,,,0,0,0,,1,11
limaille,limaille,2,2,0,,0,,,0,0,,,3,,,,0,0,0,,1,3
limaille ; d'argent,,,,,,,,,,,,,,,,,,,,,1,1
limaille ; de cuivre,limaille,2,2,0,,0,,,0,0,,,1,,,,0,0,0,,1,2
limaille ; de laiton,,2,2,0,,0,,,0,0,,,,,,,0,0,0,,1,1
limaille de fer,,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,1
limande,,,,,,,,,,,,,,,,,,,,,1,1
limas,limas,???,???,0,,0,,,0,0,,,21,,,,0,0,0,,1,3
lime,limes,6,6,0,,0,,,0,0,,,1,,,,0,0,0,,1,123
lime ; d'Autriche,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1
lime ; d'acier,limes,6,6,0,,0,,,0,0,,,2,,,,0,0,0,,1,30
lime ; d'acier et de fer,,6,6,0,,,,,0,0,,,,,,,0,0,0,,1,1
lime ; de fer,,6,6,0,,,,,0,0,,,,,,,0,0,0,,0,0
limeneas,toile ; de coton,6,6d,0,Sorte d'indienne,0,,,0,0,,,55,,,,0,0,0,,1,100
limon ; salée,,,,,,,,,,,,,,,,,,,,,1,1
limon ou citron,,,,,,,,,,,,,,,,,,,,,1,1
lin,,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,319
lin ; apprêté,lin,2,2,0,,0,,,0,0,,,1,,,,0,0,0,,1,2
lin ; brut,,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,1
lin ; cru,lin,2,2,0,,0,,,0,0,,,12,,,,0,0,0,,1,271
lin ; divers,,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,14
lin ; en car,,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,1
lin ; en masse,,2,2,0,,,,,0,0,,,,,,,0,0,0,,0,0
lin ; en pierre,lin,2,2,0,,0,,,0,0,,,2,,,,0,0,0,,1,14
lin ; en rame,lin,2,2,0,,0,,,0,0,,,1,,,,0,0,0,,0,0
lin ; peigné,lin,2,2,0,,0,,,0,0,,,66,,,,0,0,0,,1,247
lin ; pour paillasson,,,,,,,,,,,,,,,,,,,,,1,1
lin ; prét à filer,,2,2,0,,,,,0,0,,,,,,,0,0,0,,1,1
lin ; sans paille et en potasse,lin,2,2,0,,0,,,0,0,,,3,,,,0,0,0,,1,1
lin ; sec ; non roui,,,,,,,,,,,,,,,,,,,,,1,1
lin ; tressé,,,,,,,,,,,,,,,,,,,,,1,1
lin ; vert ; roui et non roui,,,,,,,,,,,,,,,,,,,,,1,1
lin ; écru,,6,6a,0,,,,,0,0,,,,,,,0,0,0,,0,0
lina,lina,???,???,0,,0,,,0,0,,,13,,,,0,0,0,,1,1
linceul ; vieux,,6,6a,0,,,,,0,0,,,,,,,0,0,0,,1,1
linge,,6,???,0,,0,,,0,0,,,9,,,,0,0,0,,1,15
linge ; de lin ; fin,,6,6a,0,,,,,0,0,,,,,,,0,0,0,,1,1
linge ; de table,linge,6,???,0,,0,,,0,0,,,1,,,,0,0,0,,1,58
linge ; de table ; chemise,linge,6,???,0,,0,,,0,0,,,4,,,,0,0,0,,1,1
linge ; de table ; commune,,6,???,0,,,,,0,0,,,,,,,0,0,0,,1,2
linge ; de table ; damassé,linge,6,???,0,,0,,,0,0,,,,,,,0,0,0,,1,3
linge ; de table ; neuf,linge,6,???,0,,0,,,0,0,,,13,,,,0,0,0,,1,1
linge ; de table ; ouvré,linge,6,???,0,,0,,,0,0,,,1,,,,0,0,0,,1,17
linge ; travaillé,,,,,,,,,,,,,,,,,,,,,1,1
linge ; vieux,linge,6,???,0,,0,,,0,0,,,28,,,,0,0,0,,1,76
linge ; à tapisserie,,6,???,0,,,,,0,0,,,,,,,0,0,0,,1,1
lingerie,lingerie,6,???,0,,0,,,0,0,,,12,,,,0,0,0,,1,110
lingerie ; chemise,lingerie,6,???,0,,0,,,0,0,,,3,,,,0,0,0,,1,8
lingerie ; de coton,,6,6d,0,,,,,0,0,,,,,,,0,0,0,,1,1
lingerie ; de toile ; d'étoupe,lingerie,6,6a,0,,0,,,0,0,,,,,,,0,0,0,,1,1
lingerie ; de toile ; de lin,lingerie,6,6a,0,,0,,,0,0,,,1,,,,0,0,0,,1,1
lingerie ; en chanvre,lingerie,6,6a,0,,0,,,0,0,,,2,,,,0,0,0,,1,1
lingerie ; ouvrée,lingerie,6,???,0,,0,,,0,0,,,5,,,,0,0,0,,1,1
lingette,lingettes,6,???,0,,0,,,0,0,,,,,,,0,0,0,,1,5
linnieuse,linnieuse,???,???,0,,0,,,0,0,,,15,,,,0,0,0,,1,6
linon,,6,6a,0,,,,,0,0,,,,,,,0,0,0,,1,2
linéa,,???,???,0,,,,,0,0,,,,,,,0,0,0,,1,1
liqueur,liqueur,1,1,0,,0,,,0,0,,,310,,,,0,0,0,,1,1091
