numerodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,pays,direction,value,,
185,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Imports,12,Nord dont villes anséatiques,Rennes,230099,,
186,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Imports,12,Nord dont villes anséatiques,Roüen,5100437,,
187,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,12,Nord dont villes anséatiques,Amiens,7175,,
188,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,12,Nord dont villes anséatiques,Bayonne,317138,,
189,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,12,Nord dont villes anséatiques,Bordeaux,17557900,,
190,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,12,Nord dont villes anséatiques,Bourgogne,1860,,
191,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,12,Nord dont villes anséatiques,La Rochelle,1768173,,
192,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,12,Nord dont villes anséatiques,Marseille,286745,,
193,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,12,Nord dont villes anséatiques,Nantes,3442010,,
194,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,12,Nord dont villes anséatiques,Rennes,977622,,
195,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,12,Nord dont villes anséatiques,Roüen,5332440,,
196,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,12,Nord dont villes anséatiques,Saint Quentin,3780,,
197,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Imports,13,"Portugal et Isles Terceres, Madères et Açores",Amiens,27024,,
198,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Imports,13,"Portugal et Isles Terceres, Madères et Açores",Bayonne,134616,,
199,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Imports,13,"Portugal et Isles Terceres, Madères et Açores",Caën,450,,
200,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Imports,13,"Portugal et Isles Terceres, Madères et Açores",Marseille,484273,,
201,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Imports,13,"Portugal et Isles Terceres, Madères et Açores",Nantes,45653,,
202,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Imports,13,"Portugal et Isles Terceres, Madères et Açores",Rennes,54860,,
203,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Imports,13,"Portugal et Isles Terceres, Madères et Açores",Roüen,1424587,,
204,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,13,"Portugal et Isles Terceres, Madères et Açores",Amiens,123199,,
205,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,13,"Portugal et Isles Terceres, Madères et Açores",Bayonne,106282,,
206,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,13,"Portugal et Isles Terceres, Madères et Açores",Bordeaux,53100,,
207,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,13,"Portugal et Isles Terceres, Madères et Açores",Bourgogne,160,,
208,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,13,"Portugal et Isles Terceres, Madères et Açores",Châlons,623854,,
209,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,13,"Portugal et Isles Terceres, Madères et Açores",Flandre,43179,,
210,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,13,"Portugal et Isles Terceres, Madères et Açores",Lyon,825104,,
211,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,13,"Portugal et Isles Terceres, Madères et Açores",Marseille,34400,,
212,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,13,"Portugal et Isles Terceres, Madères et Açores",Nantes,958925,,
213,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,13,"Portugal et Isles Terceres, Madères et Açores",Rennes,513136,,
214,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,13,"Portugal et Isles Terceres, Madères et Açores",Roüen,1860622,,
215,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,13,"Portugal et Isles Terceres, Madères et Açores",Saint Quentin,285320,,
216,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Imports,14,Russie,La Rochelle,40230,,
217,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Imports,14,Russie,Marseille,832526,,
218,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Imports,14,Russie,Nantes,261882,,
219,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Imports,14,Russie,Rennes,562255,,
220,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Imports,14,Russie,Roüen,549185,,
221,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,14,Russie,Bordeaux,580275,,problème de somme
222,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,14,Russie,Bourgogne,1900,,problème de somme
223,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,14,Russie,Flandre,15360,,problème de somme
224,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,14,Russie,Nantes,88300,,problème de somme
225,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,14,Russie,Roüen,473330,,problème de somme
226,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,14,Russie,Saint Quentin,19180,,problème de somme
227,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Imports,14,Savoye et Piemont,Bourgogne,15936,,
228,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Imports,15,Savoye et Piemont,Lyon,1008634,,
229,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Imports,15,Savoye et Piemont,Marseille,2491869,,
230,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Imports,15,Savoye et Piemont,Montpellier,51362,,
231,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Imports,15,Savoye et Piemont,Narbonne,1575,,
232,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,15,Savoye et Piemont,Amiens,17485,,
233,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,15,Savoye et Piemont,Bourgogne,240,,
234,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,15,Savoye et Piemont,Châlons,141082,,
235,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,15,Savoye et Piemont,Flandre,136083,,
236,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,15,Savoye et Piemont,Lyon,4599998,,
237,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,15,Savoye et Piemont,Marseille,4430708,,
238,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,15,Savoye et Piemont,Montpellier,7317,,
239,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,15,Savoye et Piemont,Roüen,625436,,
240,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,15,Savoye et Piemont,Saint Quentin,31220,,
241,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Imports,16,Suede,Amiens,722,,
242,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Imports,16,Suede,Bordeaux,62247,,
243,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Imports,16,Suede,Caën,2390,,
244,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Imports,16,Suede,Marseille,587057,,
245,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Imports,16,Suede,Montpellier,2269,,
246,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Imports,16,Suede,Nantes,343510,,
247,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Imports,16,Suede,Rennes,165603,,
248,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Imports,16,Suede,Roüen,1381059,,
249,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,16,Suede,Bordeaux,2892588,,
250,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,16,Suede,La Rochelle,28115,,
251,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,16,Suede,Marseille,159631,,
252,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,16,Suede,Montpellier,169889,,
253,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,16,Suede,Nantes,116769,,
254,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,16,Suede,Roüen,303037,,
255,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,16,Suede,Saint Quentin,8400,,
256,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Imports,17,Suisse,Bourgogne,464918,,
257,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Imports,17,Suisse,Langres,1738,,
258,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Imports,17,Suisse,Lyon,1383025,,
259,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,17,Suisse,Amiens,130645,,
260,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,17,Suisse,Bordeaux,342409,,
261,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,17,Suisse,Bourgogne,1487485,,
262,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,17,Suisse,Châlons,88612,,
263,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,17,Suisse,Flandre,301744,,
264,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,17,Suisse,Langres,1049876,,
265,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,17,Suisse,La Rochelle,222091,,
266,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,17,Suisse,Lyon,2584850,,
267,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,17,Suisse,Montpellier,3734,,
268,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,17,Suisse,Roüen,158100,,
269,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,17,Suisse,Saint Quentin,20116,,
270,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,18,Guinée,Amiens,240,,
271,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,18,Guinée,Bordeaux,635739,,
272,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,18,Guinée,Flandre,727738,,
273,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,18,Guinée,La Rochelle,548660,,
274,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,18,Guinée,Nantes,1957428,,
275,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,18,Guinée,Rennes,888789,,
276,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,18,Guinée,Roüen,946864,,
277,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Imports,19,Isles Françoises de l’Amérique et Terre-Neuve,Bayonne,217689,,
278,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Imports,19,Isles Françoises de l’Amérique et Terre-Neuve,Bordeaux,32542633,,
279,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Imports,19,Isles Françoises de l’Amérique et Terre-Neuve,Flandre,1738147,,
280,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Imports,19,Isles Françoises de l’Amérique et Terre-Neuve,La Rochelle,4335428,,
281,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Imports,19,Isles Françoises de l’Amérique et Terre-Neuve,Marseille,14832163,,
282,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Imports,19,Isles Françoises de l’Amérique et Terre-Neuve,Nantes,15121986,,
283,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Imports,19,Isles Françoises de l’Amérique et Terre-Neuve,Rennes,3207213,,
284,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Imports,19,Isles Françoises de l’Amérique et Terre-Neuve,Roüen,16458536,,
285,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,19,Isles Françoises de l’Amérique et Terre-Neuve,Bayonne,174043,,
286,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,19,Isles Françoises de l’Amérique et Terre-Neuve,Bordeaux,12666677,,
287,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,19,Isles Françoises de l’Amérique et Terre-Neuve,Caën,2447,,
288,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,19,Isles Françoises de l’Amérique et Terre-Neuve,Flandre,813237,,
289,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,19,Isles Françoises de l’Amérique et Terre-Neuve,La Rochelle,1294061,,
290,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,19,Isles Françoises de l’Amérique et Terre-Neuve,Marseille,3851735,,
291,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,19,Isles Françoises de l’Amérique et Terre-Neuve,Montpellier,16933,,
292,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,19,Isles Françoises de l’Amérique et Terre-Neuve,Nantes,4919112,,
293,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,19,Isles Françoises de l’Amérique et Terre-Neuve,Rennes,556548,,
294,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,19,Isles Françoises de l’Amérique et Terre-Neuve,Roüen,6039345,,
295,Stephen Jackson,IIHS-123,National toutes directions sans produits/1768.csv,National toutes directions sans produits,1768,Exports,19,Isles Françoises de l’Amérique et Terre-Neuve,Saint Quentin,515760,,
