line_number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
8,National toutes directions sans produits,1766,Amiens,,"Allemagne, Lorraine et pais de Liege",Exports,,,,795735,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Exports_1766.csv,"BM Rouen, Fonds Montbret, 155-1",3,,,,,Stephen Jackson,,,,,,,,,,,,
9,National toutes directions sans produits,1766,Bourgogne,,"Allemagne, Lorraine et pais de Liege",Exports,,,,1522702,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Exports_1766.csv,"BM Rouen, Fonds Montbret, 155-1",3,,,,,Stephen Jackson,,,,,,,,,,,,
10,National toutes directions sans produits,1766,Châlons,,"Allemagne, Lorraine et pais de Liege",Exports,,,,7653880,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Exports_1766.csv,"BM Rouen, Fonds Montbret, 155-1",3,,,,,Stephen Jackson,,,,,,,,,,,,
11,National toutes directions sans produits,1766,Charleville,,"Allemagne, Lorraine et pais de Liege",Exports,,,,259621,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Exports_1766.csv,"BM Rouen, Fonds Montbret, 155-1",3,,,,,Stephen Jackson,,,,,,,,,,,,
12,National toutes directions sans produits,1766,Flandre,,"Allemagne, Lorraine et pais de Liege",Exports,,,,472124,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Exports_1766.csv,"BM Rouen, Fonds Montbret, 155-1",3,,,,,Stephen Jackson,,,,,,,,,,,,
13,National toutes directions sans produits,1766,Langres,,"Allemagne, Lorraine et pais de Liege",Exports,,,,890883,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Exports_1766.csv,"BM Rouen, Fonds Montbret, 155-1",3,,,,,Stephen Jackson,,,,,,,,,,,,
14,National toutes directions sans produits,1766,Lyon,,"Allemagne, Lorraine et pais de Liege",Exports,,,,20841176,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Exports_1766.csv,"BM Rouen, Fonds Montbret, 155-1",3,,,,,Stephen Jackson,,,,,,,,,,,,
15,National toutes directions sans produits,1766,Montpellier,,"Allemagne, Lorraine et pais de Liege",Exports,,,,21084,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Exports_1766.csv,"BM Rouen, Fonds Montbret, 155-1",3,,,,,Stephen Jackson,,,,,,,,,,,,
16,National toutes directions sans produits,1766,Roüen,,"Allemagne, Lorraine et pais de Liege",Exports,,,,764853,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Exports_1766.csv,"BM Rouen, Fonds Montbret, 155-1",3,,,,,Stephen Jackson,,,,,,,,,,,,
17,National toutes directions sans produits,1766,Saint Quentin,,"Allemagne, Lorraine et pais de Liege",Exports,,,,1120926,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Exports_1766.csv,"BM Rouen, Fonds Montbret, 155-1",3,,,,,Stephen Jackson,,,,,,,,,,,,
27,National toutes directions sans produits,1766,Amiens,,Angleterre,Exports,,,,3045922,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Exports_1766.csv,"BM Rouen, Fonds Montbret, 155-1",4,,,,,Stephen Jackson,,,,,,,,,,,,
28,National toutes directions sans produits,1766,Bordeaux,,Angleterre,Exports,,,,1599942,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Exports_1766.csv,"BM Rouen, Fonds Montbret, 155-1",4,,,,,Stephen Jackson,,,,,,,,,,,,
29,National toutes directions sans produits,1766,Bourgogne,,Angleterre,Exports,,,,1430,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Exports_1766.csv,"BM Rouen, Fonds Montbret, 155-1",4,,,,,Stephen Jackson,,,,,,,,,,,,
30,National toutes directions sans produits,1766,Caën,,Angleterre,Exports,,,,168325,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Exports_1766.csv,"BM Rouen, Fonds Montbret, 155-1",4,,,,,Stephen Jackson,,,,,,,,,,,,
31,National toutes directions sans produits,1766,Châlons,,Angleterre,Exports,,,,21872,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Exports_1766.csv,"BM Rouen, Fonds Montbret, 155-1",4,,,,,Stephen Jackson,,,,,,,,,,,,
32,National toutes directions sans produits,1766,Flandre,,Angleterre,Exports,,,,65172,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Exports_1766.csv,"BM Rouen, Fonds Montbret, 155-1",4,,,,,Stephen Jackson,,,,,,,,,,,,
33,National toutes directions sans produits,1766,La Rochelle,,Angleterre,Exports,,,,924500,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Exports_1766.csv,"BM Rouen, Fonds Montbret, 155-1",4,,,,,Stephen Jackson,,,,,,,,,,,,
34,National toutes directions sans produits,1766,Marseille,,Angleterre,Exports,,,,595209,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Exports_1766.csv,"BM Rouen, Fonds Montbret, 155-1",4,,,,,Stephen Jackson,,,,,,,,,,,,
35,National toutes directions sans produits,1766,Montpellier,,Angleterre,Exports,,,,326923,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Exports_1766.csv,"BM Rouen, Fonds Montbret, 155-1",4,,,,,Stephen Jackson,,,,,,,,,,,,
36,National toutes directions sans produits,1766,Nantes,,Angleterre,Exports,,,,207261,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Exports_1766.csv,"BM Rouen, Fonds Montbret, 155-1",4,,,,,Stephen Jackson,,,,,,,,,,,,
37,National toutes directions sans produits,1766,Rennes,,Angleterre,Exports,,,,1263114,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Exports_1766.csv,"BM Rouen, Fonds Montbret, 155-1",4,,,,,Stephen Jackson,,,,,,,,,,,,
38,National toutes directions sans produits,1766,Roüen,,Angleterre,Exports,,,,2460188,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Exports_1766.csv,"BM Rouen, Fonds Montbret, 155-1",4,,,,,Stephen Jackson,,,,,,,,,,,,
39,National toutes directions sans produits,1766,Saint Quentin,,Angleterre,Exports,,,,415972,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Exports_1766.csv,"BM Rouen, Fonds Montbret, 155-1",4,,,,,Stephen Jackson,,,,,,,,,,,,
49,National toutes directions sans produits,1766,Amiens,,Danemark,Exports,,,,1475,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Exports_1766.csv,"BM Rouen, Fonds Montbret, 155-1",5,,,,,Stephen Jackson,,,,,,,,,,,,
50,National toutes directions sans produits,1766,Bordeaux,,Danemark,Exports,,,,1392625,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Exports_1766.csv,"BM Rouen, Fonds Montbret, 155-1",5,,,,,Stephen Jackson,,,,,,,,,,,,
51,National toutes directions sans produits,1766,Bourgogne,,Danemark,Exports,,,,470,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Exports_1766.csv,"BM Rouen, Fonds Montbret, 155-1",5,,,,,Stephen Jackson,,,,,,,,,,,,
52,National toutes directions sans produits,1766,Caën,,Danemark,Exports,,,,1229,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Exports_1766.csv,"BM Rouen, Fonds Montbret, 155-1",5,,,,,Stephen Jackson,,,,,,,,,,,,
53,National toutes directions sans produits,1766,La Rochelle,,Danemark,Exports,,,,278899,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Exports_1766.csv,"BM Rouen, Fonds Montbret, 155-1",5,,,,,Stephen Jackson,,,,,,,,,,,,
