numerodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,pays,direction,value,,
185,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,33,Nord,Bourgogne,1440,,
186,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,33,Nord,La Rochelle,1667999,,
187,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,33,Nord,Marseille,871771,,
188,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,33,Nord,Nantes,3515992,,
189,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,33,Nord,Rennes,571262,,
190,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,33,Nord,Roüen,4719145,,
191,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,33,Nord,Saint Quentin,5880,,
192,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,34,"Portugal et Isles Terceres, Madère et Açores",Amiens,22340,,
193,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,34,"Portugal et Isles Terceres, Madère et Açores",Bayonne,8135,,
194,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,34,"Portugal et Isles Terceres, Madère et Açores",Marseille,740457,,
195,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,34,"Portugal et Isles Terceres, Madère et Açores",Nantes,42946,,
196,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,34,"Portugal et Isles Terceres, Madère et Açores",Rennes,5600,,
197,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,34,"Portugal et Isles Terceres, Madère et Açores",Roüen,2035309,,
198,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,34,"Portugal et Isles Terceres, Madère et Açores",Amiens,94685,,
199,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,34,"Portugal et Isles Terceres, Madère et Açores",Bayonne,109535,,
200,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,34,"Portugal et Isles Terceres, Madère et Açores",Bourgogne,420,,
201,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,34,"Portugal et Isles Terceres, Madère et Açores",Caën,1971,,
202,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,34,"Portugal et Isles Terceres, Madère et Açores",Châlons,548610,,
203,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,34,"Portugal et Isles Terceres, Madère et Açores",Flandre,10918,,
204,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,34,"Portugal et Isles Terceres, Madère et Açores",Lyon,367317,,
205,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,34,"Portugal et Isles Terceres, Madère et Açores",Marseille,28107,,
206,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,34,"Portugal et Isles Terceres, Madère et Açores",Montpellier,960,,
207,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,34,"Portugal et Isles Terceres, Madère et Açores",Nantes,405462,,
208,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,34,"Portugal et Isles Terceres, Madère et Açores",Rennes,267198,,
209,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,34,"Portugal et Isles Terceres, Madère et Açores",Roüen,1153943,,
210,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,34,"Portugal et Isles Terceres, Madère et Açores",Saint Quentin,194712,,
211,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,35,Russie,Bordeaux,68765,,
212,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,35,Russie,La Rochelle,52741,,
213,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,35,Russie,Marseille,287063,,
214,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,35,Russie,Nantes,299626,,
215,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,35,Russie,Rennes,355191,,
216,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,35,Russie,Roüen,562759,,
217,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,35,Russie,Amiens,7860,,
218,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,35,Russie,Bordeaux,5838322,,
219,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,35,Russie,Flandre,220473,,
220,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,35,Russie,Marseille,38090,,
221,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,35,Russie,Rennes,234598,,
222,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,35,Russie,Roüen,34160,,
223,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,35,Russie,Saint Quentin,15264,,
224,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,36,Savoye et Piemont,Bourgogne,49881,,
225,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,36,Savoye et Piemont,Lyon,1736573,,
226,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,36,Savoye et Piemont,Marseille,3261088,,
227,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,36,Savoye et Piemont,Montpellier,71026,,
228,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,36,Savoye et Piemont,Narbonne,1220,,
229,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,36,Savoye et Piemont,Amiens,24337,,
230,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,36,Savoye et Piemont,Châlons,128035,,
231,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,36,Savoye et Piemont,Flandre,86741,,
232,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,36,Savoye et Piemont,Lyon,3583721,,
233,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,36,Savoye et Piemont,Marseille,3438044,,
234,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,36,Savoye et Piemont,Montpellier,915,,
235,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,36,Savoye et Piemont,Rennes,550,,
236,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,36,Savoye et Piemont,Roüen,703037,,
237,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,36,Savoye et Piemont,Saint Quentin,10780,,
238,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,37,Suede,Amiens,35392,,
239,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,37,Suede,Bordeaux,342438,,
240,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,37,Suede,La Rochelle,54141,,
241,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,37,Suede,Marseille,1080847,,
242,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,37,Suede,Montpellier,1412,,
243,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,37,Suede,Nantes,388668,,
244,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,37,Suede,Rennes,361960,,
245,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,37,Suede,Roüen,985496,,
246,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,37,Suede,Bordeaux,6747018,,
247,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,37,Suede,Bourgogne,240,,
248,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,37,Suede,La Rochelle,190169,,
249,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,37,Suede,Marseille,528231,,
250,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,37,Suede,Montpellier,226940,,
251,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,37,Suede,Nantes,359458,,
252,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,37,Suede,Roüen,310685,,
253,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,37,Suede,Saint Quentin,7280,,
254,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,38,Suisse,Bourgogne,610708,,
255,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,38,Suisse,Lyon,1422457,,
256,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,38,Suisse,Amiens,127678,,
257,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,38,Suisse,Bordeaux,1995657,,
258,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,38,Suisse,Bourgogne,1361966,,
259,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,38,Suisse,Châlons,64960,,
260,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,38,Suisse,Flandre,129057,,
261,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,38,Suisse,Langres,1063974,,
262,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,38,Suisse,Lyon,1751551,,
263,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,38,Suisse,Montpellier,3430,,
264,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,38,Suisse,Roüen,255452,,
265,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,38,Suisse,Saint Quentin,31360,,
266,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,39,Isles Françoises de l’Amérique et Terre Neuve,Bayonne,665077,,
267,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,39,Isles Françoises de l’Amérique et Terre Neuve,Bordeaux,87273932,,
268,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,39,Isles Françoises de l’Amérique et Terre Neuve,Flandre,1885029,,
269,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,39,Isles Françoises de l’Amérique et Terre Neuve,La Rochelle,2485916,,
270,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,39,Isles Françoises de l’Amérique et Terre Neuve,Marseille,16935632,,
271,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,39,Isles Françoises de l’Amérique et Terre Neuve,Nantes,17629771,,
272,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,39,Isles Françoises de l’Amérique et Terre Neuve,Rennes,1535478,,
273,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,39,Isles Françoises de l’Amérique et Terre Neuve,Roüen,18780216,,
274,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,39,Isles Françoises de l’Amérique et Terre Neuve,Bayonne,287097,,
275,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,39,Isles Françoises de l’Amérique et Terre Neuve,Bordeaux,11829824,,
276,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,39,Isles Françoises de l’Amérique et Terre Neuve,Flandre,306956,,
277,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,39,Isles Françoises de l’Amérique et Terre Neuve,La Rochelle,1095773,,
278,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,39,Isles Françoises de l’Amérique et Terre Neuve,Lyon,4855634,,
279,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,39,Isles Françoises de l’Amérique et Terre Neuve,Marseille,31789,,
280,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,39,Isles Françoises de l’Amérique et Terre Neuve,Nantes,3041960,,
281,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,39,Isles Françoises de l’Amérique et Terre Neuve,Rennes,635740,,
282,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,39,Isles Françoises de l’Amérique et Terre Neuve,Roüen,3984584,,
283,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,39,Isles Françoises de l’Amérique et Terre Neuve,Saint Quentin,303520,,
284,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,40,Guinée,Bordeaux,623385,,
285,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,40,Guinée,La Rochelle,931204,,
286,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,40,Guinée,Nantes,1608198,,
287,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,40,Guinée,Rennes,836226,,
288,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,40,Guinée,Roüen,581611,,
289,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Imports,41,Indes Orientalles,Rennes,123617,,
290,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,41,Indes Orientalles,La Rochelle,261642,,
291,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,41,Indes Orientalles,Lyon,1578,,
292,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,41,Indes Orientalles,Nantes,27338,,
293,Stephen Jackson,IIHS-123,National toutes directions sans produits/1770.csv,National toutes directions sans produits,1770,Exports,41,Indes Orientalles,Rennes,1173793,,
