line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_value,absurd_quantity,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,National toutes directions sans produits,1773,Amiens,,"Allemagne, Lorraine et pais de Liege",Imports,,,,18060,,,,,sources/National toutes directions sans produits/IIHS-123_Imports_1773.csv,IIHS-123,66,,,,,Stephen Jackson,,,,,,,,,,,,,
2,National toutes directions sans produits,1773,Bourgogne,,"Allemagne, Lorraine et pais de Liege",Imports,,,,614811,,,,,sources/National toutes directions sans produits/IIHS-123_Imports_1773.csv,IIHS-123,66,,,,,Stephen Jackson,,,,,,,,,,,,,
3,National toutes directions sans produits,1773,Châlons,,"Allemagne, Lorraine et pais de Liege",Imports,,,,3107870,,,,,sources/National toutes directions sans produits/IIHS-123_Imports_1773.csv,IIHS-123,66,,,,,Stephen Jackson,,,,,,,,,,,,,
4,National toutes directions sans produits,1773,Charleville,,"Allemagne, Lorraine et pais de Liege",Imports,,,,3087435,,,,,sources/National toutes directions sans produits/IIHS-123_Imports_1773.csv,IIHS-123,66,,,,,Stephen Jackson,,,,,,,,,,,,,
5,National toutes directions sans produits,1773,Flandre,,"Allemagne, Lorraine et pais de Liege",Imports,,,,89024,,,,,sources/National toutes directions sans produits/IIHS-123_Imports_1773.csv,IIHS-123,66,,,,,Stephen Jackson,,,,,,,,,,,,,
6,National toutes directions sans produits,1773,Langres,,"Allemagne, Lorraine et pais de Liege",Imports,,,,387333,,,,,sources/National toutes directions sans produits/IIHS-123_Imports_1773.csv,IIHS-123,66,,,,,Stephen Jackson,,,,,,,,,,,,,
7,National toutes directions sans produits,1773,Paris,,"Allemagne, Lorraine et pais de Liege",Imports,,,,7060,,,,,sources/National toutes directions sans produits/IIHS-123_Imports_1773.csv,IIHS-123,66,,,,,Stephen Jackson,,,,,,,,,,,,,
19,National toutes directions sans produits,1773,Amiens,,Angleterre,Imports,,,,822263,,,,,sources/National toutes directions sans produits/IIHS-123_Imports_1773.csv,IIHS-123,67,,,,,Stephen Jackson,,,,,,,,,,,,,
20,National toutes directions sans produits,1773,Bayonne,,Angleterre,Imports,,,,17912,,,,,sources/National toutes directions sans produits/IIHS-123_Imports_1773.csv,IIHS-123,67,,,,,Stephen Jackson,,,,,,,,,,,,,
21,National toutes directions sans produits,1773,Bordeaux,,Angleterre,Imports,,,,4500297,,,,,sources/National toutes directions sans produits/IIHS-123_Imports_1773.csv,IIHS-123,67,,,,,Stephen Jackson,,,,,,,,,,,,,
22,National toutes directions sans produits,1773,Caën,,Angleterre,Imports,,,,86838,,,,,sources/National toutes directions sans produits/IIHS-123_Imports_1773.csv,IIHS-123,67,,,,,Stephen Jackson,,,,,,,,,,,,,
23,National toutes directions sans produits,1773,La Rochelle,,Angleterre,Imports,,,,534080,,,,,sources/National toutes directions sans produits/IIHS-123_Imports_1773.csv,IIHS-123,67,,,,,Stephen Jackson,,,,,,,,,,,,,
24,National toutes directions sans produits,1773,Marseille,,Angleterre,Imports,,,,2247394,,,,,sources/National toutes directions sans produits/IIHS-123_Imports_1773.csv,IIHS-123,67,,,,,Stephen Jackson,,,,,,,,,,,,,
