line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
8,National toutes directions sans produits,1756,Amiens,,"Allemagne, Lorraine et pais de Liege",Exports,,,,462664.5,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Exports_1756.csv,"BM Rouen, Fonds Montbret, 155-1",3,,,,,Stephen Jackson,,,,,,,,,,,,
9,National toutes directions sans produits,1756,Bourgogne,,"Allemagne, Lorraine et pais de Liege",Exports,,,,827909.38,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Exports_1756.csv,"BM Rouen, Fonds Montbret, 155-1",3,,,,,Stephen Jackson,,,,,,,,,,,,
10,National toutes directions sans produits,1756,Châlons,,"Allemagne, Lorraine et pais de Liege",Exports,,,,8281086.5,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Exports_1756.csv,"BM Rouen, Fonds Montbret, 155-1",3,,,,,Stephen Jackson,,,,,,,,,,,,
11,National toutes directions sans produits,1756,Charleville,,"Allemagne, Lorraine et pais de Liege",Exports,,,,92268.602,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Exports_1756.csv,"BM Rouen, Fonds Montbret, 155-1",3,,,,,Stephen Jackson,,,,,,,,,,,,
12,National toutes directions sans produits,1756,Flandre,,"Allemagne, Lorraine et pais de Liege",Exports,,,,230771.05,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Exports_1756.csv,"BM Rouen, Fonds Montbret, 155-1",3,,,,,Stephen Jackson,,,,,,,,,,,,
13,National toutes directions sans produits,1756,Langres,,"Allemagne, Lorraine et pais de Liege",Exports,,,,487588.34,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Exports_1756.csv,"BM Rouen, Fonds Montbret, 155-1",3,,,,,Stephen Jackson,,,,,,,,,,,,
14,National toutes directions sans produits,1756,La Rochelle,,"Allemagne, Lorraine et pais de Liege",Exports,,,,240069.25,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Exports_1756.csv,"BM Rouen, Fonds Montbret, 155-1",3,,,,,Stephen Jackson,,,,,,,,,,,,
15,National toutes directions sans produits,1756,Lyon,,"Allemagne, Lorraine et pais de Liege",Exports,,,,16227228,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Exports_1756.csv,"BM Rouen, Fonds Montbret, 155-1",3,,,,,Stephen Jackson,,,,,,,,,,,,
16,National toutes directions sans produits,1756,Montpellier,,"Allemagne, Lorraine et pais de Liege",Exports,,,,68768.352,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Exports_1756.csv,"BM Rouen, Fonds Montbret, 155-1",3,,,,,Stephen Jackson,,,,,,,,,,,,
17,National toutes directions sans produits,1756,Roüen,,"Allemagne, Lorraine et pais de Liege",Exports,,,,196683.16,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Exports_1756.csv,"BM Rouen, Fonds Montbret, 155-1",3,,,,,Stephen Jackson,,,,,,,,,,,,
18,National toutes directions sans produits,1756,Saint Quentin,,"Allemagne, Lorraine et pais de Liege",Exports,,,,702050.5,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Exports_1756.csv,"BM Rouen, Fonds Montbret, 155-1",3,,,,,Stephen Jackson,,,,,,,,,,,,
27,National toutes directions sans produits,1756,Amiens,,Angleterre,Exports,,,,556727.13,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Exports_1756.csv,"BM Rouen, Fonds Montbret, 155-1",4,,,,,Stephen Jackson,,,,,,,,,,,,
28,National toutes directions sans produits,1756,Bordeaux,,Angleterre,Exports,,,,930295,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Exports_1756.csv,"BM Rouen, Fonds Montbret, 155-1",4,,,,,Stephen Jackson,,,,,,,,,,,,
29,National toutes directions sans produits,1756,Bourgogne,,Angleterre,Exports,,,,1000,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Exports_1756.csv,"BM Rouen, Fonds Montbret, 155-1",4,,,,,Stephen Jackson,,,,,,,,,,,,
30,National toutes directions sans produits,1756,Caën,,Angleterre,Exports,,,,24835.35,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Exports_1756.csv,"BM Rouen, Fonds Montbret, 155-1",4,,,,,Stephen Jackson,,,,,,,,,,,,
31,National toutes directions sans produits,1756,Châlons,,Angleterre,Exports,,,,492.5,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Exports_1756.csv,"BM Rouen, Fonds Montbret, 155-1",4,,,,,Stephen Jackson,,,,,,,,,,,,
32,National toutes directions sans produits,1756,Flandre,,Angleterre,Exports,,,,4500,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Exports_1756.csv,"BM Rouen, Fonds Montbret, 155-1",4,,,,,Stephen Jackson,,,,,,,,,,,,
33,National toutes directions sans produits,1756,La Rochelle,,Angleterre,Exports,,,,56364.852,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Exports_1756.csv,"BM Rouen, Fonds Montbret, 155-1",4,,,,,Stephen Jackson,,,,,,,,,,,,
34,National toutes directions sans produits,1756,Lyon,,Angleterre,Exports,,,,965,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Exports_1756.csv,"BM Rouen, Fonds Montbret, 155-1",4,,,,,Stephen Jackson,,,,,,,,,,,,
