line_number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,National toutes directions sans produits,1766,Amiens,,"Allemagne, Lorraine et pais de Liege",Imports,,,,46892,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Imports_1766.csv,"BM Rouen, Fonds Montbret, 155-1",3,,,,,Stephen Jackson,,,,,,,,,,,,
2,National toutes directions sans produits,1766,Bourgogne,,"Allemagne, Lorraine et pais de Liege",Imports,,,,354995,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Imports_1766.csv,"BM Rouen, Fonds Montbret, 155-1",3,,,,,Stephen Jackson,,,,,,,,,,,,
3,National toutes directions sans produits,1766,Châlons,,"Allemagne, Lorraine et pais de Liege",Imports,,,,3138730,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Imports_1766.csv,"BM Rouen, Fonds Montbret, 155-1",3,,,,,Stephen Jackson,,,,,,,,,,,,
4,National toutes directions sans produits,1766,Charleville,,"Allemagne, Lorraine et pais de Liege",Imports,,,,2530295,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Imports_1766.csv,"BM Rouen, Fonds Montbret, 155-1",3,,,,,Stephen Jackson,,,,,,,,,,,,
5,National toutes directions sans produits,1766,Flandre,,"Allemagne, Lorraine et pais de Liege",Imports,,,,156565,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Imports_1766.csv,"BM Rouen, Fonds Montbret, 155-1",3,,,,,Stephen Jackson,,,,,,,,,,,,
6,National toutes directions sans produits,1766,Langres,,"Allemagne, Lorraine et pais de Liege",Imports,,,,369536,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Imports_1766.csv,"BM Rouen, Fonds Montbret, 155-1",3,,,,,Stephen Jackson,,,,,,,,,,,,
7,National toutes directions sans produits,1766,Saint Quentin,,"Allemagne, Lorraine et pais de Liege",Imports,,,,412,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Imports_1766.csv,"BM Rouen, Fonds Montbret, 155-1",3,,,,,Stephen Jackson,,,,,,,,,,,,
18,National toutes directions sans produits,1766,Amiens,,Angleterre,Imports,,,,434517,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Imports_1766.csv,"BM Rouen, Fonds Montbret, 155-1",4,,,,,Stephen Jackson,,,,,,,,,,,,
19,National toutes directions sans produits,1766,Bordeaux,,Angleterre,Imports,,,,1621613,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Imports_1766.csv,"BM Rouen, Fonds Montbret, 155-1",4,,,,,Stephen Jackson,,,,,,,,,,,,
20,National toutes directions sans produits,1766,Caën,,Angleterre,Imports,,,,182201,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Imports_1766.csv,"BM Rouen, Fonds Montbret, 155-1",4,,,,,Stephen Jackson,,,,,,,,,,,,
21,National toutes directions sans produits,1766,La Rochelle,,Angleterre,Imports,,,,523686,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Imports_1766.csv,"BM Rouen, Fonds Montbret, 155-1",4,,,,,Stephen Jackson,,,,,,,,,,,,
22,National toutes directions sans produits,1766,Marseille,,Angleterre,Imports,,,,997298,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Imports_1766.csv,"BM Rouen, Fonds Montbret, 155-1",4,,,,,Stephen Jackson,,,,,,,,,,,,
23,National toutes directions sans produits,1766,Montpellier,,Angleterre,Imports,,,,27510,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Imports_1766.csv,"BM Rouen, Fonds Montbret, 155-1",4,,,,,Stephen Jackson,,,,,,,,,,,,
24,National toutes directions sans produits,1766,Nantes,,Angleterre,Imports,,,,591625,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Imports_1766.csv,"BM Rouen, Fonds Montbret, 155-1",4,,,,,Stephen Jackson,,,,,,,,,,,,
25,National toutes directions sans produits,1766,Rennes,,Angleterre,Imports,,,,382645,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Imports_1766.csv,"BM Rouen, Fonds Montbret, 155-1",4,,,,,Stephen Jackson,,,,,,,,,,,,
26,National toutes directions sans produits,1766,Roüen,,Angleterre,Imports,,,,3349518,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Imports_1766.csv,"BM Rouen, Fonds Montbret, 155-1",4,,,,,Stephen Jackson,,,,,,,,,,,,
40,National toutes directions sans produits,1766,Amiens,,Danemark,Imports,,,,127681,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Imports_1766.csv,"BM Rouen, Fonds Montbret, 155-1",5,,,,,Stephen Jackson,,,,,,,,,,,,
