line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
12,National toutes directions sans produits,1780,Amiens,,"Allemagne, Lorraine et pais de Liege",Exports,,,,517818,,,,,sources/National toutes directions sans produits/AN_F12_248_Exports_1780.csv,AN F12 248,4,,,,,Stephen Jackson,,,,,,,,,,,
13,National toutes directions sans produits,1780,Bourgogne,,"Allemagne, Lorraine et pais de Liege",Exports,,,,1677762,,,,,sources/National toutes directions sans produits/AN_F12_248_Exports_1780.csv,AN F12 248,4,,,,,Stephen Jackson,,,,,,,,,,,
14,National toutes directions sans produits,1780,Châlons,,"Allemagne, Lorraine et pais de Liege",Exports,,,,2254104,,,,,sources/National toutes directions sans produits/AN_F12_248_Exports_1780.csv,AN F12 248,4,,,,,Stephen Jackson,,,,,,,,,,,
15,National toutes directions sans produits,1780,Charleville,,"Allemagne, Lorraine et pais de Liege",Exports,,,,240104,,,,,sources/National toutes directions sans produits/AN_F12_248_Exports_1780.csv,AN F12 248,4,,,,,Stephen Jackson,,,,,,,,,,,
16,National toutes directions sans produits,1780,Flandre,,"Allemagne, Lorraine et pais de Liege",Exports,,,,360609,,,,,sources/National toutes directions sans produits/AN_F12_248_Exports_1780.csv,AN F12 248,4,,,,,Stephen Jackson,,,,,,,,,,,
17,National toutes directions sans produits,1780,Langres,,"Allemagne, Lorraine et pais de Liege",Exports,,,,350762,,,,,sources/National toutes directions sans produits/AN_F12_248_Exports_1780.csv,AN F12 248,4,,,,,Stephen Jackson,,,,,,,,,,,
18,National toutes directions sans produits,1780,Langres,,"Allemagne, Lorraine et pais de Liege",Exports,,,,11592,,,,,sources/National toutes directions sans produits/AN_F12_248_Exports_1780.csv,AN F12 248,4,,,,,Stephen Jackson,,,,,,,,,,,
19,National toutes directions sans produits,1780,Lyon,,"Allemagne, Lorraine et pais de Liege",Exports,,,,26843003,,,,,sources/National toutes directions sans produits/AN_F12_248_Exports_1780.csv,AN F12 248,4,,,,,Stephen Jackson,,,,,,,,,,,
20,National toutes directions sans produits,1780,Montpellier,,"Allemagne, Lorraine et pais de Liege",Exports,,,,1229918,,,,,sources/National toutes directions sans produits/AN_F12_248_Exports_1780.csv,AN F12 248,4,,,,,Stephen Jackson,,,,,,,,,,,
21,National toutes directions sans produits,1780,Nantes,,"Allemagne, Lorraine et pais de Liege",Exports,,,,1403599,,,,,sources/National toutes directions sans produits/AN_F12_248_Exports_1780.csv,AN F12 248,4,,,,,Stephen Jackson,,,,,,,,,,,
22,National toutes directions sans produits,1780,Paris,,"Allemagne, Lorraine et pais de Liege",Exports,,,,1797813,,,,,sources/National toutes directions sans produits/AN_F12_248_Exports_1780.csv,AN F12 248,4,,,,,Stephen Jackson,,,,,,,,,,,
23,National toutes directions sans produits,1780,Rennes,,"Allemagne, Lorraine et pais de Liege",Exports,,,,7873,,,,,sources/National toutes directions sans produits/AN_F12_248_Exports_1780.csv,AN F12 248,4,,,,,Stephen Jackson,,,,,,,,,,,
