numerodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,pays,direction,value
213,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,imports,,"Portugal et Isles Terceres, Madère et Açores",Nantes,230513
214,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,imports,,"Portugal et Isles Terceres, Madère et Açores",Paris,1779
215,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,imports,,"Portugal et Isles Terceres, Madère et Açores",Rennes,6426
216,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,imports,,"Portugal et Isles Terceres, Madère et Açores",Roüen,2341014
217,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,"Portugal et Isles Terceres, Madère et Açores",Amiens,137205
218,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,"Portugal et Isles Terceres, Madère et Açores",Bayonne,91764
219,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,"Portugal et Isles Terceres, Madère et Açores",Châlons,913925
220,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,"Portugal et Isles Terceres, Madère et Açores",Flandre,16044
221,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,"Portugal et Isles Terceres, Madère et Açores",Lyon,382396
222,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,"Portugal et Isles Terceres, Madère et Açores",Marseille,46151
223,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,"Portugal et Isles Terceres, Madère et Açores",Montpellier,33840
224,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,"Portugal et Isles Terceres, Madère et Açores",Nantes,707253
225,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,"Portugal et Isles Terceres, Madère et Açores",Paris,363468
226,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,"Portugal et Isles Terceres, Madère et Açores",Rennes,676250
227,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,"Portugal et Isles Terceres, Madère et Açores",Roüen,613384
228,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,"Portugal et Isles Terceres, Madère et Açores",Saint Quentin,124040
229,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,imports,,Russie,Bordeaux,358809
230,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,imports,,Russie,La Rochelle,412110
231,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,imports,,Russie,Marseille,371500
232,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,imports,,Russie,Nantes,485730
233,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,imports,,Russie,Rennes,1151690
234,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,imports,,Russie,Roüen,327058
235,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,Russie,Amiens,18780
236,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,Russie,Bordeaux,1379837
237,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,Russie,Nantes,24592
238,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,Russie,Paris,360042
239,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,Russie,Rennes,269215
240,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,Russie,Roüen,273472
241,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,Russie,Saint Quentin,40040
242,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,imports,,Savoye et Piemont,Lyon,17487570
243,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,imports,,Savoye et Piemont,Marseille,3705536
244,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,Savoye et Piemont,Amiens,101448
245,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,Savoye et Piemont,Bordeaux,110790
246,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,Savoye et Piemont,Bourgogne,21613
247,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,Savoye et Piemont,Châlons,31951
248,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,Savoye et Piemont,Flandre,56741
249,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,Savoye et Piemont,Lyon,2381952
250,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,Savoye et Piemont,Marseille,3192908
251,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,Savoye et Piemont,Montpellier,26802
252,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,Savoye et Piemont,Paris,179492
253,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,Savoye et Piemont,Roüen,607687
254,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,Savoye et Piemont,Saint Quentin,48580
255,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,imports,,Suede,Amiens,115635
256,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,imports,,Suede,Bordeaux,1498344
257,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,imports,,Suede,La Rochelle,3130
258,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,imports,,Suede,Marseille,310159
259,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,imports,,Suede,Montpellier,5941
260,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,imports,,Suede,Nantes,289066
261,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,imports,,Suede,Rennes,469351
262,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,imports,,Suede,Roüen,522039
263,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,Suede,Bordeaux,1812898
264,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,Suede,La Rochelle,4864
265,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,Suede,Marseille,218223
266,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,Suede,Montpellier,754053
267,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,Suede,Nantes,317310
268,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,Suede,Paris,73041
269,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,Suede,Rennes,6176
270,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,Suede,Roüen,51986
271,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,imports,,Suisse,Bourgogne,880610
272,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,imports,,Suisse,Châlons,6050
273,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,imports,,Suisse,Lyon,8147384
274,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,Suisse,Amiens,116085
275,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,Suisse,Bordeaux,643549
276,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,Suisse,Bourgogne,1512706
277,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,Suisse,Châlons,44699
278,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,Suisse,Charleville,2100
279,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,Suisse,La Rochelle,103845
280,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,Suisse,Langres,539709
281,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,Suisse,La Rochelle,287139
282,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,Suisse,Lyon,2752469
283,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,Suisse,Montpellier,24287
284,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,Suisse,Paris,69441
285,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,Suisse,Rennes,123049
286,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,Suisse,Roüen,115553
287,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,Suisse,Saint Quentin,53928
288,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,imports,,Etats Unis de l’Amérique,Nantes,822340
289,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,imports,,Etats Unis de l’Amérique,Rennes,1490861
290,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,Etats Unis de l’Amérique,La Rochelle,3088
291,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,Etats Unis de l’Amérique,Nantes,2175867
292,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,Etats Unis de l’Amérique,Rennes,515495
293,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,imports,,Isles Françoises de l’Amérique,Bayonne,521610
294,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,imports,,Isles Françoises de l’Amérique,Bordeaux,20522926
295,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,imports,,Isles Françoises de l’Amérique,Caën,1570
296,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,imports,,Isles Françoises de l’Amérique,Flandre,14808
297,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,imports,,Isles Françoises de l’Amérique,La Rochelle,2266753
298,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,imports,,Isles Françoises de l’Amérique,Marseille,3230257
299,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,imports,,Isles Françoises de l’Amérique,Nantes,5241857
300,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,imports,,Isles Françoises de l’Amérique,Rennes,821405
301,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,imports,,Isles Françoises de l’Amérique,Roüen,164539
302,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,Isles Françoises de l’Amérique,Bayonne,424720
303,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,Isles Françoises de l’Amérique,Bordeaux,19947943
304,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,Isles Françoises de l’Amérique,Châlons,7080
305,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,Isles Françoises de l’Amérique,Flandre,153426
306,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,Isles Françoises de l’Amérique,La Rochelle,1265335
307,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,Isles Françoises de l’Amérique,Lyon,59267
308,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,Isles Françoises de l’Amérique,Marseille,3529665
309,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,Isles Françoises de l’Amérique,Nantes,1151707
310,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,Isles Françoises de l’Amérique,Rennes,184856
311,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,Isles Françoises de l’Amérique,Roüen,13530
312,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,Isles Françoises de l’Amérique,Saint Quentin,94640
313,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,Guinée,Rennes,58152
314,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,imports,,Indes,Rennes,235444
315,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,imports,,Indes,Roüen,2197
316,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,Indes,Nantes,123754
317,Stephen Jackson,,National toutes directions sans produits/1778.csv,National toutes directions sans produits,1779,exports,,Indes,Rennes,316947
