line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,National toutes directions sans produits,1774,Amiens,,"Allemagne, Lorraine et pais de Liege",Imports,,,,17856,,,,,sources/National toutes directions sans produits/IIHS-123_Imports_1774.csv,IIHS-123,88,,,,,Stephen Jackson,,,,,,,,,,,,
2,National toutes directions sans produits,1774,Bourgogne,,"Allemagne, Lorraine et pais de Liege",Imports,,,,847812,,,,,sources/National toutes directions sans produits/IIHS-123_Imports_1774.csv,IIHS-123,88,,,,,Stephen Jackson,,,,,,,,,,,,
3,National toutes directions sans produits,1774,Châlons,,"Allemagne, Lorraine et pais de Liege",Imports,,,,3470485,,,,,sources/National toutes directions sans produits/IIHS-123_Imports_1774.csv,IIHS-123,88,,,,,Stephen Jackson,,,,,,,,,,,,
4,National toutes directions sans produits,1774,Charleville,,"Allemagne, Lorraine et pais de Liege",Imports,,,,3323232,,,,,sources/National toutes directions sans produits/IIHS-123_Imports_1774.csv,IIHS-123,88,,,,,Stephen Jackson,,,,,,,,,,,,
5,National toutes directions sans produits,1774,Flandre,,"Allemagne, Lorraine et pais de Liege",Imports,,,,53428,,,,,sources/National toutes directions sans produits/IIHS-123_Imports_1774.csv,IIHS-123,88,,,,,Stephen Jackson,,,,,,,,,,,,
6,National toutes directions sans produits,1774,Langres,,"Allemagne, Lorraine et pais de Liege",Imports,,,,500078,,,,,sources/National toutes directions sans produits/IIHS-123_Imports_1774.csv,IIHS-123,88,,,,,Stephen Jackson,,,,,,,,,,,,
7,National toutes directions sans produits,1774,Paris,,"Allemagne, Lorraine et pais de Liege",Imports,,,,40470,,,,,sources/National toutes directions sans produits/IIHS-123_Imports_1774.csv,IIHS-123,88,,,,,Stephen Jackson,,,,,,,,,,,,
8,National toutes directions sans produits,1774,Saint Quentin,,"Allemagne, Lorraine et pais de Liege",Imports,,,,13275,,,,,sources/National toutes directions sans produits/IIHS-123_Imports_1774.csv,IIHS-123,88,,,,,Stephen Jackson,,,,,,,,,,,,
20,National toutes directions sans produits,1774,Amiens,,Angleterre,Imports,,,,855329,,,,,sources/National toutes directions sans produits/IIHS-123_Imports_1774.csv,IIHS-123,89,,,,,Stephen Jackson,,,,,,,,,,,,
21,National toutes directions sans produits,1774,Bayonne,,Angleterre,Imports,,,,5040,,,,,sources/National toutes directions sans produits/IIHS-123_Imports_1774.csv,IIHS-123,89,,,,,Stephen Jackson,,,,,,,,,,,,
22,National toutes directions sans produits,1774,Bordeaux,,Angleterre,Imports,,,,7056661,,,,,sources/National toutes directions sans produits/IIHS-123_Imports_1774.csv,IIHS-123,89,,,,,Stephen Jackson,,,,,,,,,,,,
23,National toutes directions sans produits,1774,Caën,,Angleterre,Imports,,,,77255,,,,,sources/National toutes directions sans produits/IIHS-123_Imports_1774.csv,IIHS-123,89,,,,,Stephen Jackson,,,,,,,,,,,,
24,National toutes directions sans produits,1774,La Rochelle,,Angleterre,Imports,,,,369040,,,,,sources/National toutes directions sans produits/IIHS-123_Imports_1774.csv,IIHS-123,89,,,,,Stephen Jackson,,,,,,,,,,,,
