numerodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,pays,direction,value
12,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,3,"Allemagne, Lorraine et pais de Liege",Flandre,472124
13,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,3,"Allemagne, Lorraine et pais de Liege",Langres,890883
14,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,3,"Allemagne, Lorraine et pais de Liege",Lyon,20841175
15,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,3,"Allemagne, Lorraine et pais de Liege",Montpellier,21084
16,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,3,"Allemagne, Lorraine et pais de Liege",Roüen,764853
17,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,3,"Allemagne, Lorraine et pais de Liege",Saint Quentin,1120926
18,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Imports,4,Angleterre,Amiens,434517
19,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Imports,4,Angleterre,Bordeaux,1621613
20,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Imports,4,Angleterre,Caën,182201
21,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Imports,4,Angleterre,La Rochelle,523686
22,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Imports,4,Angleterre,Marseille,997298
23,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Imports,4,Angleterre,Montpellier,27510
24,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Imports,4,Angleterre,Nantes,591625
25,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Imports,4,Angleterre,Rennes,382645
26,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Imports,4,Angleterre,Roüen,3349518
27,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,4,Angleterre,Amiens,3045922
28,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,4,Angleterre,Bordeaux,1599942
29,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,4,Angleterre,Bourgogne,1430
30,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,4,Angleterre,Caën,168325
31,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,4,Angleterre,Châlons,21872
32,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,4,Angleterre,Flandre,65172
33,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,4,Angleterre,La Rochelle,924500
34,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,4,Angleterre,Marseille,595209
35,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,4,Angleterre,Montpellier,326923
36,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,4,Angleterre,Nantes,207261
37,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,4,Angleterre,Rennes,1263114
38,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,4,Angleterre,Roüen,2460188
39,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,4,Angleterre,Saint Quentin,415972
40,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Imports,5,Danemark,Amiens,127681
41,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Imports,5,Danemark,Bordeaux,512993
42,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Imports,5,Danemark,Caën,15254
43,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Imports,5,Danemark,La Rochelle,104860
44,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Imports,5,Danemark,Marseille,33925
45,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Imports,5,Danemark,Montpellier,0
46,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Imports,5,Danemark,Nantes,39810
47,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Imports,5,Danemark,Rennes,833759
48,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Imports,5,Danemark,Roüen,854135
49,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,5,Danemark,Amiens,1475
50,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,5,Danemark,Bordeaux,1392625
51,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,5,Danemark,Bourgogne,470
52,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,5,Danemark,Caën,1229
53,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,5,Danemark,La Rochelle,278899
54,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,5,Danemark,Marseille,7289
55,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,5,Danemark,Montpellier,60552
56,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,5,Danemark,Nantes,635648
57,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,5,Danemark,Rennes,11930
58,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,5,Danemark,Roüen,193577
59,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,5,Danemark,Saint Quentin,4900
60,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Imports,6,"Espagne, Canaries et Indes Occidentalles",Amiens,8060
61,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Imports,6,"Espagne, Canaries et Indes Occidentalles",Bayonne,4115882
62,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Imports,6,"Espagne, Canaries et Indes Occidentalles",Bordeaux,790314
63,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Imports,6,"Espagne, Canaries et Indes Occidentalles",Caën,1365
64,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Imports,6,"Espagne, Canaries et Indes Occidentalles",La Rochelle,11125
65,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Imports,6,"Espagne, Canaries et Indes Occidentalles",Marseille,8008151
66,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Imports,6,"Espagne, Canaries et Indes Occidentalles",Montpellier,293651
67,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Imports,6,"Espagne, Canaries et Indes Occidentalles",Nantes,293786
68,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Imports,6,"Espagne, Canaries et Indes Occidentalles",Narbonne,132146
69,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Imports,6,"Espagne, Canaries et Indes Occidentalles",Rennes,330357
70,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Imports,6,"Espagne, Canaries et Indes Occidentalles",Roüen,5185877
71,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Imports,6,"Espagne, Canaries et Indes Occidentalles",Saint Quentin,23403
72,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,6,"Espagne, Canaries et Indes Occidentalles",Amiens,1301272
73,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,6,"Espagne, Canaries et Indes Occidentalles",Bayonne,8372678
74,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,6,"Espagne, Canaries et Indes Occidentalles",Bordeaux,452828
75,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,6,"Espagne, Canaries et Indes Occidentalles",Caën,8630
76,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,6,"Espagne, Canaries et Indes Occidentalles",Châlons,187865
77,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,6,"Espagne, Canaries et Indes Occidentalles",Flandre,1178545
78,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,6,"Espagne, Canaries et Indes Occidentalles",La Rochelle,159554
79,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,6,"Espagne, Canaries et Indes Occidentalles",Lyon,3549537
80,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,6,"Espagne, Canaries et Indes Occidentalles",Marseille,11707119
81,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,6,"Espagne, Canaries et Indes Occidentalles",Montpellier,778362
82,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,6,"Espagne, Canaries et Indes Occidentalles",Nantes,2170698
83,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,6,"Espagne, Canaries et Indes Occidentalles",Narbonne,403661
84,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,6,"Espagne, Canaries et Indes Occidentalles",Rennes,7321164
85,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,6,"Espagne, Canaries et Indes Occidentalles",Roüen,3074891
86,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,6,"Espagne, Canaries et Indes Occidentalles",Saint Quentin,1770680
87,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Imports,7,Flandre Autrichienne,Amiens,147908
88,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Imports,7,Flandre Autrichienne,Caën,191
89,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Imports,7,Flandre Autrichienne,Charleville,46737
90,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Imports,7,Flandre Autrichienne,Flandre,3643594
91,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Imports,7,Flandre Autrichienne,Roüen,948096
92,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Imports,7,Flandre Autrichienne,Saint Quentin,132950
93,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,7,Flandre Autrichienne,Amiens,680740
94,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,7,Flandre Autrichienne,Bayonne,449334
95,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,7,Flandre Autrichienne,Bordeaux,323698
96,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,7,Flandre Autrichienne,Bourgogne,66410
97,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,7,Flandre Autrichienne,Châlons,512698
98,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,7,Flandre Autrichienne,Charleville,86022
99,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,7,Flandre Autrichienne,Flandre,8813473
100,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,7,Flandre Autrichienne,Lyon,350895
101,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,7,Flandre Autrichienne,Montpellier,5437
102,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,7,Flandre Autrichienne,Nantes,1453335
103,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,7,Flandre Autrichienne,Rennes,430195
104,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,7,Flandre Autrichienne,Roüen,598361
105,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,7,Flandre Autrichienne,Saint Quentin,540684
106,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Imports,8,Geneve,Bourgogne,2256
107,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Imports,8,Geneve,Lyon,166336
108,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,8,Geneve,Bourgogne,415882
109,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,8,Geneve,Châlons,1035
110,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,8,Geneve,Flandre,113588
111,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,8,Geneve,Lyon,6136978
112,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,8,Geneve,Marseille,9972
113,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,8,Geneve,Montpellier,180
114,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,8,Geneve,Rennes,7110
115,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,8,Geneve,Roüen,82506
116,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,8,Geneve,Saint Quentin,13020
117,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Imports,9,Hollande,Amiens,656644
118,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Imports,9,Hollande,Bayonne,1408114
119,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Imports,9,Hollande,Bordeaux,1114519
120,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Imports,9,Hollande,Caën,292965
121,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Imports,9,Hollande,Charleville,61093
122,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Imports,9,Hollande,La Rochelle,748999
123,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Imports,9,Hollande,Marseille,4720772
124,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Imports,9,Hollande,Montpellier,93945
125,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Imports,9,Hollande,Nantes,2617732
126,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Imports,9,Hollande,Rennes,855291
127,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Imports,9,Hollande,Roüen,6462485
128,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Imports,9,Hollande,Saint Quentin,103942
129,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,9,Hollande,Amiens,127021
130,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,9,Hollande,Bayonne,958531
131,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,9,Hollande,Bordeaux,7473753
132,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,9,Hollande,Bourgogne,4060
133,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,9,Hollande,Caën,19367
134,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,9,Hollande,Châlons,129745
135,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,9,Hollande,Flandre,89292
136,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,9,Hollande,La Rochelle,614734
137,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,9,Hollande,Lyon,321490
138,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,9,Hollande,Marseille,1349687
139,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,9,Hollande,Montpellier,1867183
140,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,9,Hollande,Nantes,3753748
141,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,9,Hollande,Rennes,1247773
142,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,9,Hollande,Roüen,4324389
143,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,9,Hollande,Saint Quentin,99820
144,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Imports,10,Italie,Bourgogne,1218
145,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Imports,10,Italie,Langres,70
146,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Imports,10,Italie,Lyon,187114
147,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Imports,10,Italie,Marseille,3282984
148,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Imports,10,Italie,Montpellier,107556
149,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Imports,10,Italie,Roüen,1017733
150,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,10,Italie,Amiens,785591
151,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,10,Italie,Bordeaux,38494557
152,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,10,Italie,Bourgogne,26680
153,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,10,Italie,Caën,1780
154,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,10,Italie,Châlons,167970
155,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,10,Italie,Flandre,90290
156,Stephen Jackson,"BM Rouen, Fonds Montbret, 155-1",National toutes directions sans produits/1766.csv,National toutes directions sans produits,1766,Exports,10,Italie,La Rochelle,205643
