source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_unit,filepath,source,sheet,line_number,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,difference_value_unit_price,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
National toutes directions sans produits,1756,Amiens,,"Allemagne, Lorraine et pais de Liege",Imports,,,,"2000,05",,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Imports_1756.csv,"BM Rouen, Fonds Montbret, 155-1",3,1,,,,,Stephen Jackson,,,,,,,,,,,
National toutes directions sans produits,1756,Amiens,,Angleterre,Imports,,,,"217027,6",,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Imports_1756.csv,"BM Rouen, Fonds Montbret, 155-1",4,19,,,,,Stephen Jackson,,,,,,,,,,,
National toutes directions sans produits,1756,Amiens,,Danemark,Imports,,,,"40374,55",,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Imports_1756.csv,"BM Rouen, Fonds Montbret, 155-1",5,39,,,,,Stephen Jackson,,,,,,,,,,,
National toutes directions sans produits,1756,Amiens,,"Espagne, Canaries et Indes Occidentalles",Imports,,,,"937,5",,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Imports_1756.csv,"BM Rouen, Fonds Montbret, 155-1",6,54,,,,,Stephen Jackson,,,,,,,,,,,
National toutes directions sans produits,1756,Amiens,,Flandre Autrichienne,Imports,,,,140017,,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Imports_1756.csv,"BM Rouen, Fonds Montbret, 155-1",7,80,,,,,Stephen Jackson,,,,,,,,,,,
National toutes directions sans produits,1756,Amiens,,Hollande,Imports,,,,"1069077,85",,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Imports_1756.csv,"BM Rouen, Fonds Montbret, 155-1",8,101,,,,,Stephen Jackson,,,,,,,,,,,
National toutes directions sans produits,1756,Amiens,,Nord,Imports,,,,"20969,5",,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Imports_1756.csv,"BM Rouen, Fonds Montbret, 155-1",11,153,,,,,Stephen Jackson,,,,,,,,,,,
National toutes directions sans produits,1756,Amiens,,"Portugal et Isles de Terceres, Madère et Açores",Imports,,,,"7038,75",,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Imports_1756.csv,"BM Rouen, Fonds Montbret, 155-1",12,172,,,,,Stephen Jackson,,,,,,,,,,,
National toutes directions sans produits,1756,Amiens,,Suede,Imports,,,,"39256,6",,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Imports_1756.csv,"BM Rouen, Fonds Montbret, 155-1",15,223,,,,,Stephen Jackson,,,,,,,,,,,
National toutes directions sans produits,1756,Bayonne,,"Espagne, Canaries et Indes Occidentalles",Imports,,,,"6332455,05",,,,,sources/National toutes directions sans produits/BM_Rouen_Montbret_155-1_Imports_1756.csv,"BM Rouen, Fonds Montbret, 155-1",6,55,,,,,Stephen Jackson,,,,,,,,,,,
