numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,Droits totaux indiqués,Droits unitaires,remarks pour les droits
1,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1778.csv,Local,1778,Imports,Nantes,1,Armes a feu,Allemagne,"12,00",Livres,"1,0000000","0,00","-12,00",,,,
2,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1778.csv,Local,1778,Imports,Nantes,1,Barbançon de verre,Allemagne,"2,00",Livres,"2,0000000","0,00","-4,00",,,,
3,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1778.csv,Local,1778,Imports,Nantes,1,Beuf salé,Allemagne,"260,00",Barils,"60,0000000","0,00","-15 600,00",,,,
4,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1778.csv,Local,1778,Imports,Nantes,1,Beuf fumé,Allemagne,"1 047,00",Livres,"1,0500000","0,00","-1 099,35",,,,
5,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1778.csv,Local,1778,Imports,Nantes,1,Bleu de prusse,Allemagne,"114,00",Livres,"13,0000000","0,00","-1 482,00",,,,
6,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1778.csv,Local,1778,Imports,Nantes,1,Bois merrain,Allemagne,"7 368,00",Pieces,"0,2000000","0,00","-1 473,60",,,,
7,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1778.csv,Local,1778,Imports,Nantes,1,Canevettes,Allemagne,"2,00",Nombre,"8,0000000","0,00","-16,00",,,,
8,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1778.csv,Local,1778,Imports,Nantes,1,Cervelats,Allemagne,"2,00",Livres,"0,7500000","0,00","-1,50",,,,
9,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1778.csv,Local,1778,Imports,Nantes,1,Chanvre cru,Allemagne,"332 855,00",Livres,"0,3800000","0,00","-126 484,90",,,,
10,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1778.csv,Local,1778,Imports,Nantes,1,Cendre potasse,Allemagne,"1 341,00",Livres,"0,4500000","0,00","-603,45",,,,
11,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1778.csv,Local,1778,Imports,Nantes,1,Creusets,Allemagne,"2 050,00",Livres,"0,3000000","0,00","-615,00",,,,
12,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1778.csv,Local,1778,Imports,Nantes,1,Cuivre non ouvré,Allemagne,"78 225,00",Livres,"1,4000000","0,00","-109 515,00",,,,
13,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1778.csv,Local,1778,Imports,Nantes,1,Eau minérale,Allemagne,"12,00",Bouteilles,"3,0000000","0,00","-36,00",,,,
14,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1778.csv,Local,1778,Imports,Nantes,1,Edredon,Allemagne,"4,00",Livres,"15,0000000","0,00","-60,00",,,,
15,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1778.csv,Local,1778,Imports,Nantes,1,Etoffe de laine,Allemagne,"1 580,00",Livres,"4,0000000","0,00","-6 320,00",,,,
16,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1778.csv,Local,1778,Imports,Nantes,1,Farine,Allemagne,"914,00",Livres,"0,2000000","0,00","-182,80",,,,
17,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1778.csv,Local,1778,Imports,Nantes,2,Fer blanc,Allemagne,"51 654,00",Livres,"0,7500000","0,00","-38 740,50",,,,
