numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,Droits totaux indiqués,Droits unitaires,remarks pour les droits
13,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,1,Moele de bœuf,Angleterre,100,Livres,"0,6",,-60,,,,
14,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,1,Saumon salé,Angleterre,55020,Livres,"0,15",,-8253,,,,
15,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,1,Saumure,Angleterre,5,Barriques,5,,-25,,,,
16,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,1,Suif,Angleterre,5712,Livres,"0,45",,"-2570,4",,,,
17,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,1,Anspects,Dannemark,108,Nombre,"0,4",,"-43,2",,,,
18,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,2,Avirons ,Dannemark,66,Nombre,2,,-132,,,,
19,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,2,Chevrons de sapin,Dannemark,1665,Nombre,"1,1",,"-1831,5",,,,
20,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,2,Espars,Dannemark,1365,Nombre,"1,25",,"-1706,25",,,,
21,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,2,Gaudron,Dannemark,58,Barils,20,,-1160,,,,
22,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,2,Huille de poisson,Dannemark,5163,Livres,"0,25",,"-1290,75",,,,
23,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,2,Matreau ; 35 a 40 pieds,Dannemark,93,Pieces,25,,-2325,,,,
24,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,2,Planches de sapin,Dannemark,30521,Nombre,1,,-30521,,,,
25,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,2,Sapin a faire gaffe,Dannemark,1070,Nombre,"0,75",,"-802,5",,,,
26,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,2,Amandes cassées,Espagne,220,Livres,"0,4",,-88,,,,
27,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,2,Balais de jong,Espagne,300,Nombre,"0,125",,"-37,5",,,,
28,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,2,Cercles à tonneaux,Espagne,10,Paquet,"1,25",,"-12,5",confusion entre livres et sous dans la source,,,
29,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,2,Chanvre cru,Espagne,150000,Livres,"0,3",,-45000,,,,
30,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,2,Citrons,Espagne,9,Milliers,10,,-90,,,,
31,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,2,Dégras de peaux,Espagne,12,Quart,80,,-960,,,,
32,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,2,Fer en ancre,Espagne,503560,Livres,"0,3",,-151068,,,,
33,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,2,Fer en barre,Espagne,429350,Livres,"0,15",,"-64402,5",,,,
34,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,2,Huille de poisson,Espagne,6455,Livres,"0,25",,"-1613,75",,,,
35,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,2,Jambon,Espagne,176,Livres,"0,5",,-88,,,,
36,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,2,Laine en suin,Espagne,13102,Livres,1,,-13102,,,,
37,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,2,Marchandises meslées,Espagne,,valeurs,0,84,84,,,,
38,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,2,Meules batardes,Espagne,2056,Nombre,"1,75",,-3598,,,,
39,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,2,Morue verte,Espagne,1032,Livres,"0,2",,"-206,4",,,,
40,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,2,Oranges,Espagne,500,Nombre,"0,01",,-5,,,,
41,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,2,Planches de sapin ; ordinaire,Espagne,2500,Nombre,1,,-2500,,,,
42,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,2,Planches de sapin ; 8 a  9 pieds,Espagne,400,Nombre,"0,9",,-360,,,,
43,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,2,Plomb en saumon,Espagne,2600,Livres,"0,25",,-650,,,,
44,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,2,Vin d'Espagne,Espagne,6457,Pots,"1,5",,"-9685,5",,,,
45,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,2,Acier,Hollande,47900,Livres,"0,25",,-11975,,,,
46,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,3,Alun,Hollande,86430,Livres,"0,25",,"-21607,5",,,,
47,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,3,Amidon,Hollande,1610,Livres,"0,2",,-322,,,,
48,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,3,Anabas,Hollande,1366,Pieces,12,,-16392,,,,
49,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,3,Arcenic,Hollande,1707,Livres,"0,3",,"-512,1",,,,
50,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,3,Argent vif,Hollande,207,Livres,4,,-828,,,,
51,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,3,Argenterie vieille,Hollande,16,Marc,48,,-768,,,,
52,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,3,Armes blanche,Hollande,4143,livres,"1,2",,"-4971,6",,,,
53,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,3,Armes a feu,Hollande,350,livres,"3,5",,-1225,,,,
54,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,3,Azur,Hollande,55695,livres,"0,75",,"-41771,25",,,,
55,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,3,Bajutapeau,Hollande,1578,Pieces,30,,-47340,,,,
56,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,3,Baleine coupée,Hollande,1309,Livres,4,,-5236,,,,
57,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,3,Baleine en fanon,Hollande,516,Livres,"2,5",,-1290,,,,
58,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,3,Batons a oeillets,Hollande,48,Nombre,"0,1",,"-4,8",,,,
59,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,3,Batons de sapin,Hollande,1210,Nombre,"0,1",,-121,,,,
60,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,3,Bazin,Hollande,15,Pieces,36,,-540,,,,
61,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,3,Benjoin,Hollande,143,Livres,"2,25",,"-321,75",,,,
62,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,3,Bœuf fumé,Hollande,101,Livres,"0,9",,"-90,9",,,,
63,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,3,Beurre,Hollande,135,Livres,"0,35",,"-47,25",,,,
64,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,3,Bierre,Hollande,2176,Barriques,24,,-52224,,,,
65,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,3,Bierre,Hollande,48,Tiercon,18,,-864,,,,
66,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,3,Blanche de baleine,Hollande,570,Livres,3,,-1710,,,,
67,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,3,Bois de Cabaniere,Hollande,1390,Livres,"0,2",,-278,doute sur la marchandise,,,
68,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,3,Bois de Campesche,Hollande,3460,Livres,"0,1",,-346,,,,
69,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,3,Bois espars,Hollande,185,Nombre,"1,25",,"-231,25",,,,
70,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,3,Bois de fernambourg,Hollande,530,Livres,"0,6",,-318,,,,
71,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,3,Bois d'Inde en buche,Hollande,28366,Livres,"0,1",,"-2836,6",,,,
72,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,3,Bois d'Inde moulu,Hollande,2230,Livres,"0,2",,-446,,,,
73,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,3,Bois a teindre en buche ,Hollande,2690,Livres,"0,1",,-269,,,,
74,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,3,Bois a teindre moulu,Hollande,16320,Livres,"0,2",,-3264,,,,
75,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,3,Borax,Hollande,50,Livres,"4,5",,-225,,,,
76,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,3,Boulettes de marbre,Hollande,387,Livres,"0,15",,"-58,05",,,,
77,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,3,Bouteuilles de verre,Hollande,440,Livres,"0,1",,-44,,,,
78,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,3,Bray gras,Hollande,352,Barils,20,,-7040,,,,
79,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,3,Branle,Hollande,105,Pieces,16,,-1680,,,,
80,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,3,Briquets,Hollande,2067,Livres,"0,6",,"-1240,2",,,,
81,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,4,Brosserie,Hollande,2993,Livres,"0,3",,"-897,9",,,,
82,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,4,Cabarets vernis,Hollande,16,Nombre,7,,-112,,,,
83,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,4,Cadenats,Hollande,2850,Livres,"0,75",,"-2137,5",,,,
84,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,4,Camphre,Hollande,298,Livres,"4,5",,-1341,,,,
85,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,4,Canelle,Hollande,2213,Livres,7,,-15491,,,,
86,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,4,Canettes de grez,Hollande,12400,Nombre,"0,2",,-2480,,,,
87,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,4,Cassialignea,Hollande,1170,Livres,"3,5",,-4095,,,,
88,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,4,Caves ; de 9 flacons,Hollande,945,Nombre,"7,5",,"-7087,5",,,,
89,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,4,Caves ; de 6 flacons,Hollande,3090,Nombre,"5,5",,-16995,,,,
90,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,4,Cauris,Hollande,126129,Livres,"1,35",,"-170274,15",,,,
91,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,4,Ceruze,Hollande,89113,Livres,"0,25",,"-22278,25",,,,
92,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,4,Chaises de Commodités,Hollande,113,Nombre,6,,-678,,,,
93,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,4,Chasselas,Hollande,1200,Pieces,28,,-33600,,,,
94,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,4,Chausse pied,Hollande,54,Nombre,1,,-54,,,,
95,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,4,Chitte,Hollande,25,Pieces,100,,-2500,,,,
96,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,4,Cinabre,Hollande,511,Livres,"4,75",,"-2427,25",,,,
97,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,4,Cire jaune,Hollande,8586,Livres,"1,5",,-12879,,,,
98,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,4,Clochette,Hollande,250,Nombre,"0,5",,-125,,,,
99,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,4,Clouds de fer,Hollande,460,Livres,"0,25",,-115,,,,
100,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,4,Cochenille,Hollande,25,Livres,25,,-625,,,,
101,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,4,Colle forte,Hollande,5210,Livres,"0,55",,"-2865,5",,,,
102,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,4,Colle de poisson,Hollande,58,Livres,11,,-638,,,,
103,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,4,Compas de route,Hollande,5,Nombre,6,,-30,,,,
104,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,4,Corots,Hollande,196,Pieces,10,,-1960,,,,
105,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,4,Couperose,Hollande,165120,Livres,"0,075",,-12384,,,,
106,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,4,Couteaux flamand,Hollande,19197,Douzaines,"1,75",,"-33594,75",,,,
107,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,4,Coutelas,Hollande,362,Livres,"1,2",,"-434,4",,,,
108,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,4,Coutil,Hollande,134,Livres,"1,3",,"-174,2",,,,
109,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,4,Crème de tartre,Hollande,1237,Livres,"0,6",,"-742,2",,,,
110,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,4,Creuset,Hollande,300,Nombre,"0,3",,-90,,,,
111,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,4,Crick,Hollande,31,Nombre,18,,-558,,,,
112,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,4,Crin,Hollande,1892,Livres,1,,-1892,,,,
113,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,4,Cuivre en bassin,Hollande,100,Nombre,"4,5",,-450,,,,
114,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,4,Cuivre en bassin,Hollande,2100,Livres,"1,5",,-3150,,,,
115,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,4,Cuivre en fourure,Hollande,7349,Livres,"1,4",,"-10288,6",,,,
116,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,5,Cuivre ouvré,Hollande,40327,Livres,"1,7",,"-68555,9",,,,
117,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,5,Cuivre en planches,Hollande,2537,Livres,"1,5",,"-3805,5",,,,
118,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,5,Dents d'elephants,Hollande,1419,Livres,2,,-2838,,,,
119,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,5,Drogueries,Hollande,827,Livres,2,,-1654,,,,
120,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,5,Epicerie,Hollande,2123,Livres,"2,6",,"-5519,8",,,,
121,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,5,Etain en bloc,Hollande,1620,Livres,"0,75",,-1215,,,,
122,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,5,Fayance,Hollande,484,Livres,"0,3",,"-145,2",,,,
123,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,5,Fer en ancre,Hollande,10400,Livres,"0,3",,-3120,,,,
124,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,5,Fer en barre,Hollande,68677,Livres,"0,15",,"-10301,55",,,,
125,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,5,Fer blanc simple,Hollande,51,Barils,140,,-7140,,,,
126,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,5,Fer en bottes,Hollande,22750,Livres,"0,225",,"-5118,75",,,,
127,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,5,Fer en cercle,Hollande,45674,Livres,"0,225",,"-10276,65",,,,
128,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,5,Fer en enclume,Hollande,1050,Livres,"0,5",,-525,,,,
129,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,5,Fer en etock,Hollande,345,Livres,"0,6",,-207,,,,
130,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,5,Fer en ecluses,Hollande,,valeurs,0,500,500,,,,
131,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,5,Fer en fleaux,Hollande,335,Livres,"0,5",,"-167,5",,,,
132,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,5,Fer en fleaux,Hollande,155,Nombre,20,,-3100,,,,
133,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,5,Fer en fleaux,Hollande,,valeurs,0,100,100,,,,
134,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,5,Fer noir,Hollande,1417,Feuilles,"1,85",,"-2621,45",,,,
135,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,5,Fer en plaques,Hollande,13050,Livres,"0,09",,"-1174,5",,,,
136,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,5,Fer en platine,Hollande,3120,Livres,"0,1",,-312,,,,
137,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,5,Fer en poele a frire,Hollande,40400,Livres,"0,35",,-14140,,,,
138,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,5,Fer en serrure,Hollande,45,Nombre,"1,75",,"-78,75",,,,
139,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,5,Fer en taule,Hollande,13884,Livres,"0,35",,"-4859,4",,,,
140,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,5,Figues,Hollande,62547,Livres,"0,15",,"-9382,05",,,,
141,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,5,Fil de fer,Hollande,13089,Livres,"0,5",,"-6544,5",,,,
142,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,5,Fil de leton,Hollande,5095,Livres,"1,6",,-8152,,,,
143,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,5,Flacons de verre,Hollande,1100,Nombre,"0,2",,-220,,,,
144,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,5,Fromage d'Hollande,Hollande,619830,Livres,"0,3",,-185949,,,,
145,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,5,Garance,Hollande,91175,Livres,"0,8",,-72940,,,,
146,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,5,Garas,Hollande,780,Pieces,28,,-21840,,,,
147,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,5,Gaudron,Hollande,50,Barils,20,,-1000,,,,
148,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,5,Geroffle,Hollande,2177,Livres,10,,-21770,,,,
149,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,5,Gobelets de verre,Hollande,3230,Nombre,"0,1",,-323,,,,
150,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,5,Gomme arabique,Hollande,1654,Livres,1,,-1654,,,,
151,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,6,Gomme de cedre,Hollande,1749,Livres,1,,-1749,,,,
152,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,6,Gomme eleny,Hollande,135,Livres,"1,5",,"-202,5",,,,
153,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,6,Gomme gutte,Hollande,6919,Livres,5,,-34595,,,,
154,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,6,Graine de jardin,Hollande,"85,5",Livres,1,,"-85,5",,,,
155,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,6,Grelot,Hollande,265,Livres,"1,8",,-477,,,,
156,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,6,Gruau,Hollande,850,Livres,"0,05",,"-42,5",,,,
157,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,6,Guinée,Hollande,9982,Pieces,30,,-299460,,,,
158,Demba,AD44C717,Local/Nantes/Nantes - Entrées - 1766.csv,Local,1766,Imports,Nantes,6,Guingans,Hollande,170,Pieces,9,,-1530,,,,
