numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,unverified
1,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1749.csv,Local,1749,Imports,Nantes,1,bœuf sallé d'Irlande,Angleterre,"4203,5",barils,25,,,absence de prix,1
2,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1749.csv,Local,1749,Imports,Nantes,1,bœuf sallé d'Irlande,Angleterre,554,tierçons,"0,37",,,absence de prix,1
3,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1749.csv,Local,1749,Imports,Nantes,1,beure sallé d'Irlande,Angleterre,82085,livres,35,,,absence de prix,1
4,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1749.csv,Local,1749,Imports,Nantes,1,bled froment,Angleterre,35,sacs,12,,,absence de prix,1
5,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1749.csv,Local,1749,Imports,Nantes,1,bled froment,Angleterre,95,tonneaux,120,,,absence de prix,1
6,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1749.csv,Local,1749,Imports,Nantes,1,cabillaux,Angleterre,7800,livres,"0,15",,,absence de prix,1
7,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1749.csv,Local,1749,Imports,Nantes,1,chandelle,Angleterre,18300,livres,"0,4",,,absence de prix,1
8,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1749.csv,Local,1749,Imports,Nantes,1,chanvreau,Angleterre,9584,livres,"0,25",,,absence de prix,1
9,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1749.csv,Local,1749,Imports,Nantes,1,cordages noirs,Angleterre,37000,livres,30,,,absence de prix,1
10,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1749.csv,Local,1749,Imports,Nantes,1,crin de cheval,Angleterre,7000,livres,"0,6",,,absence de prix,1
11,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1749.csv,Local,1749,Imports,Nantes,1,cuirs vert en poil,Angleterre,1497,cuirs,20,,,absence de prix,1
12,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1749.csv,Local,1749,Imports,Nantes,1,farine,Angleterre,1623,barils,20,,,absence de prix,1
13,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1749.csv,Local,1749,Imports,Nantes,1,farine,Angleterre,270,sacs,10,,,absence de prix,1
14,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1749.csv,Local,1749,Imports,Nantes,1,feves,Angleterre,90,tonneaux,80,,,absence de prix,1
15,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1749.csv,Local,1749,Imports,Nantes,1,fromages,Angleterre,11846,livres,"0,3",,,absence de prix,1
16,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1749.csv,Local,1749,Imports,Nantes,1,huille de moruë,Angleterre,3643,livres,"0,25",,,absence de prix,1
17,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1749.csv,Local,1749,Imports,Nantes,1,laine fillée,Angleterre,2853,livres,"2,5",,,absence de prix,1
18,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1749.csv,Local,1749,Imports,Nantes,1,laine peignée,Angleterre,88197,livres,"1,5",,,absence de prix,1
19,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1749.csv,Local,1749,Imports,Nantes,1,langes de bœuf,Angleterre,13,barils,40,,,absence de prix,1
20,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1749.csv,Local,1749,Imports,Nantes,1,lin crû,Angleterre,1564,livres,"0,75",,,absence de prix,1
21,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1749.csv,Local,1749,Imports,Nantes,1,moëlle de bœuf,Angleterre,259,livres,36,,,absence de prix,1
22,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1749.csv,Local,1749,Imports,Nantes,2,morue seche,Angleterre,13608,livres,25,,,absence de prix,1
23,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1749.csv,Local,1749,Imports,Nantes,2,peaux de lapin aprestées,Angleterre,500,peaux,"1,25",,,absence de prix,1
24,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1749.csv,Local,1749,Imports,Nantes,2,poix ?,Angleterre,59,sacs,6,,,absence de prix,1
25,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1749.csv,Local,1749,Imports,Nantes,2,poix ?,Angleterre,5,tonneaux,60,,,absence de prix,1
26,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1749.csv,Local,1749,Imports,Nantes,2,saumon salé,Angleterre,160,barils,50,,,absence de prix,1
27,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1749.csv,Local,1749,Imports,Nantes,2,suif,Angleterre,2600,livres,36,,,absence de prix,1
28,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1749.csv,Local,1749,Imports,Nantes,2,acier,Danemark,37024,livres,"0,25",9231,-25,erreur de calcul,1
29,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1749.csv,Local,1749,Imports,Nantes,2,avirons,Danemark,178,nombre,"1,5",267,0,,1
30,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1749.csv,Local,1749,Imports,Nantes,2,barres d'anspecs,Danemark,726,pieces,"1,2",851,"-20,2",erreur de calcul,1
31,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1749.csv,Local,1749,Imports,Nantes,2,batons de gaffe,Danemark,350,nombre,"0,3",105,0,,1
32,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1749.csv,Local,1749,Imports,Nantes,2,bray gras,Danemark,80,barils,22,1760,0,,1
33,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1749.csv,Local,1749,Imports,Nantes,2,cabillaux,Danemark,13844,livres,"0,15",2076,"-0,6",,1
34,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1749.csv,Local,1749,Imports,Nantes,2,cloux de fer,Danemark,10230,livres,"0,25",2557,"-0,5",,1
35,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1749.csv,Local,1749,Imports,Nantes,2,cuivre jaune,Danemark,80,livres,"1,8",149,5,erreur de calcul,1
36,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1749.csv,Local,1749,Imports,Nantes,2,cuivre rouge,Danemark,200,livres,"1,4",280,0,,1
37,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1749.csv,Local,1749,Imports,Nantes,2,douelles de sapin,Danemark,330,nombre,"0,1",33,0,,1
38,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1749.csv,Local,1749,Imports,Nantes,2,espars de 30 pieds,Danemark,330,pièces,3,990,0,,1
39,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1749.csv,Local,1749,Imports,Nantes,2,espars de 20 à 25 pieds,Danemark,351,pièces,"2,5",827,"-50,5",erreur de calcul,1
40,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1749.csv,Local,1749,Imports,Nantes,2,espars de 18 à 20 pieds,Danemark,1271,pièces,2,2542,0,,1
41,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1749.csv,Local,1749,Imports,Nantes,2,fer en barres,Danemark,135700,livres,"0,115",15000,"-605,5",erreur de calcul,1
42,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1749.csv,Local,1749,Imports,Nantes,2,fer en taulle,Danemark,150,livres,"0,35",52,"-0,5",,1
43,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1749.csv,Local,1749,Imports,Nantes,2,gaudron,Danemark,"367,5",barils,20,7340,-10,erreur de calcul,1
44,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1749.csv,Local,1749,Imports,Nantes,2,maquereaux,Danemark,59,barils,20,1180,0,,1
45,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1749.csv,Local,1749,Imports,Nantes,2,maquereaux,Danemark,13,quarts,25,325,0,,1
46,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1749.csv,Local,1749,Imports,Nantes,2,mats de sapin de 13 à 11 pieds,Danemark,2,pièces,60,120,0,,1
47,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1749.csv,Local,1749,Imports,Nantes,2,matreaux de 55 pieds,Danemark,28,pièces,80,2240,0,,1
48,Hasna,AD44 C716,Local/Nantes/Nantes – Imports – 1749.csv,Local,1749,Imports,Nantes,2,matreaux de 36 à 37 pieds,Danemark,2,pièces,30,120,60,erreur de calcul,1
