numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,unverified
44,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,3,amidon,Flandre,1550,livres,"0,2",,,absence de prix total,1
45,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,3,beure,Flandre,220,livres,"0,4",,,absence de prix total,1
46,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,3,planches de sapin,Flandre,1100,livres,"0,75",,,absence de prix total,1
47,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,3,acier,Hollande,34577,livres,"0,25",,,absence de prix total,1
48,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,3,alun,Hollande,24505,livres,"0,2",,,absence de prix total,1
49,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,3,amidon,Hollande,16307,livres,"0,2",,,absence de prix total,1
50,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,3,ancres de fer,Hollande,6500,livres,"0,25",,,absence de prix total,1
51,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,3,arcenic,Hollande,800,livres,"0,2",,,absence de prix total,1
52,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,3,azur,Hollande,69926,livres,"0,65",,,absence de prix total,1
53,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,3,baleine coupée,Hollande,2822,livres,"3,75",,,absence de prix total,1
54,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,3,biére,Hollande,554,bariques,20,,,absence de prix total,1
55,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,3,bois fustel,Hollande,3810,livres,"0,15",,,absence de prix total,1
56,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,3,bois jaune,Hollande,260,livres,"0,1",,,absence de prix total,1
57,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,3,bois d'inde rappé,Hollande,45463,livres,"0,25",,,absence de prix total,1
58,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,3,bois de sandal,Hollande,2506,livres,"0,25",,,absence de prix total,1
59,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,3,bray gras,Hollande,40,barils,24,,,absence de prix total,1
60,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,3,brosserie,Hollande,1122,livres,1,,,absence de prix total,1
61,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,3,cabillaus,Hollande,1331462,livres,"0,2",,,absence de prix total,1
62,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,3,caves garnies,Hollande,740,livres,"3,5",,,absence de prix total,1
63,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,3,cendre potasse,Hollande,2821,livres,"0,3",,,absence de prix total,1
64,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,4,ceruse,Hollande,53527,livres,"0,15",,,absence de prix total,1
65,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,4,chanvre cru,Hollande,647096,livres,"0,2",,,absence de prix total,1
66,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,4,charbon de terre,Hollande,307,bariques,10,,,absence de prix total,1
67,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,4,colle forte,Hollande,1924,livres,"0,4",,,absence de prix total,1
68,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,4,couperose,Hollande,234983,livres,"0,075",,,absence de prix total,1
69,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,4,crin,Hollande,2369,livres,"0,75",,,absence de prix total,1
70,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,4,cuirs en poil,Hollande,2207,livres,6,,,absence de prix total,1
71,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,4,cuivre brut,Hollande,23186,livres,1,,,absence de prix total,1
72,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,4,cuivre jaune,Hollande,6692,livres,"1,25",,,absence de prix total,1
73,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,4,fayance,Hollande,190,livres,"0,15",,,absence de prix total,1
74,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,4,fer en barres,Hollande,74111,livres,"0,15",,,absence de prix total,1
75,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,4,fer blanc simple,Hollande,17,barils,75,,,absence de prix total,1
76,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,4,fer en feüillards,Hollande,7992,livres,"0,175",,,absence de prix total,1
77,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,4,fer noir,Hollande,15,barils,90,,,absence de prix total,1
78,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,4,fer rond,Hollande,2000,livres,"0,175",,,absence de prix total,1
79,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,4,fer en taule,Hollande,7643,livres,"0,25",,,absence de prix total,1
80,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,4,fil de fer,Hollande,15888,livres,"0,5",,,absence de prix total,1
81,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,4,fil de leton,Hollande,110,livres,"0,25",,,absence de prix total,1
82,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,4,fromage,Hollande,368615,livres,"0,2",,,absence de prix total,1
83,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,4,garance,Hollande,63327,livres,"0,3",,,absence de prix total,1
84,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,4,goudron,Hollande,225,barils,22,,,absence de prix total,1
85,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,4,girofle,Hollande,958,livres,9,,,absence de prix total,1
86,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,4,graine de jardin,Hollande,175,livres,"0,75",,,absence de prix total,1
87,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,4,graine de lin,Hollande,2910,livres,"0,15",,,absence de prix total,1
88,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,4,harangs blancs,Hollande,826,barils,18,,,absence de prix total,1
89,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,4,harangs saures,Hollande,223,barils,24,,,absence de prix total,1
90,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,4,huile de laurier,Hollande,300,livres,"0,6",,,absence de prix total,1
91,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,4,huile de lin,Hollande,5977,livres,"0,3",,,absence de prix total,1
92,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,4,huile de poisson,Hollande,23493,livres,"0,25",,,absence de prix total,1
93,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,4,jambons,Hollande,254,livres,"0,4",,,absence de prix total,1
94,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,5,lin cru,Hollande,24880,livres,"0,35",,,absence de prix total,1
95,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,5,lin peigné,Hollande,12465,livres,"0,6",,,absence de prix total,1
96,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,5,maquereaux salés,Hollande,31,barils,15,,,absence de prix total,1
97,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,5,marbre à joüer,Hollande,895,livres,"0,4",,,absence de prix total,1
98,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,5,matreaux,Hollande,116,40 à 50 pieds,30,,,absence de prix total,1
99,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,5,mercerie,Hollande,3956,livres,"3,5",,,absence de prix total,1
100,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,5,mine de plomb,Hollande,43029,livres,"0,25",,,absence de prix total,1
101,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,5,muscade,Hollande,190,livres,8,,,absence de prix total,1
102,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,5,orge,Hollande,1163,livres,"0,2",,,absence de prix total,1
103,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,5,papier,Hollande,404,rames,12,,,absence de prix total,1
104,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,5,pipes à fumer,Hollande,1215,grosses,"2,25",,,absence de prix total,1
105,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,5,planches de sapin,Hollande,1900,livres,"0,75",,,absence de prix total,1
106,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,5,plomb en saumon,Hollande,172170,livres,"0,2",,,absence de prix total,1
107,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,5,poëles à frire,Hollande,7225,livres,"0,35",,,absence de prix total,1
108,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,5,poivre,Hollande,95403,livres,"1,2",,,absence de prix total,1
109,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,5,poix de bourgogne,Hollande,3554,livres,"0,1",,,absence de prix total,1
110,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,5,quincaille de fer,Hollande,16743,livres,1,,,absence de prix total,1
111,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,5,rognes de moruë,Hollande,384,barils,10,,,absence de prix total,1
112,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,5,sucre brut,Hollande,178042,livres,"0,3",,,absence de prix total,1
113,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,5,sucre en pain,Hollande,26884,livres,"0,8",,,absence de prix total,1
114,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,5,sucre terré,Hollande,120591,livres,"0,44",,,absence de prix total,1
115,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,5,sumac,Hollande,1543,livres,"0,15",,,absence de prix total,1
116,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,5,terre d'ombre,Hollande,823,livres,"0,2",,,absence de prix total,1
117,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,5,vermillon,Hollande,502,livres,4,,,absence de prix total,1
118,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,5,azur,Nord,16941,livres,"0,65",,,absence de prix total,1
119,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,6,cuivre en planches,Nord,1226,livres,"1,25",,,absence de prix total,1
120,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,6,fer blanc simple,Nord,76,barils,75,,,absence de prix total,1
121,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,6,fer noir simple,Nord,72,barils,90,,,absence de prix total,1
122,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,6,mercerie,Nord,204,livres,"3,5",,,absence de prix total,1
123,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,6,citrons,Portugal,93,caisses,15,,,absence de prix total,1
124,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,6,figues,Portugal,59080,livres,"0,1",,,absence de prix total,1
125,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,6,graine de chapelet,Portugal,1596,livres,"0,09",,,absence de prix total,1
126,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,6,huile de poisson,Portugal,13326,livres,"0,25",,,absence de prix total,1
127,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,6,oranges,Portugal,878,caisses,12,,,absence de prix total,1
128,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,6,acier,Suede,94844,livres,"0,25",,,absence de prix total,1
129,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,6,alun,Suede,6509,livres,"0,2",,,absence de prix total,1
130,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,6,canons de fer,Suede,6,livres,100,,,absence de prix total,1
131,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,6,fer en taule,Suede,7192,livres,"0,25",,,absence de prix total,1
132,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,6,planches de sapin,Suede,3340,livres,"0,75",,,absence de prix total,1
133,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,6,bois de campéche,Isles françoises de l'amérique,12096,livres,"0,12",,,absence de prix total,1
134,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,6,caffé,Isles françoises de l'amérique,55951,livres,"0,6",,,absence de prix total,1
135,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,6,coton en laine,Isles françoises de l'amérique,3581,livres,"1,4",,,absence de prix total,1
136,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,6,cuirs en poil,Isles françoises de l'amérique,402,livres,"0,3",,,absence de prix total,1
137,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,6,indigo,Isles françoises de l'amérique,65870,livres,"0,4",,,absence de prix total,1
138,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,7,sucre brut,Isles françoises de l'amérique,289840,livres,"0,3",,,absence de prix total,1
139,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,7,sucre terré,Isles françoises de l'amérique,1612666,livres,"0,44",,,absence de prix total,1
140,Hasna,AD 44 C716,Local/Nantes/Nantes – Imports – 1759.csv,Local,1759,Imports,Nantes,7,sucre tête,Isles françoises de l'amérique,270938,livres,"0,35",,,absence de prix total,1
