numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks,unverified
85,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,2,coroots,Hollande,3750,pieces,"3,5",,,absence de prix,1
86,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,2,couperose verte,Hollande,144300,livres,"0,08",,,absence de prix,1
87,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,2,coupis,Hollande,150,pieces,18,,,absence de prix,1
88,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,2,couteaux a guaisnes,Hollande,1070,livres,"1,75",,,absence de prix,1
89,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,2,couteaux communs,Hollande,6827,douzaines,"1,8",,,absence de prix,1
90,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,2,couteaux communs,Hollande,5555,livres,"1,1",,,absence de prix,1
91,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,2,coutil,Hollande,302,aunes,2,,,absence de prix,1
92,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,2,crapodines de fonte,Hollande,3940,livres,"1,3",,,absence de prix,1
93,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,2,creusets,Hollande,382,livres,"0,5",,,absence de prix,1
94,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,2,cricks de fer,Hollande,5,nombre,30,,,absence de prix,1
95,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,2,cuirs verts en poil,Hollande,156,pieces,18,,,absence de prix,1
96,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,2,cuivre en chaudrons,Hollande,9611,livres,"1,25",,,absence de prix,1
97,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,2,cuivre jaune brut,Hollande,4945,livres,"1,05",,,absence de prix,1
98,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,2,cuivre rouge en feüilles,Hollande,973,livres,"1,25",,,absence de prix,1
99,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,2,eau de genievre,Hollande,192,livres,0,,,absence de prix,1
100,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,2,eguille a coudre,Hollande,22,livres,8,,,absence de prix,1
101,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,2,eguille a voiles,Hollande,51,livres,6,,,absence de prix,1
102,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,2,epars,Hollande,567,nombre,"1,2",,,absence de prix,1
103,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,2,epicerie fine,Hollande,50,livres,8,,,absence de prix,1
104,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,2,essence,Hollande,8,livres,0,,,absence de prix,1
105,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,2,etoupes,Hollande,2272,livres,"0,1",,,absence de prix,1
106,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,2,fayance,Hollande,15629,livres,"0,3",,,absence de prix,1
107,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,fer en barres,Hollande,88625,livres,"0,125",,,absence de prix,1
108,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,fer en cercles,Hollande,36600,livres,"0,14",,,absence de prix,1
109,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,fer de fonte ouvré,Hollande,7275,livres,"0,27",,,absence de prix,1
110,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,fer ouvré,Hollande,27388,livres,"0,2",,,absence de prix,1
111,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,ferrement a moulin a sucre,Hollande,26400,livres,"0,32",,,absence de prix,1
112,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,fers de nigres ?,Hollande,96,paires,"1,5",,,absence de prix,1
113,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,feuillards de fer,Hollande,65400,feuillards,2,,,absence de prix,1
114,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,feuillards de fer,Hollande,30425,livres,"0,14",,,absence de prix,1
115,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,ficelle,Hollande,806,livres,"0,6",,,absence de prix,1
116,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,fil de fer,Hollande,16451,livres,"0,8",,,absence de prix,1
117,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,fil de laton,Hollande,67,livres,"1,5",,,absence de prix,1
118,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,fil a voile,Hollande,412,livres,"0,8",,,absence de prix,1
119,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,fleches et compar,Hollande,60,livres,"1,7",,,absence de prix,1
120,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,fleches pour la mer,Hollande,5,douzaines,100,,,absence de prix,1
121,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,fottes,Hollande,70,pieces,15,,,absence de prix,1
122,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,fromage,Hollande,316766,livres,"0,24",,,absence de prix,1
123,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,garas,Hollande,400,pieces,13,,,absence de prix,1
124,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,garence,Hollande,16430,livres,"0,41",,,absence de prix,1
125,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,gaudron,Hollande,443,barils,22,,,absence de prix,1
126,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,genievre,Hollande,80,livres,"0,25",,,absence de prix,1
127,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,geroffle,Hollande,3630,livres,8,,,absence de prix,1
128,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,graine a chapelet,Hollande,900,livres,6,,,absence de prix,1
129,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,graine de choux,Hollande,40,livres,"1,4",,,absence de prix,1
130,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,gruau,Hollande,29,barriques,68,,,absence de prix,1
131,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,huinée bleuë,Hollande,20,pieces,18,,,absence de prix,1
132,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,guingan,Hollande,363,pieces,7,,,absence de prix,1
133,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,harangs blancs,Hollande,88,barils,16,,,absence de prix,1
134,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,harangs forts,Hollande,30,barils,18,,,absence de prix,1
135,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,horloges de sables,Hollande,180,livres,"0,6",,,absence de prix,1
136,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,huile de baleine,Hollande,44,bariques,115,,,absence de prix,1
137,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,huile de baleine,Hollande,142300,livres,"0,25",,,absence de prix,1
138,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,huile de canelle,Hollande,6,livres,0,,,absence de prix,1
139,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,huile de lin,Hollande,6,barriques,140,,,absence de prix,1
140,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,huile de lin,Hollande,6360,livres,"0,3",,,absence de prix,1
141,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,huile d'olive,Hollande,9619,livres,"0,45",,,absence de prix,1
142,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,jambons,Hollande,6542,livres,"0,6",,,absence de prix,1
143,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,indienne,Hollande,501,pieces,17,,,absence de prix,1
144,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,liens de fil,Hollande,1207,livres,"2,25",,,absence de prix,1
145,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,limeneas,Hollande,1976,pieces,18,,,absence de prix,1
146,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,limes,Hollande,851,livres,"0,4",,,absence de prix,1
147,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,lin cru,Hollande,23703,livres,"0,18",,,absence de prix,1
148,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,lin peigné,Hollande,7027,livres,"0,3",,,absence de prix,1
149,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,linge vieux,Hollande,900,livres,"0,75",,,absence de prix,1
150,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,litarge,Hollande,2770,livres,"0,2",,,absence de prix,1
151,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,marbres a joüer,Hollande,2275,livres,"0,2",,,absence de prix,1
152,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,marmites de fer,Hollande,3300,livres,"0,21",,,absence de prix,1
153,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,mats et matreaux,Hollande,13,50 à 60 pieds,150,,,absence de prix,1
154,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,mats et matreaux,Hollande,3,40 à 60 pieds,110,,,absence de prix,1
155,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,mats et matreaux,Hollande,78,35 à 56 pieds,30,,,absence de prix,1
156,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,mats et matreaux,Hollande,12,50 pieds,100,,,absence de prix,1
157,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,mats et matreaux,Hollande,107,40 à 50 pieds,80,,,absence de prix,1
158,Hasna,AD 44 C706,Local/Nantes/Nantes – Imports – 1744.csv,Local,1744,Imports,Nantes,3,mats et matreaux,Hollande,24,25 à 40 pieds,50,,,absence de prix,1
