"Ville";"Exports_imports";"Outliers";"Outliers_coef";"Trans_number";"Prod_problems";"Product_select";"Remove_double";"Ponderation";"Pond_log";"year";"Index_value";"Part_value";"Part_flux"
"Nantes";"Imports";TRUE;10;0;FALSE;FALSE;TRUE;TRUE;FALSE;1730;100;0,932837742985593;0,618037135278515
"Nantes";"Imports";TRUE;10;0;FALSE;FALSE;TRUE;TRUE;FALSE;1731;110,641045289235;0,942263214263638;0,678474114441417
"Nantes";"Imports";TRUE;10;0;FALSE;FALSE;TRUE;TRUE;FALSE;1732;96,401276230561;0,924431919148039;0,660194174757282
"Nantes";"Imports";TRUE;10;0;FALSE;FALSE;TRUE;TRUE;FALSE;1733;NA;NA;NA
"Nantes";"Imports";TRUE;10;0;FALSE;FALSE;TRUE;TRUE;FALSE;1734;94,9083016254247;0,909123339609985;0,611675126903553
"Nantes";"Imports";TRUE;10;0;FALSE;FALSE;TRUE;TRUE;FALSE;1735;90,6439736072034;0,940497519840829;0,695906432748538
"Nantes";"Imports";TRUE;10;0;FALSE;FALSE;TRUE;TRUE;FALSE;1736;85,410230285359;0,822842562339922;0,63
"Nantes";"Imports";TRUE;10;0;FALSE;FALSE;TRUE;TRUE;FALSE;1737;86,6884771579974;0,772250868002956;0,67436974789916
"Nantes";"Imports";TRUE;10;0;FALSE;FALSE;TRUE;TRUE;FALSE;1738;85,4362609552849;0,940237177617185;0,666666666666667
"Nantes";"Imports";TRUE;10;0;FALSE;FALSE;TRUE;TRUE;FALSE;1739;92,4848785255028;0,37118350670316;0,615384615384615
"Nantes";"Imports";TRUE;10;0;FALSE;FALSE;TRUE;TRUE;FALSE;1740;105,664637403744;0,966298806826941;0,691747572815534
"Nantes";"Imports";TRUE;10;0;FALSE;FALSE;TRUE;TRUE;FALSE;1741;99,6400314501583;0,466660901036245;0,618951612903226
"Nantes";"Imports";TRUE;10;0;FALSE;FALSE;TRUE;TRUE;FALSE;1742;98,8896659057418;0,499530598914437;0,618348623853211
"Nantes";"Imports";TRUE;10;0;FALSE;FALSE;TRUE;TRUE;FALSE;1743;99,037420860828;0,765385619597593;0,611829944547135
"Nantes";"Imports";TRUE;10;0;FALSE;FALSE;TRUE;TRUE;FALSE;1744;101,957642650244;0,768379587593017;0,621621621621622
"Nantes";"Imports";TRUE;10;0;FALSE;FALSE;TRUE;TRUE;FALSE;1745;106,778469753137;0,889334464216882;0,640127388535032
"Nantes";"Imports";TRUE;10;0;FALSE;FALSE;TRUE;TRUE;FALSE;1746;111,227351252364;0,956899100114531;0,597597597597598
"Nantes";"Imports";TRUE;10;0;FALSE;FALSE;TRUE;TRUE;FALSE;1747;NA;NA;NA
"Nantes";"Imports";TRUE;10;0;FALSE;FALSE;TRUE;TRUE;FALSE;1748;NA;NA;NA
"Nantes";"Imports";TRUE;10;0;FALSE;FALSE;TRUE;TRUE;FALSE;1749;109,634841940755;0,610620984061783;0,647834274952919
"Nantes";"Imports";TRUE;10;0;FALSE;FALSE;TRUE;TRUE;FALSE;1750;101,791100749896;0,935952846089561;0,546370967741935
"Nantes";"Imports";TRUE;10;0;FALSE;FALSE;TRUE;TRUE;FALSE;1751;NA;NA;NA
"Nantes";"Imports";TRUE;10;0;FALSE;FALSE;TRUE;TRUE;FALSE;1752;NA;NA;NA
"Nantes";"Imports";TRUE;10;0;FALSE;FALSE;TRUE;TRUE;FALSE;1753;NA;NA;NA
"Nantes";"Imports";TRUE;10;0;FALSE;FALSE;TRUE;TRUE;FALSE;1754;NA;NA;NA
"Nantes";"Imports";TRUE;10;0;FALSE;FALSE;TRUE;TRUE;FALSE;1755;96,1058917799487;0,956014331409646;0,604868913857678
"Nantes";"Imports";TRUE;10;0;FALSE;FALSE;TRUE;TRUE;FALSE;1756;77,2796448710851;0,854300859006039;0,582191780821918
"Nantes";"Imports";TRUE;10;0;FALSE;FALSE;TRUE;TRUE;FALSE;1757;NA;NA;NA
"Nantes";"Imports";TRUE;10;0;FALSE;FALSE;TRUE;TRUE;FALSE;1758;147,593450447709;0,753579209114221;0,638297872340426
"Nantes";"Imports";TRUE;10;0;FALSE;FALSE;TRUE;TRUE;FALSE;1759;98,8306076642795;0,953998293773128;0,6
"Nantes";"Imports";TRUE;10;0;FALSE;FALSE;TRUE;TRUE;FALSE;1760;112,908775575252;0,920913872024893;0,549738219895288
"Nantes";"Imports";TRUE;10;0;FALSE;FALSE;TRUE;TRUE;FALSE;1761;142,88546500952;0,665057389929146;0,607594936708861
"Nantes";"Imports";TRUE;10;0;FALSE;FALSE;TRUE;TRUE;FALSE;1762;157,677276927326;0,912572142539111;0,681647940074906
"Nantes";"Imports";TRUE;10;0;FALSE;FALSE;TRUE;TRUE;FALSE;1763;121,772214009593;0,969918310193554;0,692307692307692
"Nantes";"Imports";TRUE;10;0;FALSE;FALSE;TRUE;TRUE;FALSE;1764;124,475242392685;0,962291450799384;0,686703096539162
"Nantes";"Imports";TRUE;10;0;FALSE;FALSE;TRUE;TRUE;FALSE;1765;133,995629570433;0,97904734356885;0,704326923076923
"Nantes";"Imports";TRUE;10;0;FALSE;FALSE;TRUE;TRUE;FALSE;1766;143,963336694172;0,978940434636061;0,660526315789474
"Nantes";"Imports";TRUE;10;0;FALSE;FALSE;TRUE;TRUE;FALSE;1767;147,135624036951;0,973556768168041;0,609164420485175
"Nantes";"Imports";TRUE;10;0;FALSE;FALSE;TRUE;TRUE;FALSE;1768;NA;NA;NA
"Nantes";"Imports";TRUE;10;0;FALSE;FALSE;TRUE;TRUE;FALSE;1769;165,60621151582;0,97622663130953;0,634005763688761
