Ville;Exports_imports;year;Index_value;Part_value;Part_flux
Marseille;Exports;1730;89,16390017;0,608490057;0,453488372
Marseille;Exports;1731;91,84585076;0,571518183;0,451219512
Marseille;Exports;1732;101,1753483;0,51335417;0,426108374
Marseille;Exports;1733;105,980831;0,600718462;0,415137615
Marseille;Exports;1734;105,9249353;NA;NA
Marseille;Exports;1735;102,7799231;0,780924025;0,435013263
Marseille;Exports;1736;99,4751516;0,635286445;0,461538462
Marseille;Exports;1737;96,90211329;0,683314506;0,425076453
Marseille;Exports;1738;94,11141804;0,666789346;0,431818182
Marseille;Exports;1739;93,48802609;0,510054835;0,370558376
Marseille;Exports;1740;99,53419146;0,834036851;0,361051883
Marseille;Exports;1741;106,5464649;0,827912306;0,342972428
Marseille;Exports;1742;112,0397555;NA;NA
Marseille;Exports;1743;108,47454;0,77709323;0,333539988
Marseille;Exports;1744;105,3787776;0,807108039;0,369323051
Marseille;Exports;1745;104,895432;0,856078167;0,402070064
Marseille;Exports;1746;106,8299525;0,845207364;0,400621118
Marseille;Exports;1747;108,1045051;0,781377601;0,369415808
Marseille;Exports;1748;109,1795274;NA;NA
Marseille;Exports;1749;110,24957;0,846979789;0,366424536
Marseille;Exports;1750;110,8232626;0,246662726;0,112283346
Marseille;Exports;1751;110,7961102;0,760691742;0,350393701
Marseille;Exports;1752;110,2787645;0,924261544;0,367916303
Marseille;Exports;1753;109,9434645;NA;NA
Marseille;Exports;1754;109,6969704;NA;NA
Marseille;Exports;1755;109,4286307;0,898459275;0,36417657
Marseille;Exports;1756;109,3202808;0,89125326;0,323319027
Marseille;Exports;1757;110,070386;NA;NA
Marseille;Exports;1758;111,6789464;NA;NA
Marseille;Exports;1759;113,985972;0,844151303;0,346938776
Marseille;Exports;1760;115,7913737;0,851300227;0,322817315
Marseille;Exports;1761;117,1538139;0,813247992;0,317744154
Marseille;Exports;1762;118,6629274;0,840275737;0,332382311
Marseille;Exports;1763;119,4935431;0,885945277;0,280216476
Marseille;Exports;1764;117,7164951;0,6496101;0,268878719
Marseille;Exports;1765;115,526099;0,709731292;0,255581669
Marseille;Exports;1766;114,649969;0,674880811;0,277813096
Marseille;Exports;1767;116,7480068;0,932212243;0,283445327
Marseille;Exports;1768;117,4334166;0,700339759;0,281727575
Marseille;Exports;1769;118,6280839;0,727359689;0,286723164
Marseille;Exports;1770;120,1775478;0,791708722;0,257644763
Marseille;Exports;1771;122,9528413;NA;NA
Marseille;Exports;1772;124,63126;0,731901272;0,273145108
Marseille;Exports;1773;124,0775987;0,747497707;0,257357974
Marseille;Exports;1774;122,370852;0,780181047;0,259930314
Marseille;Exports;1775;120,7363619;0,799887054;0,256509161
Marseille;Exports;1776;120,1060443;0,813766921;0,259
Marseille;Exports;1777;120,3252712;0,777776545;0,256188119
Marseille;Exports;1778;122,0285142;0,650554873;0,223557692
Marseille;Exports;1779;129,5290689;0,564278775;0,293902439
Marseille;Exports;1780;129,4018042;0,609434652;0,279904306
Marseille;Exports;1781;130,2076323;NA;NA
Marseille;Exports;1782;128,2016095;NA;NA
Marseille;Exports;1783;136,6163125;NA;NA
Marseille;Exports;1784;145,0310154;NA;NA
Marseille;Exports;1785;153,4457184;NA;NA
Marseille;Exports;1786;161,8604213;NA;NA
Marseille;Exports;1787;170,2751242;NA;NA
Marseille;Exports;1788;178,6898272;NA;NA
Marseille;Exports;1789;187,1045301;0,318707312;0,125479261
Bordeaux;Imports;1719;100;0,911435552;0,646884273
Bordeaux;Imports;1720;87,2918225;0,931103584;0,652597403
Bordeaux;Imports;1721;90,0518552;0,91213644;0,663239075
Bordeaux;Imports;1722;88,53485379;NA;NA
Bordeaux;Imports;1723;95,44899576;0,925424851;0,552915767
Bordeaux;Imports;1724;113,7073984;0,871792215;0,606911447
Bordeaux;Imports;1725;112,2551562;0,889867693;0,581469649
Bordeaux;Imports;1726;96,39063224;0,882414267;0,622406639
Bordeaux;Imports;1727;67,41593854;NA;NA
Bordeaux;Imports;1728;50,71486985;0,934019192;0,685512367
Bordeaux;Imports;1729;42,618733;0,946830017;0,716763006
Bordeaux;Imports;1730;37,52525245;0,935495024;0,614035088
Bordeaux;Imports;1731;33,36897755;0,945690898;0,632653061
Bordeaux;Imports;1732;36,06408908;0,937469198;0,634615385
Bordeaux;Imports;1733;47,74017034;0,94238427;0,608695652
Bordeaux;Imports;1734;60,60120867;0,963154981;0,586363636
Bordeaux;Imports;1735;68,92754965;0,964648038;0,685393258
Bordeaux;Imports;1736;66,90350131;0,918877424;0,646067416
Bordeaux;Imports;1737;63,62545303;0,796630367;0,675257732
Bordeaux;Imports;1738;60,68729736;0,970521173;0,579646018
Bordeaux;Imports;1739;60,18608652;0,964099504;0,638297872
Bordeaux;Imports;1740;62,7561351;0,965879025;0,610091743
Bordeaux;Imports;1741;66,59071276;0,959103157;0,586956522
Bordeaux;Imports;1742;70,00483987;0,876677329;0,592178771
Bordeaux;Imports;1743;72,78830533;0,899573565;0,696883853
Bordeaux;Imports;1744;78,28772213;0,894856303;0,703030303
Bordeaux;Imports;1745;84,06953121;0,914862003;0,677304965
Bordeaux;Imports;1746;92,85520683;0,900188923;0,694533762
Bordeaux;Imports;1747;97,26555665;0,952429262;0,70292887
Bordeaux;Imports;1748;96,92918697;0,828624249;0,62371134
Bordeaux;Imports;1749;88,00268949;0,96822357;0,651351351
Bordeaux;Imports;1750;78,66037581;NA;NA
Bordeaux;Imports;1751;73,60824827;0,988365531;0,67032967
Bordeaux;Imports;1752;74,78091293;0,967107852;0,688946015
Bordeaux;Imports;1753;78,64458711;0,938403702;0,648501362
Bordeaux;Imports;1754;86,25599363;0,948942102;0,663608563
Bordeaux;Imports;1755;92,98394788;0,989213672;0,641566265
Bordeaux;Imports;1756;99,65408653;0,974501747;0,671009772
Bordeaux;Imports;1757;100,7414053;0,967718192;0,679127726
Bordeaux;Imports;1758;104,212245;0,94590505;0,686792453
Bordeaux;Imports;1759;113,0750438;0,953181748;0,717532468
Bordeaux;Imports;1760;119,1283353;0,910931812;0,673913043
Bordeaux;Imports;1761;126,877593;0,87513672;0,681415929
Bordeaux;Imports;1762;123,4575199;0,962912773;0,667774086
Bordeaux;Imports;1763;123,3240291;0,976204283;0,699669967
Bordeaux;Imports;1764;117,808067;NA;NA
Bordeaux;Imports;1765;113,7215482;0,975462247;0,740425532
Bordeaux;Imports;1766;106,6930564;0,988563015;0,745614035
Bordeaux;Imports;1767;99,91648897;0,985313442;0,777251185
Bordeaux;Imports;1768;96,63577661;0,988165471;0,734042553
Bordeaux;Imports;1769;96,03167239;0,990003076;0,763888889
Bordeaux;Imports;1770;97,13650235;0,971248407;0,759090909
Bordeaux;Imports;1771;100,662026;0,976805022;0,673913043
Bordeaux;Imports;1772;104,1881441;0,977333602;0,639455782
Bordeaux;Imports;1773;113,3789002;0,953257321;0,666666667
Bordeaux;Imports;1774;111,8153551;0,977718767;0,638418079
Bordeaux;Imports;1775;110,7553505;0,984497529;0,66
Bordeaux;Imports;1776;110,2805636;0,983473103;0,621761658
Bordeaux;Imports;1777;118,5339765;0,971565413;0,59
Bordeaux;Imports;1778;134,8496908;0,940081183;0,61
Bordeaux;Imports;1779;145,041904;NA;NA
Bordeaux;Imports;1780;153,4308831;0,945148804;0,615384615
Bordeaux;Imports;1781;157,1286739;NA;NA
Bordeaux;Imports;1782;162,7058567;NA;NA
Bordeaux;Imports;1783;170,1624314;NA;NA
Bordeaux;Imports;1784;177,6190062;NA;NA
Bordeaux;Imports;1785;185,075581;NA;NA
Bordeaux;Imports;1786;192,5321557;NA;NA
Bordeaux;Imports;1787;199,9887305;NA;NA
Bordeaux;Imports;1788;207,4453053;NA;NA
Bordeaux;Imports;1789;214,90188;0,159281026;0,217928903
Bordeaux;Exports;1718;100;0,770520106;0,625396825
Bordeaux;Exports;1719;93,31925242;NA;NA
Bordeaux;Exports;1720;93,31925242;0,939542929;0,579288026
Bordeaux;Exports;1721;90,04179683;0,932366787;0,608163265
Bordeaux;Exports;1722;103,9591983;NA;NA
Bordeaux;Exports;1723;135,0714569;0,936069042;0,590759076
Bordeaux;Exports;1724;169,7492799;0,930417784;0,637860082
Bordeaux;Exports;1725;194,0299144;0,932198304;0,581151832
Bordeaux;Exports;1726;181,8852707;0,913009612;0,555045872
Bordeaux;Exports;1727;160,5945504;NA;NA
Bordeaux;Exports;1728;130,3289413;0,919576387;0,634751773
Bordeaux;Exports;1729;114,8382153;0,912334938;0,645631068
Bordeaux;Exports;1730;109,6400097;0,905560148;0,658653846
Bordeaux;Exports;1731;105,2463279;0,821552329;0,732283465
Bordeaux;Exports;1732;113,9820521;0,889185876;0,630681818
Bordeaux;Exports;1733;119,1143682;0,873717476;0,545454545
Bordeaux;Exports;1734;145,8576101;0,877757883;0,502512563
Bordeaux;Exports;1735;149,6614765;0,877621271;0,577889447
Bordeaux;Exports;1736;153,347321;0,856717153;0,601941748
Bordeaux;Exports;1737;139,8760683;0,785673858;0,54
Bordeaux;Exports;1738;145,696288;0,856669684;0,471698113
Bordeaux;Exports;1739;144,910348;0,921461565;0,543650794
Bordeaux;Exports;1740;142,904177;0,859234041;0,546325879
Bordeaux;Exports;1741;140,9890954;NA;NA
Bordeaux;Exports;1742;146,4033579;0,945360937;0,441229656
Bordeaux;Exports;1743;142,9705788;0,843674967;0,490265487
Bordeaux;Exports;1744;134,7186464;0,926255392;0,488700565
Bordeaux;Exports;1745;124,224424;0,976530929;0,569105691
Bordeaux;Exports;1746;124,364272;0,897017074;0,547550432
Bordeaux;Exports;1747;125,2093606;0,979636438;0,509363296
Bordeaux;Exports;1748;130,5921927;0,944142387;0,517123288
Bordeaux;Exports;1749;129,1527379;0,971536202;0,49197861
Bordeaux;Exports;1750;132,737144;NA;NA
Bordeaux;Exports;1751;134,9360445;0,981088284;0,520348837
Bordeaux;Exports;1752;138,7131075;0,966944596;0,251497006
Bordeaux;Exports;1753;138,7071529;0,980189038;0,246268657
Bordeaux;Exports;1754;139,3415151;0,983737972;0,241573034
Bordeaux;Exports;1755;137,2333609;0,966109344;0,482905983
Bordeaux;Exports;1756;137,0945362;0,981351098;0,462264151
Bordeaux;Exports;1757;130,4021382;0,936615289;0,43776824
Bordeaux;Exports;1758;133,0060582;0,876322641;0,425149701
Bordeaux;Exports;1759;141,1308588;0,885529825;0,432258065
Bordeaux;Exports;1760;152,3693068;0,97473742;0,439189189
Bordeaux;Exports;1761;151,5292659;0,915560624;0,465838509
Bordeaux;Exports;1762;145,346307;0,9661612;0,496969697
Bordeaux;Exports;1763;141,277552;0,964847713;0,513157895
Bordeaux;Exports;1764;147,2705063;0,989050636;0,475
Bordeaux;Exports;1765;146,8908571;0,989579975;0,46969697
Bordeaux;Exports;1766;144,3042961;0,78522349;0,497382199
Bordeaux;Exports;1767;141,6661451;0,994314797;0,426315789
Bordeaux;Exports;1768;135,7168298;0,992837113;0,492537313
Bordeaux;Exports;1769;130,0102179;0,978803761;0,444444444
Bordeaux;Exports;1770;128,1757365;0,925564353;0,432038835
Bordeaux;Exports;1771;129,7301048;NA;NA
Bordeaux;Exports;1772;126,0034434;0,987572892;0,34741784
Bordeaux;Exports;1773;116,880206;0,992167372;0,368159204
Bordeaux;Exports;1774;113,6523739;0,981665651;0,374517375
Bordeaux;Exports;1775;119,6093358;0,988454662;0,386046512
Bordeaux;Exports;1776;127,5341982;0,99053944;0,340501792
Bordeaux;Exports;1777;138,3672443;0,984270622;0,342629482
Bordeaux;Exports;1778;152,1662234;0,981019253;0,379310345
Bordeaux;Exports;1779;167,2106999;NA;NA
Bordeaux;Exports;1780;179,9334182;NA;NA
Bordeaux;Exports;1781;186,9872405;NA;NA
Bordeaux;Exports;1782;194,0410629;NA;NA
Bordeaux;Exports;1783;201,0948852;NA;NA
Bordeaux;Exports;1784;208,1487075;NA;NA
Bordeaux;Exports;1785;215,2025298;NA;NA
Bordeaux;Exports;1786;222,2563521;NA;NA
Bordeaux;Exports;1787;229,3101744;NA;NA
Bordeaux;Exports;1788;236,3639968;NA;NA
Bordeaux;Exports;1789;243,4178191;0,049816041;0,052776503
La Rochelle;Imports;1718;100;0,963163781;0,715189873
La Rochelle;Imports;1719;69,60410894;0,961954643;0,742857143
La Rochelle;Imports;1720;75,28634329;0,93020365;0,660550459
La Rochelle;Imports;1721;64,76746032;0,952726982;0,695067265
La Rochelle;Imports;1722;66,53092915;0,943786237;0,651162791
La Rochelle;Imports;1723;81,55835117;0,955880387;0,684210526
La Rochelle;Imports;1724;94,51199457;0,951646054;0,651315789
La Rochelle;Imports;1725;101,0817744;0,966917131;0,653284672
La Rochelle;Imports;1726;95,5754007;0,968801477;0,689419795
La Rochelle;Imports;1727;86,13004518;0,969624561;0,663265306
La Rochelle;Imports;1728;83,59194678;0,974481142;0,690721649
La Rochelle;Imports;1729;82,68205069;0,969132847;0,717857143
La Rochelle;Imports;1730;83,57357446;0,971747945;0,733333333
La Rochelle;Imports;1731;80,93707837;0,969639233;0,685430464
La Rochelle;Imports;1732;80,6410366;0,95936599;0,708823529
La Rochelle;Imports;1733;79,09504882;0,939266243;0,678233438
La Rochelle;Imports;1734;79,43863189;0,966832532;0,6996997
La Rochelle;Imports;1735;79,21613238;0,965368087;0,676666667
La Rochelle;Imports;1736;82,65494407;0,963881946;0,694189602
La Rochelle;Imports;1737;84,83017476;0,978914374;0,673913043
La Rochelle;Imports;1738;86,98436668;0,980982569;0,709198813
La Rochelle;Imports;1739;88,79654663;0,978906908;0,685459941
La Rochelle;Imports;1740;92,92462206;0,981470059;0,686567164
La Rochelle;Imports;1741;96,02710138;0,968390068;0,716666667
La Rochelle;Imports;1742;98,53779356;NA;NA
La Rochelle;Imports;1743;100,2898741;NA;NA
La Rochelle;Imports;1744;104,2769809;0,981578989;0,691176471
La Rochelle;Imports;1745;108,8888394;NA;NA
La Rochelle;Imports;1746;114,1254495;0,966471305;0,647727273
La Rochelle;Imports;1747;122,1667635;0,961993352;0,681003584
La Rochelle;Imports;1748;122,2854135;0,977119575;0,63559322
La Rochelle;Imports;1749;120,0951953;0,842909226;0,661097852
La Rochelle;Imports;1750;115,3611774;NA;NA
La Rochelle;Imports;1751;118,1859762;0,904476593;0,610859729
La Rochelle;Imports;1752;104,0128484;0,931547211;0,636591479
La Rochelle;Imports;1753;104,6056091;0,959945888;0,668587896
La Rochelle;Imports;1754;106,4005628;0,813589559;0,621387283
La Rochelle;Imports;1755;127,0273961;NA;NA
La Rochelle;Imports;1756;132,7772735;0,926437094;0,640127389
La Rochelle;Imports;1757;137,8402092;0,822370719;0,630806846
La Rochelle;Imports;1758;145,5800493;0,886561966;0,671755725
La Rochelle;Imports;1759;154,6706497;0,920180796;0,708609272
La Rochelle;Imports;1760;165,0604939;0,847361567;0,625592417
La Rochelle;Imports;1761;173,4518769;0,8588935;0,689655172
La Rochelle;Imports;1762;176,864542;0,943202793;0,729885057
La Rochelle;Imports;1763;172,5265081;NA;NA
La Rochelle;Imports;1764;161,6848947;0,967051968;0,706806283
La Rochelle;Imports;1765;148,5172598;0,967430535;0,68372093
La Rochelle;Imports;1766;141,0607101;0,928178866;0,62962963
La Rochelle;Imports;1767;138,589184;0,920901795;0,618811881
La Rochelle;Imports;1768;140,1966778;0,975604487;0,722222222
La Rochelle;Imports;1769;139,2113957;0,889316263;0,717791411
La Rochelle;Imports;1770;141,3212319;0,956130744;0,719512195
La Rochelle;Imports;1771;149,0412506;0,812785844;0,736111111
La Rochelle;Imports;1772;160,3815565;0,955718849;0,775510204
La Rochelle;Imports;1773;166,5126735;0,892852587;0,715277778
La Rochelle;Imports;1774;169,343872;0,888291682;0,674285714
La Rochelle;Imports;1775;167,3076202;0,915793277;0,703947368
La Rochelle;Imports;1776;165,3081619;0,972941913;0,706666667
La Rochelle;Imports;1777;166,5968429;NA;NA
La Rochelle;Imports;1778;175,5629576;0,976797441;0,719626168
La Rochelle;Imports;1779;187,5420895;0,889141116;0,729508197
La Rochelle;Imports;1780;198,3834896;0,96106958;0,654867257
La Rochelle;Imports;1781;202,5461653;NA;NA
La Rochelle;Imports;1782;203,657933;NA;NA
La Rochelle;Imports;1783;199,2287083;NA;NA
La Rochelle;Imports;1784;194,7994836;NA;NA
La Rochelle;Imports;1785;190,3702589;NA;NA
La Rochelle;Imports;1786;185,9410341;NA;NA
La Rochelle;Imports;1787;181,5118094;NA;NA
La Rochelle;Imports;1788;177,0825847;NA;NA
La Rochelle;Imports;1789;172,65336;0,27797724;0,261758691
La Rochelle;Exports;1718;100;0,933710855;0,604316547
La Rochelle;Exports;1719;119,8788839;0,932214937;0,579365079
La Rochelle;Exports;1720;104,5235313;0,948164686;0,570895522
La Rochelle;Exports;1721;109,5047655;0,952342475;0,577540107
La Rochelle;Exports;1722;104,0679596;0,948318254;0,647321429
La Rochelle;Exports;1723;116,5065263;0,945731638;0,578313253
La Rochelle;Exports;1724;129,5289819;0,957501586;0,671794872
La Rochelle;Exports;1725;139,189345;0,967034525;0,617801047
