Ville;Exports_imports;year;Index_value;Part_value;Part_flux
Nantes;Imports;1730;100;0,932836106;0,615384615
Nantes;Imports;1731;112,8127382;0,942245367;0,670299728
Nantes;Imports;1732;103,3398865;0,924431919;0,660194175
Nantes;Imports;1733;102,1978743;NA;NA
Nantes;Imports;1734;96,5739633;0,871592772;0,586294416
Nantes;Imports;1735;94,58192384;0,940595682;0,701754386
Nantes;Imports;1736;91,0701593;0,823384548;0,63
Nantes;Imports;1737;87,92291832;0,771778906;0,665966387
Nantes;Imports;1738;85,8620466;0,940315572;0,668888889
Nantes;Imports;1739;88,0015911;0,368985604;0,606060606
Nantes;Imports;1740;94,02669908;0,966310973;0,691747573
Nantes;Imports;1741;98,43006546;0,46664495;0,618951613
Nantes;Imports;1742;100,6204221;0,552177;0,616513761
Nantes;Imports;1743;97,71709394;0,76498231;0,611829945
Nantes;Imports;1744;97,55763455;0,768629249;0,621621622
Nantes;Imports;1745;98,64465319;0,897676939;0,640127389
Nantes;Imports;1746;102,1120555;0,9568991;0,597597598
Nantes;Imports;1747;104,4337297;NA;NA
Nantes;Imports;1748;104,7449315;NA;NA
Nantes;Imports;1749;103,2230344;0,610504806;0,644067797
Nantes;Imports;1750;101,662349;NA;NA
Nantes;Imports;1751;100,0628755;NA;NA
Nantes;Imports;1752;98,42461377;NA;NA
Nantes;Imports;1753;96,78635203;NA;NA
Nantes;Imports;1754;95,14809029;NA;NA
Nantes;Imports;1755;93,50982855;0,955877829;0,604868914
Nantes;Imports;1756;87,06384897;0,855207126;0,578767123
Nantes;Imports;1757;91,62314283;NA;NA
Nantes;Imports;1758;107,1877101;0,753579209;0,638297872
Nantes;Imports;1759;112,172563;0,953998294;0,6
Nantes;Imports;1760;111,6406303;0,915021801;0,544502618
Nantes;Imports;1761;109,7015717;0,653949841;0,60443038
Nantes;Imports;1762;128,3534159;0,912708264;0,685393258
Nantes;Imports;1763;131,1317878;0,969907071;0,692307692
Nantes;Imports;1764;125,994853;0,962287225;0,686703097
Nantes;Imports;1765;119,0957144;0,978805915;0,701923077
Nantes;Imports;1766;126,5871734;0,979552657;0,652631579
Nantes;Imports;1767;134,1286372;0,973477189;0,60916442
Nantes;Imports;1768;141,6396751;NA;NA
Nantes;Imports;1769;148,5559407;0,976589469;0,636887608
Nantes;Imports;1770;158,2806086;0,993334601;0,611111111
Nantes;Imports;1771;164,8733855;0,993038452;0,627329193
Nantes;Imports;1772;167,517392;0,977661197;0,595628415
Nantes;Imports;1773;166,0939461;NA;NA
Nantes;Imports;1774;164,8653461;0,988531588;0,637540453
Nantes;Imports;1775;161,385301;0,924154125;0,539936102
Nantes;Imports;1776;161,5281668;0,987873907;0,562659847
Nantes;Imports;1777;166,7107943;NA;NA
Nantes;Imports;1778;180,1963539;0,98748363;0,551020408
Nantes;Imports;1779;192,0813672;0,963239773;0,613924051
Nantes;Imports;1780;199,1206885;NA;NA
Nantes;Imports;1781;201,3143176;NA;NA
Nantes;Imports;1782;201,6796517;NA;NA
Nantes;Imports;1783;202,0449858;NA;NA
Nantes;Imports;1784;202,4103199;NA;NA
Nantes;Imports;1785;202,775654;NA;NA
Nantes;Imports;1786;203,1409881;NA;NA
Nantes;Imports;1787;203,5063222;NA;NA
Nantes;Imports;1788;203,8716563;NA;NA
Nantes;Imports;1789;204,2369904;0,23557505;0,302294197
Nantes;Exports;1728;100;0,848820216;0,315533981
Nantes;Exports;1729;95,11554868;NA;NA
Nantes;Exports;1730;95,11554868;NA;NA
Nantes;Exports;1731;90,23109736;0,871156045;0,411616162
Nantes;Exports;1732;89,58847322;0,898531265;0,417142857
Nantes;Exports;1733;89,66858298;NA;NA
Nantes;Exports;1734;90,47142665;0,864698597;0,363387978
Nantes;Exports;1735;87,86505486;0,900281404;0,383333333
Nantes;Exports;1736;84,78525928;0,930834274;0,414141414
Nantes;Exports;1737;82,0723939;0,856707221;0,443620178
Nantes;Exports;1738;81,02081005;NA;NA
Nantes;Exports;1739;82,21380934;0,637597271;0,408376963
Nantes;Exports;1740;85,15123185;0,887484819;0,463917526
Nantes;Exports;1741;85,50991745;0,91707537;0,433705081
Nantes;Exports;1742;82,39110268;0,910393686;0,445639188
Nantes;Exports;1743;79,39034035;0,845002685;0,476982097
Nantes;Exports;1744;84,57070877;0,883720565;0,415
Nantes;Exports;1745;91,37950788;0,689519083;0,422779923
Nantes;Exports;1746;100,1600517;0,630794147;0,418300654
Nantes;Exports;1747;102,8271526;NA;NA
Nantes;Exports;1748;106,832274;NA;NA
Nantes;Exports;1749;107,8963552;0,872239786;0,478527607
Nantes;Exports;1750;106,2626354;NA;NA
Nantes;Exports;1751;101,9311146;0,918132961;0,477192982
Nantes;Exports;1752;103,7205572;0,930372141;0,455805893
Nantes;Exports;1753;110,3640194;0,944854312;0,424290221
Nantes;Exports;1754;120,090819;0,954607387;0,383928571
Nantes;Exports;1755;119,552028;0,918924942;0,396521739
Nantes;Exports;1756;119,9183595;0,837030956;0,440677966
Nantes;Exports;1757;114,936056;0,944866707;0,455696203
Nantes;Exports;1758;112,2505906;0,90060217;0,460122699
Nantes;Exports;1759;104,0149753;0,932359615;0,362068966
Nantes;Exports;1760;100,0922591;0,88084307;0,363636364
Nantes;Exports;1761;102,8508197;0,573349492;0,396
Nantes;Exports;1762;101,0355569;0,943178101;0,380165289
Nantes;Exports;1763;103,0795045;0,920285192;0,433839479
Nantes;Exports;1764;97,80133626;0,918112812;0,450209205
Nantes;Exports;1765;101,0292887;0,951063201;0,47163515
Nantes;Exports;1766;106,828387;0,386620228;0,433333333
Nantes;Exports;1767;109,8307651;0,942664639;0,44740533
Nantes;Exports;1768;106,5895505;0,92844226;0,504285714
Nantes;Exports;1769;102,1280567;0,951384663;0,489932886
Nantes;Exports;1770;107,569152;0,95108682;0,494604317
Nantes;Exports;1771;115,8342642;0,954142703;0,488958991
Nantes;Exports;1772;117,3200727;0,884696335;0,468309859
Nantes;Exports;1773;111,3661883;NA;NA
Nantes;Exports;1774;104,5659393;0,93912855;0,480167015
Nantes;Exports;1775;100,1553564;NA;NA
Nantes;Exports;1776;98,73746551;0,839343335;0,398030942
Nantes;Exports;1777;101,161639;NA;NA
Nantes;Exports;1778;104,435185;0,804718332;0,236570808
Nantes;Exports;1779;107,9300735;0,955045031;0,431102362
Nantes;Exports;1780;110,7752828;NA;NA
Nantes;Exports;1781;112,9708127;NA;NA
Nantes;Exports;1782;115,1446934;NA;NA
Nantes;Exports;1783;117,3185741;NA;NA
Nantes;Exports;1784;119,4924547;NA;NA
Nantes;Exports;1785;121,6663354;NA;NA
Nantes;Exports;1786;123,8402161;NA;NA
Nantes;Exports;1787;126,0140967;NA;NA
Nantes;Exports;1788;128,1879774;NA;NA
Nantes;Exports;1789;130,3618581;0,074954017;0,103156274
Marseille;Imports;1725;100;0,433459895;0,508641975
Marseille;Imports;1726;105,133473;0,326126187;0,508064516
Marseille;Imports;1727;102,8632102;0,520138841;0,538873995
Marseille;Imports;1728;101,1534037;0,459633824;0,545714286
Marseille;Imports;1729;99,53038906;0,49963533;0,577287066
Marseille;Imports;1730;97,47635074;0,555690005;0,566765579
Marseille;Imports;1731;99,66829882;0,681507815;0,564971751
Marseille;Imports;1732;102,0298062;0,427381859;0,564954683
Marseille;Imports;1733;105,7367397;0,638407681;0,576811594
Marseille;Imports;1734;106,8675092;NA;NA
Marseille;Imports;1735;104,8387331;0,667704403;0,583333333
Marseille;Imports;1736;102,2593984;0,654766012;0,56918239
Marseille;Imports;1737;100,5012845;0,654253911;0,58019802
Marseille;Imports;1738;98,40804949;0,444515924;0,636563877
Marseille;Imports;1739;95,31483522;0,541542288;0,471324296
Marseille;Imports;1740;95,87095434;0,617777971;0,461312439
Marseille;Imports;1741;98,78749576;0,654172814;0,465373961
Marseille;Imports;1742;102,1135659;0,682790688;0,474
Marseille;Imports;1743;102,6575625;0,709862429;0,466540999
Marseille;Imports;1744;103,4915431;0,645935655;0,480815348
Marseille;Imports;1745;105,8236992;0,596209754;0,502212389
Marseille;Imports;1746;111,7169192;0,688695678;0,493135011
Marseille;Imports;1747;115,3569207;0,781916555;0,496782497
Marseille;Imports;1748;114,5164028;0,798705791;0,476683938
Marseille;Imports;1749;109,8693994;NA;NA
Marseille;Imports;1750;106,603388;0,240519724;0,148110317
Marseille;Imports;1751;106,4791406;0,774139199;0,510964912
Marseille;Imports;1752;105,5139504;0,628785485;0,479387515
Marseille;Imports;1753;103,5114778;0,701448859;0,477644493
Marseille;Imports;1754;102,60784;0,781417035;0,461456103
Marseille;Imports;1755;102,328385;0,72125863;0,455543359
Marseille;Imports;1756;104,9214154;0,740530832;0,44373673
Marseille;Imports;1757;107,2856359;0,722591318;0,440239044
Marseille;Imports;1758;112,3739945;0,736572884;0,382466281
Marseille;Imports;1759;112,6264749;0,75868608;0,387197502
Marseille;Imports;1760;113,7457514;NA;NA
Marseille;Imports;1761;113,2171568;0,802264021;0,391782832
Marseille;Imports;1762;114,4264478;0,890068988;0,393382353
Marseille;Imports;1763;111,8771006;0,847711077;0,353785901
Marseille;Imports;1764;108,3135522;0,893334615;0,375252186
Marseille;Imports;1765;105,9190677;0,902798963;0,400884304
Marseille;Imports;1766;105,8224295;0,912358888;0,381652661
Marseille;Imports;1767;108,0742571;0,866385193;0,393233083
Marseille;Imports;1768;109,7012544;0,883533446;0,390995261
Marseille;Imports;1769;109,4336756;0,883329919;0,404541632
Marseille;Imports;1770;106,6862886;0,894780599;0,386873921
Marseille;Imports;1771;104,2512664;0,895919228;0,392653061
Marseille;Imports;1772;104,2239075;0,89813785;0,371267151
Marseille;Imports;1773;103,370048;0,891492501;0,370040486
Marseille;Imports;1774;103,2750086;0,9074023;0,378964942
Marseille;Imports;1775;102,806676;0,857782466;0,388550548
Marseille;Imports;1776;103,7209334;0,828303429;0,383678441
Marseille;Imports;1777;104,7525255;0,823295683;0,369958275
Marseille;Imports;1778;102,2651447;0,737938939;0,362341772
Marseille;Imports;1779;104,3239001;0,790209535;0,367346939
Marseille;Imports;1780;103,5460583;0,534286832;0,354248366
Marseille;Imports;1781;107,1785624;NA;NA
Marseille;Imports;1782;106,4247601;NA;NA
Marseille;Imports;1783;108,4674733;NA;NA
Marseille;Imports;1784;110,5101866;NA;NA
Marseille;Imports;1785;112,5528998;NA;NA
Marseille;Imports;1786;114,595613;NA;NA
Marseille;Imports;1787;116,6383263;0,64801351;0,241224122
Marseille;Imports;1788;127,3172452;NA;NA
Marseille;Imports;1789;146,6323698;0,529120058;0,233894945
Marseille;Exports;1725;100;0,185363252;0,381818182
Marseille;Exports;1726;102,003491;0,622035636;0,383248731
Marseille;Exports;1727;101,2253765;0,674132238;0,42826087
Marseille;Exports;1728;99,5259626;0,800570249;0,462962963
Marseille;Exports;1729;93,26720958;0,748584721;0,473913043
