"Ville";"Exports_imports";"Partner";"year";"Index_value";"Part_value";"Part_flux"
"Nantes";"Imports";"All";1760;112,908775575252;0,920913872024893;0,549738219895288
"Nantes";"Imports";"All";1761;142,88546500952;0,665057389929146;0,607594936708861
"Nantes";"Imports";"All";1762;157,677276927326;0,912572142539111;0,681647940074906
"Nantes";"Imports";"All";1763;121,772214009593;0,969918310193554;0,692307692307692
"Nantes";"Imports";"All";1764;124,475242392685;0,962291450799384;0,686703096539162
"Nantes";"Imports";"All";1765;133,995629570434;0,97904734356885;0,704326923076923
"Nantes";"Imports";"All";1766;143,963336694173;0,978940434636061;0,660526315789474
"Nantes";"Imports";"All";1767;147,135624036952;0,973556768168041;0,609164420485175
"Nantes";"Imports";"All";1768;NA;NA;NA
"Nantes";"Imports";"All";1769;165,60621151582;0,97622663130953;0,634005763688761
"Nantes";"Imports";"All";1770;178,940801273093;0,992716366516469;0,611111111111111
"Nantes";"Imports";"All";1771;178,096786994371;0,992236425198838;0,627329192546584
"Nantes";"Imports";"All";1772;175,089641196458;0,976881115314047;0,592896174863388
"Nantes";"Imports";"All";1773;NA;NA;NA
"Nantes";"Imports";"All";1774;175,185632096761;0,988381544791491;0,634304207119741
"Nantes";"Imports";"All";1775;160,378218233331;0,924154125259614;0,539936102236422
"Nantes";"Imports";"All";1776;175,075788897488;0,987873906680732;0,562659846547315
"Nantes";"Imports";"All";1777;NA;NA;NA
"Nantes";"Imports";"All";1778;206,62724794843;0,987492666122354;0,552721088435374
"Nantes";"Imports";"All";1779;211,143557407169;0,963835217416333;0,620253164556962
"Nantes";"Imports";"All";1780;NA;NA;NA
"Nantes";"Imports";"All";1781;NA;NA;NA
"Nantes";"Imports";"All";1782;NA;NA;NA
"Nantes";"Imports";"All";1783;NA;NA;NA
"Nantes";"Imports";"All";1784;NA;NA;NA
"Nantes";"Imports";"All";1785;NA;NA;NA
"Nantes";"Imports";"All";1786;NA;NA;NA
"Nantes";"Imports";"All";1787;NA;NA;NA
"Nantes";"Imports";"All";1788;NA;NA;NA
"Nantes";"Imports";"All";1789;249,140637319877;0,966781920239705;0,349527665317139
"Nantes";"Exports";"All";1728;100;0,848832566948865;0,317152103559871
"Nantes";"Exports";"All";1729;NA;NA;NA
"Nantes";"Exports";"All";1730;NA;NA;NA
"Nantes";"Exports";"All";1731;84,2121503353769;0,872175199759711;0,421717171717172
"Nantes";"Exports";"All";1732;91,7378518883929;0,905143030888015;0,455714285714286
"Nantes";"Exports";"All";1733;NA;NA;NA
"Nantes";"Exports";"All";1734;85,0884658515031;0,868289799145407;0,382513661202186
"Nantes";"Exports";"All";1735;80,9523328942494;0,901261400307388;0,385897435897436
"Nantes";"Exports";"All";1736;75,9076618571381;0,930875575958924;0,415584415584416
"Nantes";"Exports";"All";1737;73,7667346891919;0,856683083299643;0,443620178041543
"Nantes";"Exports";"All";1738;NA;NA;NA
"Nantes";"Exports";"All";1739;77,5881154318405;0,64006427558515;0,405759162303665
"Nantes";"Exports";"All";1740;80,4757827285922;0,898180992347261;0,46539027982327
"Nantes";"Exports";"All";1741;74,3593173285547;0,917077714331589;0,434944237918216
"Nantes";"Exports";"All";1742;66,8751811658612;0,910462985249613;0,446833930704898
"Nantes";"Exports";"All";1743;69,4306753335518;0,846059112238116;0,480818414322251
"Nantes";"Exports";"All";1744;86,3751510911096;0,948837053924484;0,448333333333333
"Nantes";"Exports";"All";1745;84,1890668769697;0,689226510342979;0,418918918918919
"Nantes";"Exports";"All";1746;92,6841819642036;0,633879268587971;0,457516339869281
"Nantes";"Exports";"All";1747;NA;NA;NA
"Nantes";"Exports";"All";1748;NA;NA;NA
"Nantes";"Exports";"All";1749;95,2244024894009;0,873754877824815;0,483128834355828
"Nantes";"Exports";"All";1750;99,2022454014355;0,847441890750821;0,426829268292683
"Nantes";"Exports";"All";1751;85,3936734138466;0,9172850366951;0,475438596491228
"Nantes";"Exports";"All";1752;111,130446482358;0,949111929788244;0,462738301559792
"Nantes";"Exports";"All";1753;108,698999422054;0,944987951335462;0,422712933753943
"Nantes";"Exports";"All";1754;111,14949738367;0,956236620114281;0,385416666666667
"Nantes";"Exports";"All";1755;100,970348671148;0,922174859762925;0,398260869565217
"Nantes";"Exports";"All";1756;110,964714066794;0,837229566614938;0,444067796610169
"Nantes";"Exports";"All";1757;98,2441057500468;0,946431402827853;0,464135021097046
"Nantes";"Exports";"All";1758;95,009924598525;0,90060217038619;0,460122699386503
"Nantes";"Exports";"All";1759;88,8102109303687;0,932359615356065;0,362068965517241
"Nantes";"Exports";"All";1760;87,9193070217744;0,880843070278722;0,363636363636364
"Nantes";"Exports";"All";1761;103,386225134904;0,573349492106203;0,396
"Nantes";"Exports";"All";1762;84,4599487854545;0,943200924755631;0,384297520661157
"Nantes";"Exports";"All";1763;93,8004589979266;0,920635562099215;0,432754880694143
"Nantes";"Exports";"All";1764;87,8913997170806;0,917885879079089;0,45020920502092
"Nantes";"Exports";"All";1765;92,2768497469195;0,950958924367999;0,468298109010011
"Nantes";"Exports";"All";1766;107,995163067105;0,386739813613202;0,430666666666667
"Nantes";"Exports";"All";1767;95,0180655954115;0,943781631316189;0,448807854137447
"Nantes";"Exports";"All";1768;83,5223071080341;0,927767027908371;0,5
"Nantes";"Exports";"All";1769;96,2812303887975;0,951384663440299;0,48993288590604
"Nantes";"Exports";"All";1770;109,067111632177;0,951957843380074;0,498201438848921
"Nantes";"Exports";"All";1771;104,444712315957;0,95577699854653;0,488958990536278
"Nantes";"Exports";"All";1772;99,0769275895981;0,885817868437721;0,470070422535211
"Nantes";"Exports";"All";1773;NA;NA;NA
"Nantes";"Exports";"All";1774;85,840978544808;0,939141997408024;0,482254697286013
"Nantes";"Exports";"All";1775;NA;NA;NA
"Nantes";"Exports";"All";1776;87,7692431518962;0,83928710872162;0,39521800281294
"Nantes";"Exports";"All";1777;NA;NA;NA
"Nantes";"Exports";"All";1778;95,5191674116209;0,804851319833759;0,234943027672273
"Nantes";"Exports";"All";1779;97,9673294941924;0,954930756731578;0,429133858267717
"Nantes";"Exports";"All";1780;NA;NA;NA
"Nantes";"Exports";"All";1781;NA;NA;NA
"Nantes";"Exports";"All";1782;NA;NA;NA
"Nantes";"Exports";"All";1783;NA;NA;NA
"Nantes";"Exports";"All";1784;NA;NA;NA
"Nantes";"Exports";"All";1785;NA;NA;NA
"Nantes";"Exports";"All";1786;NA;NA;NA
"Nantes";"Exports";"All";1787;NA;NA;NA
"Nantes";"Exports";"All";1788;NA;NA;NA
"Nantes";"Exports";"All";1789;115,71828923839;0,858390130827014;0,250192455735181
"Marseille";"Imports";"All";1725;100;0,434437864981219;0,516049382716049
"Marseille";"Imports";"All";1726;105,972938635442;0,327719521534408;0,521505376344086
"Marseille";"Imports";"All";1727;103,39155906769;0,520932646275199;0,546916890080429
"Marseille";"Imports";"All";1728;94,842782768924;0,460445305533495;0,56
"Marseille";"Imports";"All";1729;100,112993275324;0,500320934130425;0,583596214511041
"Marseille";"Imports";"All";1730;97,3797679557504;0,557682830074412;0,58160237388724
"Marseille";"Imports";"All";1731;101,754999703569;0,682744347125552;0,57909604519774
"Marseille";"Imports";"All";1732;107,860290746858;0,427231546142422;0,56797583081571
"Marseille";"Imports";"All";1733;109,125995275953;0,640214461718754;0,585507246376812
"Marseille";"Imports";"All";1734;NA;NA;NA
"Marseille";"Imports";"All";1735;101,817933960528;0,668254206990398;0,592592592592593
"Marseille";"Imports";"All";1736;101,15352084634;0,655971709294235;0,578616352201258
"Marseille";"Imports";"All";1737;99,94270973337;0,654814598249798;0,584158415841584
"Marseille";"Imports";"All";1738;95,4264942183202;0,444882721312778;0,643171806167401
"Marseille";"Imports";"All";1739;92,0190426237112;0,543146988227122;0,482794577685089
"Marseille";"Imports";"All";1740;101,862388730642;0,618681747171816;0,46718903036239
"Marseille";"Imports";"All";1741;104,672056816543;0,654532751184848;0,469990766389658
"Marseille";"Imports";"All";1742;102,278170695013;0,682368725776081;0,483
"Marseille";"Imports";"All";1743;104,149866695177;0,710313290452984;0,474081055607917
"Marseille";"Imports";"All";1744;108,010043052397;0,642127571990454;0,489208633093525
"Marseille";"Imports";"All";1745;110,690232102806;0,596611027090075;0,508849557522124
"Marseille";"Imports";"All";1746;123,528421262692;0,688902527202265;0,496567505720824
"Marseille";"Imports";"All";1747;120,103960051573;0,773435815675825;0,500643500643501
"Marseille";"Imports";"All";1748;108,8806788086;0,799562460026621;0,482901554404145
"Marseille";"Imports";"All";1749;NA;NA;NA
"Marseille";"Imports";"All";1750;110,008580169317;0,671584751027785;0,437180796731359
"Marseille";"Imports";"All";1751;107,654804141315;0,775031926166792;0,518640350877193
"Marseille";"Imports";"All";1752;106,384196583746;0,630186565645185;0,482921083627797
"Marseille";"Imports";"All";1753;103,887782075792;0,701945822942951;0,486368593238822
"Marseille";"Imports";"All";1754;105,480342241593;0,782137789321179;0,467880085653105
"Marseille";"Imports";"All";1755;105,394194725705;0,722285676101829;0,45993413830955
"Marseille";"Imports";"All";1756;112,020425294145;0,741502153239889;0,451167728237792
"Marseille";"Imports";"All";1757;112,850597834048;0,723347012683778;0,447211155378486
"Marseille";"Imports";"All";1758;121,58604806805;0,736849478435947;0,382466281310212
"Marseille";"Imports";"All";1759;112,827594014118;0,759931071191165;0,39032006245121
"Marseille";"Imports";"All";1760;NA;NA;NA
"Marseille";"Imports";"All";1761;119,983948767312;0,802494352888274;0,390315480557594
"Marseille";"Imports";"All";1762;116,681057272148;0,891176613586242;0,393382352941176
"Marseille";"Imports";"All";1763;107,847778190751;0,848060759645026;0,35378590078329
"Marseille";"Imports";"All";1764;108,258292118777;0,895434415276408;0,377269670477471
"Marseille";"Imports";"All";1765;108,462213578029;0,904197708703688;0,401621223286662
"Marseille";"Imports";"All";1766;107,233073672565;0,911763108332856;0,381652661064426
"Marseille";"Imports";"All";1767;115,662341612171;0,866575975793797;0,393984962406015
"Marseille";"Imports";"All";1768;114,268389660278;0,883609733740804;0,390205371248025
"Marseille";"Imports";"All";1769;106,89455761449;0,883446753069458;0,402859545836838
"Marseille";"Imports";"All";1770;106,791577925745;0,894358222928248;0,387737478411054
"Marseille";"Imports";"All";1771;106,389913340958;0,896121391871328;0,391020408163265
"Marseille";"Imports";"All";1772;107,417315082388;0,896262269748575;0,37046004842615
"Marseille";"Imports";"All";1773;105,352131969342;0,891710787217448;0,37004048582996
"Marseille";"Imports";"All";1774;106,367519977032;0,906940537252262;0,377295492487479
"Marseille";"Imports";"All";1775;104,817159705079;0,856764176208111;0,387332521315469
"Marseille";"Imports";"All";1776;105,388178145168;0,82664237047258;0,381242387332521
"Marseille";"Imports";"All";1777;108,573112892809;0,830630027512897;0,369958275382476
"Marseille";"Imports";"All";1778;96,4610161019645;0,737972098749528;0,363924050632911
"Marseille";"Imports";"All";1779;111,651441707468;0,789994497119418;0,371428571428571
"Marseille";"Imports";"All";1780;104,798428769936;0,534595755218823;0,356862745098039
"Marseille";"Imports";"All";1781;NA;NA;NA
"Marseille";"Imports";"All";1782;NA;NA;NA
"Marseille";"Imports";"All";1783;NA;NA;NA
"Marseille";"Imports";"All";1784;NA;NA;NA
"Marseille";"Imports";"All";1785;NA;NA;NA
"Marseille";"Imports";"All";1786;NA;NA;NA
"Marseille";"Imports";"All";1787;119,433051104333;0,648154469963189;0,248424842484248
"Marseille";"Imports";"All";1788;NA;NA;NA
"Marseille";"Imports";"All";1789;162,93447294254;0,763769604254544;0,258671952428147
"Marseille";"Exports";"All";1725;100;0,185471976294944;0,387012987012987
"Marseille";"Exports";"All";1726;103,311031563695;0,622512972738304;0,383248730964467
"Marseille";"Exports";"All";1727;103,915270550084;0,680561546575306;0,430434782608696
"Marseille";"Exports";"All";1728;96,5631352265613;0,802824761431637;0,469135802469136
"Marseille";"Exports";"All";1729;85,0754554626431;0,745658979739564;0,476086956521739
"Marseille";"Exports";"All";1730;92,3950543420603;0,614583303563595;0,462790697674419
"Marseille";"Exports";"All";1731;104,288601602715;0,576064122124414;0,475609756097561
"Marseille";"Exports";"All";1732;112,073538914512;0,515799980979867;0,438423645320197
"Marseille";"Exports";"All";1733;103,31710890294;0,620949883614969;0,41743119266055
"Marseille";"Exports";"All";1734;NA;NA;NA
"Marseille";"Exports";"All";1735;101,415568244293;0,783272174477501;0,43236074270557
"Marseille";"Exports";"All";1736;93,5354366984111;0,642627639118436;0,471153846153846
"Marseille";"Exports";"All";1737;94,7847396304265;0,692178675051922;0,431192660550459
"Marseille";"Exports";"All";1738;93,4478424212542;0,703761578464117;0,446022727272727
"Marseille";"Exports";"All";1739;92,3570957897547;0,515308884126797;0,374788494077834
"Marseille";"Exports";"All";1740;113,047959605183;0,836193104775496;0,366737739872068
"Marseille";"Exports";"All";1741;114,212673931506;0,850268912311625;0,347007397444519
"Marseille";"Exports";"All";1742;NA;NA;NA
"Marseille";"Exports";"All";1743;101,247580648084;0,778702603819791;0,339739615623063
"Marseille";"Exports";"All";1744;103,088948498226;0,808299924100599;0,377035132819195
"Marseille";"Exports";"All";1745;104,32568177504;0,862945916795027;0,404458598726115
"Marseille";"Exports";"All";1746;104,906269191929;0,848227159519592;0,403726708074534
"Marseille";"Exports";"All";1747;104,837022608497;0,796393761548655;0,371134020618557
"Marseille";"Exports";"All";1748;NA;NA;NA
"Marseille";"Exports";"All";1749;107,4844737091;0,857281826112767;0,374495560936239
"Marseille";"Exports";"All";1750;108,092924314859;0,484465073348869;0,337603617181613
"Marseille";"Exports";"All";1751;105,666960474441;0,762367639593727;0,35511811023622
"Marseille";"Exports";"All";1752;105,519811603934;0,930862298163926;0,375762859633827
"Marseille";"Exports";"All";1753;NA;NA;NA
"Marseille";"Exports";"All";1754;NA;NA;NA
"Marseille";"Exports";"All";1755;104,947493137956;0,899506923745797;0,363327674023769
"Marseille";"Exports";"All";1756;105,753978138868;0,891446046434741;0,322603719599428
"Marseille";"Exports";"All";1757;NA;NA;NA
"Marseille";"Exports";"All";1758;NA;NA;NA
"Marseille";"Exports";"All";1759;111,750644023986;0,849722292825022;0,34530612244898
"Marseille";"Exports";"All";1760;112,611637348052;0,856817831913331;0,322817314746882
"Marseille";"Exports";"All";1761;114,747955673234;0,814212373506976;0,31980742778542
"Marseille";"Exports";"All";1762;117,939872067417;0,840580842602824;0,332382310984308
"Marseille";"Exports";"All";1763;116,337766403059;0,887449313562343;0,281419122068551
"Marseille";"Exports";"All";1764;109,35439714343;0,669039063752373;0,268878718535469
"Marseille";"Exports";"All";1765;111,042269702781;0,711499965633771;0,254406580493537
"Marseille";"Exports";"All";1766;113,256767929328;0,675994421975516;0,275270184361093
"Marseille";"Exports";"All";1767;115,301823790357;0,955991423584128;0,284056200366524
"Marseille";"Exports";"All";1768;112,062421561001;0,699797646632422;0,281063122923588
"Marseille";"Exports";"All";1769;116,038131311032;0,727390146576405;0,290960451977401
"Marseille";"Exports";"All";1770;118,938319747772;0,791607763370185;0,258945998698764
"Marseille";"Exports";"All";1771;NA;NA;NA
"Marseille";"Exports";"All";1772;120,793194106033;0,732076668765641;0,273801707156927
"Marseille";"Exports";"All";1773;117,584371631331;0,750126295676302;0,256673511293634
"Marseille";"Exports";"All";1774;115,414475958945;0,783264767279261;0,25993031358885
"Marseille";"Exports";"All";1775;116,339557582113;0,800131519439652;0,258437801350048
"Marseille";"Exports";"All";1776;115,960139228968;0,813915243636729;0,258
"Marseille";"Exports";"All";1777;115,785686192677;0,780785877006366;0,257425742574257
"Marseille";"Exports";"All";1778;122,068309825125;0,66933574428998;0,227163461538462
"Marseille";"Exports";"All";1779;138,610463997;0,608325740938507;0,295121951219512
"Marseille";"Exports";"All";1780;117,896778916391;0,648216006975573;0,2811004784689
"Marseille";"Exports";"All";1781;NA;NA;NA
"Marseille";"Exports";"All";1782;NA;NA;NA
"Marseille";"Exports";"All";1783;NA;NA;NA
"Marseille";"Exports";"All";1784;NA;NA;NA
"Marseille";"Exports";"All";1785;NA;NA;NA
"Marseille";"Exports";"All";1786;NA;NA;NA
"Marseille";"Exports";"All";1787;NA;NA;NA
"Marseille";"Exports";"All";1788;NA;NA;NA
"Marseille";"Exports";"All";1789;168,911868153573;0,6116747886781;0,172185430463576
"Bordeaux";"Imports";"All";1719;100;0,912032998157245;0,643916913946588
"Bordeaux";"Imports";"All";1720;87,052278637703;0,931255368794971;0,655844155844156
"Bordeaux";"Imports";"All";1721;82,573633297986;0,912679231170165;0,665809768637532
"Bordeaux";"Imports";"All";1722;NA;NA;NA
"Bordeaux";"Imports";"All";1723;107,697128428787;0,926818356043732;0,555075593952484
"Bordeaux";"Imports";"All";1724;136,289751003073;0,872418968094173;0,609071274298056
"Bordeaux";"Imports";"All";1725;88,7927263807786;0,914023914276428;0,587859424920128
"Bordeaux";"Imports";"All";1726;57,7361153402038;0,938429397921315;0,634854771784232
"Bordeaux";"Imports";"All";1727;NA;NA;NA
"Bordeaux";"Imports";"All";1728;38,5918561836504;0,930310359693119;0,68904593639576
"Bordeaux";"Imports";"All";1729;33,6902665441131;0,946830017121315;0,716763005780347
"Bordeaux";"Imports";"All";1730;32,8096773862995;0,945612173698624;0,631578947368421
"Bordeaux";"Imports";"All";1731;26,3061579120992;0,945743203369077;0,640816326530612
"Bordeaux";"Imports";"All";1732;41,8495256515756;0,93746919751369;0,634615384615385
"Bordeaux";"Imports";"All";1733;68,2965478499408;0,942399937539275;0,61304347826087
"Bordeaux";"Imports";"All";1734;65,14619559675;0,963734563273865;0,595454545454545
"Bordeaux";"Imports";"All";1735;67,4849295246013;0,964648038332816;0,685393258426966
"Bordeaux";"Imports";"All";1736;62,5744934482508;0,918907412768273;0,651685393258427
"Bordeaux";"Imports";"All";1737;55,4446503089738;0,796807047893566;0,685567010309278
"Bordeaux";"Imports";"All";1738;58,5908795172869;0,970509735576113;0,570796460176991
"Bordeaux";"Imports";"All";1739;61,2104049868877;0,964007054003018;0,627659574468085
"Bordeaux";"Imports";"All";1740;63,442208502946;0,965760628649599;0,605504587155963
"Bordeaux";"Imports";"All";1741;70,4009351853707;0,960558034062356;0,58695652173913
"Bordeaux";"Imports";"All";1742;71,6534122944476;0,876631125896256;0,58659217877095
"Bordeaux";"Imports";"All";1743;71,7389379926899;0,899512349991223;0,691218130311615
"Bordeaux";"Imports";"All";1744;86,805589330352;0,893523730987397;0,693939393939394
"Bordeaux";"Imports";"All";1745;88,813848029321;0,914945879922611;0,677304964539007
"Bordeaux";"Imports";"All";1746;97,9909981967721;0,899992892506059;0,688102893890675
"Bordeaux";"Imports";"All";1747;99,3157717723986;0,952673033715415;0,707112970711297
"Bordeaux";"Imports";"All";1748;87,1648549424648;0,829113471210198;0,631443298969072
"Bordeaux";"Imports";"All";1749;70,4930884774086;0,968914892028929;0,67027027027027
"Bordeaux";"Imports";"All";1750;77,0377075318596;0,956371718188445;0,655555555555556
"Bordeaux";"Imports";"All";1751;72,8449369262146;0,988971382891514;0,68956043956044
"Bordeaux";"Imports";"All";1752;74,927944969594;0,968115655761464;0,694087403598972
"Bordeaux";"Imports";"All";1753;83,7519221521063;0,938255717550285;0,64850136239782
"Bordeaux";"Imports";"All";1754;95,4000058662194;0,948939318789416;0,651376146788991
"Bordeaux";"Imports";"All";1755;95,0193500171448;0,989230968436967;0,644578313253012
"Bordeaux";"Imports";"All";1756;103,690157880617;0,974406372341714;0,661237785016287
"Bordeaux";"Imports";"All";1757;99,5722172265257;0,967626557581304;0,669781931464174
"Bordeaux";"Imports";"All";1758;106,465160005742;0,944845051571464;0,679245283018868
"Bordeaux";"Imports";"All";1759;130,993500115844;0,953107992280834;0,714285714285714
"Bordeaux";"Imports";"All";1760;118,996011889474;0,910931811838113;0,673913043478261
"Bordeaux";"Imports";"All";1761;130,577543230336;0,888315123247411;0,678466076696165
"Bordeaux";"Imports";"All";1762;122,388076020494;0,962483401251292;0,664451827242525
"Bordeaux";"Imports";"All";1763;118,222195369826;0,975472051239387;0,68976897689769
"Bordeaux";"Imports";"All";1764;NA;NA;NA
"Bordeaux";"Imports";"All";1765;108,513259014282;0,975576142765061;0,748936170212766
"Bordeaux";"Imports";"All";1766;96,076743055973;0,988584725697346;0,754385964912281
"Bordeaux";"Imports";"All";1767;92,0966103092145;0,985352770977526;0,781990521327014
"Bordeaux";"Imports";"All";1768;97,2225925651627;0,988165470821987;0,734042553191489
"Bordeaux";"Imports";"All";1769;92,933284215383;0,990003075782807;0,763888888888889
"Bordeaux";"Imports";"All";1770;93,7317197098467;0,971248406951167;0,759090909090909
"Bordeaux";"Imports";"All";1771;105,681912233956;0,977199971127216;0,673913043478261
"Bordeaux";"Imports";"All";1772;100,284252294819;0,977658274687075;0,646258503401361
"Bordeaux";"Imports";"All";1773;118,138876222843;0,953257321280234;0,666666666666667
"Bordeaux";"Imports";"All";1774;99,710732580972;0,977780560067084;0,649717514124294
"Bordeaux";"Imports";"All";1775;96,3202499825704;0,984503503555648;0,665
"Bordeaux";"Imports";"All";1776;114,370971753751;0,983480574279894;0,626943005181347
"Bordeaux";"Imports";"All";1777;120,235948262639;0,971616968056418;0,6
"Bordeaux";"Imports";"All";1778;139,741787045127;0,940237982876599;0,61
"Bordeaux";"Imports";"All";1779;NA;NA;NA
"Bordeaux";"Imports";"All";1780;142,330149346383;0,947747363228371;0,615384615384615
"Bordeaux";"Imports";"All";1781;NA;NA;NA
"Bordeaux";"Imports";"All";1782;NA;NA;NA
"Bordeaux";"Imports";"All";1783;NA;NA;NA
"Bordeaux";"Imports";"All";1784;NA;NA;NA
"Bordeaux";"Imports";"All";1785;NA;NA;NA
"Bordeaux";"Imports";"All";1786;NA;NA;NA
"Bordeaux";"Imports";"All";1787;NA;NA;NA
"Bordeaux";"Imports";"All";1788;NA;NA;NA
"Bordeaux";"Imports";"All";1789;155,158774393588;0,889711054698012;0,278207109737249
"Bordeaux";"Exports";"All";1718;100;0,775474106940117;0,628571428571429
"Bordeaux";"Exports";"All";1719;NA;NA;NA
"Bordeaux";"Exports";"All";1720;87,0730660198081;0,941025324163244;0,572815533980582
"Bordeaux";"Exports";"All";1721;90,4848318672009;0,933817519810851;0,595918367346939
"Bordeaux";"Exports";"All";1722;NA;NA;NA
"Bordeaux";"Exports";"All";1723;179,747360582386;0,936707778641631;0,584158415841584
"Bordeaux";"Exports";"All";1724;194,482018943407;0,932087530069368;0,650205761316872
"Bordeaux";"Exports";"All";1725;209,048462896789;0,933042322578648;0,596858638743455
"Bordeaux";"Exports";"All";1726;145,644203822668;0,923667943858478;0,582568807339449
"Bordeaux";"Exports";"All";1727;NA;NA;NA
"Bordeaux";"Exports";"All";1728;118,87511872249;0,920966251604222;0,645390070921986
"Bordeaux";"Exports";"All";1729;99,1825209320587;0,913949720302562;0,669902912621359
"Bordeaux";"Exports";"All";1730;117,051224924295;0,905488370272285;0,663461538461538
"Bordeaux";"Exports";"All";1731;106,82704130781;0,849949236137088;0,748031496062992
"Bordeaux";"Exports";"All";1732;126,945502547486;0,889244933735431;0,630681818181818
"Bordeaux";"Exports";"All";1733;134,630517426959;0,885459995563016;0,550802139037433
"Bordeaux";"Exports";"All";1734;186,441068862199;0,878569973377251;0,522613065326633
"Bordeaux";"Exports";"All";1735;137,601161941352;0,877621270508641;0,577889447236181
"Bordeaux";"Exports";"All";1736;143,554891846182;0,856607875385894;0,597087378640777
"Bordeaux";"Exports";"All";1737;145,511713404287;0,785802227893751;0,54
"Bordeaux";"Exports";"All";1738;153,020789190703;0,855807654743574;0,468553459119497
"Bordeaux";"Exports";"All";1739;139,469811724907;0,921521751984855;0,543650793650794
"Bordeaux";"Exports";"All";1740;136,785222878948;0,905966432094486;0,530351437699681
"Bordeaux";"Exports";"All";1741;NA;NA;NA
"Bordeaux";"Exports";"All";1742;153,727274177787;0,951903035817439;0,452079566003617
"Bordeaux";"Exports";"All";1743;128,084014937387;0,854270944032974;0,495575221238938
"Bordeaux";"Exports";"All";1744;119,468663837322;0,934232301019986;0,494350282485876
"Bordeaux";"Exports";"All";1745;120,835391643389;0,986589438339107;0,585365853658537
"Bordeaux";"Exports";"All";1746;124,471468234344;0,90245923254571;0,553314121037464
"Bordeaux";"Exports";"All";1747;120,399569288557;0,985095101369424;0,52059925093633
"Bordeaux";"Exports";"All";1748;133,969862836706;0,944283102263028;0,513698630136986
"Bordeaux";"Exports";"All";1749;117,233368750638;0,971538024053607;0,489304812834225
"Bordeaux";"Exports";"All";1750;133,207027550003;0,939865818134903;0,444162436548223
"Bordeaux";"Exports";"All";1751;141,847513109575;0,979841088999679;0,511627906976744
"Bordeaux";"Exports";"All";1752;130,742152623888;0,967594930143161;0,255988023952096
"Bordeaux";"Exports";"All";1753;130,625963920932;0,979890399456806;0,25
"Bordeaux";"Exports";"All";1754;142,779534427879;0,986734360546759;0,247191011235955
"Bordeaux";"Exports";"All";1755;124,252252962044;0,966536688158374;0,487179487179487
"Bordeaux";"Exports";"All";1756;129,995906792365;0,982877371863811;0,466981132075472
"Bordeaux";"Exports";"All";1757;123,834210672013;0,938253759917389;0,446351931330472
"Bordeaux";"Exports";"All";1758;131,134733978912;0,877312383802232;0,431137724550898
"Bordeaux";"Exports";"All";1759;152,106749892598;0,886224072166155;0,438709677419355
"Bordeaux";"Exports";"All";1760;154,707097474655;0,974737419514675;0,439189189189189
"Bordeaux";"Exports";"All";1761;128,131891999554;0,916625084232659;0,46583850931677
"Bordeaux";"Exports";"All";1762;134,005096573516;0,966074794162048;0,490909090909091
"Bordeaux";"Exports";"All";1763;142,076474049002;0,96896431408684;0,521929824561403
