"Ville";"year";"Termes_echange_value"
"Bayonne";1746;NA
"Bayonne";1747;NA
"Bayonne";1748;NA
"Bayonne";1749;0,917765237184747
"Bayonne";1750;NA
"Bayonne";1751;0,732806955651469
"Bayonne";1752;0,762212726957376
"Bayonne";1753;0,744304933688309
"Bayonne";1754;0,700866102997718
"Bayonne";1755;0,70669062740672
"Bayonne";1756;0,676832753077164
"Bayonne";1757;0,686872242885833
"Bayonne";1758;0,783725039629883
"Bayonne";1759;0,86182171659008
"Bayonne";1760;0,846213731710536
"Bayonne";1761;0,828990311455923
"Bayonne";1762;0,838397198195636
"Bayonne";1763;0,918814093938721
"Bayonne";1764;0,893877621797278
"Bayonne";1765;0,703448251947736
"Bayonne";1766;0,839852358848266
"Bayonne";1767;0,840380165527654
"Bayonne";1768;0,816380327280045
"Bayonne";1769;0,777032142535322
"Bayonne";1770;0,854615888119418
"Bayonne";1771;0,801392804190598
"Bayonne";1772;0,802127171125056
"Bayonne";1773;0,841592406860163
"Bayonne";1774;0,945782423469948
"Bayonne";1775;NA
"Bayonne";1776;0,877373887045811
"Bayonne";1777;NA
"Bayonne";1778;0,827683860852172
"Bayonne";1779;0,831652687020601
"Bayonne";1780;0,787821411304028
"Bayonne";1781;NA
"Bayonne";1782;NA
"Bayonne";1783;NA
"Bayonne";1784;NA
"Bayonne";1785;NA
"Bayonne";1786;NA
"Bayonne";1787;NA
"Bayonne";1788;NA
"Bayonne";1789;NA
"Bordeaux";1718;NA
"Bordeaux";1719;NA
"Bordeaux";1720;0,989849595143822
"Bordeaux";1721;1,08774691999779
"Bordeaux";1722;NA
"Bordeaux";1723;1,48730594257858
"Bordeaux";1724;1,43451190160193
"Bordeaux";1725;2,29481727061426
"Bordeaux";1726;2,36062836581327
"Bordeaux";1727;NA
"Bordeaux";1728;2,81059410812283
"Bordeaux";1729;2,61091201406148
"Bordeaux";1730;3,11605558288487
"Bordeaux";1731;3,47556291632909
"Bordeaux";1732;2,65994342088722
"Bordeaux";1733;1,76661876631733
"Bordeaux";1734;2,61930791880789
"Bordeaux";1735;1,85324724370398
"Bordeaux";1736;2,08071933220517
"Bordeaux";1737;2,37268707697575
"Bordeaux";1738;2,36254896019329
"Bordeaux";1739;2,05575548718617
"Bordeaux";1740;1,96417920970429
"Bordeaux";1741;NA
"Bordeaux";1742;1,95265577652124
"Bordeaux";1743;1,63015292012246
"Bordeaux";1744;1,26750055413474
"Bordeaux";1745;1,25874494210664
"Bordeaux";1746;1,18274412678454
"Bordeaux";1747;1,12683761088106
"Bordeaux";1748;1,44071783214369
"Bordeaux";1749;1,56407504054206
"Bordeaux";1750;NA
"Bordeaux";1751;1,8187650885212
"Bordeaux";1752;1,62934853426884
"Bordeaux";1753;1,46181188490123
"Bordeaux";1754;1,40896511288871
"Bordeaux";1755;1,22759926758371
"Bordeaux";1756;1,17916288787243
"Bordeaux";1757;1,17709752149618
"Bordeaux";1758;1,17592952302229
"Bordeaux";1759;1,11305247838857
"Bordeaux";1760;1,25989105597039
"Bordeaux";1761;0,946346207280371
"Bordeaux";1762;1,06394727587957
"Bordeaux";1763;1,16845815726331
"Bordeaux";1764;NA
"Bordeaux";1765;1,17544890545699
"Bordeaux";1766;1,34902390261732
"Bordeaux";1767;1,42295652513598
"Bordeaux";1768;1,12699262004196
"Bordeaux";1769;1,20957057042589
"Bordeaux";1770;1,32211750011658
"Bordeaux";1771;NA
"Bordeaux";1772;0,990104321382528
"Bordeaux";1773;0,823980850465714
"Bordeaux";1774;1,01944561276987
"Bordeaux";1775;1,1828055521078
"Bordeaux";1776;1,01443360771909
"Bordeaux";1777;1,05833373062691
"Bordeaux";1778;1,05548025513628
"Bordeaux";1779;NA
"Bordeaux";1780;NA
"Bordeaux";1781;NA
"Bordeaux";1782;NA
"Bordeaux";1783;NA
"Bordeaux";1784;NA
"Bordeaux";1785;NA
"Bordeaux";1786;NA
"Bordeaux";1787;NA
"Bordeaux";1788;NA
"Bordeaux";1789;1,04270076621275
"La Rochelle";1718;1
"La Rochelle";1719;1,73851669797124
"La Rochelle";1720;1,68619692965229
"La Rochelle";1721;1,68958184442085
"La Rochelle";1722;1,39287254750067
"La Rochelle";1723;1,30427837723751
"La Rochelle";1724;1,450625315044
"La Rochelle";1725;1,41764880185078
"La Rochelle";1726;1,70856322953708
"La Rochelle";1727;1,77605588829388
"La Rochelle";1728;1,61118951261814
"La Rochelle";1729;1,50242653999135
"La Rochelle";1730;1,40813628390055
"La Rochelle";1731;1,42219822824439
"La Rochelle";1732;1,36433278579323
"La Rochelle";1733;1,45022280386426
"La Rochelle";1734;1,48199358432621
"La Rochelle";1735;1,33018775982435
"La Rochelle";1736;1,28728887824126
"La Rochelle";1737;1,26672615103178
"La Rochelle";1738;1,29125126595076
"La Rochelle";1739;1,30520423173555
"La Rochelle";1740;1,44228969662361
"La Rochelle";1741;1,48047383508677
"La Rochelle";1742;NA
"La Rochelle";1743;NA
"La Rochelle";1744;1,10723735886176
"La Rochelle";1745;NA
"La Rochelle";1746;1,3351037874914
"La Rochelle";1747;1,09714301535475
"La Rochelle";1748;1,21567038140252
"La Rochelle";1749;1,17870063824881
"La Rochelle";1750;NA
"La Rochelle";1751;1,18844239886222
"La Rochelle";1752;2,12045385922521
"La Rochelle";1753;1,02038120744276
"La Rochelle";1754;1,0336072895451
"La Rochelle";1755;NA
"La Rochelle";1756;1,07264184755843
"La Rochelle";1757;0,972734471836123
"La Rochelle";1758;0,978996995783187
"La Rochelle";1759;0,937137095299104
"La Rochelle";1760;0,85164451633351
"La Rochelle";1761;0,840399060383564
"La Rochelle";1762;0,813806339665649
"La Rochelle";1763;NA
"La Rochelle";1764;NA
"La Rochelle";1765;0,986897612285475
"La Rochelle";1766;0,943091886997808
"La Rochelle";1767;0,923749073050635
"La Rochelle";1768;1,01854205267734
"La Rochelle";1769;1,01312107460679
"La Rochelle";1770;1,00624928184497
"La Rochelle";1771;1,04038852993948
"La Rochelle";1772;1,03392449346423
"La Rochelle";1773;0,901901284557872
"La Rochelle";1774;0,892131237832053
"La Rochelle";1775;0,942189622791193
"La Rochelle";1776;0,948992650499303
"La Rochelle";1777;NA
"La Rochelle";1778;0,744833339507359
"La Rochelle";1779;0,609480640859056
"La Rochelle";1780;0,62089324010402
"La Rochelle";1781;NA
"La Rochelle";1782;NA
"La Rochelle";1783;NA
"La Rochelle";1784;NA
"La Rochelle";1785;NA
"La Rochelle";1786;NA
"La Rochelle";1787;NA
"La Rochelle";1788;NA
"La Rochelle";1789;0,813795262930762
"Marseille";1725;1
"Marseille";1726;0,977355641063715
"Marseille";1727;0,980243021791801
"Marseille";1728;1,00233527629227
"Marseille";1729;0,835370401633153
"Marseille";1730;0,927021370522621
"Marseille";1731;1,02627087568559
"Marseille";1732;1,04842169863553
"Marseille";1733;0,969445410487592
"Marseille";1734;NA
"Marseille";1735;1,01992553540502
"Marseille";1736;0,946817711207763
"Marseille";1737;0,9709231367636
"Marseille";1738;1,00065111879634
"Marseille";1739;1,02422123808165
"Marseille";1740;1,13920317305237
"Marseille";1741;1,12446175447039
"Marseille";1742;NA
"Marseille";1743;1,01612311189925
"Marseille";1744;1,01032852297775
"Marseille";1745;1,00830711118797
"Marseille";1746;0,917601042838591
"Marseille";1747;0,949790678724339
"Marseille";1748;NA
"Marseille";1749;NA
"Marseille";1750;1,05265993694672
"Marseille";1751;1,0663649378093
"Marseille";1752;1,08211345674602
"Marseille";1753;NA
"Marseille";1754;NA
"Marseille";1755;1,08231335593447
"Marseille";1756;1,02162817615972
"Marseille";1757;NA
