Exports_imports;Partner;year;Index_value;Part_value;Part_flux
Imports;All;1718;100;0,963163781;0,715189873
Imports;All;1719;69,72752779;0,926640632;0,680073126
Imports;All;1720;60,07385406;0,938656272;0,655893536
Imports;All;1721;59,31947404;0,928590264;0,678104575
Imports;All;1722;61,35374091;0,943787295;0,65503876
Imports;All;1723;78,91320967;0,936706272;0,595774648
Imports;All;1724;97,55763583;0,899401101;0,627118644
Imports;All;1725;63,77139069;0,814086395;0,575604839
Imports;All;1726;51,60823897;0,758444538;0,603752759
Imports;All;1727;44,19852826;0,697245669;0,6011994
Imports;All;1728;37,85784473;0,771111219;0,61752988
Imports;All;1729;37,84987915;0,777972585;0,663636364
Imports;All;1730;37,8863128;0,837725316;0,613202934
Imports;All;1731;35,08430419;0,830958665;0,625092251
Imports;All;1732;42,73923549;0,752679201;0,623899954
Imports;All;1733;48,92328705;0,854163187;0,657635468
Imports;All;1734;44,22344731;0,922712388;0,649233544
Imports;All;1735;45,40592501;0,865827075;0,675465839
Imports;All;1736;44,43398751;0,838740861;0,663764233
Imports;All;1737;42,86496908;0,768867709;0,654938272
Imports;All;1738;42,865331;0,79523927;0,607269854
Imports;All;1739;43,53362953;0,569647298;0,574092247
Imports;All;1740;47,13046756;0,777241857;0,564451158
Imports;All;1741;48,95480581;0,658885788;0,554517134
Imports;All;1742;48,73243926;0,651350282;0,541250657
Imports;All;1743;49,16993635;0,76003421;0,55140665
Imports;All;1744;54,18572424;0,761046147;0,58685446
Imports;All;1745;55,57996421;0,725639539;0,568
Imports;All;1746;61,16885433;0,806162585;0,573512907
Imports;All;1747;61,4450896;0,838087221;0,57840617
Imports;All;1748;55,36998802;0,829553293;0,542479547
Imports;All;1749;49,1889643;0,817714417;0,602494577
Imports;All;1750;54,20791887;0,807953584;0,577155089
Imports;All;1751;51,99451433;0,848170868;0,572987013
Imports;All;1752;49,00803763;0,739761094;0,552644116
Imports;All;1753;51,90238693;0,79784131;0,556517036
Imports;All;1754;54,39164663;0,832877404;0,53483902
Imports;All;1755;53,69500526;0,829558007;0,523226351
Imports;All;1756;55,0814711;0,81870888;0,540239726
Imports;All;1757;56,71922537;0,763677717;0,531943212
Imports;All;1758;63,31587994;0,794426203;0,514781793
Imports;All;1759;63,74644437;0,83599861;0,512936345
Imports;All;1760;61,2508133;0,89971864;0,61003861
Imports;All;1761;67,25232349;0,768860695;0,505478451
Imports;All;1762;65,07416862;0,908676601;0,511226945
Imports;All;1763;59,83835384;0,856419901;0,480479452
Imports;All;1764;58,75166871;0,892947019;0,497191011
Imports;All;1765;58,35089582;0,914754587;0,534996277
Imports;All;1766;56,78002131;0,932870746;0,501629844
Imports;All;1767;58,47801272;0,909016126;0,514312096
Imports;All;1768;60,15085896;0,890052932;0,485469271
Imports;All;1769;58,38076499;0,930823681;0,524370298
Imports;All;1770;59,24506278;0,937297455;0,499766246
Imports;All;1771;61,92566651;0,897241959;0,50509287
Imports;All;1772;61,05036628;0,904044607;0,491003599
Imports;All;1773;64,02085712;0,88176655;0,466328413
Imports;All;1774;59,40631981;0,920929632;0,492729117
Imports;All;1775;58,76845025;0,885987798;0,5
Imports;All;1776;62,89824992;0,896195108;0,511659808
Imports;All;1777;66,28773035;0,910834085;0,440207972
Imports;All;1778;67,31125763;0,889674375;0,514442231
Imports;All;1779;73,1378917;0,758613629;0,490366687
Imports;All;1780;69,14746043;0,721264684;0,465028355
Imports;All;1781;NA;NA;NA
Imports;All;1782;NA;NA;NA
Imports;All;1783;NA;NA;NA
Imports;All;1784;NA;NA;NA
Imports;All;1785;NA;NA;NA
Imports;All;1786;NA;NA;NA
Imports;All;1787;69,66409237;0,571883088;0,218282112
Imports;All;1788;NA;NA;NA
Imports;All;1789;83,64999919;0,82358878;0,380606312
Exports;All;1718;100;0,812741705;0,617200675
Exports;All;1719;115,6674842;0,932993668;0,579365079
Exports;All;1720;87,47679421;0,943714138;0,57712305
Exports;All;1721;93,12734213;0,939984949;0,590277778
Exports;All;1722;106,2541842;0,949009782;0,651785714
Exports;All;1723;170,5481993;0,940478922;0,581521739
Exports;All;1724;184,2247744;0,938388173;0,657534247
Exports;All;1725;188,3084963;0,776523886;0,494132986
Exports;All;1726;148,971216;0,84549397;0,498312711
Exports;All;1727;139,8140695;0,81380623;0,487554905
Exports;All;1728;127,379565;0,865873162;0,453001133
Exports;All;1729;106,5115456;0,879061772;0,556144068
Exports;All;1730;120,2299367;0,84076688;0,50259366
Exports;All;1731;117,6634327;0,831584858;0,484210526
Exports;All;1732;133,0252736;0,86530728;0,475422729
Exports;All;1733;128,7700318;0,863312252;0,49283909
Exports;All;1734;155,4903276;0,889498434;0,462889066
Exports;All;1735;125,758063;0,8825015;0,501512097
Exports;All;1736;126,2889273;0,849041931;0,498220641
Exports;All;1737;127,5276563;0,703649128;0,507470946
Exports;All;1738;136,699725;0,659117508;0,472987872
Exports;All;1739;129,3492672;0,681786845;0,444444444
Exports;All;1740;137,6688608;0,87243431;0,440646821
Exports;All;1741;141,6328786;0,867941217;0,403287462
Exports;All;1742;143,7175113;0,935575731;0,448920863
Exports;All;1743;125,7570719;0,81320547;0,406756757
Exports;All;1744;126,8188452;0,892019878;0,434587081
Exports;All;1745;130,6544256;0,860054596;0,43019802
Exports;All;1746;137,7087848;0,82076142;0,473191796
Exports;All;1747;135,8005112;0,865292378;0,469856087
Exports;All;1748;148,8607601;0,859552627;0,554809843
Exports;All;1749;135,7277449;0,890147292;0,453290247
Exports;All;1750;145,2838749;0,659684861;0,461433819
Exports;All;1751;147,1839851;0,831514926;0,46023235
Exports;All;1752;147,2813104;0,93407577;0,428734974
Exports;All;1753;145,5621307;0,870193256;0,440725806
Exports;All;1754;154,3488698;0,892057054;0,42441638
Exports;All;1755;142,6624885;0,843815887;0,400550796
Exports;All;1756;148,899223;0,77281295;0,423869801
Exports;All;1757;139,8309213;0,885635158;0,5407911
Exports;All;1758;144,6853752;0,8543898;0,544973545
Exports;All;1759;157,4547907;0,835859254;0,425502102
Exports;All;1760;156,3992413;0,897464424;0,406696611
Exports;All;1761;147,5615919;0,8227059;0,417753623
Exports;All;1762;146,8287076;0,90780422;0,422032583
Exports;All;1763;150,8751143;0,886836905;0,383956737
Exports;All;1764;148,1124767;0,832514314;0,374838153
Exports;All;1765;141,1471385;0,85549671;0,390665967
Exports;All;1766;146,8280573;0,636265335;0,376872536
Exports;All;1767;147,8539164;0,942306188;0,379991413
Exports;All;1768;135,0651252;0,840607136;0,391496411
Exports;All;1769;140,3677366;0,847352434;0,393742479
Exports;All;1770;151,200745;0,880080752;0,359612278
Exports;All;1771;147,8078218;0,841712441;0,423062662
Exports;All;1772;138,4162782;0,849186866;0,372380441
Exports;All;1773;133,9530211;0,849487833;0,340765391
Exports;All;1774;132,396734;0,846132175;0,360647572
Exports;All;1775;143,0024587;0,849977595;0,332512315
Exports;All;1776;141,9436883;0,83518808;0,354011976
Exports;All;1777;146,6658803;0,905603517;0,27667611
Exports;All;1778;161,912191;0,835999446;0,305316456
Exports;All;1779;165,3758387;0,754735938;0,406763739
Exports;All;1780;153,118973;0,762751324;0,383105294
Exports;All;1781;NA;NA;NA
Exports;All;1782;NA;NA;NA
Exports;All;1783;NA;NA;NA
Exports;All;1784;NA;NA;NA
Exports;All;1785;NA;NA;NA
Exports;All;1786;NA;NA;NA
Exports;All;1787;NA;NA;NA
Exports;All;1788;NA;NA;NA
Exports;All;1789;185,5123761;0,740756303;0,273085434
Imports;Europe_et_Mediterranee;1718;100;0,148519596;0,518987342
Imports;Europe_et_Mediterranee;1719;112,5984433;0,38238657;0,577696527
Imports;Europe_et_Mediterranee;1720;95,92811671;0,271754397;0,541825095
Imports;Europe_et_Mediterranee;1721;100,1110064;0,393747771;0,578431373
Imports;Europe_et_Mediterranee;1722;101,8948041;0,124402616;0,507751938
Imports;Europe_et_Mediterranee;1723;108,4203905;0,389867712;0,5
Imports;Europe_et_Mediterranee;1724;162,7282528;0,495011975;0,565840939
Imports;Europe_et_Mediterranee;1725;141,503517;0,466333747;0,521169355
Imports;Europe_et_Mediterranee;1726;132,9346621;0,38973772;0,562913907
Imports;Europe_et_Mediterranee;1727;139,7419008;0,289003889;0,530734633
Imports;Europe_et_Mediterranee;1728;125,2343188;0,447046396;0,554780876
Imports;Europe_et_Mediterranee;1729;127,2169268;0,284595984;0,576623377
Imports;Europe_et_Mediterranee;1730;120,9211806;0,481083123;0,562347188
Imports;Europe_et_Mediterranee;1731;116,6658167;0,40245065;0,542435424
Imports;Europe_et_Mediterranee;1732;117,3576356;0,465313095;0,580824456
Imports;Europe_et_Mediterranee;1733;120,3561126;0,568619742;0,602627258
Imports;Europe_et_Mediterranee;1734;113,4091968;0,363243186;0,568981064
Imports;Europe_et_Mediterranee;1735;116,1403367;0,513961162;0,607142857
Imports;Europe_et_Mediterranee;1736;118,7017002;0,342447222;0,591426658
Imports;Europe_et_Mediterranee;1737;114,412006;0,279190489;0,595061728
Imports;Europe_et_Mediterranee;1738;113,88085;0,396908523;0,560647965
Imports;Europe_et_Mediterranee;1739;111,9486423;0,277376234;0,530912659
Imports;Europe_et_Mediterranee;1740;119,5957785;0,372791341;0,514602216
Imports;Europe_et_Mediterranee;1741;123,2341596;0,344469584;0,513128616
Imports;Europe_et_Mediterranee;1742;120,3022535;0,363312025;0,508145034
Imports;Europe_et_Mediterranee;1743;117,8069227;0,446312662;0,520716113
Imports;Europe_et_Mediterranee;1744;116,5767574;0,366556093;0,538862806
