dataentryby,source,sourcepath,sourcetype,year,exportsimports,sheet,marchandises,value,quantit,total,quantity_unit,prix_unitaire
Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1836,Exportations,57,Cantharides,77290,7729,77290,Kilo,10
Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1836,Exportations,59,Cornes de cerf et de snack ; en morceaux,1067,1525,1067,Kilo,0.7
Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1836,Exportations,59,Cornes de cerf et de snack ; en râpures,2580,3685,2580,Kilo,0.7
Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1836,Exportations,145,Ecorces ; autres,3762,4703,3762,Kilo,0.8
Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1836,Exportations,145,Ecorces ; de Quinquina,701904,87738,701904,Kilo,8
Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1836,Exportations,143,"Ecorces de citron, d'orange, et de leurs variétés",6612,13224,6612,Kilo,0.5
Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1836,Exportations,59,Eponges ; communes,56166,9361,56166,Kilo,6
Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1836,Exportations,59,Eponges ; fines,31460,1573,31460,Kilo,20
Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1836,Exportations,147,Feuilles ; d'Oranger,282,282,282,Kilo,1
Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1836,Exportations,147,Feuilles ; de Séné,48489,13854,48489,Kilo,3.5
Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1836,Exportations,149,Feuilles non dénommées,10838,10838,10838,Kilo,1
Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1836,Exportations,149,Fleurs de Lavande et d'Oranger,109448,54724,109448,Kilo,2
Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1836,Exportations,151,Fleurs non dénommées,18758,18758,18758,Kilo,1
Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1836,Exportations,155,Fruits ; Autres,50674,50674,50674,Kilo,1
Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1836,Exportations,153,Fruits ; Badiane ou Anis étoilé de la Chine,8334,4167,8334,Kilo,2
Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1836,Exportations,153,Fruits ; Barbotine,245,817,245,Kilo,0.3
Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1836,Exportations,151,Fruits ; Casse sans apprêt,94841,63227,94841,Kilo,1.5
Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1836,Exportations,155,Fruits ; Follicules de séné,3581,1279,3581,Kilo,2.8
Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1836,Exportations,153,Fruits ; Graine de moutarde,15617,31234,15617,Kilo,0.5
Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1836,Exportations,153,Fruits ; Tamarins en gousses,3775,8389,3775,Kilo,0.45
Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1836,Exportations,147,Herbes,1225,2449,1225,Kilo,0.5
Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1836,Exportations,137,Ipécacuana,33657,2589,33657,Kilo,13
Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1836,Exportations,129,Jus de réglisse,104235,104235,104235,Kilo,1
Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1836,Exportations,155,Lichens médicinaux,928,3095,928,Kilo,0.3
Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1836,Exportations,127,Manne,19112,10618,19112,Kilo,1.8
Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1836,Exportations,315,Médicaments composés ; Autres,2017270,201727,2017270,Kilo,10
Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1836,Exportations,315,Médicaments composés ; Eaux distillées,423075,84615,423075,Kilo,5
Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1836,Exportations,125,Opium,198432,6201,198432,Kilo,32
Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1836,Exportations,141,Racines ; Iris de Florence,10977,6098,10977,Kilo,1.8
Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1836,Exportations,139,Racines ; Jalap,61207,19127,61207,Kilo,3.2
Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1836,Exportations,139,Racines ; Rhubarbe,36610,7322,36610,Kilo,5
Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1836,Exportations,141,Racines ; Réglisse,113521,252267,113521,Kilo,0.45
Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1836,Exportations,143,Racines non dénommées,269703,89901,269703,Kilo,3
Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1836,Exportations,121,Résineux exotiques ; Scammonée,10200,255,10200,Kilo,40
Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1836,Exportations,137,Salsepareille,143478,47826,143478,Kilo,3
Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1836,Exportations,57,Sangsues,30457,1015245,30457,pièce,0.03
Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1836,Exportations,271,Sels ammoniacaux,9510,2972,9510,Kilo,3.1998654105
Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1836,Exportations,275,"Sels, sulfates ; de magnésie",10292,11695,10292,Kilo,0.88
Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1836,Exportations,273,"Sels, sulfates ; de soude",474628,1582093,474628,Kilo,0.3
Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1836,Exportations,117,Térébenthine ; compacte,18607,93033,18607,Kilo,0.2
Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1836,Exportations,119,Térébenthine ; essence,947750,1353928,947750,Kilo,0.7
Pierre Holegien,Tableau décennal,National/Tableau Général/Tableau Décennal/1827-1836_exportations.csv,Tableau décennal,1836,Exportations,119,Térébenthine ; liquide,503,3352,503,Kilo,0.15
