numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,unit_price,value,probleme,remarks
709,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,11,1759,Imports,bonnet de laine,Marseille,Naples,"204,00",livres,"6,0000000","1224,00","0,00",
710,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,11,1759,Imports,boucassin,Marseille,Naples,"20,00",pieces,"6,0000000","120,00","0,00",
711,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,11,1759,Imports,bourde,Marseille,Naples,"430 000,00",livres,"0,0800000","34400,00","0,00",
712,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,11,1759,Imports,capots,Marseille,Naples,"18,00",pieces,"4,0000000","72,00","0,00",
713,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,11,1759,Imports,cantarides,Marseille,Naples,"70,00",livres,"4,0000000","280,00","0,00",
714,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,11,1759,Imports,cedras,Marseille,Naples,"13 950,00",livres,"0,1000000","1395,00","0,00",
715,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,11,1759,Imports,cendre,Marseille,Naples,"364 600,00",livres,"0,0600000","21876,00","0,00",
716,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,11,1759,Imports,cercles de bois,Marseille,Naples,"300 000,00",livres,"0,5000000","150000,00","0,00",
717,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,11,1759,Imports,cercles de bois,Marseille,Naples,"243,00",milliers,"40,0000000","9720,00","0,00",
718,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,11,1759,Imports,ceruze,Marseille,Naples,"130,00",livres,"0,2000000","26,00","0,00",
719,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,11,1759,Imports,chanvre crû,Marseille,Naples,"34 900,00",livres,"0,2000000","6980,00","0,00",
720,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,11,1759,Imports,chocolat,Marseille,Naples,"175,00",livres,"2,0000000","350,00","0,00",
721,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,11,1759,Imports,cire jaune,Marseille,Naples,"90,00",livres,"1,5000000","135,00","0,00",
722,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,11,1759,Imports,citrons,Marseille,Naples,"24,00",milliers,"15,0000000","360,00","0,00",
723,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,11,1759,Imports,clous de fer,Marseille,Naples,"650,00",livres,"0,2500000","162,00","-0,50",
724,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,11,1759,Imports,confitures,Marseille,Naples,"400,00",livres,"1,0000000","400,00","0,00",
725,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,11,1759,Imports,cordes a boyaux,Marseille,Naples,"1 100,00",livres,"6,0000000","6600,00","0,00",
726,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,11,1759,Imports,cornes de cerf rapée,Marseille,Naples,"1 200,00",livres,"0,3000000","180,00","-180,00",erreur de calcul
727,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,11,1759,Imports,cornes de mouton,Marseille,Naples,"11 210,00",livres,"0,1000000","1121,00","0,00",
728,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,11,1759,Imports,cotton filé,Marseille,Naples,"4 500,00",livres,"1,1000000","4950,00","0,00",
729,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,couvertures de coton,Marseille,Naples,"834,00",nombre,"10,0000000","8340,00","0,00",
730,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,couvertures de laine,Marseille,Naples,"60,00",douzaines,"40,0000000","2400,00","0,00",
731,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,couvertures de laine,Marseille,Naples,"3 600,00",livres,"2,0000000","7200,00","0,00",
732,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,crepine de soye,Marseille,Naples,"1,25",livres,"40,0000000","50,00","0,00",
733,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,cuirs de beuf en poil,Marseille,Naples,"775,50",en nombre,"14,0000000","10857,00","0,00",
734,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,cuirs de vache en poil,Marseille,Naples,"72,00",en nombre,"12,0000000","864,00","0,00",
735,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,cuirs testaux,Marseille,Naples,"146,00",livres,"0,1200000","17,00","-0,52",
736,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,cuivre ouvré,Marseille,Naples,"400,00",livres,"1,5000000","600,00","0,00",
737,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,eponges,Marseille,Naples,"100,00",livres,"1,0000000","100,00","0,00",
738,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,escayolles,Marseille,Naples,"30 700,00",livres,"0,1000000","3070,00","0,00",
739,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,esprit de bergamottes,Marseille,Naples,"250,00",livres,"12,0000000","3000,00","0,00",
740,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,esprit de citrons,Marseille,Naples,"2 270,00",livres,"12,0000000","27240,00","0,00",
741,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,essence de citrons,Marseille,Naples,"159,00",livres,"6,0000000","954,00","0,00",
742,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,etoffe de soye,Marseille,Naples,"20,00",pieces,"300,0000000","6000,00","0,00",
743,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,etoffe de soye,Marseille,Naples,"150,00",livres,"40,0000000","6000,00","0,00",
744,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,evantails,Marseille,Naples,"200,00",livres,"6,0000000","1200,00","0,00",
745,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,feves,Marseille,Naples,"880,00",charges,"10,0000000","8800,00","0,00",
746,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,figues,Marseille,Naples,"394 830,00",livres,"0,1000000","39483,00","0,00",
747,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,fil de chevre,Marseille,Naples,"550,00",livres,"4,0000000","2200,00","0,00",
748,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,fleurs artifficielles,Marseille,Naples,"140,00",livres,"50,0000000","7000,00","0,00",
749,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,fromage,Marseille,Naples,"2 534,00",livres,"0,3000000","760,00","-0,20",
750,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,grabeau de corail,Marseille,Naples,"800,00",livres,"0,2000000","160,00","0,00",
751,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,herbes capilaire,Marseille,Naples,"300,00",livres,"0,6000000","180,00","0,00",
752,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,herbes perelles,Marseille,Naples,"1 200,00",livres,"0,4000000","480,00","0,00",
753,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,huille de lin,Marseille,Naples,"18 600,00",livres,"0,3000000","5580,00","0,00",
754,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,huille d'olive,Marseille,Naples,"70 788,00",milleroles,"40,0000000","2831520,00","0,00",
755,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,jambons,Marseille,Naples,"500,00",livres,"0,5000000","250,00","0,00",
756,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,jaune de naples,Marseille,Naples,"2 700,00",livres,"0,7500000","2025,00","0,00",
757,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,jus de citrons,Marseille,Naples,"125 000,00",livres,"0,0600000","7500,00","0,00",
758,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,laine surge,Marseille,Naples,"17 000,00",livres,"0,4000000","6800,00","0,00",
759,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,legumes,Marseille,Naples,"258 900,00",livres,"0,1500000","38835,00","0,00",
760,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,librairie,Marseille,Naples,"6 690,00",livres,"2,0000000","13380,00","0,00",
761,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,lustres,Marseille,Naples,"2 400,00",livres,"1,0000000","2400,00","0,00",
762,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,mâne,Marseille,Naples,"46 800,00",livres,"1,7500000","81900,00","0,00",
763,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,marbre pierres,Marseille,Naples,"54,00",en nombre,"10,0000000","540,00","0,00",
764,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,mercerie,Marseille,Naples,"800,00",livres,"3,5000000","2800,00","0,00",
765,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,mortiers de marbre,Marseille,Naples,"205,00",nombre,"1,5000000","307,00","-0,50",
766,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,morue verte,Marseille,Naples,"29 000,00",livres,"0,4000000","11600,00","0,00",
767,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,mouchoirs de soye,Marseille,Naples,"150,00",douzaines,"28,0000000","4200,00","0,00",
768,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,papiers blanc,Marseille,Naples,"138,00",rames,"6,0000000","828,00","0,00",
769,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,pate d'amande,Marseille,Naples,"250,00",livres,"0,3000000","75,00","0,00",
770,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,peaux de chevre en poil,Marseille,Naples,"39,00",douzaines,"15,0000000","585,00","0,00",
771,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,peaux de chevre en poil,Marseille,Naples,"3 529,00",livres,"0,4000000","1411,00","-0,60",
772,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,peaux de lievre,Marseille,Naples,"150,00",livres,"1,5000000","225,00","0,00",
773,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,peaux de mouton en laine,Marseille,Naples,"1 900,00",livres,"0,5000000","950,00","0,00",
774,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,peaux de veau en poil,Marseille,Naples,"22,00",en nombre,"3,0000000","66,00","0,00",
775,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,peaux de veau en poil,Marseille,Naples,"800,00",livres,"0,2500000","200,00","0,00",
776,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,peintures,Marseille,Naples,"300,00",livres,"0,5000000","150,00","0,00",
777,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,pistaches,Marseille,Naples,"3 600,00",livres,"1,2500000","4500,00","0,00",
778,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,poil de lapin,Marseille,Naples,"330,00",livres,"8,0000000","2640,00","0,00",
779,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,poivre,Marseille,Naples,"760,00",livres,"1,1000000","836,00","0,00",
780,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,planche de sapin,Marseille,Naples,"58,00",douzaines,"9,0000000","522,00","0,00",
781,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,plomb en saumon,Marseille,Naples,"500,00",livres,"0,2500000","125,00","0,00",
782,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,plumes de poules,Marseille,Naples,"3 900,00",livres,"1,5000000","5850,00","0,00",
783,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,poissons salés,Marseille,Naples,"245,00",livres,"0,2500000","61,00","-0,25",
784,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,pomade,Marseille,Naples,"50,00",livres,"1,5000000","75,00","0,00",
785,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,porcelaine,Marseille,Naples,"300,00",livres,"0,0500000","15,00","0,00",
786,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,porte vüe,Marseille,Naples,"250,00",livres,"6,0000000","1500,00","0,00",
787,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,pruneaux,Marseille,Naples,"300,00",livres,"0,2000000","60,00","0,00",
788,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,raclure de corne,Marseille,Naples,"2 800,00",livres,"0,1500000","420,00","0,00",
789,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,raisin sec,Marseille,Naples,"52 200,00",livres,"0,2000000","10440,00","0,00",
790,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,ris,Marseille,Naples,"27 500,00",livres,"0,1200000","3300,00","0,00",
791,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,sain,Marseille,Naples,"1 200,00",livres,"0,2500000","300,00","0,00",
792,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,salicor,Marseille,Naples,"320 000,00",livres,"0,1000000","32000,00","0,00",
793,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,saucissons,Marseille,Naples,"500,00",livres,"1,2500000","625,00","0,00",
794,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,savonettes,Marseille,Naples,"100,00",livres,"6,0000000","600,00","0,00",
795,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,son ,Marseille,Naples,"6 500,00",livres,"0,0300000","195,00","0,00",
796,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,soude,Marseille,Naples,"209 600,00",livres,"0,0800000","16768,00","0,00",
797,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,souffre,Marseille,Naples,"390 000,00",livres,"0,1500000","58500,00","0,00",
798,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,soye crüe,Marseille,Naples,"213 049,00",livres,"12,0000000","2556588,00","0,00",
799,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,suif,Marseille,Naples,"300,00",livres,"0,3500000","105,00","0,00",
800,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,tables de marbre,Marseille,Naples,"48,00",nombre,"20,0000000","960,00","0,00",
801,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,tableaux,Marseille,Naples,"20,00",douzaines,"76,0000000","1520,00","0,00",
802,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,12,1759,Imports,terrailles,Marseille,Naples,"1 000,00",douzaines,"1,0000000","1000,00","0,00",
803,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,13,1759,Imports,toille blanche,Marseille,Naples,"3 755,00",livres,"5,0000000","18775,00","0,00",
804,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,13,1759,Imports,vermichel,Marseille,Naples,"10 939,00",livres,"0,1500000","1640,00","-0,85",
805,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,13,1759,Imports,vin muscat,Marseille,Naples,"135,00",milleroles,"40,0000000","5400,00","0,00",
806,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,13,1759,Imports,viole,Marseille,Naples,"1,00",nombre,"60,0000000","60,00","0,00",
807,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,13,1759,Imports,ajamis,Marseille,Levant,"26 785,00",pieces,"9,0000000","241065,00","0,00",
808,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,13,1759,Imports,alaya,Marseille,Levant,"986,00",pieces,"4,0000000","3944,00","0,00",
809,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,13,1759,Imports,aloes,Marseille,Levant,"3 651,00",livres,"2,0000000","7302,00","0,00",
810,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,13,1759,Imports,anis,Marseille,Levant,"2 475,00",livres,"0,1500000","371,00","-0,25",
811,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,13,1759,Imports,babouches,Marseille,Levant,"294,00",paires,"3,0000000","882,00","0,00",
812,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,13,1759,Imports,bas de couton,Marseille,Levant,"12 585,00",livres,"5,0000000","62925,00","0,00",
813,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,13,1759,Imports,batanonis,Marseille,Levant,"2 550,00",pieces,"4,0000000","10200,00","0,00",
814,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,13,1759,Imports,bazin,Marseille,Levant,"14,00",pieces,"10,0000000","140,00","0,00",
815,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,13,1759,Imports,beure,Marseille,Levant,"400,00",livres,"0,4000000","160,00","0,00",
816,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,13,1759,Imports, biscuits,Marseille,Levant,"200,00",livres,"15,0000000","30,00","-2 970,00","oubli du ""cent"""
817,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,13,1759,Imports,bled froment,Marseille,Levant,"3 577,00",charges,"30,0000000","107310,00","0,00",
818,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,13,1759,Imports,bois a teindre,Marseille,Levant,"8 640,00",livres,"6,0000000","518,00","-51 322,00","oubli du ""cent"""
819,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,13,1759,Imports,bonnets de coton,Marseille,Levant,"3 260,00",livres,"3,0000000","9780,00","0,00",
820,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,13,1759,Imports,bonnets de laine,Marseille,Levant,"8 510,00",livres,"6,0000000","51060,00","0,00",
821,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,13,1759,Imports,boucassin,Marseille,Levant,"10,00",pieces,"6,0000000","60,00","0,00",
822,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1759,Local,13,1759,Imports,bourde,Marseille,Levant,"294 350,00",livres,"0,0400000","11774,00","0,00",
