numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
1,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1748,Local,1,1748,Imports,balais de palmes,Marseille,Angleterre,1310,douzaines,"0,9",1179,0,
2,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1748,Local,1,1748,Imports,bierre,Marseille,Angleterre,5000,livres,"0,05",250,0,
3,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1748,Local,1,1748,Imports,bled froment,Marseille,Angleterre,42928,charges,30,1287840,0,
4,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1748,Local,1,1748,Imports,bourdes,Marseille,Angleterre,75000,livres,"0,08",6000,0,
5,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1748,Local,1,1748,Imports,cordage de chanvre,Marseille,Angleterre,4500,livres,"0,3",1350,0,
6,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1748,Local,1,1748,Imports,cordage d'espars,Marseille,Angleterre,26,douzaines,7,182,0,
7,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1748,Local,1,1748,Imports,cornes de mouton,Marseille,Angleterre,2500,paires,"0,05",125,0,
8,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1748,Local,1,1748,Imports,couperose verte,Marseille,Angleterre,93000,livres,"0,11",10230,0,
9,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1748,Local,1,1748,Imports,cuirs en poil,Marseille,Angleterre,1209,livres,14,16926,0,
10,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1748,Local,1,1748,Imports,encens,Marseille,Angleterre,6600,livres,"0,8",5280,0,
11,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1748,Local,1,1748,Imports,etaim en bloc,Marseille,Angleterre,30000,livres,1,30000,0,
12,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1748,Local,1,1748,Imports,etoupes de chanvre,Marseille,Angleterre,225,livres,"0,12",27,0,
13,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1748,Local,2,1748,Imports,farine,Marseille,Angleterre,35000,livres,"0,13",4550,0,
14,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1748,Local,2,1748,Imports,fer ouvré,Marseille,Angleterre,2500,livres,"0,25",625,0,
15,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1748,Local,2,1748,Imports,filets d'espars,Marseille,Angleterre,19,milliers,50,950,0,
16,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1748,Local,2,1748,Imports,fromage,Marseille,Angleterre,7840,livres,"0,35",2744,0,
17,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1748,Local,2,1748,Imports,grabeau de sené,Marseille,Angleterre,1500,livres,"0,65",975,0,
18,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1748,Local,2,1748,Imports,harangs blancs,Marseille,Angleterre,808,barrils,15,13120,1000,erreur de calcul
19,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1748,Local,2,1748,Imports,hermodatte,Marseille,Angleterre,1200,livres,"0,95",1140,0,
20,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1748,Local,2,1748,Imports,jambons,Marseille,Angleterre,1000,livres,"0,5",500,0,
21,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1748,Local,2,1748,Imports,laine de chevron,Marseille,Angleterre,700,livres,"1,5",1050,0,
22,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1748,Local,2,1748,Imports,laine surge,Marseille,Angleterre,73100,livres,"0,4",29240,0,
23,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1748,Local,2,1748,Imports,legumes,Marseille,Angleterre,14000,livres,"0,15",2100,0,
24,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1748,Local,2,1748,Imports,oignons d'esquilles,Marseille,Angleterre,19000,livres,"0,15",2850,0,
25,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1748,Local,2,1748,Imports,plomb en saumon,Marseille,Angleterre,279250,livres,"0,2",55850,0,
26,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1748,Local,2,1748,Imports,saffranon,Marseille,Angleterre,9000,livres,"0,6",5400,0,
27,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1748,Local,2,1748,Imports,saumon salé,Marseille,Angleterre,560,barrils,24,13440,0,
28,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1748,Local,2,1748,Imports,semence de léen,Marseille,Angleterre,600,livres,"1,6",960,0,
29,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1748,Local,2,1748,Imports,soude,Marseille,Angleterre,56000,livres,"0,09",5040,0,semence de lin?
30,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1748,Local,2,1748,Imports,suif,Marseille,Angleterre,3700,livres,"0,4",1480,0,
31,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1748,Local,2,1748,Imports,tabac,Marseille,Angleterre,1075000,livres,"0,25",268750,0,
32,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1748,Local,2,1748,Imports,toile a voile,Marseille,Angleterre,12,pieces,30,360,0,
33,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1748,Local,2,1748,Imports,agaric,Marseille,Espagne,1456,livres,"2,2",3203,"-0,2",
34,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1748,Local,2,1748,Imports,alun,Marseille,Espagne,16800,livres,"0,12",2016,0,
35,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I29/Marseille – Imports – 1748,Local,2,1748,Imports,amadou,Marseille,Espagne,168,livres,"0,7",117,"-0,6",
