numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
1,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1754.csv,Local,1,1754,Imports,arquifou,Marseille,Angleterre,147800,livres,"0,15",22170,0,
2,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1754.csv,Local,1,1754,Imports,beuf salé,Marseille,Angleterre,170,barrils,35,5950,0,
3,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1754.csv,Local,1,1754,Imports,bierre,Marseille,Angleterre,31,barriques,80,2480,0,
4,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1754.csv,Local,1,1754,Imports,beurre,Marseille,Angleterre,3350,livres,"0,4",1340,0,
5,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1754.csv,Local,1,1754,Imports,bled froment,Marseille,Angleterre,6505,charges,20,130100,0,
6,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1754.csv,Local,1,1754,Imports,cire jaune,Marseille,Angleterre,141487,livres,"1,5",212230,"-0,5",
7,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1754.csv,Local,1,1754,Imports,cordouan,Marseille,Angleterre,348,douzaines,15,5220,0,
8,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1754.csv,Local,1,1754,Imports,charbon de terre,Marseille,Angleterre,4833,chapeaux,"2,5",12082,"-0,5",
9,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1754.csv,Local,1,1754,Imports,charbon de terre,Marseille,Angleterre,1600,mesures,"1,5",2400,0,
10,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1754.csv,Local,1,1754,Imports,cuirs de beuf en poil,Marseille,Angleterre,110,nombre,14,1540,0,
11,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1754.csv,Local,1,1754,Imports,cuivre vieux,Marseille,Angleterre,950,livres,1,950,0,
12,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1754.csv,Local,1,1754,Imports,etain en saumon,Marseille,Angleterre,182400,livres,1,182400,0,
