,"Entré par","Source",,,"Page","Année","Export/Import","Nom Marchandise","Direction","Pays/Région","Quantité","Unité de poids/quantité","Prix unitaire en  Lt (décimale)","Valeur en décimales de livres tournois","Différence","Remarques"
110,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",3,1753,"Imports","noizettes","Marseille","Espagne","162 500,00","livres","0,1000000","16250,00","0,00",
111,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",3,1753,"Imports","olives","Marseille","Espagne","10 000,00","livres","0,1500000","1500,00","0,00",
112,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",3,1753,"Imports","papiers","Marseille","Espagne","176,00","rames","6,0000000","1056,00","0,00",
113,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",3,1753,"Imports","peaux de chagrin","Marseille","Espagne","530,00","livres","2,7000000","1431,00","0,00",
114,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",3,1753,"Imports","peaux de chevre","Marseille","Espagne","360,00","livres","0,4000000","144,00","0,00",
115,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",3,1753,"Imports","peaux de marroquins","Marseille","Espagne","430,00","livres","1,5000000","645,00","0,00",
116,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",3,1753,"Imports","peaux de veau en poil","Marseille","Espagne","2 400,00","livres","0,5000000","1200,00","0,00",
117,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",3,1753,"Imports","peignes de buys","Marseille","Espagne","3 400,00","livres","2,0000000","6800,00","0,00",
118,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",3,1753,"Imports","pignons d'epine","Marseille","Espagne","35 200,00","livres","0,3000000","10560,00","0,00",
119,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",3,1753,"Imports","pistaches","Marseille","Espagne","250,00","livres","1,0000000","250,00","0,00",
120,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",3,1753,"Imports","planches de sapin","Marseille","Espagne","59,00","douzaines","9,0000000","531,00","0,00",
121,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",3,1753,"Imports","poil de lapin","Marseille","Espagne","5 236,00","livres","4,0000000","20944,00","0,00",
122,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",3,1753,"Imports","poisson salé","Marseille","Espagne","246 570,00","livres","0,2500000","61642,00","-0,50",
123,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",3,1753,"Imports","porcelaine","Marseille","Espagne","200,00","livres","5,0000000","1000,00","0,00",
124,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",3,1753,"Imports","poutres","Marseille","Espagne","19,00","nombre","15,0000000","285,00","0,00",
125,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",3,1753,"Imports","quincailles de fer et acier","Marseille","Espagne","345,00","livres","1,0000000","345,00","0,00",
126,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",3,1753,"Imports","quinquina","Marseille","Espagne","16 549,00","livres","4,0000000","66196,00","0,00",
127,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",3,1753,"Imports","raisins secs","Marseille","Espagne","720,00","livres","0,2000000","144,00","0,00",
128,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",3,1753,"Imports","reglisse","Marseille","Espagne","53 730,00","livres","0,1000000","5373,00","0,00",
129,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",3,1753,"Imports","rhubarbe","Marseille","Espagne","173,00","livres","15,0000000","2595,00","0,00",
130,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",3,1753,"Imports","ris","Marseille","Espagne","2 975,00","livres","0,1200000","357,00","0,00",
131,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",3,1753,"Imports","saffran","Marseille","Espagne","450,00","livres","20,0000000","9000,00","0,00",
132,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",3,1753,"Imports","salicor","Marseille","Espagne","471 635,00","livres","0,0400000","18865,00","-0,40",
133,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",3,1753,"Imports","salsepareille","Marseille","Espagne","5 000,00","livres","2,0000000","10000,00","0,00",
134,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",3,1753,"Imports","saumure","Marseille","Espagne","28 100,00","livres","0,2000000","5620,00","0,00",
135,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",3,1753,"Imports","savonnettes","Marseille","Espagne","110,00","livres","0,6000000","66,00","0,00",
136,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",3,1753,"Imports","sel mineral","Marseille","Espagne","4 600,00","livres","1,0000000","4600,00","0,00",
137,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",3,1753,"Imports","sel de saturne","Marseille","Espagne","470,00","livres","1,5000000","705,00","0,00",
138,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",3,1753,"Imports","soude","Marseille","Espagne","24 344 706,00","livres","0,0800000","1947576,00","-0,48",
139,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",3,1753,"Imports","souffre","Marseille","Espagne","11 500,00","livres","0,1500000","1725,00","0,00",
140,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",3,1753,"Imports","soye crüe","Marseille","Espagne","237 806,00","livres","12,0000000","2853672,00","0,00",
141,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",3,1753,"Imports","stocofiche","Marseille","Espagne","34 500,00","livres","0,1500000","5175,00","0,00",
142,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",3,1753,"Imports","sumac","Marseille","Espagne","2 400,00","livres","0,0700000","168,00","0,00",
143,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",3,1753,"Imports","tartre","Marseille","Espagne","2 500,00","livres","0,2400000","600,00","0,00",
144,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",3,1753,"Imports","toilles diverses","Marseille","Espagne","1 782,00","livres","4,0000000","7128,00","0,00",
145,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",3,1753,"Imports","toille a voille","Marseille","Espagne","1 500,00","livres","0,9000000","1350,00","0,00",
146,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",3,1753,"Imports","tourron","Marseille","Espagne","40,00","livres","0,7500000","30,00","0,00",
147,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",3,1753,"Imports","trenelles d'espars","Marseille","Espagne","14 000,00","livres","0,1500000","2100,00","0,00",
148,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",3,1753,"Imports","velours","Marseille","Espagne","32,00","pieces","400,0000000","12800,00","0,00",
149,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",3,1753,"Imports","vers a soye","Marseille","Espagne","57,00","livres","1,5000000","85,00","-0,50",
150,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",3,1753,"Imports","verdet","Marseille","Espagne","5 938,00","livres","0,8000000","4750,00","-0,40",
151,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",3,1753,"Imports","vermichel","Marseille","Espagne","6 800,00","livres","0,2000000","1360,00","0,00",
152,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",3,1753,"Imports","vermillon","Marseille","Espagne","4 516,00","livres","5,0000000","22580,00","0,00",
153,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",3,1753,"Imports","verres cristalins","Marseille","Espagne","200,00","livres","2,0000000","400,00","0,00",
154,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",3,1753,"Imports","vin d'Espagne","Marseille","Espagne","3 028,00","milleroles","20,0000000","60560,00","0,00",
155,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",3,1753,"Imports","vin muscat","Marseille","Espagne","40,00","milleroles","60,0000000","2400,00","0,00",
156,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",3,1753,"Imports","vin rouge","Marseille","Espagne","382,00","milleroles","6,0000000","2292,00","0,00",
157,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",4,1753,"Imports","acier","Marseille","Hollande","3 100,00","livres","0,3500000","1085,00","0,00",
158,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",4,1753,"Imports","ancres de fer","Marseille","Hollande","18 000,00","livres","0,2000000","3600,00","0,00",
159,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",4,1753,"Imports","azur","Marseille","Hollande","950,00","livres","0,5000000","475,00","0,00",
160,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",4,1753,"Imports","baleine coupée","Marseille","Hollande","8 000,00","livres","4,7500000","38000,00","0,00",
161,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",4,1753,"Imports","beaume du perou","Marseille","Hollande","500,00","livres","10,0000000","5000,00","0,00",
162,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",4,1753,"Imports","beuf salé","Marseille","Hollande","400,00","barils","35,0000000","14000,00","0,00",
163,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",4,1753,"Imports","beurre","Marseille","Hollande","5 000,00","livres","0,4000000","2000,00","0,00",
164,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",4,1753,"Imports","beurre","Marseille","Hollande","183,00","barils","50,0000000","9150,00","0,00",
165,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",4,1753,"Imports","biere","Marseille","Hollande","31 000,00","livres","0,0500000","1550,00","0,00",
166,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",4,1753,"Imports","biere","Marseille","Hollande","224,00","barriques","80,0000000","17920,00","0,00",
167,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",4,1753,"Imports","bled froment","Marseille","Hollande","3 300,00","charges","20,0000000","66000,00","0,00",
168,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",4,1753,"Imports","bois de brezil","Marseille","Hollande","1 646,00","pieces","12,0000000","19752,00","0,00",
169,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",4,1753,"Imports","bois de caliatour","Marseille","Hollande","22,00","tonneaux","300,0000000","6600,00","0,00",
170,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",4,1753,"Imports","bois de campeche","Marseille","Hollande","20 000,00","livres","0,1500000","3000,00","0,00",
171,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",4,1753,"Imports","bois de campeche","Marseille","Hollande","965,00","pieces","6,0000000","5790,00","0,00",
172,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",4,1753,"Imports","bois de sandal","Marseille","Hollande","80,00","pieces","10,0000000","800,00","0,00",
173,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",4,1753,"Imports","bois a teindre","Marseille","Hollande","10 800,00","livres","0,2000000","2160,00","0,00",
174,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",4,1753,"Imports","bois a teindre","Marseille","Hollande","119,00","pieces","8,0000000","952,00","0,00",
175,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",4,1753,"Imports","boulets de canon","Marseille","Hollande","500,00","nombre","0,5000000","250,00","0,00",
176,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",4,1753,"Imports","bray","Marseille","Hollande","16 500,00","livres","0,1000000","1650,00","0,00",
177,"Hasna","Archives de la CCI de Marseille - I 30","Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1753.csv","Local",4,1753,"Imports","cacao","Marseille","Hollande","143 100,00","livres","1,3000000","186030,00","0,00",
