numrodesource,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
756,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1746,Import,Eponges,Marseille,Levant,"20 581,00",livres,"1,0000000","20581,00","0,00",
757,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1746,Import,Escamittes,Marseille,Levant,"2 018,00",pièces,"4,0000000","8072,00","0,00",
758,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,15,1746,Import,Escayolles,Marseille,Levant,"179 450,00",livres,"0,1500000","26917,00","-0,50",
759,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1746,Import,Etoffe de soye,Marseille,Levant,"1 405,00",livres,"40,0000000","56200,00","0,00",
760,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1746,Import,Etoupe de soye,Marseille,Levant,"2 176,00",livres,"2,0000000","4352,00","0,00",
761,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1746,Import,Feves,Marseille,Levant,"777,00",charges,"15,0000000","11655,00","0,00",
762,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1746,Import,Figues,Marseille,Levant,"140,00",livres,"0,1000000","14,00","0,00",
763,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1746,Import,Fil de chevre,Marseille,Levant,"181 056,00",livres,"3,0000000","543168,00","0,00",
764,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1746,Import,Fil a coudre,Marseille,Levant,"200,00",livres,"2,0000000","400,00","0,00",
765,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1746,Import,Fil de tisserand,Marseille,Levant,"2 270,00",livres,"0,7500000","1702,00","-0,50",
766,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1746,Import,Folicule de sené,Marseille,Levant,"6 177,00",livres,"3,0000000","18531,00","0,00",
767,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1746,Import,Fourrure de soye,Marseille,Levant,"1 800,00",livres,"8,0000000","14400,00","0,00",
768,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1746,Import,Fromage,Marseille,Levant,"21 350,00",livres,"0,2500000","5337,00","-0,50",
769,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1746,Import,Galbanum,Marseille,Levant,"960,00",livres,"1,5000000","1440,00","0,00",
770,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1746,Import,Galles de levant,Marseille,Levant,"297 584,00",livres,"0,5000000","148792,00","0,00",
771,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1746,Import,Gingembre,Marseille,Levant,"6 000,00",livres,"0,2500000","1500,00","0,00",
772,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1746,Import,Glue,Marseille,Levant,"1 800,00",livres,"0,6000000","1080,00","0,00",
773,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1746,Import,Gomme adragan,Marseille,Levant,"11 751,00",livres,"1,0000000","11751,00","0,00",
774,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1746,Import,Gomme arabique,Marseille,Levant,"6 810,00",livres,"0,4000000","2724,00","0,00",
775,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1746,Import,Gomme armoniac,Marseille,Levant,"320,00",livres,"1,0000000","320,00","0,00",
776,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1746,Import,Gomme sandarac,Marseille,Levant,"4 348,00",livres,"0,8000000","3478,00","-0,40",
777,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1746,Import,Gomme sagapenum,Marseille,Levant,"280,00",livres,"3,0000000","840,00","0,00",
778,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1746,Import,Gomme turique,Marseille,Levant,"13 186,00",livres,"0,4000000","5274,00","-0,40",
779,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1746,Import,Grabeau de sené,Marseille,Levant,"9 984,00",livres,"0,6000000","5990,00","-0,40",
780,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1746,Import,Graine de chanvre,Marseille,Levant,"124 575,00",livres,"0,1200000","14949,00","0,00",
781,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1746,Import,Huile de lin,Marseille,Levant,"3 720,00",livres,"0,3000000","1116,00","0,00",
782,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1746,Import,Huile d'olive,Marseille,Levant,"57 957,00",milleroles,"36,0000000","2086452,00","0,00",
783,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1746,Import,Indiennes,Marseille,Levant,"1 976,00",pièces,"18,0000000","35568,00","0,00",
784,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1746,Import,Indigo,Marseille,Levant,"545,00",livres,"4,0000000","2180,00","0,00",
785,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1746,Import,Laine de chevron,Marseille,Levant,"79 208,00",livres,"1,5000000","118812,00","0,00",
786,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1746,Import,Laine lavée,Marseille,Levant,"113 365,00",livres,"1,1000000","124701,00","-0,50",
787,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1746,Import,Laine surge,Marseille,Levant,"2 291 905,00",livres,"0,4000000","916762,00","0,00",
788,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1746,Import,Langues et yeux de cerf,Marseille,Levant,"200,00",livres,"0,5000000","100,00","0,00",
789,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1746,Import,Legumes,Marseille,Levant,"49 760,00",livres,"0,1500000","7464,00","0,00",
790,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1746,Import,Lin cru,Marseille,Levant,"13 670,00",livres,"0,6000000","8202,00","0,00",
791,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1746,Import,Liqueurs a boire,Marseille,Levant,"800,00",livres,"0,7500000","600,00","0,00",
792,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1746,Import,Mane de calabre,Marseille,Levant,"975,00",livres,"1,2500000","1218,00","-0,75",
793,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1746,Import,Maugarbine,Marseille,Levant,"75,00",pièces,"7,0000000","525,00","0,00",
794,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1746,Import,Mercerie,Marseille,Levant,"1 400,00",livres,"2,0000000","2800,00","0,00",
795,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1746,Import,Mhirre,Marseille,Levant,"155,00",livres,"2,5000000","387,00","-0,50",
796,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1746,Import,Millet,Marseille,Levant,"5 600,00",livres,"0,0300000","168,00","0,00",
797,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1746,Import,Mouchoirs de coton,Marseille,Levant,"549,00",pièces,"16,0000000","8784,00","0,00",
798,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1746,Import,Mouchoirs d'indienne,Marseille,Levant,"60,00",pièces,"20,0000000","1200,00","0,00",
799,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1746,Import,Mouchoirs de soye,Marseille,Levant,"50,00",douzaines,"26,0000000","1300,00","0,00",
800,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1746,Import,Noir de fumée,Marseille,Levant,"900,00",livres,"0,6000000","540,00","0,00",
801,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1746,Import,Noisettes,Marseille,Levant,"1 800,00",livres,"0,1000000","180,00","0,00",
802,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1746,Import,Opium,Marseille,Levant,"1 188,00",livres,"3,0000000","3564,00","0,00",
803,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1746,Import,Oranges,Marseille,Levant,"9 000,00",en nombre,"0,0150000","135,00","0,00",
804,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1746,Import,Orge,Marseille,Levant,"2 489,00",charges,"15,0000000","37335,00","0,00",
805,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1746,Import,Palmes en feuilles,Marseille,Levant,"4 000,00",livres,"0,2500000","1000,00","0,00",
806,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1746,Import,Peaux d'agneau en laine,Marseille,Levant,"6 700,00",livres,"0,9000000","6030,00","0,00",
807,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1746,Import,Peaux de cerf,Marseille,Levant,"2,00",douzaines,"48,0000000","96,00","0,00",
808,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1746,Import,Peaux de cerf,Marseille,Levant,"200,00",livres,"0,5000000","100,00","0,00",
809,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1746,Import,Peaux de chameau en poil,Marseille,Levant,"696,00",en nombre,"7,0000000","4872,00","0,00",
810,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1746,Import,Peaux de chameau en poil,Marseille,Levant,"155,00",livres,"0,5000000","77,00","-0,50",
811,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1746,Import,Peaux de chamois,Marseille,Levant,"400,00",livres,"1,2500000","500,00","0,00",
812,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1746,Import,Peaux de chevre en poil,Marseille,Levant,"125,00",en nombre,"3,0000000","375,00","0,00",
813,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,16,1746,Import,Peaux de chevre en poil,Marseille,Levant,"195,00",livres,"0,4000000","78,00","0,00",
814,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,17,1746,Import,Peaux de maroquin,Marseille,Levant,"1 670,00",livres,"1,5000000","2505,00","0,00",
815,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,17,1746,Import,Peaux de martres,Marseille,Levant,"500,00",en nombre,"4,0000000","2000,00","0,00",
816,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,17,1746,Import,Peaux de mouton en laine,Marseille,Levant,"200,00",livres,"0,7500000","150,00","0,00",
817,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,17,1746,Import,Peaux d'ours,Marseille,Levant,"600,00",en nombre,"6,0000000","3600,00","0,00",
818,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,17,1746,Import,Peaux de veau en poil,Marseille,Levant,"500,00",livres,"0,5000000","250,00","0,00",
819,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,17,1746,Import,Pierres a batir,Marseille,Levant,"1 050,00",pièces,"1,0000000","1050,00","0,00",
820,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,17,1746,Import,Pignons d'inde,Marseille,Levant,"970,00",livres,"3,0000000","2910,00","0,00",
821,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,17,1746,Import,Pistaches,Marseille,Levant,"7 200,00",livres,"1,0000000","7200,00","0,00",
822,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,17,1746,Import,Plumes d'autruche brutes,Marseille,Levant,"8 773,00",livres,"4,0000000","35092,00","0,00",
823,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,17,1746,Import,Poil de chevre,Marseille,Levant,"4 074,00",livres,"3,0000000","12222,00","0,00",
824,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,17,1746,Import,Poil de lapin,Marseille,Levant,"1 800,00",livres,"4,0000000","7200,00","0,00",
825,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,17,1746,Import,Poissons salés,Marseille,Levant,"200,00",livres,"0,2000000","40,00","0,00",
826,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,17,1746,Import,Porcelaine,Marseille,Levant,"450,00",livres,"5,0000000","2250,00","0,00",
827,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,17,1746,Import,Quincaille de fer et acier,Marseille,Levant,"3 000,00",livres,"1,0000000","3000,00","0,00",
828,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,17,1746,Import,Quinquina,Marseille,Levant,"3 210,00",livres,"4,0000000","12840,00","0,00",
829,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,17,1746,Import,Raisins secs,Marseille,Levant,"1 200,00",livres,"0,2000000","240,00","0,00",
830,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,17,1746,Import,Rhubarbe du levant,Marseille,Levant,"1 960,00",livres,"60,0000000","117600,00","0,00",
831,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,17,1746,Import,Ris,Marseille,Levant,"1 761 025,00",livres,"0,1200000","211323,00","0,00",
832,Pascal Fontaine,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1750,Local,17,1746,Import,Saffranum,Marseille,Levant,"79 665,00",livres,"0,6000000","47799,00","0,00",
