numrodeligne,dataentryby,source,sourcepath,sourcetype,sheet,year,exportsimports,marchandises,direction,pays,quantit,quantity_unit,prix_unitaire,value,probleme,remarks
1,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1751.csv,Local,1,1751,Imports,arquifou,Marseille,Angleterre,548750,livres,"0,15",82312,"-0,5",
2,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1751.csv,Local,1,1751,Imports,beuf salé,Marseille,Angleterre,45000,livres,"0,35",15750,0,
3,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1751.csv,Local,1,1751,Imports,bled froment,Marseille,Angleterre,143289,charges,25,3582225,0,
4,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1751.csv,Local,1,1751,Imports,charbon de terre,Marseille,Angleterre,500,chapeaux,"0,5",250,0,
5,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1751.csv,Local,1,1751,Imports,charbon de terre,Marseille,Angleterre,13000,livres,"0,025",325,0,
6,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1751.csv,Local,1,1751,Imports,couperose,Marseille,Angleterre,2500,livres,"0,09",225,0,
7,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1751.csv,Local,1,1751,Imports,cuirs en poil,Marseille,Angleterre,282,en nombre,14,3948,0,
8,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1751.csv,Local,1,1751,Imports,farine,Marseille,Angleterre,33600,livres,"0,1",3360,0,
9,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1751.csv,Local,1,1751,Imports,harans fumes,Marseille,Angleterre,1620,barrils,24,38880,0,
10,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1751.csv,Local,1,1751,Imports,peaux de lapin,Marseille,Angleterre,600,livres,1,600,0,
11,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1751.csv,Local,1,1751,Imports,plomb en saumon,Marseille,Angleterre,1729500,livres,"0,2",345900,0,
12,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1751.csv,Local,1,1751,Imports,ris,Marseille,Angleterre,2500,livres,"0,12",300,0,
13,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1751.csv,Local,1,1751,Imports,saumon salé,Marseille,Angleterre,900,livres,"0,25",225,0,
14,Hasna,Archives de la CCI de Marseille - I 30,Local/Marseille/Archives_de_la_CCI_de_Marseille-I30/Marseille – Imports – 1751.csv,Local,1,1751,Imports,acier,Marseille,Espagne,17500,livres,"0,35",6125,0,
