numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,quantity_unit,prix_unitaire,remarks
941,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,7,Ris,Flandre,"68659,4",343297,Livres,"0,2",
942,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,7,Salpêtre,Flandre,375,500,Livres,"0,75",
943,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,7,Sandarac,Flandre,537,537,Livres,1,
944,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,7,Suif,Flandre,90,200,Livres,"0,45",
945,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,7,Verres cristalins,Flandre,1030,515,Livres,2,
946,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,7,Vin ordinaire,Flandre,150,1,Muids,150,
947,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,7,Acier,Hollande,"87055,5",248730,Livres,"0,35",
948,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,7,Agaric,Hollande,"142,5",95,Livres,"1,5",
949,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,7,Aiguilles,Hollande,120,24,Livres,5,
950,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,7,Allegias,Hollande,1000,40,En nombre,25,
951,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,7,Aloës,Hollande,1110,1110,Livres,1,
952,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,7,Alun,Hollande,"6689,8",33449,Livres,"0,2",
953,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,7,Amandes cassées,Hollande,25921,51842,Livres,"0,5",
954,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,7,Amidon,Hollande,"3881,7",12939,Livres,"0,3",
955,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,7,Angélique,Hollande,"559,5",373,Livres,"1,5",
956,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,7,Anis ; étoilé,Hollande,250,100,Livres,"2,5",
957,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,7,Anis ; verd,Hollande,80,320,Livres,"0,25",
958,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,7,Arcenic,Hollande,"965,5",3862,Livres,"0,25",
959,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,7,Argent vif,Hollande,4440,1110,Livres,4,
960,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,7,Armes ; blanches ; lames d'épées,Hollande,375,250,Livres,"1,5",
961,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,7,Armes ; blanches ; lames de fleuret,Hollande,114,76,Livres,"1,5",
962,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,7,Armes ; blanches; sabres,Hollande,4980,3320,Livres,"1,5",
963,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,7,Armes ; a feu,Hollande,6300,1050,Fusils de traite,6,
964,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,7,Armes ; a feu,Hollande,61800,30900,Livres,2,
965,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,7,Asphaltum,Hollande,630,210,Livres,3,
966,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,7,Assafétida,Hollande,11476,2869,Livres,4,
967,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,7,Azur,Hollande,"85649,2",122356,Livres,"0,7",
968,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,7,Avoine,Hollande,"142564,9",1425649,Livres,"0,1",
969,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,8,Bajutapeaux,Hollande,19500,650,Pièces,30,
970,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,8,Baleine ; coupée,Hollande,117032,29258,Livres,4,
971,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,8,Baleine ; en fanon,Hollande,"173697,5",69479,Livres,"2,5",
972,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,8,Barbuës de gray,Hollande,2370,2370,En nombre,1,
973,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,8,Baume du perou,Hollande,290,58,Livres,5,
974,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,8,Baye de laurier,Hollande,"378,6",1262,Livres,"0,3",
975,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,8,Bazin,Hollande,8784,244,Pièces,36,
976,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,8,Benjoin,Hollande,928,464,Livres,2,
977,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,8,Beuf fumé,Hollande,105,210,Livres,"0,5",
978,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,8,Beurre,Hollande,"293,2",733,Livres,"0,4",
979,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,8,Bierre,Hollande,572,"24,25",Muids,24,-10 erreur calcul
980,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,8,Blanc ; de baleine,Hollande,1182,591,Livres,2,
981,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,8,Blanc ; de plomb,Hollande,"4027,2",13424,Livres,"0,3",
982,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,8,Bled ; froment,Hollande,"1678863,9",11192426,Livres,"0,15",
983,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,8,Bled ; seigle,Hollande,91636,916360,Livres,"0,1",
984,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,8,Bois ; d'amarante,Hollande,"107,5",1075,Livres,"0,1",
985,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,8,Bois ; de Bresil,Hollande,"277,5",1850,Livres,"0,15",
986,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,8,Bois ; de buis,Hollande,"7415,05",49767,Livres,"0,15",-50 erreur calcul
987,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,8,Bois ; de campêche ; en buches,Hollande,"1758,12",14651,Livres,"0,12",
988,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,8,Bois ; de campêche ; moulu,Hollande,1670,8350,Livres,"0,2",
989,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,8,Bois ; de cedre,Hollande,22,220,Livres,"0,1",
990,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,8,Bois ; de fernambourg ; en buches,Hollande,"1212,75",2695,Livres,"0,45",
991,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,8,Bois ; de fernambourg ; moulu,Hollande,1115,2230,Livres,"0,5",
992,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,8,Bois ; fustel,Hollande,"157,5",525,Livres,"0,3",
993,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,8,Bois ; de gayac,Hollande,"57,5",230,Livres,"0,25",
994,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,8,Bois ; du Japon,Hollande,"487,5",1625,Livres,"0,3",
995,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,8,Bois ; jaune,Hollande,1769,17690,Livres,"0,1",
996,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,8,Bois ; de marqueterie,Hollande,"638,7",6387,Livres,"0,1",
997,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,8,Bois ; en planches a barils,Hollande,2998,2998,En nombre,1,
998,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,8,Bois ; Royet,Hollande,"289,2",1928,Livres,"0,15",
999,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,8,Bois ; de Sainte Marthe,Hollande,"6138,6",20462,Livres,"0,3",
1000,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,8,Bois ; de sandal,Hollande,9540,47700,Livres,"0,2",
1001,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,8,Bois ; à teindre; moulu,Hollande,935,4675,Livres,"0,2",
1002,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,8,Borax raffiné,Hollande,51768,12942,Livres,4,
1003,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,8,Braule,Hollande,7000,1000,Pièces,7,
1004,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,9,Bray ; gras,Hollande,90,3,Barils,30,
1005,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,9,Bray ; gras,Hollande,900,"2,5",leths,360,
1006,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,9,Bray ; sec,Hollande,600,20,Barils,30,
1007,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,9,Brosserie,Hollande,763,763,Livres,1,
1008,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,9,Brun rouge,Hollande,"4911,6",61395,Livres,"0,08",
1009,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,9,Cachoux,Hollande,1148,574,Livres,2,
1010,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,9,Caffé,Hollande,100,100,Livres,1,
1011,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,9,Camphre,Hollande,"2847,5",1139,Livres,"2,5",
1012,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,9,Canelle,Hollande,"29220,75","2247,75",Livres,13,
1013,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,9,Cannes a main,Hollande,26190,1746,Livres,15,
1014,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,9,Cannettes,Hollande,1206,8040,Livres,"0,15",
1015,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,9,Cannettes,Hollande,3600,1,Valeur,3600,
1016,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,9,Carabé,Hollande,"2270,4",1892,Livres,"1,2",
1017,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,9,Cascarilles,Hollande,379,1,Valeur,379,
1018,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,9,Cassialignéa,Hollande,"1030,5",229,Livres,"4,5",
1019,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,9,Cauris,Hollande,141,435,Livres,"0,6",-120 ereur de calcul
1020,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,9,Cendre ; bleuë,Hollande,2050,820,Livres,"2,5",
1021,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,9,Cendre ; de plomb,Hollande,"493,75",1975,Livres,"0,25",
1022,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,9,Cendre ; potasse,Hollande,10090,25225,Livres,"0,4",
1023,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,9,Ceruze,Hollande,"344861,1",1149537,Livres,"0,3",
1024,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,9,Chaises de commodité,Hollande,250,1,Valeur,250,
1025,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,9,Chasselas,Hollande,23800,850,Pièces,28,
1026,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,9,Cheveux,Hollande,450,150,Livres,3,
1027,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,9,Chocolat,Hollande,66,44,Livres,"1,5",
1028,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,9,Cinabre,Hollande,244,61,Livres,4,
1029,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,9,Cire jaune,Hollande,40545,22525,Livres,"1,8",
1030,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,9,Colle ; forte,Hollande,"29867,5",58735,Livres,"0,5",500 erreur calcul
1031,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,9,Colle ; de poisson,Hollande,15715,3143,Livres,5,
1032,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,9,Cornes ; de boucs,Hollande,212,1,Valeur,212,
1033,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,9,Cornes ; a lanternes,Hollande,"3496,5",2331,Livres,"1,5",
1034,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,9,Cornes ; plattes,Hollande,"569,4",5694,Livres,"0,1",
1035,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,9,Coroots,Hollande,4550,650,Pièces,7,
1036,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,9,Coton en laine,Hollande,"11512,5",7675,Livres,"1,5",
1037,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,9,Couperose ; blanche,Hollande,711,1185,Livres,"0,6",
1038,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,9,Couperose ; verte,Hollande,"38938,56",486732,Livres,"0,08",
1039,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,10,Couteaux,Hollande,4629,7715,Livres,"0,6",
1040,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,10,Coutil,Hollande,5142,"171,4",Pièces,30,
1041,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,10,Coutil,Hollande,900,450,Livres,2,
1042,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,10,Crayon noir,Hollande,"1763,85",11759,Livres,"0,15",
1043,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,10,Creusets de terre,Hollande,100,1,Valeur,100,
1044,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,10,Crin,Hollande,9020,9020,Livres,1,
1045,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,10,Cuirs de beufs en poil,Hollande,180,12,En nombre,15,
1046,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,10,Cuir de Russie,Hollande,840,700,Livres,"1,2",
1047,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,10,Cuir de Russie,Hollande,6260,1,Valeur,6260,
1048,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,10,Cuivre ; brut,Hollande,1000,1000,Livres,1,
1049,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,10,Cuivre ; en chaudron,Hollande,"8762,5",7175,Livres,"1,9",-4870 erreur calcul
1050,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,10,Cuivre ; en planche,Hollande,"12259,5",8173,Livres,"1,5",
1051,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,10,Cuivre ; vieux,Hollande,"65935,8",73262,Livres,"0,9",
1052,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,10,Curcuma,Hollande,2073,3455,Livres,"0,6",
1053,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,10,Dents de cheval marin,Hollande,471,157,Livres,3,
1054,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,10,Dents d'Elephant,Hollande,147750,59100,Livres,"2,5",
1055,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,10,Eau de senteur,Hollande,"1312,5",525,Livres,"2,5",
1056,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,10,Eau de vie,Hollande,"12133,33","60,667",Muids,200,
1057,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,10,Ecaille de tortue,Hollande,32718,2337,Livres,14,
1058,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,10,Eléxir,Hollande,242,1,Valeur,242,
1059,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,10,Emery,Hollande,"1967,55",13117,Livres,"0,15",
1060,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,10,Encre de la Chine,Hollande,150,1,Valeur,150,
1061,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,10,Esprit de sel,Hollande,200,200,Livres,1,
1062,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,10,Estampes,Hollande,395000,3950,Livres,100,
1063,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,10,Etaim ; en bloc,Hollande,52059,49580,Livres,"1,05",
1064,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,10,Etaim ; de glace,Hollande,145,145,Livres,1,
1065,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,10,Etaim ; des Indes,Hollande,12525,8350,Livres,"1,5",
1066,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,10,Euphorbe,Hollande,260,650,Livres,"0,4",
1067,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,10,Farine,Hollande,"2136,4",10682,Livres,"0,2",
1068,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,10,Fayance,Hollande,"2007,6",3346,Livres,"0,6",
1069,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,10,Fer ; en ancres,Hollande,5811,19370,Livres,"0,3",
1070,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,10,Fer ; en barres,Hollande,"18617,7",124118,Livres,"0,15",
1071,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,10,Fer ; en baterie,Hollande,"922,5",3075,Livres,"0,3",
1072,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,10,Fer ; blanc ; double,Hollande,"337,5",1350,Feuilles,"0,25",
1073,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,10,Fer ; blanc ; simple,Hollande,54430,121,Barils de 450 feuilles,130,38700 Erreur calcul
1074,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Entrées - 1767-69-74.csv,Local,1769,Imports,Rouen,11,Fer ; en cercles,Hollande,1495,7475,Livres,"0,2",
