numrodeligne,dataentryby,source,sourcepath,sourcetype,year,exportsimports,direction,sheet,marchandises,pays,value,quantit,quantity_unit,prix_unitaire,remarks
845,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,26,Vin ; de Bourgogne,Suede,520,2,Muids,260,
846,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,26,Vin ; de Champagne,Suede,1725,"5,75",Muids,300,5 Muids 3/4
847,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,26,Vin ; ordinaire,Suede,72,"0,5",Muids,144,1/2 muid
848,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,26,Vinaigre,Suede,60,1,Barique,60,
849,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,26,Bas de fil,Suisse,185,37,Livres,5,
850,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,26,Bas de laine,Suisse,120,20,Livres,6,
851,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,26,Caffé,Suisse,"2601,9",2891,Livres,"0,9",
852,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,26,confitures,Suisse,162,162,Livres,1,
853,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,26,Coton en laine,Suisse,"2203,25",1259,Livres,"1,75",
854,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,26,Coutil,Suisse,260,130,Livres,2,
855,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,26,Couvertures de laine,Suisse,1152,576,Livres,2,
856,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,26,Drap ; d'Elbeuf,Suisse,30170,2155,Aulnes,14,
857,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,26,Drap ; de Louviers,Suisse,4698,261,Aulnes,18,
858,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,26,Espagnolette ; croisée,Suisse,3647,521,Livres,7,
859,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,26,Espagnolette ; simple,Suisse,1974,329,Livres,6,
860,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,26,Etoffe au quart,Suisse,1920,96,Livres,20,
861,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,26,Mouchoirs de coton,Suisse,520,130,Livres,4,
862,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,26,Serge imprimée,Suisse,1468,367,Livres,4,
863,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,26,Siamoise ; ordinaire,Suisse,28160,7040,Livres,4,
864,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,26,Siamoise ; a fleurs,Suisse,2428,607,Livres,4,
865,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,26,Sucre ; brut,Suisse,705,2350,Livres,"0,3",
866,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,26,Sucre ; terré,Suisse,45344,90688,Livres,"0,5",
867,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,26,Toile ; cirée,Suisse,1177,1,Valeur,1177,
868,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,27,Toile ; fil et coton,Suisse,10624,2656,Livres,4,
869,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,27,Toile ; de lin de Rouen,Suisse,5220,522,Livres,10,
870,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,27,Velours de coton,Suisse,1410,141,Livres,10,
871,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,27,Anisette,Guinée,48,12,Pots,4,
872,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,27,Argenterie,Guinée,855,15,Livres,57,
873,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,27,Armes ; blanches,Guinée,"3487,5",2325,Livres,"1,5",
874,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,27,Armes ; a feu fusils,Guinée,37125,2475,En nombre,15,
875,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,27,Armes ; a feu,Guinée,21220,10610,Livres,2,
876,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,27,Bajutapeaux,Guinée,16716,597,Pièces,28,
877,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,27,Bayettes de Beauvais,Guinée,2630,1315,Livres,2,
878,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,27,Beuf a la daube,Guinée,"316,5",633,Livres,"0,5",
879,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,27,Beuf salé,Guinée,6080,152,Barils,40,
880,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,27,Beuf salé,Guinée,"36033,6",90084,Livres,"0,4",
881,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,27,Beurre,Guinée,520,4,Barils,130,
882,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,27,Beurre,Guinée,"146,67","2,667",frequins,55,2 fraquins 2/3
883,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,27,Beurre,Guinée,480,6,tinnes,80,"Unité de mesure de Normandie, le dictionnaire Savary mentionne la tinette: un récipient qui fait de 20 à 200 livres pesant."
884,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,27,Beurre,Guinée,"7447,6",18619,Livres,"0,4",
885,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,27,Bouchons de liege,Guinée,78,26,Livres,3,
886,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,27,Bougie,Guinée,100,2,Caisses,50,
887,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,27,Bougie,Guinée,2000,1000,Livres,2,
888,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,27,Braule,Guinée,7651,1093,Pièces,7,
889,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,27,Bray gras,Guinée,750,25,Barils,30,
890,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,27,Bray gras,Guinée,"322,5",3225,Livres,"0,1",
891,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,27,Bray sec,Guinée,90,3,Barils,30,
892,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,27,Bray sec,Guinée,875,8750,Livres,"0,1",
893,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,27,Briques,Guinée,15,1500,Livres,"0,01",
894,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,27,Canettes de Grez,Guinée,"1657,5",11050,En nombre,"0,15",
895,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,27,Cartes a jouer,Guinée,"43,5",29,Livres,"1,5",
896,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,27,Cercle de bois,Guinée,"131,25",105,Paquets,"1,25",
897,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,27,Chaises,Guinée,2328,1552,En nombre,"1,5",
898,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,27,Chandelles,Guinée,"433,5",867,Livres,"0,5",
899,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,27,Chapeaux a negres,Guinée,468,312,En nombre,"1,5",
900,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,28,Charbon de terre,Guinée,1350,45,Barriques,30,
901,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,28,Charbon de terre,Guinée,1510,302,Barils,5,
902,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,28,Chasselas,Guinée,34412,1229,Pièces,28,
903,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,28,Chaux,Guinée,30,1,Barriques,30,
904,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,28,Chaux,Guinée,85,3400,Livres,"0,025",
905,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,28,Cire,Guinée,486,270,Livres,"1,8",
906,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,28,Clouds de fer,Guinée,"6280,5",20935,Livres,"0,3",
907,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,28,Corail ouvré,Guinée,180,9,Livres,20,
908,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,28,Coroos,Guinée,7847,1121,Pièces,7,
909,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,28,Couteaux,Guinée,7989,10652,Livres,"0,75",
910,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,28,Cuisses d'oyes,Guinée,585,13,Barils,45,
911,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,28,Cuivre ; en bassin,Guinée,"236,25",135,Livres,"1,75",
912,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,28,Cuivre ; brut,Guinée,2370,1580,Livres,"1,5",
913,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,28,Cuivre ; en chandeliers,Guinée,800,400,Livres,2,
914,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,28,Cuivre ; en plats,Guinée,8000,4000,Livres,2,
915,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,28,Dentelle,Guinée,415,1,Valeur,415,
916,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,28,Drap de Carcassone,Guinée,3312,828,Livres,4,
917,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,28,Eau de vie ; de cidre,Guinée,6120,51,Barriques,120,
918,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,28,Eau de vie ; de cidre,Guinée,12000,12000,Pots,1,
919,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,28,Eau de vie ; de vin,Guinée,51912,"180,25",Muids,288,180 muids 1/4
920,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,28,Eau de vie ; de vin,Guinée,720,3,Barriques,240,
921,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,28,Ecaille,Guinée,60,12,Paires,5,
922,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,28,Epicerie,Guinée,300,150,Livres,2,
923,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,28,Etain en plat,Guinée,330,220,En nombre,"1,5",
924,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,28,Etoffe de soye,Guinée,3900,65,Livres,60,
925,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,28,Farine,Guinée,1224,34,Barils,36,
926,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,28,Farine,Guinée,8740,43700,Livres,"0,2",
927,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,28,Fayance,Guinée,4260,7100,Livres,"0,6",
928,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,28,Fer ; en ancres,Guinée,"109,5",365,Livres,"0,3",
929,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,28,Fer ; en barres,Guinée,"15441,75",102945,Livres,"0,15",
930,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,28,Fer ; en cercles,Guinée,953,4765,Livres,"0,2",
931,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,28,Fer ; en marmittes,Guinée,20,200,Livres,"0,1",
932,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,28,Fer ; en poids,Guinée,450,4500,Livres,"0,1",
933,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,28,Fer ; en serrures,Guinée,"62,4",104,Livres,"0,6",
934,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,28,Ferrements,Guinée,1500,2500,Livres,"0,6",
935,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,28,Feves,Guinée,65368,326840,Livres,"0,2",
936,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,29,Fevrolle,Guinée,3733,37330,Livres,"0,1",
937,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,29,Fil,Guinée,9420,1884,Livres,5,
938,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,29,Fromage,Guinée,"1423,2",3558,Livres,"0,4",
939,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,29,Futailles,Guinée,6000,300,En nombre,20,
940,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,29,Gaudron,Guinée,40,2,Gommes,20,
941,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,29,Gaudron,Guinée,630,35,Barils,18,
942,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,29,Graine de Genievre,Guinée,6,20,Livres,"0,3",
943,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,29,Gruau,Guinée,"7757,5",31030,Livres,"0,25",
944,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,29,Guinées bleues,Guinée,71680,2240,Pièces,32,
945,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,29,Guinées bleues,Guinée,6920,1730,Livres,4,
946,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,29,Huile d'olive,Guinée,300,500,Livres,"0,6",
947,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,29,Jambon,Guinée,400,1,Barriques,400,
948,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,29,Jambon,Guinée,344,430,Livres,"0,8",
949,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,29,Indienne,Guinée,43650,485,Pièces,90,
950,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,29,Indienne,Guinée,1200,300,Livres,4,
951,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,29,Langues salées,Guinée,504,840,Livres,"0,6",
952,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,29,Lard,Guinée,660,11,Barils,60,
953,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,29,Lard,Guinée,2224,5560,Livres,"0,4",
954,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,29,Liège,Guinée,80,200,Livres,"0,4",
955,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,29,Limeneas,Guinée,33240,1108,Pièces,30,
956,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,29,Liqueur,Guinée,464,"1,074",Barriques,432,1 bariques et 8 pots. Il y a 108 pots dans une barique.
957,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,29,Marchandises meslées,Guinée,13640,1,Valeur,13640,
958,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,29,Mercerie,Guinée,23772,5943,Livres,4,
959,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,29,Mercerie,Guinée,120,1,Valeur,120,
960,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,29,Mouchoir ; fil et de coton,Guinée,800,200,Livres,4,
961,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,29,Mouchoir ; de Romals,Guinée,3600,240,Pièces,15,
962,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,29,Moutons,Guinée,100,10,En nombre,10,
963,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,29,Neganepeaux,Guinée,7280,260,Pièces,28,
964,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,29,Nicaneas,Guinée,95850,3834,Pièces,25,
965,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,29,Orge,Guinée,40,5,Barils,8,
966,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,29,Ozier,Guinée,52,26,Paquets,2,
967,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,29,Pinceaux,Guinée,"56,25",75,Livres,"0,75",
968,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,29,Peintures,Guinée,15,30,Livres,"0,5",
969,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,29,Peluche,Guinée,350,50,Livres,7,
970,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,29,Pierre a fusil,Guinée,10,200,Livres,"0,05",
971,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,29,Pipes a fumer,Guinée,330,110,Grosses,3,
972,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,30,Planches de sapin,Guinée,460,460,En nombre,1,
973,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,30,Plomb ; en grenaille,Guinée,"1522,8",5076,Livres,"0,3",
974,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,30,Plomb ; en rouleaux,Guinée,900,3000,Livres,"0,3",
975,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,30,Plomb ; en saumon,Guinée,138,690,Livres,"0,2",
976,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,30,Pois,Guinée,135,9,Barils,15,
977,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,30,Poisson,Guinée,600,2000,Livres,"0,3",
978,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,30,Pomade,Guinée,"78,75",105,Livres,"0,75",
979,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,30,Poudre ; a poudrer,Guinée,150,500,Livres,"0,3",
980,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,30,Poudre ; a tirer,Guinée,900,60,Barils,15,
981,Pascal Fontaine,CCI Rouen Carton VIII 110,Local/Rouen/Rouen - Sorties - 1767-69-74.csv,Local,1767,Exports,Rouen,30,Poudre ; a tirer,Guinée,46340,33100,Livres,"1,4",
