line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_value,absurd_quantity,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
4012,Local,1764,Nantes,,Angleterre,Imports,Bœuf salé,,,117105,,468420,Livres,.25,sources/Local/AD44_C716_Nantes_Imports_1764.csv,AD44 C716,1,,,,,Pascal Fontaine,,,0,,,,,,,,,,
4013,Local,1764,Nantes,,Angleterre,Imports,Bœuf salé,,,172680,,4317,Barils,40,sources/Local/AD44_C716_Nantes_Imports_1764.csv,AD44 C716,1,,,,,Pascal Fontaine,,,0,,,,,,,,,,
4014,Local,1764,Nantes,,Angleterre,Imports,Bœuf salé,,,10430,,149,Tierçons,70,sources/Local/AD44_C716_Nantes_Imports_1764.csv,AD44 C716,1,,,,,Pascal Fontaine,,,0,,,,,,,,,,
4015,Local,1764,Nantes,,Angleterre,Imports,Beure,,,25459.2,,63648,Livres,.4,sources/Local/AD44_C716_Nantes_Imports_1764.csv,AD44 C716,1,,,,,Pascal Fontaine,,,0,,,,,,,,,,
4016,Local,1764,Nantes,,Angleterre,Imports,Biere,,,20,,1,Bariques,20,sources/Local/AD44_C716_Nantes_Imports_1764.csv,AD44 C716,1,,,,,Pascal Fontaine,,,0,,,,,,,,,,
4017,Local,1764,Nantes,,Angleterre,Imports,Chandelle,,,10193.4,,22652,Livres,.45,sources/Local/AD44_C716_Nantes_Imports_1764.csv,AD44 C716,1,,,,,Pascal Fontaine,,,0,,,,,,,,,,
4018,Local,1764,Nantes,,Angleterre,Imports,Cochons salés,,,240,,6,Barils,40,sources/Local/AD44_C716_Nantes_Imports_1764.csv,AD44 C716,1,,,,,Pascal Fontaine,,,0,,,,,,,,,,
4019,Local,1764,Nantes,,Angleterre,Imports,Cuirs de bœuf en poil,,,146043,,5409,nombre,27,sources/Local/AD44_C716_Nantes_Imports_1764.csv,AD44 C716,1,,,,,Pascal Fontaine,,,0,,,,,,,,,,
4020,Local,1764,Nantes,,Angleterre,Imports,Langues salées,,,200,,5,Barils,40,sources/Local/AD44_C716_Nantes_Imports_1764.csv,AD44 C716,1,,,,,Pascal Fontaine,,,0,,,,,,,,,,
4021,Local,1764,Nantes,,Angleterre,Imports,Langues salées,,,369,,1230,Livres,.3,sources/Local/AD44_C716_Nantes_Imports_1764.csv,AD44 C716,1,,,,,Pascal Fontaine,,,0,,,,,,,,,,
4022,Local,1764,Nantes,,Angleterre,Imports,Plomb en saumon,,,29520,,118080,Livres,.25,sources/Local/AD44_C716_Nantes_Imports_1764.csv,AD44 C716,1,,,,,Pascal Fontaine,,,0,,,,,,,,,,
4023,Local,1764,Nantes,,Angleterre,Imports,Poil de bœuf,,,1250,,125,Balles,10,sources/Local/AD44_C716_Nantes_Imports_1764.csv,AD44 C716,1,,,,,Pascal Fontaine,,,0,,,,,,,,,,
