line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,Local,1737,Bordeaux,,Angleterre,Imports,Bœuf salé,,,"465732,00",,"25 874,00",Barils,"18,0000000",sources/Local/AD33_C4268_Bordeaux_Imports_1737.csv,AD33 C4268,1,,,,,Demba,,,"0,00",,,,,,,,
2,Local,1737,Bordeaux,,Angleterre,Imports,Beurre salé,,,"406431,00",,"1 505 300,00",Livres,"0,2700000",sources/Local/AD33_C4268_Bordeaux_Imports_1737.csv,AD33 C4268,1,,,,,Demba,,,"0,00",,,,,,,,
3,Local,1737,Bordeaux,,Angleterre,Imports,Bled froment,,,"304300,00",,"35 800,00",Boisseaux,"8,5000000",sources/Local/AD33_C4268_Bordeaux_Imports_1737.csv,AD33 C4268,1,,,,,Demba,,,"0,00",,,,,,,,
4,Local,1737,Bordeaux,,Angleterre,Imports,Bouteilles de verre,,,"1550,00",,"775,00",Douzaines,"2,0000000",sources/Local/AD33_C4268_Bordeaux_Imports_1737.csv,AD33 C4268,1,,,,,Demba,,,"0,00",,,,,,,,
5,Local,1737,Bordeaux,,Angleterre,Imports,Cuirs verts en poil,,,"3300,00",,"600,00",Nombre,"5,5000000",sources/Local/AD33_C4268_Bordeaux_Imports_1737.csv,AD33 C4268,1,,,,,Demba,,,"0,00",,,,,,,,
6,Local,1737,Bordeaux,,Angleterre,Imports,Cire jaune,,,"850,00",,"850,00",Livres,"1,0000000",sources/Local/AD33_C4268_Bordeaux_Imports_1737.csv,AD33 C4268,1,,,,,Demba,,,"0,00",,,,,,,,
7,Local,1737,Bordeaux,,Angleterre,Imports,Charbon de terre,,,"25912,50",,"172,75",Tonneaux,"150,0000000",sources/Local/AD33_C4268_Bordeaux_Imports_1737.csv,AD33 C4268,1,,,,,Demba,,,"0,00",,,,,,,,
8,Local,1737,Bordeaux,,Angleterre,Imports,Chandelles,,,"165,00",,"550,00",Livres,"0,3000000",sources/Local/AD33_C4268_Bordeaux_Imports_1737.csv,AD33 C4268,1,,,,,Demba,,,"0,00",,,,,,,,
9,Local,1737,Bordeaux,,Angleterre,Imports,Fromage,,,"2983,50",,"16 575,00",Livres,"0,1800000",sources/Local/AD33_C4268_Bordeaux_Imports_1737.csv,AD33 C4268,1,,,,,Demba,,,"0,00",,,,,,,,
10,Local,1737,Bordeaux,,Angleterre,Imports,Laine en suin,,,"47500,00",,"38 000,00",Livres,"1,2500000",sources/Local/AD33_C4268_Bordeaux_Imports_1737.csv,AD33 C4268,1,,,,,Demba,,,"0,00",,,,,,,,
11,Local,1737,Bordeaux,,Angleterre,Imports,Suif,,,"65918,75",,"263 675,00",Livres,"0,2500000",sources/Local/AD33_C4268_Bordeaux_Imports_1737.csv,AD33 C4268,1,,,,,Demba,,,"0,00",,,,,,,,
12,Local,1737,Bordeaux,,Angleterre,Imports,Tabac de virginie,,,"472920,00",,"1 576 400,00",Livres,"0,3000000",sources/Local/AD33_C4268_Bordeaux_Imports_1737.csv,AD33 C4268,1,,,,,Demba,,,"0,00",,,,,,,,
13,Local,1737,Bordeaux,,Hollande,Imports,Azur commun,,,"340,00",,"1 360,00",Livres,"0,2500000",sources/Local/AD33_C4268_Bordeaux_Imports_1737.csv,AD33 C4268,1,,,,,Demba,,,"0,00",,,,,,,,
14,Local,1737,Bordeaux,,Hollande,Imports,Aiguilles a coudres,,,"2500,00",,"500,00",Livres,"5,0000000",sources/Local/AD33_C4268_Bordeaux_Imports_1737.csv,AD33 C4268,1,,,,,Demba,,,"0,00",,,,,,,,
15,Local,1737,Bordeaux,,Hollande,Imports,Acier,,,"2767,50",,"9 225,00",Livres,"0,3000000",sources/Local/AD33_C4268_Bordeaux_Imports_1737.csv,AD33 C4268,1,,,,,Demba,,,"0,00",,,,,,,,
16,Local,1737,Bordeaux,,Hollande,Imports,Allumettes a vin,,,"232,50",,"1 550,00",Livres,"0,1500000",sources/Local/AD33_C4268_Bordeaux_Imports_1737.csv,AD33 C4268,1,,,,,Demba,,,"0,00",,,,,,,,
17,Local,1737,Bordeaux,,Hollande,Imports,Arcenic,,,"510,00",,"1 700,00",Livres,"0,3000000",sources/Local/AD33_C4268_Bordeaux_Imports_1737.csv,AD33 C4268,1,,,,,Demba,,,"0,00",,,,,,,,
18,Local,1737,Bordeaux,,Hollande,Imports,Biscuit de mer,,,"60,00",,"750,00",Livres,"0,0800000",sources/Local/AD33_C4268_Bordeaux_Imports_1737.csv,AD33 C4268,1,,,,,Demba,,,"0,00",,,,,,,,
19,Local,1737,Bordeaux,,Hollande,Imports,Beurre salé,,,"6389,50",,"24 575,00",Livres,"0,2600000",sources/Local/AD33_C4268_Bordeaux_Imports_1737.csv,AD33 C4268,1,,,,,Demba,,,"0,00",,,,,,,,
20,Local,1737,Bordeaux,,Hollande,Imports,Bierre,,,"7220,00",,"361,00",Barriques,"20,0000000",sources/Local/AD33_C4268_Bordeaux_Imports_1737.csv,AD33 C4268,1,,,,,Demba,,,"0,00",,,,,,,,
21,Local,1737,Bordeaux,,Hollande,Imports,Bled froment,,,"200,00",,"25,00",Boisseaux,"8,0000000",sources/Local/AD33_C4268_Bordeaux_Imports_1737.csv,AD33 C4268,1,,,,,Demba,,,"0,00",,,,,,,,
22,Local,1737,Bordeaux,,Hollande,Imports,Bas de fil,,,"288,00",,"16,00",Douzaines,"18,0000000",sources/Local/AD33_C4268_Bordeaux_Imports_1737.csv,AD33 C4268,2,,,,,Demba,,,"0,00",,,,,,,,
