line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1683,Local,1735,Marseille,,Pour la Hollande,Exports,Anchois,,,112.5,,75,pots,1.5,sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1735.csv,Archives de la CCI de Marseille - I 21,1,,,,,Demba,,,0,,,,,,,,,
1684,Local,1735,Marseille,,Pour la Hollande,Exports,Amandes cassées,,,192417.5,,874625,livres,.22,sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1735.csv,Archives de la CCI de Marseille - I 21,1,,,,,Demba,,,0,,,,,,,,,
1685,Local,1735,Marseille,,Pour la Hollande,Exports,Amandes en coques,,,7674,,63950,livres,.12,sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1735.csv,Archives de la CCI de Marseille - I 21,1,,,,,Demba,,,0,,,,,,,,,
1686,Local,1735,Marseille,,Pour la Hollande,Exports,Agaric,,,27,,75,livres,.36000001,sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1735.csv,Archives de la CCI de Marseille - I 21,1,,,,,Demba,,,0,,,,,,,,,
1687,Local,1735,Marseille,,Pour la Hollande,Exports,Artoloche,,,99,,825,livres,.12,sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1735.csv,Archives de la CCI de Marseille - I 21,1,,,,,Demba,,,0,,,,,,,,,
1688,Local,1735,Marseille,,Pour la Hollande,Exports,Confitures seches,,,35,,50,livres,.69999999,sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1735.csv,Archives de la CCI de Marseille - I 21,1,,,,,Demba,,,0,,,,,,,,,
1689,Local,1735,Marseille,,Pour la Hollande,Exports,Capres,,,69795,,387750,livres,.18000001,sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1735.csv,Archives de la CCI de Marseille - I 21,1,,,,,Demba,,,0,,,,,,,,,
1690,Local,1735,Marseille,,Pour la Hollande,Exports,Chataignes fraisches,,,439.5,,29300,livres,.015,sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1735.csv,Archives de la CCI de Marseille - I 21,1,,,,,Demba,,,0,,,,,,,,,
1691,Local,1735,Marseille,,Pour la Hollande,Exports,Chataignes seches,,,1366.25,,27325,livres,.050000001,sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1735.csv,Archives de la CCI de Marseille - I 21,1,,,,,Demba,,,0,,,,,,,,,
1692,Local,1735,Marseille,,Pour la Hollande,Exports,Eau de vie,,,101077.5,,673850,livres,.15000001,sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1735.csv,Archives de la CCI de Marseille - I 21,1,,,,,Demba,,,0,,,,,,,,,
1693,Local,1735,Marseille,,Pour la Hollande,Exports,Figues,,,3937.5,,56250,livres,.07,sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1735.csv,Archives de la CCI de Marseille - I 21,1,,,,,Demba,,,0,,,,,,,,,
1694,Local,1735,Marseille,,Pour la Hollande,Exports,Graine de Jardin,,,4037.5,,8075,livres,.5,sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1735.csv,Archives de la CCI de Marseille - I 21,1,,,,,Demba,,,0,,,,,,,,,
1695,Local,1735,Marseille,,Pour la Hollande,Exports,Graine de genieuvre,,,15,,100,livres,.15000001,sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1735.csv,Archives de la CCI de Marseille - I 21,1,,,,,Demba,,,0,,,,,,,,,
1696,Local,1735,Marseille,,Pour la Hollande,Exports,Gans de peaux,,,119,,17,douzaines,7,sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1735.csv,Archives de la CCI de Marseille - I 21,1,,,,,Demba,,,0,,,,,,,,,
1697,Local,1735,Marseille,,Pour la Hollande,Exports,Huile d'olive,,,84840,,2424,milleroles,35,sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1735.csv,Archives de la CCI de Marseille - I 21,2,,,,,Demba,,,0,,,,,,,,,
1698,Local,1735,Marseille,,Pour la Hollande,Exports,Huile de senteur,,,3565,,3565,livres,1,sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1735.csv,Archives de la CCI de Marseille - I 21,2,,,,,Demba,,,0,,,,,,,,,
1699,Local,1735,Marseille,,Pour la Hollande,Exports,Liqueurs a boire,,,112.5,,150,bouteilles,.75,sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1735.csv,Archives de la CCI de Marseille - I 21,2,,,,,Demba,,,0,,,,,,,,,
1700,Local,1735,Marseille,,Pour la Hollande,Exports,Liqueurs a boire,,,400,,400,livres,1,sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1735.csv,Archives de la CCI de Marseille - I 21,2,,,,,Demba,,,0,,,,,,,,,
1701,Local,1735,Marseille,,Pour la Hollande,Exports,Liege fin,,,588,,4900,livres,.12,sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1735.csv,Archives de la CCI de Marseille - I 21,2,,,,,Demba,,,0,,,,,,,,,
1702,Local,1735,Marseille,,Pour la Hollande,Exports,Miel,,,19870.5,,152850,livres,.13,sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1735.csv,Archives de la CCI de Marseille - I 21,2,,,,,Demba,,,0,,,,,,,,,
1703,Local,1735,Marseille,,Pour la Hollande,Exports,Noisettes,,,160.5,,2675,livres,.059999999,sources/Local/Archives_de_la_CCI_de_Marseille_I_21_Marseille_Exports_1735.csv,Archives de la CCI de Marseille - I 21,2,,,,,Demba,,,0,,,,,,,,,
