line_number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,Local,1780,Marseille,,Danemark,Exports,Alun,,,2404,,12020,livres,.2,sources/Local/Archives_de_la_CCI_de_Marseille_I_24_Marseille_Exports_1780.csv,Archives de la CCI de Marseille - I 24,1,,,,,Hasna,,,0,,,,,,,,,
2,Local,1780,Marseille,,Danemark,Exports,Amandes,,,75488,,377440,livres,.2,sources/Local/Archives_de_la_CCI_de_Marseille_I_24_Marseille_Exports_1780.csv,Archives de la CCI de Marseille - I 24,1,,,,,Hasna,,,0,,,,,,,,,
3,Local,1780,Marseille,,Danemark,Exports,Anchoix,,,6717,,13435,livres,.5,sources/Local/Archives_de_la_CCI_de_Marseille_I_24_Marseille_Exports_1780.csv,Archives de la CCI de Marseille - I 24,1,,,,,Hasna,,,-.5,,,,,,,,,
4,Local,1780,Marseille,,Danemark,Exports,Anis,,,122,,610,livres,.2,sources/Local/Archives_de_la_CCI_de_Marseille_I_24_Marseille_Exports_1780.csv,Archives de la CCI de Marseille - I 24,1,,,,,Hasna,,,0,,,,,,,,,
5,Local,1780,Marseille,,Danemark,Exports,Capres,,,6087,,12175,livres,.5,sources/Local/Archives_de_la_CCI_de_Marseille_I_24_Marseille_Exports_1780.csv,Archives de la CCI de Marseille - I 24,1,,,,,Hasna,,,-.5,,,,,,,,,
6,Local,1780,Marseille,,Danemark,Exports,Citrons et oranges,,,625,,6250,livres,.1,sources/Local/Archives_de_la_CCI_de_Marseille_I_24_Marseille_Exports_1780.csv,Archives de la CCI de Marseille - I 24,1,,,,,Hasna,,,0,,,,,,,,,
7,Local,1780,Marseille,,Danemark,Exports,Coton filé,,,1262,,1010,livres,1.25,sources/Local/Archives_de_la_CCI_de_Marseille_I_24_Marseille_Exports_1780.csv,Archives de la CCI de Marseille - I 24,1,,,,,Hasna,,,-.5,,,,,,,,,
8,Local,1780,Marseille,,Danemark,Exports,Coton en laine,,,4685,,4685,livres,1,sources/Local/Archives_de_la_CCI_de_Marseille_I_24_Marseille_Exports_1780.csv,Archives de la CCI de Marseille - I 24,1,,,,,Hasna,,,0,,,,,,,,,
9,Local,1780,Marseille,,Danemark,Exports,Cumin,,,5437,,21750,livres,.25,sources/Local/Archives_de_la_CCI_de_Marseille_I_24_Marseille_Exports_1780.csv,Archives de la CCI de Marseille - I 24,1,,,,,Hasna,,,-.5,,,,,,,,,
10,Local,1780,Marseille,,Danemark,Exports,Drogueries,,,1540,,770,livres,2,sources/Local/Archives_de_la_CCI_de_Marseille_I_24_Marseille_Exports_1780.csv,Archives de la CCI de Marseille - I 24,1,,,,,Hasna,,,0,,,,,,,,,
11,Local,1780,Marseille,,Danemark,Exports,Dents d'elephant,,,337,,225,livres,1.5,sources/Local/Archives_de_la_CCI_de_Marseille_I_24_Marseille_Exports_1780.csv,Archives de la CCI de Marseille - I 24,1,,,,,Hasna,,,-.5,,,,,,,,,
12,Local,1780,Marseille,,Danemark,Exports,Eau de senteur,,,200,,200,livres,1,sources/Local/Archives_de_la_CCI_de_Marseille_I_24_Marseille_Exports_1780.csv,Archives de la CCI de Marseille - I 24,1,,,,,Hasna,,,0,,,,,,,,,
13,Local,1780,Marseille,,Danemark,Exports,Eau de vie,,,94530,,315100,livres,.30000001,sources/Local/Archives_de_la_CCI_de_Marseille_I_24_Marseille_Exports_1780.csv,Archives de la CCI de Marseille - I 24,1,,,,,Hasna,,,0,,,,,,,,,
14,Local,1780,Marseille,,Danemark,Exports,Encens,,,509,,1018,livres,.5,sources/Local/Archives_de_la_CCI_de_Marseille_I_24_Marseille_Exports_1780.csv,Archives de la CCI de Marseille - I 24,1,,,,,Hasna,,,0,,,,,,,,,
15,Local,1780,Marseille,,Danemark,Exports,Galles,,,19042,,38085,livres,.5,sources/Local/Archives_de_la_CCI_de_Marseille_I_24_Marseille_Exports_1780.csv,Archives de la CCI de Marseille - I 24,1,,,,,Hasna,,,-.5,,,,,,,,,
16,Local,1780,Marseille,,Danemark,Exports,Gomme arabique,,,22095,,29460,livres,.75,sources/Local/Archives_de_la_CCI_de_Marseille_I_24_Marseille_Exports_1780.csv,Archives de la CCI de Marseille - I 24,1,,,,,Hasna,,,0,,,,,,,,,
17,Local,1780,Marseille,,Danemark,Exports,Grabeau de cochenille,,,22700,,2270,livres,10,sources/Local/Archives_de_la_CCI_de_Marseille_I_24_Marseille_Exports_1780.csv,Archives de la CCI de Marseille - I 24,1,,,,,Hasna,,,0,,,,,,,,,
18,Local,1780,Marseille,,Danemark,Exports,Graine de cochenille,,,32160,,2680,livres,12,sources/Local/Archives_de_la_CCI_de_Marseille_I_24_Marseille_Exports_1780.csv,Archives de la CCI de Marseille - I 24,1,,,,,Hasna,,,0,,,,,,,,,
19,Local,1780,Marseille,,Danemark,Exports,Graine jaune,,,136,,2722,livres,.050000001,sources/Local/Archives_de_la_CCI_de_Marseille_I_24_Marseille_Exports_1780.csv,Archives de la CCI de Marseille - I 24,1,,,,,Hasna,,,-.1,,,,,,,,,
20,Local,1780,Marseille,,Danemark,Exports,Huille d'olive,,,130332,,173777,livres,.75,sources/Local/Archives_de_la_CCI_de_Marseille_I_24_Marseille_Exports_1780.csv,Archives de la CCI de Marseille - I 24,1,,,,,Hasna,,,-.75,,,,,,,,,
21,Local,1780,Marseille,,Danemark,Exports,Jus de reglisse,,,7655,,21872,livres,.34999999,sources/Local/Archives_de_la_CCI_de_Marseille_I_24_Marseille_Exports_1780.csv,Archives de la CCI de Marseille - I 24,2,,,,,Hasna,,,-.2,,,,,,,,,
22,Local,1780,Marseille,,Danemark,Exports,Laine de chevron,,,3135,,1045,livres,3,sources/Local/Archives_de_la_CCI_de_Marseille_I_24_Marseille_Exports_1780.csv,Archives de la CCI de Marseille - I 24,2,,,,,Hasna,,,0,,,,,,,,,
23,Local,1780,Marseille,,Danemark,Exports,Laine lavée,,,471,,786,livres,.60000002,sources/Local/Archives_de_la_CCI_de_Marseille_I_24_Marseille_Exports_1780.csv,Archives de la CCI de Marseille - I 24,2,,,,,Hasna,,,-.60000002,,,,,,,,,
24,Local,1780,Marseille,,Danemark,Exports,Manne,,,6109,,4073,livres,1.5,sources/Local/Archives_de_la_CCI_de_Marseille_I_24_Marseille_Exports_1780.csv,Archives de la CCI de Marseille - I 24,2,,,,,Hasna,,,-.5,,,,,,,,,
25,Local,1780,Marseille,,Danemark,Exports,Marbre ouvré,,,6000,,2000,livres,3,sources/Local/Archives_de_la_CCI_de_Marseille_I_24_Marseille_Exports_1780.csv,Archives de la CCI de Marseille - I 24,2,,,,,Hasna,,,0,,,,,,,,,
26,Local,1780,Marseille,,Danemark,Exports,Mastic,,,980,,490,livres,2,sources/Local/Archives_de_la_CCI_de_Marseille_I_24_Marseille_Exports_1780.csv,Archives de la CCI de Marseille - I 24,2,,,,,Hasna,,,0,,,,,,,,,
27,Local,1780,Marseille,,Danemark,Exports,Miel,,,422,,1690,livres,.25,sources/Local/Archives_de_la_CCI_de_Marseille_I_24_Marseille_Exports_1780.csv,Archives de la CCI de Marseille - I 24,2,,,,,Hasna,,,-.5,,,,,,,,,
