line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,Local,1743,Nantes,,Angleterre,Imports,bœuf salé,,,"377130,00",,"12 571,00",barils,"30,0000000",sources/Local/AD44_C706_Nantes_Imports_1743.csv,AD44 C706,1,,,,,Hasna,1,,"0,00",,,,,,,,
2,Local,1743,Nantes,,Angleterre,Imports,bœuf salé,,,"8550,00",,"171,00",tierçons,"50,0000000",sources/Local/AD44_C706_Nantes_Imports_1743.csv,AD44 C706,1,,,,,Hasna,1,,"0,00",,,,,,,,
3,Local,1743,Nantes,,Angleterre,Imports,bœuf salé,,,"25321,00",,"168 807,00",livres,"0,1500000",sources/Local/AD44_C706_Nantes_Imports_1743.csv,AD44 C706,1,,,,,Hasna,1,,"-0,05",,,,,,,,
4,Local,1743,Nantes,,Angleterre,Imports,beure,,,"153810,00",,"512 700,00",livres,"0,3000000",sources/Local/AD44_C706_Nantes_Imports_1743.csv,AD44 C706,1,,,,,Hasna,1,,"0,00",,,,,,,,
5,Local,1743,Nantes,,Angleterre,Imports,bled froment,,,"2420,00",,"22,00",tonneaux,"110,0000000",sources/Local/AD44_C706_Nantes_Imports_1743.csv,AD44 C706,1,,,,,Hasna,1,,"0,00",,,,,,,,
6,Local,1743,Nantes,,Angleterre,Imports,chandelle,,,"12741,00",,"31 853,00",livres,"0,4000000",sources/Local/AD44_C706_Nantes_Imports_1743.csv,AD44 C706,1,,,,,Hasna,1,,"-0,20",,,,,,,,
7,Local,1743,Nantes,,Angleterre,Imports,charbon de terre,,,"3458,00",,"988,00",bariques,"13,5000000",sources/Local/AD44_C706_Nantes_Imports_1743.csv,AD44 C706,1,,,,,Hasna,1,erreur de calcul,"-9 880,00",,,,,,,,
8,Local,1743,Nantes,,Angleterre,Imports,charbon de terre,,,"7097,00",,"1 720,00",barils,"3,3750000",sources/Local/AD44_C706_Nantes_Imports_1743.csv,AD44 C706,1,,,,,Hasna,1,erreur de calcul,"1 292,00",,,,,,,,
9,Local,1743,Nantes,,Angleterre,Imports,charbon de terre,,,"6933,00",,"513 600,00",livres,"0,0135000",sources/Local/AD44_C706_Nantes_Imports_1743.csv,AD44 C706,1,,,,,Hasna,1,,"-0,60",,,,,,,,
10,Local,1743,Nantes,,Angleterre,Imports,crins de cheval,,,"3096,00",,"6 192,00",livres,"0,5000000",sources/Local/AD44_C706_Nantes_Imports_1743.csv,AD44 C706,1,,,,,Hasna,1,,"0,00",,,,,,,,
11,Local,1743,Nantes,,Angleterre,Imports,cuirs verds en poil,,,"563,00",,"1 879,00",livres,"0,3000000",sources/Local/AD44_C706_Nantes_Imports_1743.csv,AD44 C706,1,,,,,Hasna,1,,"-0,70",,,,,,,,
12,Local,1743,Nantes,,Angleterre,Imports,etaim en saumon,,,"1100,00",,"1 000,00",livres,"1,1000000",sources/Local/AD44_C706_Nantes_Imports_1743.csv,AD44 C706,1,,,,,Hasna,1,,"0,00",,,,,,,,
13,Local,1743,Nantes,,Angleterre,Imports,farine,,,"9600,00",,"40,00",tonneaux,"240,0000000",sources/Local/AD44_C706_Nantes_Imports_1743.csv,AD44 C706,1,,,,,Hasna,1,,"0,00",,,,,,,,
14,Local,1743,Nantes,,Angleterre,Imports,feves,,,"2080,00",,"16,00",tonneaux,"130,0000000",sources/Local/AD44_C706_Nantes_Imports_1743.csv,AD44 C706,1,,,,,Hasna,1,,"0,00",,,,,,,,
15,Local,1743,Nantes,,Angleterre,Imports,fromages,,,"4377,00",,"29 186,00",livres,"0,1500000",sources/Local/AD44_C706_Nantes_Imports_1743.csv,AD44 C706,1,,,,,Hasna,1,,"-0,90",,,,,,,,
16,Local,1743,Nantes,,Angleterre,Imports,laine en suin,,,"33422,00",,"26 738,00",livres,"1,2500000",sources/Local/AD44_C706_Nantes_Imports_1743.csv,AD44 C706,1,,,,,Hasna,1,,"-0,50",,,,,,,,
17,Local,1743,Nantes,,Angleterre,Imports,langues salées,,,"1200,00",,"15,00",barils,"80,0000000",sources/Local/AD44_C706_Nantes_Imports_1743.csv,AD44 C706,1,,,,,Hasna,1,,"0,00",,,,,,,,
18,Local,1743,Nantes,,Angleterre,Imports,langues salées,,,"100,00",,"250,00",livres,"0,4000000",sources/Local/AD44_C706_Nantes_Imports_1743.csv,AD44 C706,1,,,,,Hasna,1,,"0,00",,,,,,,,
19,Local,1743,Nantes,,Angleterre,Imports,planches de sapin de 11 pieds,,,"3040,00",,"18,57",pièces,"160,0000000",sources/Local/AD44_C706_Nantes_Imports_1743.csv,AD44 C706,1,,,,,Hasna,1,2266 de 11 pieds à 160 livres les 120,"68,20",,,,,,,,
20,Local,1743,Nantes,,Angleterre,Imports,planches de sapin de 9 pieds,,,"2573,00",,"25,78",pièces,"100,0000000",sources/Local/AD44_C706_Nantes_Imports_1743.csv,AD44 C706,1,,,,,Hasna,1,3093 de 9 pieds à 100 livres les 120,"-4,50",,,,,,,,
21,Local,1743,Nantes,,Angleterre,Imports,planches de sapin de 6 pieds,,,"366,00",,"2,88",pièces,"60,0000000",sources/Local/AD44_C706_Nantes_Imports_1743.csv,AD44 C706,1,,,,,Hasna,1,346 de 6 pieds à 60 livres les 120,"193,00",,,,,,,,
22,Local,1743,Nantes,,Angleterre,Imports,planches de sapin de 3 peids,,,"225,00",,"90,00",pièces,"2,5000000",sources/Local/AD44_C706_Nantes_Imports_1743.csv,AD44 C706,1,,,,,Hasna,1,,"0,00",,,,,,,,
23,Local,1743,Nantes,,Angleterre,Imports,plomb en saumon,,,"13366,00",,"65 250,00",livres,"0,2050000",sources/Local/AD44_C706_Nantes_Imports_1743.csv,AD44 C706,1,,,,,Hasna,1,erreur de calcul,"-10,25",,,,,,,,
24,Local,1743,Nantes,,Angleterre,Imports,saumon salé,,,"1030,00",,"18,00",barils,"55,0000000",sources/Local/AD44_C706_Nantes_Imports_1743.csv,AD44 C706,1,,,,,Hasna,1,erreur de calcul,"40,00",,,,,,,,
25,Local,1743,Nantes,,Angleterre,Imports,saumon salé,,,"1275,00",,"15,00",gonnes,"85,0000000",sources/Local/AD44_C706_Nantes_Imports_1743.csv,AD44 C706,1,,,,,Hasna,1,,"0,00",,,,,,,,
26,Local,1743,Nantes,,Angleterre,Imports,suif,,,"14454,00",,"34 416,00",livres,"0,4200000",sources/Local/AD44_C706_Nantes_Imports_1743.csv,AD44 C706,1,,,,,Hasna,1,,"-0,72",,,,,,,,
27,Local,1743,Nantes,,Flandre,Imports,amidon,,,"2045,00",,"10 225,00",livres,"0,2000000",sources/Local/AD44_C706_Nantes_Imports_1743.csv,AD44 C706,1,,,,,Hasna,1,,"0,00",,,,,,,,
28,Local,1743,Nantes,,Flandre,Imports,armes a feu,,,"11107,00",,"7 405,00",livres,"1,5000000",sources/Local/AD44_C706_Nantes_Imports_1743.csv,AD44 C706,1,,,,,Hasna,1,,"-0,50",,,,,,,,
29,Local,1743,Nantes,,Flandre,Imports,bierre,,,"2256,00",,"94,00",bariques,"24,0000000",sources/Local/AD44_C706_Nantes_Imports_1743.csv,AD44 C706,3,,,,,Hasna,1,,"0,00",,,,,,,,
30,Local,1743,Nantes,,Flandre,Imports,charbon de terre,,,"2003,00",,"131,00",bariques,"13,0000000",sources/Local/AD44_C706_Nantes_Imports_1743.csv,AD44 C706,3,,,,,Hasna,1,erreur de calcul,"300,00",,,,,,,,
31,Local,1743,Nantes,,Flandre,Imports,cloux de fer,,,"440,00",,"2 200,00",livres,"0,2000000",sources/Local/AD44_C706_Nantes_Imports_1743.csv,AD44 C706,3,,,,,Hasna,1,,"0,00",,,,,,,,
32,Local,1743,Nantes,,Flandre,Imports,fer en cercles,,,"3668,00",,"20 382,00",livres,"0,1800000",sources/Local/AD44_C706_Nantes_Imports_1743.csv,AD44 C706,3,,,,,Hasna,1,,"-0,76",,,,,,,,
33,Local,1743,Nantes,,Flandre,Imports,poix verts,,,"320,00",,"1,50",tonneau,"320,0000000",sources/Local/AD44_C706_Nantes_Imports_1743.csv,AD44 C706,3,,,,,Hasna,1,erreur de calcul,"-160,00",,,,,,,,
34,Local,1743,Nantes,,Flandre,Imports,stocfiche,,,"17,00",,"200,00",livres,"0,0850000",sources/Local/AD44_C706_Nantes_Imports_1743.csv,AD44 C706,3,,,,,Hasna,1,,"0,00",,,,,,,,
35,Local,1743,Nantes,,Hollande,Imports,acier,,,"1743,00",,"69,75",barils,"25,0000000",sources/Local/AD44_C706_Nantes_Imports_1743.csv,AD44 C706,3,,,,,Hasna,1,,"-0,75",,,,,,,,
36,Local,1743,Nantes,,Hollande,Imports,acier,,,"167,00",,"628,00",livres,"0,2500000",sources/Local/AD44_C706_Nantes_Imports_1743.csv,AD44 C706,3,,,,,Hasna,1,erreur de calcul,"10,00",,,,,,,,
37,Local,1743,Nantes,,Hollande,Imports,aiguilles a voile,,,"120,00",,"20,00",livres,"6,0000000",sources/Local/AD44_C706_Nantes_Imports_1743.csv,AD44 C706,3,,,,,Hasna,1,,"0,00",,,,,,,,
38,Local,1743,Nantes,,Hollande,Imports,alibanis,,,"3952,00",,"247,00",pieces,"16,0000000",sources/Local/AD44_C706_Nantes_Imports_1743.csv,AD44 C706,3,,,,,Hasna,1,,"0,00",,,,,,,,
39,Local,1743,Nantes,,Hollande,Imports,alöes,,,"66,00",,"66,00",livres,"1,0000000",sources/Local/AD44_C706_Nantes_Imports_1743.csv,AD44 C706,3,,,,,Hasna,1,,"0,00",,,,,,,,
40,Local,1743,Nantes,,Hollande,Imports,amidon,,,"2547,00",,"12 738,00",livres,"0,2000000",sources/Local/AD44_C706_Nantes_Imports_1743.csv,AD44 C706,3,,,,,Hasna,1,,"-0,60",,,,,,,,
41,Local,1743,Nantes,,Hollande,Imports,anabas,,,"8640,00",,"7 200,00",pieces,"1,2000000",sources/Local/AD44_C706_Nantes_Imports_1743.csv,AD44 C706,3,,,,,Hasna,1,,"0,00",,,,,,,,
42,Local,1743,Nantes,,Hollande,Imports,ancres de fer,,,"3432,00",,"11 440,00",livres,"0,3000000",sources/Local/AD44_C706_Nantes_Imports_1743.csv,AD44 C706,3,,,,,Hasna,1,,"0,00",,,,,,,,
43,Local,1743,Nantes,,Hollande,Imports,arcenic,,,"63,00",,"261,00",livres,"0,2450000",sources/Local/AD44_C706_Nantes_Imports_1743.csv,AD44 C706,3,,,,,Hasna,1,,"-0,95",,,,,,,,
44,Local,1743,Nantes,,Hollande,Imports,assiettes de fayance,,,"159,00",,"53,00",dousaines,"3,0000000",sources/Local/AD44_C706_Nantes_Imports_1743.csv,AD44 C706,3,,,,,Hasna,1,,"0,00",,,,,,,,
45,Local,1743,Nantes,,Hollande,Imports,achiabanis,,,"3500,00",,"350,00",pieces,"10,0000000",sources/Local/AD44_C706_Nantes_Imports_1743.csv,AD44 C706,3,,,,,Hasna,1,,"0,00",,,,,,,,
46,Local,1743,Nantes,,Hollande,Imports,asur commun,,,"3246,00",,"5 410,00",livres,"0,6000000",sources/Local/AD44_C706_Nantes_Imports_1743.csv,AD44 C706,3,,,,,Hasna,1,,"0,00",,,,,,,,
47,Local,1743,Nantes,,Hollande,Imports,bajutapeau,,,"23336,00",,"1 389,00",pieces,"24,0000000",sources/Local/AD44_C706_Nantes_Imports_1743.csv,AD44 C706,3,,,,,Hasna,1,erreur de calcul,"-10 000,00",,,,,,,,
48,Local,1743,Nantes,,Hollande,Imports,baleine coupée,,,"8584,00",,"2 452,00",livres,"2,7500000",sources/Local/AD44_C706_Nantes_Imports_1743.csv,AD44 C706,3,,,,,Hasna,1,erreur de calcul,"1 841,00",,,,,,,,
49,Local,1743,Nantes,,Hollande,Imports,barbançois de terre,,,"9010,00",,"9 010,00",nombre,"1,0000000",sources/Local/AD44_C706_Nantes_Imports_1743.csv,AD44 C706,3,,,,,Hasna,1,,"0,00",,,,,,,,
50,Local,1743,Nantes,,Hollande,Imports,barbançois de terre,,,"23,00",,"118,00",livres,"0,2000000",sources/Local/AD44_C706_Nantes_Imports_1743.csv,AD44 C706,3,,,,,Hasna,1,,"-0,60",,,,,,,,
51,Local,1743,Nantes,,Hollande,Imports,bariques vüides,,,"366,00",,"293,00",nombre,"1,2500000",sources/Local/AD44_C706_Nantes_Imports_1743.csv,AD44 C706,3,,,,,Hasna,1,,"-0,25",,,,,,,,
52,Local,1743,Nantes,,Hollande,Imports,bassins de cuivre,,,"25821,00",,"19 863,00",livres,"1,3000000",sources/Local/AD44_C706_Nantes_Imports_1743.csv,AD44 C706,3,,,,,Hasna,1,,"-0,90",,,,,,,,
53,Local,1743,Nantes,,Hollande,Imports,batons de sapin,,,"195,00",,"782,00",nombre,"0,2500000",sources/Local/AD44_C706_Nantes_Imports_1743.csv,AD44 C706,3,,,,,Hasna,1,,"-0,50",,,,,,,,
