line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
2151,Local,1760,Nantes,,Danemark,Exports,Eau de vie,,,,,10986,Veltes,2,sources/Local/AD44_C716_Nantes_Exports_1760.csv,AD44 C716,1,,,,,Pascal Fontaine,,,,,,,,,,,,
2152,Local,1760,Nantes,,Danemark,Exports,Poudre a poudrer,,,,,200,Livres,.25,sources/Local/AD44_C716_Nantes_Exports_1760.csv,AD44 C716,1,,,,,Pascal Fontaine,,,,,,,,,,,,
2153,Local,1760,Nantes,,Danemark,Exports,Sel,,,,,1144,Muids,26,sources/Local/AD44_C716_Nantes_Exports_1760.csv,AD44 C716,1,,,,,Pascal Fontaine,,,,,,,,,,,,
2154,Local,1760,Nantes,,Danemark,Exports,Vin nantois,,,,,185,Tonneaux,55,sources/Local/AD44_C716_Nantes_Exports_1760.csv,AD44 C716,1,,,,,Pascal Fontaine,,,,,,,,,,,,
2155,Local,1760,Nantes,,Danemark,Exports,Vinaigre,,,,,4,Tonneaux,60,sources/Local/AD44_C716_Nantes_Exports_1760.csv,AD44 C716,1,,,,,Pascal Fontaine,,,,,,,,,,,,
2156,Local,1760,Nantes,,Espagne,Exports,Baudriers de cuir,,,,,9481,Livres,.69999999,sources/Local/AD44_C716_Nantes_Exports_1760.csv,AD44 C716,1,,,,,Pascal Fontaine,,,,,,,,,,,,
2157,Local,1760,Nantes,,Espagne,Exports,Beure,,,,,232,Livres,.30000001,sources/Local/AD44_C716_Nantes_Exports_1760.csv,AD44 C716,1,,,,,Pascal Fontaine,,,,,,,,,,,,
2158,Local,1760,Nantes,,Espagne,Exports,Bouchons de liege,,,,,8500,nombre,.0049999999,sources/Local/AD44_C716_Nantes_Exports_1760.csv,AD44 C716,1,,,,,Pascal Fontaine,,,,,,,,,,,,
2159,Local,1760,Nantes,,Espagne,Exports,Caffé,,,,,636,Livres,.64999998,sources/Local/AD44_C716_Nantes_Exports_1760.csv,AD44 C716,1,,,,,Pascal Fontaine,,,,,,,,,,,,
2160,Local,1760,Nantes,,Espagne,Exports,Chaises de paille,,,,,12,nombre,1,sources/Local/AD44_C716_Nantes_Exports_1760.csv,AD44 C716,1,,,,,Pascal Fontaine,,,,,,,,,,,,
