line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
3962,Local,1733,La Rochelle,,Angleterre,Imports,Beuf Salé,,,25340,0,1267,Barils,20,sources/Local/AD17_41_ETP_270_9400_La_Rochelle_Imports_1733.csv,AD17 41 ETP 270/9400,1,,,,,Demba,,,0,,,,,,,,,
3963,Local,1733,La Rochelle,,Angleterre,Imports,Beure Salé,,,293238,0,977460,livres,.30000001,sources/Local/AD17_41_ETP_270_9400_La_Rochelle_Imports_1733.csv,AD17 41 ETP 270/9400,1,,,,,Demba,,prix divisé par cent,0,,,,,,,,,
3964,Local,1733,La Rochelle,,Angleterre,Imports,Bierre,,,25,0,1,barrique,25,sources/Local/AD17_41_ETP_270_9400_La_Rochelle_Imports_1733.csv,AD17 41 ETP 270/9400,1,,,,,Demba,,,0,,,,,,,,,
3965,Local,1733,La Rochelle,,Angleterre,Imports,Barique Vieille Vuides,,,74,0,37,nombre,2,sources/Local/AD17_41_ETP_270_9400_La_Rochelle_Imports_1733.csv,AD17 41 ETP 270/9400,1,,,,,Demba,,,0,,,,,,,,,
3966,Local,1733,La Rochelle,,Angleterre,Imports,Cire Jaune,,,61.599998,0,56,livres,1.1,sources/Local/AD17_41_ETP_270_9400_La_Rochelle_Imports_1733.csv,AD17 41 ETP 270/9400,1,,,,,Demba,,,0,,,,,,,,,
3967,Local,1733,La Rochelle,,Angleterre,Imports,Chandelle,,,5348,0,13370,livres,.40000001,sources/Local/AD17_41_ETP_270_9400_La_Rochelle_Imports_1733.csv,AD17 41 ETP 270/9400,1,,,,,Demba,,,0,,,,,,,,,
3968,Local,1733,La Rochelle,,Angleterre,Imports,Charbon de Terre,,,32670,0,121,muids,270,sources/Local/AD17_41_ETP_270_9400_La_Rochelle_Imports_1733.csv,AD17 41 ETP 270/9400,1,,,,,Demba,,,0,,,,,,,,,
3969,Local,1733,La Rochelle,,Angleterre,Imports,Charbon de Terre,,,10620,0,3540,Barils,3,sources/Local/AD17_41_ETP_270_9400_La_Rochelle_Imports_1733.csv,AD17 41 ETP 270/9400,1,,,,,Demba,,,0,,,,,,,,,
3970,Local,1733,La Rochelle,,Angleterre,Imports,Farine,,,31160,0,1640,Barils,19,sources/Local/AD17_41_ETP_270_9400_La_Rochelle_Imports_1733.csv,AD17 41 ETP 270/9400,1,,,,,Demba,,,0,,,,,,,,,
3971,Local,1733,La Rochelle,,Angleterre,Imports,Fromage,,,1230,0,8200,livres,.15000001,sources/Local/AD17_41_ETP_270_9400_La_Rochelle_Imports_1733.csv,AD17 41 ETP 270/9400,1,,,,,Demba,,,0,,,,,,,,,
