line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_value,absurd_quantity,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
6263,Local,1741,La Rochelle,,L'Angleterre,Exports,Eau de vie,,,35040,0,292,Bariques,120,sources/Local/AD17_41_ETP_271_9468_La_Rochelle_Exports_1741.csv,AD17 41 ETP 271/9468,1,,,,,Laura Moutou,,,0,,,,,,,,,,
6264,Local,1741,La Rochelle,,L'Angleterre,Exports,Indigo,,,494298,0,109844,Livres,4.5,sources/Local/AD17_41_ETP_271_9468_La_Rochelle_Exports_1741.csv,AD17 41 ETP 271/9468,1,,,,,Laura Moutou,,,0,,,,,,,,,,
6265,Local,1741,La Rochelle,,L'Angleterre,Exports,Liqueurs à boire,,,36,0,12,Pots,3,sources/Local/AD17_41_ETP_271_9468_La_Rochelle_Exports_1741.csv,AD17 41 ETP 271/9468,1,,,,,Laura Moutou,,,0,,,,,,,,,,
6266,Local,1741,La Rochelle,,L'Angleterre,Exports,Papier à écrire,,,45755.5,0,10766,Rames,4.25,sources/Local/AD17_41_ETP_271_9468_La_Rochelle_Exports_1741.csv,AD17 41 ETP 271/9468,1,,,,,Laura Moutou,,,0,,,,,,,,,,
6267,Local,1741,La Rochelle,,L'Angleterre,Exports,Peaux de mouton passées,,,6512.5,0,5210,Livres,1.25,sources/Local/AD17_41_ETP_271_9468_La_Rochelle_Exports_1741.csv,AD17 41 ETP 271/9468,1,,,,,Laura Moutou,,,0,,,,,,,,,,
6268,Local,1741,La Rochelle,,L'Angleterre,Exports,Poterie de terre,,,240,0,96,Douzaines,2.5,sources/Local/AD17_41_ETP_271_9468_La_Rochelle_Exports_1741.csv,AD17 41 ETP 271/9468,1,,,,,Laura Moutou,,,0,,,,,,,,,,
6269,Local,1741,La Rochelle,,L'Angleterre,Exports,Sel,,,2756.25,0,110.25,Muids,25,sources/Local/AD17_41_ETP_271_9468_La_Rochelle_Exports_1741.csv,AD17 41 ETP 271/9468,1,,,,,Laura Moutou,,,0,,,,,,,,,,
6270,Local,1741,La Rochelle,,L'Angleterre,Exports,Sel,,,1522.95,0,213,Muids,7.15,sources/Local/AD17_41_ETP_271_9468_La_Rochelle_Exports_1741.csv,AD17 41 ETP 271/9468,1,,,,,Laura Moutou,,,0,,,,,,,,,,
6271,Local,1741,La Rochelle,,L'Angleterre,Exports,Vinaigre,,,1200,0,12,Tonneaux,100,sources/Local/AD17_41_ETP_271_9468_La_Rochelle_Exports_1741.csv,AD17 41 ETP 271/9468,1,,,,,Laura Moutou,,,0,,,,,,,,,,
6272,Local,1741,La Rochelle,,L'Angleterre,Exports,Vinaigre,,,687.5,0,55,Quarts,12.5,sources/Local/AD17_41_ETP_271_9468_La_Rochelle_Exports_1741.csv,AD17 41 ETP 271/9468,1,,,,,Laura Moutou,,,0,,,,,,,,,,
