line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,Local,1730,Nantes,,Angleterre,Imports,Beuf salé,,,376200,,15675,Barils,24,sources/Local/AD44_C706_Nantes_Imports_1730.csv,AD44 C706,1,,,,,Pascal Fontaine,,,0,,,,,,,,
2,Local,1730,Nantes,,Angleterre,Imports,Beure salé,,,316921.5,,1509150,Livres,0.21,sources/Local/AD44_C706_Nantes_Imports_1730.csv,AD44 C706,1,,,,,Pascal Fontaine,,,0,,,,,,,,
3,Local,1730,Nantes,,Angleterre,Imports,Bled froment,,,19500,,150,Tonneaux,130,sources/Local/AD44_C706_Nantes_Imports_1730.csv,AD44 C706,1,,,,,Pascal Fontaine,,,0,,,,,,,,
4,Local,1730,Nantes,,Angleterre,Imports,Bariques vuides,,,132,,132,En nombre,1,sources/Local/AD44_C706_Nantes_Imports_1730.csv,AD44 C706,1,,,,,Pascal Fontaine,,,0,,,,,,,,
5,Local,1730,Nantes,,Angleterre,Imports,Cuirs verts en poil,,,254860,,12743,En nombre,20,sources/Local/AD44_C706_Nantes_Imports_1730.csv,AD44 C706,1,,,,,Pascal Fontaine,,,0,,,,,,,,
6,Local,1730,Nantes,,Angleterre,Imports,Crin,,,2400,,1920,Livres,1.25,sources/Local/AD44_C706_Nantes_Imports_1730.csv,AD44 C706,1,,,,,Pascal Fontaine,,,0,,,,,,,,
7,Local,1730,Nantes,,Angleterre,Imports,Cire Jaune,,,591.5,,455,Livres,1.3,sources/Local/AD44_C706_Nantes_Imports_1730.csv,AD44 C706,1,,,,,Pascal Fontaine,,,0,,,,,,,,
8,Local,1730,Nantes,,Angleterre,Imports,Chandelle,,,14934,,37335,Livres,0.4,sources/Local/AD44_C706_Nantes_Imports_1730.csv,AD44 C706,1,,,,,Pascal Fontaine,,,0,,,,,,,,
9,Local,1730,Nantes,,Angleterre,Imports,Charbon de terre,,,6100,,1220,Bariques,5,sources/Local/AD44_C706_Nantes_Imports_1730.csv,AD44 C706,1,,,,,Pascal Fontaine,,,0,,,,,,,,
10,Local,1730,Nantes,,Angleterre,Imports,Fromage,,,3679.2,,20440,Livres,0.18,sources/Local/AD44_C706_Nantes_Imports_1730.csv,AD44 C706,1,,,,,Pascal Fontaine,,,0,,,,,,,,
11,Local,1730,Nantes,,Angleterre,Imports,Huile de poisson,,,3600,,30,Bariques,120,sources/Local/AD44_C706_Nantes_Imports_1730.csv,AD44 C706,1,,,,,Pascal Fontaine,,,0,,,,,,,,
12,Local,1730,Nantes,,Angleterre,Imports,Huile de poisson,,,8962.5,,35850,Livres,0.25,sources/Local/AD44_C706_Nantes_Imports_1730.csv,AD44 C706,1,,,,,Pascal Fontaine,,,0,,,,,,,,
13,Local,1730,Nantes,,Angleterre,Imports,Huile de rabette,,,1140,,12,Bariques,95,sources/Local/AD44_C706_Nantes_Imports_1730.csv,AD44 C706,1,,,,,Pascal Fontaine,,,0,,,,,,,,
14,Local,1730,Nantes,,Angleterre,Imports,Langues de bœuf,,,30.6,,204,Livres,0.15,sources/Local/AD44_C706_Nantes_Imports_1730.csv,AD44 C706,1,,,,,Pascal Fontaine,,,0,,,,,,,,
15,Local,1730,Nantes,,Angleterre,Imports,Lard,,,600,,3000,Livres,0.2,sources/Local/AD44_C706_Nantes_Imports_1730.csv,AD44 C706,1,,,,,Pascal Fontaine,,,0,,,,,,,,
16,Local,1730,Nantes,,Angleterre,Imports,Laine en Suin,,,23421,,78070,Livres,0.3,sources/Local/AD44_C706_Nantes_Imports_1730.csv,AD44 C706,1,,,,,Pascal Fontaine,,,0,,,,,,,,
17,Local,1730,Nantes,,Angleterre,Imports,Saumon Salé,,,14380,,359.5,Barils,40,sources/Local/AD44_C706_Nantes_Imports_1730.csv,AD44 C706,1,,,,,Pascal Fontaine,,,0,,,,,,,,
18,Local,1730,Nantes,,Angleterre,Imports,Saumon Salé,,,6630,,102,Gommes,65,sources/Local/AD44_C706_Nantes_Imports_1730.csv,AD44 C706,1,,,,,Pascal Fontaine,,,0,,,,,,,,
19,Local,1730,Nantes,,Angleterre,Imports,Suif,,,36277.5,,103650,Livres,0.35,sources/Local/AD44_C706_Nantes_Imports_1730.csv,AD44 C706,1,,,,,Pascal Fontaine,,,0,,,,,,,,
20,Local,1730,Nantes,,Angleterre,Imports,Salicor,,,8750,,35000,Livres,0.25,sources/Local/AD44_C706_Nantes_Imports_1730.csv,AD44 C706,1,,,,,Pascal Fontaine,,,0,,,,,,,,
21,Local,1730,Nantes,,Flandre Imperialle,Imports,Cabillau,,,750,,30,Barils,25,sources/Local/AD44_C706_Nantes_Imports_1730.csv,AD44 C706,1,,,,,Pascal Fontaine,,,0,,,,,,,,
22,Local,1730,Nantes,,Flandre Imperialle,Imports,Cabillau,,,2790,,27900,Livres,0.1,sources/Local/AD44_C706_Nantes_Imports_1730.csv,AD44 C706,1,,,,,Pascal Fontaine,,,0,,,,,,,,
