line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_value,absurd_quantity,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1219,Local,1769,Rouen,,Allemagne,Exports,Coutil,,,406,,203,Livres,2,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_110_Rouen_Exports_1769.csv,Archives de la CCI de Rouen Carton VIII 110,1,,,,,Pascal Fontaine,,,,,,,,,,,,,
1220,Local,1769,Rouen,,Allemagne,Exports,Couvertures de laine,,,816,,408,Livres,2,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_110_Rouen_Exports_1769.csv,Archives de la CCI de Rouen Carton VIII 110,1,,,,,Pascal Fontaine,,,,,,,,,,,,,
1221,Local,1769,Rouen,,Allemagne,Exports,Drap ; d'Elbeuf,,,102732,,7338,Aulnes,14,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_110_Rouen_Exports_1769.csv,Archives de la CCI de Rouen Carton VIII 110,1,,,,,Pascal Fontaine,,,,,,,,,,,,,
1222,Local,1769,Rouen,,Allemagne,Exports,Drap ; de Louviers,,,84060,,4203,Aulnes,20,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_110_Rouen_Exports_1769.csv,Archives de la CCI de Rouen Carton VIII 110,1,,,,,Pascal Fontaine,,,,,,,,,,,,,
1223,Local,1769,Rouen,,Allemagne,Exports,Drap ; de Sedan,,,4500,,9,Pièces,500,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_110_Rouen_Exports_1769.csv,Archives de la CCI de Rouen Carton VIII 110,1,,,,,Pascal Fontaine,,,,,,,,,,,,,
1224,Local,1769,Rouen,,Allemagne,Exports,Droguet de soye,,,600,,10,Livres,60,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_110_Rouen_Exports_1769.csv,Archives de la CCI de Rouen Carton VIII 110,1,,,,,Pascal Fontaine,,,,,,,,,,,,,
1225,Local,1769,Rouen,,Allemagne,Exports,Epingles,,,1575,,,,,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_110_Rouen_Exports_1769.csv,Archives de la CCI de Rouen Carton VIII 110,1,,,,,Pascal Fontaine,,,,,,,,,,,,,
1226,Local,1769,Rouen,,Allemagne,Exports,Espagnolette ; croisée,,,14441,,2063,Livres,7,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_110_Rouen_Exports_1769.csv,Archives de la CCI de Rouen Carton VIII 110,1,,,,,Pascal Fontaine,,,,,,,,,,,,,
1227,Local,1769,Rouen,,Allemagne,Exports,Espagnolette ; simple,,,6348,,1058,Livres,6,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_110_Rouen_Exports_1769.csv,Archives de la CCI de Rouen Carton VIII 110,1,,,,,Pascal Fontaine,,,,,,,,,,,,,
1228,Local,1769,Rouen,,Allemagne,Exports,Etamine ; du mans,,,318,,53,Livres,6,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_110_Rouen_Exports_1769.csv,Archives de la CCI de Rouen Carton VIII 110,1,,,,,Pascal Fontaine,,,,,,,,,,,,,
1229,Local,1769,Rouen,,Allemagne,Exports,Etamine ; a peu de soye,,,320,,40,Livres,8,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_110_Rouen_Exports_1769.csv,Archives de la CCI de Rouen Carton VIII 110,1,,,,,Pascal Fontaine,,,,,,,,,,,,,
1230,Local,1769,Rouen,,Allemagne,Exports,Etoffe ; de soye,,,900,,15,Livres,60,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_110_Rouen_Exports_1769.csv,Archives de la CCI de Rouen Carton VIII 110,1,,,,,Pascal Fontaine,,,,,,,,,,,,,
1231,Local,1769,Rouen,,Allemagne,Exports,Etoffe ; au quart,,,28520,,1426,Livres,20,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_110_Rouen_Exports_1769.csv,Archives de la CCI de Rouen Carton VIII 110,1,,,,,Pascal Fontaine,,,,,,,,,,,,,
1232,Local,1769,Rouen,,Allemagne,Exports,Flanelle a fleurs,,,940,,235,Livres,4,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_110_Rouen_Exports_1769.csv,Archives de la CCI de Rouen Carton VIII 110,1,,,,,Pascal Fontaine,,,,,,,,,,,,,
1233,Local,1769,Rouen,,Allemagne,Exports,Huile de Baleine,,,465,,1550,Livres,.3,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_110_Rouen_Exports_1769.csv,Archives de la CCI de Rouen Carton VIII 110,1,,,,,Pascal Fontaine,,,,,,,,,,,,,
1234,Local,1769,Rouen,,Allemagne,Exports,Marchandises melées,,,250,,,,,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_110_Rouen_Exports_1769.csv,Archives de la CCI de Rouen Carton VIII 110,2,,,,,Pascal Fontaine,,,,,,,,,,,,,
1235,Local,1769,Rouen,,Allemagne,Exports,Mercerie,,,1439,,,,,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_110_Rouen_Exports_1769.csv,Archives de la CCI de Rouen Carton VIII 110,2,,,,,Pascal Fontaine,,,,,,,,,,,,,
1236,Local,1769,Rouen,,Allemagne,Exports,Molton de coton,,,208,,52,Livres,4,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_110_Rouen_Exports_1769.csv,Archives de la CCI de Rouen Carton VIII 110,2,,,,,Pascal Fontaine,,,,,,,,,,,,,
1237,Local,1769,Rouen,,Allemagne,Exports,Mouchoir ; de coton,,,18536,,4634,Livres,4,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_110_Rouen_Exports_1769.csv,Archives de la CCI de Rouen Carton VIII 110,2,,,,,Pascal Fontaine,,,,,,,,,,,,,
1238,Local,1769,Rouen,,Allemagne,Exports,Mouchoir ; fil de coton,,,16680.5,,7623,Livres,3.5,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_110_Rouen_Exports_1769.csv,Archives de la CCI de Rouen Carton VIII 110,2,,,,,Pascal Fontaine,,-10000 erreur calcul ou copie,,,,,,,,,,,
1239,Local,1769,Rouen,,Allemagne,Exports,Ratine fine,,,2340,,390,Livres,6,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_110_Rouen_Exports_1769.csv,Archives de la CCI de Rouen Carton VIII 110,2,,,,,Pascal Fontaine,,,,,,,,,,,,,
1240,Local,1769,Rouen,,Allemagne,Exports,Ruban de fil,,,345,,,,,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_110_Rouen_Exports_1769.csv,Archives de la CCI de Rouen Carton VIII 110,2,,,,,Pascal Fontaine,,,,,,,,,,,,,
1241,Local,1769,Rouen,,Allemagne,Exports,Serge imprimée,,,1600,,400,Livres,4,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_110_Rouen_Exports_1769.csv,Archives de la CCI de Rouen Carton VIII 110,2,,,,,Pascal Fontaine,,,,,,,,,,,,,
1242,Local,1769,Rouen,,Allemagne,Exports,Siamoise ; ordinaire,,,187892,,46973,Livres,4,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_110_Rouen_Exports_1769.csv,Archives de la CCI de Rouen Carton VIII 110,2,,,,,Pascal Fontaine,,,,,,,,,,,,,
1243,Local,1769,Rouen,,Allemagne,Exports,Siamoise ; a peu,,,58240,,5824,Livres,10,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_110_Rouen_Exports_1769.csv,Archives de la CCI de Rouen Carton VIII 110,2,,,,,Pascal Fontaine,,,,,,,,,,,,,
1244,Local,1769,Rouen,,Allemagne,Exports,Tapisserie de Rouen,,,1012,,506,Livres,2,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_110_Rouen_Exports_1769.csv,Archives de la CCI de Rouen Carton VIII 110,2,,,,,Pascal Fontaine,,,,,,,,,,,,,
1245,Local,1769,Rouen,,Allemagne,Exports,Toile ; cirée,,,261,,,,,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_110_Rouen_Exports_1769.csv,Archives de la CCI de Rouen Carton VIII 110,2,,,,,Pascal Fontaine,,,,,,,,,,,,,
1246,Local,1769,Rouen,,Allemagne,Exports,Toile ; fil de coton,,,40212,,10053,Livres,4,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_110_Rouen_Exports_1769.csv,Archives de la CCI de Rouen Carton VIII 110,2,,,,,Pascal Fontaine,,,,,,,,,,,,,
1247,Local,1769,Rouen,,Allemagne,Exports,Toile ; de lin,,,1870,,187,Livres,10,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_110_Rouen_Exports_1769.csv,Archives de la CCI de Rouen Carton VIII 110,2,,,,,Pascal Fontaine,,,,,,,,,,,,,
1248,Local,1769,Rouen,,Allemagne,Exports,Velours de coton,,,6660,,666,Livres,10,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_110_Rouen_Exports_1769.csv,Archives de la CCI de Rouen Carton VIII 110,2,,,,,Pascal Fontaine,,,,,,,,,,,,,
1249,Local,1769,Rouen,,Angleterre,Exports,Alun,,,850,,3400,Livres,.25,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_110_Rouen_Exports_1769.csv,Archives de la CCI de Rouen Carton VIII 110,2,,,,,Pascal Fontaine,,,,,,,,,,,,,
1250,Local,1769,Rouen,,Angleterre,Exports,Bas de soye,,,5825,,116.5,Livres,50,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_110_Rouen_Exports_1769.csv,Archives de la CCI de Rouen Carton VIII 110,2,,,,,Pascal Fontaine,,,,,,,,,,,,,
1251,Local,1769,Rouen,,Angleterre,Exports,Blonde de soye,,,10680,,196,Livres,350,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_110_Rouen_Exports_1769.csv,Archives de la CCI de Rouen Carton VIII 110,2,,,,,Pascal Fontaine,,-57920 erreur calcul,,,,,,,,,,,
1252,Local,1769,Rouen,,Angleterre,Exports,Bougie,,,500,,250,Livres,2,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_110_Rouen_Exports_1769.csv,Archives de la CCI de Rouen Carton VIII 110,2,,,,,Pascal Fontaine,,,,,,,,,,,,,
1253,Local,1769,Rouen,,Angleterre,Exports,Bouteilles de verre,,,450,,150,Douzaines,3,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_110_Rouen_Exports_1769.csv,Archives de la CCI de Rouen Carton VIII 110,2,,,,,Pascal Fontaine,,,,,,,,,,,,,
