line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_value,absurd_quantity,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1466,Local,1738,Rouen,,Angleterre,Exports,Amandes ; en coques,,,,0,200,livres,.15,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Rouen_Exports_1738.csv,Archives de la CCI de Rouen Carton VIII,1,,,,,Pascal Fontaine,,,,,,,,,,,,,
1467,Local,1738,Rouen,,Angleterre,Exports,Amidon,,,,0,693,livres,.14,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Rouen_Exports_1738.csv,Archives de la CCI de Rouen Carton VIII,1,,,,,Pascal Fontaine,,,,,,,,,,,,,
1468,Local,1738,Rouen,,Angleterre,Exports,Arbres ; à fruit,,,50,0,,,,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Rouen_Exports_1738.csv,Archives de la CCI de Rouen Carton VIII,1,,,,,Pascal Fontaine,,,,,,,,,,,,,
1469,Local,1738,Rouen,,Angleterre,Exports,Bougie,,,,0,917,livres,1.75,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Rouen_Exports_1738.csv,Archives de la CCI de Rouen Carton VIII,1,,,,,Pascal Fontaine,,,,,,,,,,,,,
1470,Local,1738,Rouen,,Angleterre,Exports,Boutons ; de fil ; d'or et d'argent,,,,0,10,livres,70,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Rouen_Exports_1738.csv,Archives de la CCI de Rouen Carton VIII,1,,,,,Pascal Fontaine,,,,,,,,,,,,,
1471,Local,1738,Rouen,,Angleterre,Exports,Boutons ; de fil ; d'argent,,,,0,8.75,livres,50,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Rouen_Exports_1738.csv,Archives de la CCI de Rouen Carton VIII,1,,,,,Pascal Fontaine,,8 livres et 12 onces,,,,,,,,,,,
1472,Local,1738,Rouen,,Angleterre,Exports,Bas ; de soye,,,,0,33.75,livres,40,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Rouen_Exports_1738.csv,Archives de la CCI de Rouen Carton VIII,1,,,,,Pascal Fontaine,,33 livres et 12 onces,,,,,,,,,,,
1473,Local,1738,Rouen,,Angleterre,Exports,Bonnets ; de coton,,,,0,1,livres,10,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Rouen_Exports_1738.csv,Archives de la CCI de Rouen Carton VIII,1,,,,,Pascal Fontaine,,,,,,,,,,,,,
1474,Local,1738,Rouen,,Angleterre,Exports,Bourses ; à cheveux,,,60,0,,,,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Rouen_Exports_1738.csv,Archives de la CCI de Rouen Carton VIII,1,,,,,Pascal Fontaine,,,,,,,,,,,,,
1475,Local,1738,Rouen,,Angleterre,Exports,Bazin ; commun,,,,0,9,livres,6,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Rouen_Exports_1738.csv,Archives de la CCI de Rouen Carton VIII,1,,,,,Pascal Fontaine,,,,,,,,,,,,,
1476,Local,1738,Rouen,,Angleterre,Exports,Brasselets ; de crin,,,40,0,,,,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Rouen_Exports_1738.csv,Archives de la CCI de Rouen Carton VIII,1,,,,,Pascal Fontaine,,,,,,,,,,,,,
1477,Local,1738,Rouen,,Angleterre,Exports,Bordures ; de bois ; doré,,,250,0,14,estimées,17.86,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Rouen_Exports_1738.csv,Archives de la CCI de Rouen Carton VIII,1,,,,,Pascal Fontaine,,estimation de 250 livres pour 14 bordures,,,,,,,,,,,
1478,Local,1738,Rouen,,Angleterre,Exports,Bois ; de buis,,,,0,562,livres,.16,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Rouen_Exports_1738.csv,Archives de la CCI de Rouen Carton VIII,1,,,,,Pascal Fontaine,,,,,,,,,,,,,
1479,Local,1738,Rouen,,Angleterre,Exports,Boistes ; de carton,,,,0,9,pièces,1,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Rouen_Exports_1738.csv,Archives de la CCI de Rouen Carton VIII,1,,,,,Pascal Fontaine,,,,,,,,,,,,,
1480,Local,1738,Rouen,,Angleterre,Exports,Canards,,,,0,6,douzaines,12,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Rouen_Exports_1738.csv,Archives de la CCI de Rouen Carton VIII,1,,,,,Pascal Fontaine,,,,,,,,,,,,,
1481,Local,1738,Rouen,,Angleterre,Exports,Confitures,,,,0,736,livres,1.1,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Rouen_Exports_1738.csv,Archives de la CCI de Rouen Carton VIII,1,,,,,Pascal Fontaine,,,,,,,,,,,,,
1482,Local,1738,Rouen,,Angleterre,Exports,Capilaire,,,,0,10,livres,2,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Rouen_Exports_1738.csv,Archives de la CCI de Rouen Carton VIII,1,,,,,Pascal Fontaine,,en herbes,,,,,,,,,,,
1483,Local,1738,Rouen,,Angleterre,Exports,Cidre,,,,0,19,muids,36,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Rouen_Exports_1738.csv,Archives de la CCI de Rouen Carton VIII,1,,,,,Pascal Fontaine,,,,,,,,,,,,,
1484,Local,1738,Rouen,,Angleterre,Exports,Cordons ; de soye ; or et argent,,,,0,1.75,livres,60,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Rouen_Exports_1738.csv,Archives de la CCI de Rouen Carton VIII,1,,,,,Pascal Fontaine,,1 livre et 12 onces,,,,,,,,,,,
1485,Local,1738,Rouen,,Angleterre,Exports,Cordons ; de soye,,,,0,8,livres,30,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Rouen_Exports_1738.csv,Archives de la CCI de Rouen Carton VIII,1,,,,,Pascal Fontaine,,,,,,,,,,,,,
1486,Local,1738,Rouen,,Angleterre,Exports,Cordes ; à violon,,,,0,30,livres,25,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Rouen_Exports_1738.csv,Archives de la CCI de Rouen Carton VIII,1,,,,,Pascal Fontaine,,,,,,,,,,,,,
1487,Local,1738,Rouen,,Angleterre,Exports,Cotonine,,,,0,6,livres,6,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Rouen_Exports_1738.csv,Archives de la CCI de Rouen Carton VIII,1,,,,,Pascal Fontaine,,,,,,,,,,,,,
1488,Local,1738,Rouen,,Angleterre,Exports,Coton ; filé,,,,0,125,livres,3,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Rouen_Exports_1738.csv,Archives de la CCI de Rouen Carton VIII,2,,,,,Pascal Fontaine,,,,,,,,,,,,,
1489,Local,1738,Rouen,,Angleterre,Exports,Couty,,,,0,13,livres,1.5,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Rouen_Exports_1738.csv,Archives de la CCI de Rouen Carton VIII,2,,,,,Pascal Fontaine,,,,,,,,,,,,,
1490,Local,1738,Rouen,,Angleterre,Exports,Cheveux,,,,0,17,livres,12,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Rouen_Exports_1738.csv,Archives de la CCI de Rouen Carton VIII,2,,,,,Pascal Fontaine,,,,,,,,,,,,,
1491,Local,1738,Rouen,,Angleterre,Exports,Carton ; à drapier,,,,0,125,livres,.6,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Rouen_Exports_1738.csv,Archives de la CCI de Rouen Carton VIII,2,,,,,Pascal Fontaine,,,,,,,,,,,,,
1492,Local,1738,Rouen,,Angleterre,Exports,Chapelet,,,,0,512.5,livres,3,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Rouen_Exports_1738.csv,Archives de la CCI de Rouen Carton VIII,2,,,,,Pascal Fontaine,,,,,,,,,,,,,
1493,Local,1738,Rouen,,Angleterre,Exports,Colliers ; de verre,,,,0,50,livres,2,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Rouen_Exports_1738.csv,Archives de la CCI de Rouen Carton VIII,2,,,,,Pascal Fontaine,,,,,,,,,,,,,
1494,Local,1738,Rouen,,Angleterre,Exports,Cuivre ; ouvré,,,,0,4,livres,2,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Rouen_Exports_1738.csv,Archives de la CCI de Rouen Carton VIII,2,,,,,Pascal Fontaine,,,,,,,,,,,,,
1495,Local,1738,Rouen,,Angleterre,Exports,Cannes ; à main,,,,0,400,livres,8,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Rouen_Exports_1738.csv,Archives de la CCI de Rouen Carton VIII,2,,,,,Pascal Fontaine,,,,,,,,,,,,,
1496,Local,1738,Rouen,,Angleterre,Exports,Cardes ; à carder,,,,0,4425,livres,.5,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Rouen_Exports_1738.csv,Archives de la CCI de Rouen Carton VIII,2,,,,,Pascal Fontaine,,,,,,,,,,,,,
1497,Local,1738,Rouen,,Angleterre,Exports,Cribles,,,5,0,2,estimées,2.5,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Rouen_Exports_1738.csv,Archives de la CCI de Rouen Carton VIII,2,,,,,Pascal Fontaine,,estimation de 5 livres pour 2 cribles,,,,,,,,,,,
1498,Local,1738,Rouen,,Angleterre,Exports,Coquillages,,,,0,2,livres,1.5,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Rouen_Exports_1738.csv,Archives de la CCI de Rouen Carton VIII,2,,,,,Pascal Fontaine,,,,,,,,,,,,,
