line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
843,Local,1740,Bordeaux,,Hollande,Imports,Acier,,,17103.131,,52625,Livres,.32499999,sources/Local/AD33_C4389_Bordeaux_Imports_1740.csv,AD33 C4389,1,,,,,Pascal Fontaine,,0,,,,,,,,,,
844,Local,1740,Bordeaux,,Nord (dont Hanse et Russie),Imports,Amendes ; cassées,,,300,,1000,Livres,.30000001,sources/Local/AD33_C4389_Bordeaux_Imports_1740.csv,AD33 C4389,3,,,,,Pascal Fontaine,,0,,,,,,,,,,
845,Local,1740,Bordeaux,,Hollande,Imports,Amidon,,,2040,,12000,Livres,.17,sources/Local/AD33_C4389_Bordeaux_Imports_1740.csv,AD33 C4389,1,,,,,Pascal Fontaine,,0,,,,,,,,,,
846,Local,1740,Bordeaux,,Nord (dont Hanse et Russie),Imports,Amidon,,,365.5,,2150,Livres,.17,sources/Local/AD33_C4389_Bordeaux_Imports_1740.csv,AD33 C4389,3,,,,,Pascal Fontaine,,0,,,,,,,,,,
847,Local,1740,Bordeaux,,Hollande,Imports,Arcenic,,,739.5,,2900,Livres,.255,sources/Local/AD33_C4389_Bordeaux_Imports_1740.csv,AD33 C4389,1,,,,,Pascal Fontaine,,0,,,,,,,,,,
848,Local,1740,Bordeaux,,Nord (dont Hanse et Russie),Imports,Armoires ; de noyer,,,72,,2,En nombre,36,sources/Local/AD33_C4389_Bordeaux_Imports_1740.csv,AD33 C4389,3,,,,,Pascal Fontaine,,0,,,,,,,,,,
849,Local,1740,Bordeaux,,Espagne,Imports,Avirons,,,224,,28,Traques,8,sources/Local/AD33_C4389_Bordeaux_Imports_1740.csv,AD33 C4389,4,,,,,Pascal Fontaine,,0,,,,,,,,,,
850,Local,1740,Bordeaux,,Hollande,Imports,Avirons,,,463.5,,133,Traques,3.5,sources/Local/AD33_C4389_Bordeaux_Imports_1740.csv,AD33 C4389,1,,,,,Pascal Fontaine,,-2,,,,,,,,,,
851,Local,1740,Bordeaux,,Hollande,Imports,Avoine,,,25,,5,Boisseaux,5,sources/Local/AD33_C4389_Bordeaux_Imports_1740.csv,AD33 C4389,1,,,,,Pascal Fontaine,,0,,,,,,,,,,
852,Local,1740,Bordeaux,,Hollande,Imports,Azur ; commun,,,6492,,10820,Livres,.60000002,sources/Local/AD33_C4389_Bordeaux_Imports_1740.csv,AD33 C4389,1,,,,,Pascal Fontaine,,0,,,,,,,,,,
853,Local,1740,Bordeaux,,Nord (dont Hanse et Russie),Imports,Azur ; comun,,,459,,765,Livres,.60000002,sources/Local/AD33_C4389_Bordeaux_Imports_1740.csv,AD33 C4389,3,,,,,Pascal Fontaine,,0,,,,,,,,,,
854,Local,1740,Bordeaux,,Hollande,Imports,Baleine ; coupée,,,71160,,17790,Livres,4,sources/Local/AD33_C4389_Bordeaux_Imports_1740.csv,AD33 C4389,2,,,,,Pascal Fontaine,,0,,,,,,,,,,
855,Local,1740,Bordeaux,,Hollande,Imports,Baleine ; en fanon,,,77730,,25910,Livres,3,sources/Local/AD33_C4389_Bordeaux_Imports_1740.csv,AD33 C4389,2,,,,,Pascal Fontaine,,0,,,,,,,,,,
856,Local,1740,Bordeaux,,Suede,Imports,Barres ; de guindeau,,,10.5,,300,Pièces,.34999999,sources/Local/AD33_C4389_Bordeaux_Imports_1740.csv,AD33 C4389,4,,,,,Pascal Fontaine,,"-94,5 erreur calcul",,,,,,,,,,
857,Local,1740,Bordeaux,,Hollande,Imports,Barriques ; vieilles ; vuides,,,900,,600,En nombre,1.5,sources/Local/AD33_C4389_Bordeaux_Imports_1740.csv,AD33 C4389,2,,,,,Pascal Fontaine,,0,,,,,,,,,,
858,Local,1740,Bordeaux,,Hollande,Imports,Beurre,,,80990,,311500,Livres,.25999999,sources/Local/AD33_C4389_Bordeaux_Imports_1740.csv,AD33 C4389,2,,,,,Pascal Fontaine,,0,,,,,,,,,,
859,Local,1740,Bordeaux,,Hollande,Imports,Biere,,,38900,,1945,Barriques,20,sources/Local/AD33_C4389_Bordeaux_Imports_1740.csv,AD33 C4389,2,,,,,Pascal Fontaine,,0,,,,,,,,,,
860,Local,1740,Bordeaux,,Nord (dont Hanse et Russie),Imports,Biere,,,51,,3,Barriques,17,sources/Local/AD33_C4389_Bordeaux_Imports_1740.csv,AD33 C4389,3,,,,,Pascal Fontaine,,0,,,,,,,,,,
861,Local,1740,Bordeaux,,Hollande,Imports,Biscuits ; de mer,,,36,,400,Livres,.090000004,sources/Local/AD33_C4389_Bordeaux_Imports_1740.csv,AD33 C4389,2,,,,,Pascal Fontaine,,0,,,,,,,,,,
862,Local,1740,Bordeaux,,Isles françoises de l'amerique,Imports,Bois ; a teindre,,,15997.5,,106650,Livres,.15000001,sources/Local/AD33_C4389_Bordeaux_Imports_1740.csv,AD33 C4389,4,,,,,Pascal Fontaine,,0,,,,,,,,,,
863,Local,1740,Bordeaux,,Hollande,Imports,Bois ; de campeche,,,33383.129,,215375,Livres,.155,sources/Local/AD33_C4389_Bordeaux_Imports_1740.csv,AD33 C4389,2,,,,,Pascal Fontaine,,0,,,,,,,,,,
864,Local,1740,Bordeaux,,Nord (dont Hanse et Russie),Imports,Bois ; de campeche,,,25140,,157125,Livres,.16,sources/Local/AD33_C4389_Bordeaux_Imports_1740.csv,AD33 C4389,3,,,,,Pascal Fontaine,,0,,,,,,,,,,
865,Local,1740,Bordeaux,,Isles françoises de l'amerique,Imports,Bois ; de gayac,,,1200,,30000,Livres,.039999999,sources/Local/AD33_C4389_Bordeaux_Imports_1740.csv,AD33 C4389,4,,,,,Pascal Fontaine,,0,,,,,,,,,,
866,Local,1740,Bordeaux,,Hollande,Imports,Bois ; de sandal ; moulu,,,11675,,58375,Livres,.2,sources/Local/AD33_C4389_Bordeaux_Imports_1740.csv,AD33 C4389,2,,,,,Pascal Fontaine,,0,,,,,,,,,,
867,Local,1740,Bordeaux,,Hollande,Imports,Bottes ; fortes,,,30,,2,Paires,15,sources/Local/AD33_C4389_Bordeaux_Imports_1740.csv,AD33 C4389,2,,,,,Pascal Fontaine,,0,,,,,,,,,,
868,Local,1740,Bordeaux,,Suede,Imports,Bourdilles,,,84,,28,Pièces,3,sources/Local/AD33_C4389_Bordeaux_Imports_1740.csv,AD33 C4389,4,,,,,Pascal Fontaine,,0,,,,,,,,,,
869,Local,1740,Bordeaux,,Hollande,Imports,Bourdillons,,,1640,,1640,Pièces,1,sources/Local/AD33_C4389_Bordeaux_Imports_1740.csv,AD33 C4389,2,,,,,Pascal Fontaine,,0,,,,,,,,,,
870,Local,1740,Bordeaux,,Suede,Imports,Bourdillons,,,300,,200,Pièces,1.5,sources/Local/AD33_C4389_Bordeaux_Imports_1740.csv,AD33 C4389,4,,,,,Pascal Fontaine,,0,,,,,,,,,,
871,Local,1740,Bordeaux,,Nord (dont Hanse et Russie),Imports,Bourdillons ; a barriques,,,1150,,1150,Pièces,1,sources/Local/AD33_C4389_Bordeaux_Imports_1740.csv,AD33 C4389,3,,,,,Pascal Fontaine,,0,,,,,,,,,,
872,Local,1740,Bordeaux,,Nord (dont Hanse et Russie),Imports,Bourdillons ; a tierçons,,,7425,,9900,Pièces,.75,sources/Local/AD33_C4389_Bordeaux_Imports_1740.csv,AD33 C4389,3,,,,,Pascal Fontaine,,0,,,,,,,,,,
873,Local,1740,Bordeaux,,Hollande,Imports,Bourre ; de bœuf,,,2186.25,,29150,Livres,.075000003,sources/Local/AD33_C4389_Bordeaux_Imports_1740.csv,AD33 C4389,2,,,,,Pascal Fontaine,,0,,,,,,,,,,
874,Local,1740,Bordeaux,,Hollande,Imports,Bouteilles ; de verre,,,253,,1265,Pièces,.2,sources/Local/AD33_C4389_Bordeaux_Imports_1740.csv,AD33 C4389,2,,,,,Pascal Fontaine,,0,,,,,,,,,,
875,Local,1740,Bordeaux,,Hollande,Imports,Boutons ; de cuivre,,,1357.5,,905,Livres,1.5,sources/Local/AD33_C4389_Bordeaux_Imports_1740.csv,AD33 C4389,2,,,,,Pascal Fontaine,,0,,,,,,,,,,
876,Local,1740,Bordeaux,,Hollande,Imports,Boutons ; de fil,,,84,,28,Grosses,3,sources/Local/AD33_C4389_Bordeaux_Imports_1740.csv,AD33 C4389,2,,,,,Pascal Fontaine,,0,,,,,,,,,,
877,Local,1740,Bordeaux,,Hollande,Imports,Bray ; gras,,,1950,,150,Barrils,13,sources/Local/AD33_C4389_Bordeaux_Imports_1740.csv,AD33 C4389,2,,,,,Pascal Fontaine,,0,,,,,,,,,,
878,Local,1740,Bordeaux,,Hollande,Imports,Brun ; rouge,,,270,,6000,Livres,.045000002,sources/Local/AD33_C4389_Bordeaux_Imports_1740.csv,AD33 C4389,2,,,,,Pascal Fontaine,,0,,,,,,,,,,
879,Local,1740,Bordeaux,,Angleterre,Imports,Bœuf ; salé,,,289692,,16094,Barrils,18,sources/Local/AD33_C4389_Bordeaux_Imports_1740.csv,AD33 C4389,1,,,,,Pascal Fontaine,,0,,,,,,,,,,
880,Local,1740,Bordeaux,,Hollande,Imports,Cabillau,,,3485,,170,Barrils,20.5,sources/Local/AD33_C4389_Bordeaux_Imports_1740.csv,AD33 C4389,2,,,,,Pascal Fontaine,,0,,,,,,,,,,
881,Local,1740,Bordeaux,,Hollande,Imports,Caboches,,,5892.75,,65475,Livres,.090000004,sources/Local/AD33_C4389_Bordeaux_Imports_1740.csv,AD33 C4389,2,,,,,Pascal Fontaine,,0,,,,,,,,,,
882,Local,1740,Bordeaux,,Nord (dont Hanse et Russie),Imports,Caboches,,,228,,2850,Livres,.079999998,sources/Local/AD33_C4389_Bordeaux_Imports_1740.csv,AD33 C4389,3,,,,,Pascal Fontaine,,0,,,,,,,,,,
883,Local,1740,Bordeaux,,Isles françoises de l'amerique,Imports,Cacao,,,180500,,144400,Livres,1.25,sources/Local/AD33_C4389_Bordeaux_Imports_1740.csv,AD33 C4389,4,,,,,Pascal Fontaine,,0,,,,,,,,,,
884,Local,1740,Bordeaux,,Isles françoises de l'amerique,Imports,Caffé,,,1036412.5,,2072825,Livres,.5,sources/Local/AD33_C4389_Bordeaux_Imports_1740.csv,AD33 C4389,4,,,,,Pascal Fontaine,,0,,,,,,,,,,
885,Local,1740,Bordeaux,,Hollande,Imports,Caffé de moka,,,20128.5,,9585,Livres,2.0999999,sources/Local/AD33_C4389_Bordeaux_Imports_1740.csv,AD33 C4389,2,,,,,Pascal Fontaine,,0,,,,,,,,,,
886,Local,1740,Bordeaux,,Hollande,Imports,Calmandre,,,75845,,21670,Livres,3.5,sources/Local/AD33_C4389_Bordeaux_Imports_1740.csv,AD33 C4389,2,,,,,Pascal Fontaine,,0,,,,,,,,,,
887,Local,1740,Bordeaux,,Isles françoises de l'amerique,Imports,Canefice,,,2882.75,,22175,Livres,.13,sources/Local/AD33_C4389_Bordeaux_Imports_1740.csv,AD33 C4389,5,,,,,Pascal Fontaine,,0,,,,,,,,,,
888,Local,1740,Bordeaux,,Hollande,Imports,Canelle,,,122880,,20480,Livres,6,sources/Local/AD33_C4389_Bordeaux_Imports_1740.csv,AD33 C4389,2,,,,,Pascal Fontaine,,0,,,,,,,,,,
889,Local,1740,Bordeaux,,Hollande,Imports,Ceruse,,,10860,,54300,Livres,.2,sources/Local/AD33_C4389_Bordeaux_Imports_1740.csv,AD33 C4389,2,,,,,Pascal Fontaine,,0,,,,,,,,,,
890,Local,1740,Bordeaux,,Hollande,Imports,Chaises ; de comodité,,,486,,108,En nombre,4.5,sources/Local/AD33_C4389_Bordeaux_Imports_1740.csv,AD33 C4389,2,,,,,Pascal Fontaine,,0,,,,,,,,,,
891,Local,1740,Bordeaux,,Angleterre,Imports,Chandelle,,,1750,,5000,Livres,.34999999,sources/Local/AD33_C4389_Bordeaux_Imports_1740.csv,AD33 C4389,1,,,,,Pascal Fontaine,,0,,,,,,,,,,
892,Local,1740,Bordeaux,,Hollande,Imports,Chandelle,,,262.5,,750,Livres,.34999999,sources/Local/AD33_C4389_Bordeaux_Imports_1740.csv,AD33 C4389,2,,,,,Pascal Fontaine,,0,,,,,,,,,,
893,Local,1740,Bordeaux,,Angleterre,Imports,Charbon ; de terre,,,23100,,115.5,Tonneaux,200,sources/Local/AD33_C4389_Bordeaux_Imports_1740.csv,AD33 C4389,1,,,,,Pascal Fontaine,,0,,,,,,,,,,
894,Local,1740,Bordeaux,,Hollande,Imports,Charbon ; de terre,,,5700,,28.5,Tonneaux,200,sources/Local/AD33_C4389_Bordeaux_Imports_1740.csv,AD33 C4389,2,,,,,Pascal Fontaine,,0,,,,,,,,,,
895,Local,1740,Bordeaux,,Nord (dont Hanse et Russie),Imports,Charbon ; de terre,,,1000,,5,Tonneaux,200,sources/Local/AD33_C4389_Bordeaux_Imports_1740.csv,AD33 C4389,4,,,,,Pascal Fontaine,,0,,,,,,,,,,
