source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_unit,filepath,source,sheet,line_number,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,difference_value_unit_price,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
Local,1771,Rouen,,Allemagne,Exports,Cacao ; des Isles,,,"451,5",0,,livres,"0,75",sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Rouen_Exports_1771.csv,Archives de la CCI de Rouen Carton VIII,32,,,,,,Pascal Fontaine,,,,,,,,,,,
Local,1771,Rouen,,Allemagne,Exports,Caffé ; des Isles,,,635004,0,,livres,1,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Rouen_Exports_1771.csv,Archives de la CCI de Rouen Carton VIII,32,,,,,,Pascal Fontaine,,,,,,,,,,,
Local,1771,Rouen,,Allemagne,Exports,Confitures,,,29,0,,livres,1,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Rouen_Exports_1771.csv,Archives de la CCI de Rouen Carton VIII,32,,,,,,Pascal Fontaine,,,,,,,,,,,
Local,1771,Rouen,,Allemagne,Exports,Coton ; filé,,,60,0,,livres,5,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Rouen_Exports_1771.csv,Archives de la CCI de Rouen Carton VIII,32,,,,,,Pascal Fontaine,,,,,,,,,,,
Local,1771,Rouen,,Allemagne,Exports,Couvertures ; de laine,,,94,0,,livres,2,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Rouen_Exports_1771.csv,Archives de la CCI de Rouen Carton VIII,32,,,,,,Pascal Fontaine,,,,,,,,,,,
Local,1771,Rouen,,Allemagne,Exports,Coutil,,,174,0,,livres,2,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Rouen_Exports_1771.csv,Archives de la CCI de Rouen Carton VIII,32,,,,,,Pascal Fontaine,,,,,,,,,,,
Local,1771,Rouen,,Allemagne,Exports,Dentelle ; de fil,,,80,0,,onces,10,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Rouen_Exports_1771.csv,Archives de la CCI de Rouen Carton VIII,32,,,,,,Pascal Fontaine,,,,,,,,,,,
Local,1771,Rouen,,Allemagne,Exports,Dentelle ; de soye,,,24,0,,onces,6,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Rouen_Exports_1771.csv,Archives de la CCI de Rouen Carton VIII,32,,,,,,Pascal Fontaine,,,,,,,,,,,
Local,1771,Rouen,,Allemagne,Exports,Dentelle ; d'andely,,,1400,0,,aunes,20,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Rouen_Exports_1771.csv,Archives de la CCI de Rouen Carton VIII,32,,,,,,Pascal Fontaine,,,,,,,,,,,
Local,1771,Rouen,,Allemagne,Exports,Drap ; d'Elbeuf,,,150585,0,,aunes,15,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Rouen_Exports_1771.csv,Archives de la CCI de Rouen Carton VIII,32,,,,,,Pascal Fontaine,,,,,,,,,,,
Local,1771,Rouen,,Allemagne,Exports,Drap ; de Louviers,,,52640,0,,aunes,20,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Rouen_Exports_1771.csv,Archives de la CCI de Rouen Carton VIII,32,,,,,,Pascal Fontaine,,,,,,,,,,,
Local,1771,Rouen,,Allemagne,Exports,Epingles,,,2553,0,,,,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Rouen_Exports_1771.csv,Archives de la CCI de Rouen Carton VIII,32,,,,,,Pascal Fontaine,,,,,,,,,,,
Local,1771,Rouen,,Allemagne,Exports,Espagnolette ; croisée,,,12481,0,,livres,7,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Rouen_Exports_1771.csv,Archives de la CCI de Rouen Carton VIII,32,,,,,,Pascal Fontaine,,,,,,,,,,,
Local,1771,Rouen,,Allemagne,Exports,Espagnolette ; simple,,,2850,0,,livres,6,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Rouen_Exports_1771.csv,Archives de la CCI de Rouen Carton VIII,32,,,,,,Pascal Fontaine,,,,,,,,,,,
Local,1771,Rouen,,Allemagne,Exports,Etamine ; de laine,,,1518,0,,livres,6,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Rouen_Exports_1771.csv,Archives de la CCI de Rouen Carton VIII,33,,,,,,Pascal Fontaine,,,,,,,,,,,
Local,1771,Rouen,,Allemagne,Exports,Etoffe ; au quart de soye,,,46540,0,,livres,20,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Rouen_Exports_1771.csv,Archives de la CCI de Rouen Carton VIII,33,,,,,,Pascal Fontaine,,,,,,,,,,,
