line_number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,Local,1752,Rennes,,Angleterre,Exports,amandes,,,,,15,balles,,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,1,,,,,Marion Merville & Jules Oudot,,« savoir de quelle espèce d’amandes »,,,,,,,,,,
2,Local,1752,Rennes,,Angleterre,Exports,amandes,,,,,3,barils,,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,1,,,,,Marion Merville & Jules Oudot,,« savoir de quelle espèce d’amandes »,,,,,,,,,,
3,Local,1752,Rennes,,Angleterre,Exports,amandes,,,,,5,boisseaux,,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,1,,,,,Marion Merville & Jules Oudot,,« savoir de quelle espèce d’amandes »,,,,,,,,,,
4,Local,1752,Rennes,,Angleterre,Exports,amandes,,,,,8,emines,,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,1,,,,,Marion Merville & Jules Oudot,,« savoir de quelle espèce d’amandes »,,,,,,,,,,
5,Local,1752,Rennes,,Angleterre,Exports,Bazin,,,,,100,pièces,18,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,1,,,,,Marion Merville & Jules Oudot,,,,,,,,,,,,
6,Local,1752,Rennes,,Angleterre,Exports,Bazin,,,,,21,aunes,1.8,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,1,,,,,Marion Merville & Jules Oudot,,,,,,,,,,,,
7,Local,1752,Rennes,,Angleterre,Exports,Beure,,,,,10180,livres,0.45,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,1,,,,,Marion Merville & Jules Oudot,,,,,,,,,,,,
8,Local,1752,Rennes,,Angleterre,Exports,Boutons,,,,,24,douzaines,3.6,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,1,,,,,Marion Merville & Jules Oudot,,,,,,,,,,,,
9,Local,1752,Rennes,,Angleterre,Exports,bouteilles de verre,,,,,60,pièces,0.2,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,1,,,,,Marion Merville & Jules Oudot,,,,,,,,,,,,
10,Local,1752,Rennes,,Angleterre,Exports,bray,,,,,21,barils,25,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,1,,,,,Marion Merville & Jules Oudot,,,,,,,,,,,,
11,Local,1752,Rennes,,Angleterre,Exports,cabarets de porcelaine,,,,,1,pièce,15,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,1,,,,,Marion Merville & Jules Oudot,,,,,,,,,,,,
12,Local,1752,Rennes,,Angleterre,Exports,caffé des isles,,,,,2811,livres,0.65,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,1,,,,,Marion Merville & Jules Oudot,,"Autre prix à 0,75 livre",,,,,,,,,,
13,Local,1752,Rennes,,Angleterre,Exports,cassonade,,,,,1200,livres,0.35,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,1,,,,,Marion Merville & Jules Oudot,,,,,,,,,,,,
14,Local,1752,Rennes,,Angleterre,Exports,chaises de paille,,,,,530,pièces,1,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,1,,,,,Marion Merville & Jules Oudot,,,,,,,,,,,,
15,Local,1752,Rennes,,Angleterre,Exports,chandelle,,,,,5135,livres,0.425,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,1,,,,,Marion Merville & Jules Oudot,,prix donné comme un intervalle 8-9 sous,,,,,,,,,,
16,Local,1752,Rennes,,Angleterre,Exports,chocolat,,,,,112,livres,1.5,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,1,,,,,Marion Merville & Jules Oudot,,,,,,,,,,,,
17,Local,1752,Rennes,,Angleterre,Exports,cidre,,,,,2,bariques,20,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,1,,,,,Marion Merville & Jules Oudot,,,,,,,,,,,,
18,Local,1752,Rennes,,Angleterre,Exports,citrons confits,,,,,312,livres,1,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,,,,,,,,,,,
19,Local,1752,Rennes,,Angleterre,Exports,collerettes,,,,,1,douzaine,2.5,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,,,,,,,,,,,
20,Local,1752,Rennes,,Angleterre,Exports,colliers de femme,,,,,16.5,douzaines,25,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,,,,,,,,,,,
21,Local,1752,Rennes,,Angleterre,Exports,confitures,,,,,50,livres,1,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,,,,,,,,,,,
22,Local,1752,Rennes,,Angleterre,Exports,cordages,,,,,100,livres,0.25,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,,,,,,,,,,,
23,Local,1752,Rennes,,Angleterre,Exports,collonade,,,,,646,aunes,1.5,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,,,,,,,,,,,
24,Local,1752,Rennes,,Angleterre,Exports,couty,,,,,8,pièces,35,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,,,,,,,,,,,
25,Local,1752,Rennes,,Angleterre,Exports,couty,,,,,107,aunes,2.25,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,,,,,,,,,,,
26,Local,1752,Rennes,,Angleterre,Exports,Cuirs de Boeuf,,,,,42,pièces,25,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,,,,,,,,,,,
27,Local,1752,Rennes,,Angleterre,Exports,2 Cuirs de Vaches,,,,,131,pièces,15,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,,,,,,,,,,,
28,Local,1752,Rennes,,Angleterre,Exports,1 Cuir Carné,,,,,150,livres,0.75,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,,,,,,,,,,,
29,Local,1752,Rennes,,Angleterre,Exports,eau de la reine d’hongrie,,,,,1,caisse,30,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,,,,,,,,,,,
30,Local,1752,Rennes,,Angleterre,Exports,eau de la reine d’hongrie,,,,,96,fioles,0.3,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,,,,,,,,,,,
31,Local,1752,Rennes,,Angleterre,Exports,eau de vie,,,,,2,bariques,65,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,,,,,,,,,,,
32,Local,1752,Rennes,,Angleterre,Exports,eau de vie,,,,,1,tierçon,50,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,,,,,,,,,,,
33,Local,1752,Rennes,,Angleterre,Exports,eau de vie,,,,,13891,veltes,2.25,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,,,,,,,,,,,
34,Local,1752,Rennes,,Angleterre,Exports,egrettes,,,,,2,douzaines,6,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,,,,,,,,,,,
35,Local,1752,Rennes,,Angleterre,Exports,figues,,,,,1,baril,12,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,,,,,,,,,,,
36,Local,1752,Rennes,,Angleterre,Exports,figues,,,,,2,cabas,9,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,,,,,,,,,,,
37,Local,1752,Rennes,,Angleterre,Exports,Fil à Coudre,,,,,170,livres,1.5,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,,,,,,,,,,,
38,Local,1752,Rennes,,Angleterre,Exports,fil à voille,,,,,500,livres,0.6,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,,,,,,,,,,,
39,Local,1752,Rennes,,Angleterre,Exports,filain,,,,,13294,livres,0.25,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,,,,,,,,,,,
40,Local,1752,Rennes,,Angleterre,Exports,fruits cruds,,,,,50,bariques,12,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,,,,,,,,,,,
41,Local,1752,Rennes,,Angleterre,Exports,fruits cruds,,,,,183,paniers,3,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,,,,,,,,,,,
42,Local,1752,Rennes,,Angleterre,Exports,fruits cruds,,,,,3,sacs,4,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,,,,,,,,,,,
43,Local,1752,Rennes,,Angleterre,Exports,fruit sec,,,,,68,barils,5,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,,,,,,,,,,,
44,Local,1752,Rennes,,Angleterre,Exports,fruit sec,,,,,12,paniers,2.25,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,,,,,,,,,,,
45,Local,1752,Rennes,,Angleterre,Exports,fruit sec,,,,,17270,livres,0.4,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,,,,,,,,,,,
46,Local,1752,Rennes,,Angleterre,Exports,gans de peau,,,,,36,paires,0.5,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,,,,,,,,,,,
47,Local,1752,Rennes,,Angleterre,Exports,gaze ,,,,,19,aunes,2.5,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,2,,,,,Marion Merville & Jules Oudot,,,,,,,,,,,,
48,Local,1752,Rennes,,Angleterre,Exports,graine,,,,,4465,livres,0.3,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,3,,,,,Marion Merville & Jules Oudot,,,,,,,,,,,,
49,Local,1752,Rennes,,Angleterre,Exports,graine,,,100,,,,,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,3,,,,,Marion Merville & Jules Oudot,,,,,,,,,,,,
50,Local,1752,Rennes,,Angleterre,Exports,huille de lin,,,,,40,pots,1.1,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,3,,,,,Marion Merville & Jules Oudot,,,,,,,,,,,,
51,Local,1752,Rennes,,Angleterre,Exports,huille de lin,,,,,,,,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,3,,,,,Marion Merville & Jules Oudot,,,,,,,,,,,,
52,Local,1752,Rennes,,Angleterre,Exports,huile d’olive,,,,,3,bariques,300,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,3,,,,,Marion Merville & Jules Oudot,,,,,,,,,,,,
53,Local,1752,Rennes,,Angleterre,Exports,huile d’olive,,,,,1148,pots,1.5,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,3,,,,,Marion Merville & Jules Oudot,,,,,,,,,,,,
54,Local,1752,Rennes,,Angleterre,Exports,Indigo,,,580,,,,,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,3,,,,,Marion Merville & Jules Oudot,,,,,,,,,,,,
55,Local,1752,Rennes,,Angleterre,Exports,mercerie,,,850,,,,,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,3,,,,,Marion Merville & Jules Oudot,,« prix fixé par le tarif de 1664? »,,,,,,,,,,
56,Local,1752,Rennes,,Angleterre,Exports,miel,,,,,20850,livres,0.1,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,3,,,,,Marion Merville & Jules Oudot,,,,,,,,,,,,
57,Local,1752,Rennes,,Angleterre,Exports,morue seche,,,,,300,livres,0.2,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,3,,,,,Marion Merville & Jules Oudot,,,,,,,,,,,,
58,Local,1752,Rennes,,Angleterre,Exports,Mouchoirs communs,,,,,20,pièces,24,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,3,,,,,Marion Merville & Jules Oudot,,,,,,,,,,,,
59,Local,1752,Rennes,,Angleterre,Exports,Mouchoirs communs,,,,,7,douzaines,3,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,3,,,,,Marion Merville & Jules Oudot,,,,,,,,,,,,
60,Local,1752,Rennes,,Angleterre,Exports,mousseline,,,,,104,aunes,9,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,3,,,,,Marion Merville & Jules Oudot,,,,,,,,,,,,
61,Local,1752,Rennes,,Angleterre,Exports,noir de fumée,,,,,200,barils,0.175,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,3,,,,,Marion Merville & Jules Oudot,,,,,,,,,,,,
62,Local,1752,Rennes,,Angleterre,Exports,noix,,,,,8,milliers,1.5,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,3,,,,,Marion Merville & Jules Oudot,,,,,,,,,,,,
63,Local,1752,Rennes,,Angleterre,Exports,œufs,,,,,30,douzaines,0.3,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,3,,,,,Marion Merville & Jules Oudot,,,,,,,,,,,,
64,Local,1752,Rennes,,Angleterre,Exports,papier,,,,,419,rames,2,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,3,,,,,Marion Merville & Jules Oudot,,,,,,,,,,,,
65,Local,1752,Rennes,,Angleterre,Exports,parasols,,,,,2,en nombre,12.5,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,3,,,,,Marion Merville & Jules Oudot,,prix donné à 10 a 12 à 15 livres,,,,,,,,,,
66,Local,1752,Rennes,,Angleterre,Exports,peaux de veau corroyé,,,,,1,douzaine,1.3,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,3,,,,,Marion Merville & Jules Oudot,,,,,,,,,,,,
67,Local,1752,Rennes,,Angleterre,Exports,planche fine,,,,,18,aunes,15,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,3,,,,,Marion Merville & Jules Oudot,,,,,,,,,,,,
68,Local,1752,Rennes,,Angleterre,Exports,poil de bœuf,,,,,120,livres,0.4,sources/Local/AD44_C716_Rennes_Exports_1752.csv,AD44 C716,3,,,,,Marion Merville & Jules Oudot,,,,,,,,,,,,
