line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
2201,Local,1755,Bordeaux,,Angleterre,Exports,Caffé des Isles,,,11604.6,,12894,Livres,.89999998,sources/Local/AD33_C4387_Bordeaux_Exports_1755.csv,AD33 C4387,1,,,,,Pascal Fontaine,,,,,,,,,,,,
2202,Local,1755,Bordeaux,,Angleterre,Exports,Eau de vie,,,64110,,2137,Barriques,120,sources/Local/AD33_C4387_Bordeaux_Exports_1755.csv,AD33 C4387,1,,,,,Pascal Fontaine,,-192330 erreur calcul,,,,,,,,,,
2203,Local,1755,Bordeaux,,Angleterre,Exports,Indigo,,,70409,,10070,Livres,7,sources/Local/AD33_C4387_Bordeaux_Exports_1755.csv,AD33 C4387,1,,,,,Pascal Fontaine,,-81 erreur calcul,,,,,,,,,,
2204,Local,1755,Bordeaux,,Angleterre,Exports,Sucre rafiné,,,1348.25,,1799,Livres,.75,sources/Local/AD33_C4387_Bordeaux_Exports_1755.csv,AD33 C4387,1,,,,,Pascal Fontaine,,-1 erreur calcul,,,,,,,,,,
2205,Local,1755,Bordeaux,,Angleterre,Exports,Vin de bordeaux de haut,,,48900,,163,Tonneaux,300,sources/Local/AD33_C4387_Bordeaux_Exports_1755.csv,AD33 C4387,1,,,,,Pascal Fontaine,,,,,,,,,,,,
2206,Local,1755,Bordeaux,,Angleterre,Exports,Vin de bordeaux de haut,,,15250,,76.25,Tonneaux,200,sources/Local/AD33_C4387_Bordeaux_Exports_1755.csv,AD33 C4387,1,,,,,Pascal Fontaine,,,,,,,,,,,,
2207,Local,1755,Bordeaux,,Angleterre,Exports,Vin de bordeaux de ville,,,972800,,2907.5,Tonneaux,400,sources/Local/AD33_C4387_Bordeaux_Exports_1755.csv,AD33 C4387,1,,,,,Pascal Fontaine,,-190200 erreur calcul,,,,,,,,,,
2208,Local,1755,Bordeaux,,Angleterre,Exports,Vin de bordeaux de ville,,,302927,,1009.75,Tonneaux,300,sources/Local/AD33_C4387_Bordeaux_Exports_1755.csv,AD33 C4387,1,,,,,Pascal Fontaine,,2 erreur calcul,,,,,,,,,,
2209,Local,1755,Bordeaux,,Angleterre,Exports,Vinaigre,,,104400,,522,Tonneaux,200,sources/Local/AD33_C4387_Bordeaux_Exports_1755.csv,AD33 C4387,1,,,,,Pascal Fontaine,,,,,,,,,,,,
2210,Local,1755,Bordeaux,,Danemark,Exports,Cacao,,,711,,1580,Livres,.44999999,sources/Local/AD33_C4387_Bordeaux_Exports_1755.csv,AD33 C4387,2,,,,,Pascal Fontaine,,,,,,,,,,,,
2211,Local,1755,Bordeaux,,Danemark,Exports,Caffé des Isles,,,148977.91,,165531,Livres,.89999998,sources/Local/AD33_C4387_Bordeaux_Exports_1755.csv,AD33 C4387,2,,,,,Pascal Fontaine,,,,,,,,,,,,
2212,Local,1755,Bordeaux,,Danemark,Exports,Confitures,,,110,,110,Livres,1,sources/Local/AD33_C4387_Bordeaux_Exports_1755.csv,AD33 C4387,2,,,,,Pascal Fontaine,,,,,,,,,,,,
