line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
3803,Local,1734,La Rochelle,,L'angleterre,Exports,Eau de vie,,,273845,0,4213,Bariques,65,sources/Local/AD17_41_ETP_271_9461_La_Rochelle_Exports_1734.csv,AD17 41 ETP 271/9461,1,,,,,Laura Moutou,,,0,,,,,,,,
3804,Local,1734,La Rochelle,,L'angleterre,Exports,Graine de lin,,,567,0,252,Boisseaux,2.25,sources/Local/AD17_41_ETP_271_9461_La_Rochelle_Exports_1734.csv,AD17 41 ETP 271/9461,1,,,,,Laura Moutou,,,0,,,,,,,,
3805,Local,1734,La Rochelle,,L'angleterre,Exports,Indigo,,,314100,0,87250,Livres,3.6,sources/Local/AD17_41_ETP_271_9461_La_Rochelle_Exports_1734.csv,AD17 41 ETP 271/9461,1,,,,,Laura Moutou,,,0,,,,,,,,
3806,Local,1734,La Rochelle,,L'angleterre,Exports,Marons,,,2.5,0,1,Boisseaux,2.5,sources/Local/AD17_41_ETP_271_9461_La_Rochelle_Exports_1734.csv,AD17 41 ETP 271/9461,1,,,,,Laura Moutou,,,0,,,,,,,,
3807,Local,1734,La Rochelle,,L'angleterre,Exports,Noix,,,590,0,236,Boisseaux,2.5,sources/Local/AD17_41_ETP_271_9461_La_Rochelle_Exports_1734.csv,AD17 41 ETP 271/9461,1,,,,,Laura Moutou,,,0,,,,,,,,
3808,Local,1734,La Rochelle,,L'angleterre,Exports,Peaux blanches aprestées,,,1500,0,1000,Nombre,1.5,sources/Local/AD17_41_ETP_271_9461_La_Rochelle_Exports_1734.csv,AD17 41 ETP 271/9461,1,,,,,Laura Moutou,,,0,,,,,,,,
3809,Local,1734,La Rochelle,,L'angleterre,Exports,Peaux de moutons passées,,,2934,0,1630,Livres,1.8,sources/Local/AD17_41_ETP_271_9461_La_Rochelle_Exports_1734.csv,AD17 41 ETP 271/9461,1,,,,,Laura Moutou,,,0,,,,,,,,
3810,Local,1734,La Rochelle,,L'angleterre,Exports,Papier blanc,,,34736,0,8684,Rames,4,sources/Local/AD17_41_ETP_271_9461_La_Rochelle_Exports_1734.csv,AD17 41 ETP 271/9461,1,,,,,Laura Moutou,,,0,,,,,,,,
3811,Local,1734,La Rochelle,,L'angleterre,Exports,Sel,,,57239,0,4088.5,Muids,14,sources/Local/AD17_41_ETP_271_9461_La_Rochelle_Exports_1734.csv,AD17 41 ETP 271/9461,1,,,,,Laura Moutou,,,0,,,,,,,,
3812,Local,1734,La Rochelle,,L'angleterre,Exports,Saffran,,,1072,0,33.5,Livres,32,sources/Local/AD17_41_ETP_271_9461_La_Rochelle_Exports_1734.csv,AD17 41 ETP 271/9461,1,,,,,Laura Moutou,,,0,,,,,,,,
3813,Local,1734,La Rochelle,,L'angleterre,Exports,Thé bou,,,1500,0,375,Livres,4,sources/Local/AD17_41_ETP_271_9461_La_Rochelle_Exports_1734.csv,AD17 41 ETP 271/9461,1,,,,,Laura Moutou,,,0,,,,,,,,
3814,Local,1734,La Rochelle,,L'angleterre,Exports,Toile de Bretagne,,,1200,0,300,Livres,4,sources/Local/AD17_41_ETP_271_9461_La_Rochelle_Exports_1734.csv,AD17 41 ETP 271/9461,1,,,,,Laura Moutou,,,0,,,,,,,,
3815,Local,1734,La Rochelle,,L'angleterre,Exports,Vin de coignac,,,2420,0,22,Tonneaux,110,sources/Local/AD17_41_ETP_271_9461_La_Rochelle_Exports_1734.csv,AD17 41 ETP 271/9461,1,,,,,Laura Moutou,,,0,,,,,,,,
3816,Local,1734,La Rochelle,,L'angleterre,Exports,Vin de Saintonge,,,1080,0,12,Tonneaux,90,sources/Local/AD17_41_ETP_271_9461_La_Rochelle_Exports_1734.csv,AD17 41 ETP 271/9461,1,,,,,Laura Moutou,,,0,,,,,,,,
3817,Local,1734,La Rochelle,,L'angleterre,Exports,Vin de Ré,,,1200,0,16,Tonneaux,75,sources/Local/AD17_41_ETP_271_9461_La_Rochelle_Exports_1734.csv,AD17 41 ETP 271/9461,1,,,,,Laura Moutou,,,0,,,,,,,,
3818,Local,1734,La Rochelle,,L'angleterre,Exports,Vinaigre,,,770,0,77,Quarts,10,sources/Local/AD17_41_ETP_271_9461_La_Rochelle_Exports_1734.csv,AD17 41 ETP 271/9461,1,,,,,Laura Moutou,,,0,,,,,,,,
3819,Local,1734,La Rochelle,,La Flandre Impérialle,Exports,Eau de vie,,,49765,0,761,Bariqueq,65,sources/Local/AD17_41_ETP_271_9461_La_Rochelle_Exports_1734.csv,AD17 41 ETP 271/9461,1,,,,,Laura Moutou,,Erreur de calcul,300,,,,,,,,
