line_number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
1,Local,1709,Saint-Domingue,Le Cap,,Imports,Vin,,,,,1211,barrique,200,sources/Local/ANOM_C9B_01_Saint-Domingue_Imports_1709.csv,ANOM C9B 01,,,,,,Camille Cordier,,,0,,,,,,,,,
2,Local,1709,Saint-Domingue,Le Cap,,Imports,Eau de vie,,,,,392,baril,160,sources/Local/ANOM_C9B_01_Saint-Domingue_Imports_1709.csv,ANOM C9B 01,,,,,,Camille Cordier,,,0,,,,,,,,,
3,Local,1709,Saint-Domingue,Le Cap,,Imports,Farine,,,,,2045,baril,70,sources/Local/ANOM_C9B_01_Saint-Domingue_Imports_1709.csv,ANOM C9B 01,,,,,,Camille Cordier,,,0,,,,,,,,,
4,Local,1709,Saint-Domingue,Le Cap,,Imports,Viande bœuf et lard,,,,,95,baril,36,sources/Local/ANOM_C9B_01_Saint-Domingue_Imports_1709.csv,ANOM C9B 01,,,,,,Camille Cordier,,,0,,,,,,,,,
5,Local,1709,Saint-Domingue,Le Cap,,Imports,Beurre,,,,,111,baril,40,sources/Local/ANOM_C9B_01_Saint-Domingue_Imports_1709.csv,ANOM C9B 01,,,,,,Camille Cordier,,,0,,,,,,,,,
6,Local,1709,Saint-Domingue,Le Cap,,Imports,Chandelle,,,,,220,caisse,45,sources/Local/ANOM_C9B_01_Saint-Domingue_Imports_1709.csv,ANOM C9B 01,,,,,,Camille Cordier,,,,,,,,,,,,
7,Local,1709,Saint-Domingue,Le Cap,,Imports,Huile,,,,,72,baril,150,sources/Local/ANOM_C9B_01_Saint-Domingue_Imports_1709.csv,ANOM C9B 01,,,,,,Camille Cordier,,,,,,,,,,,,
8,Local,1709,Saint-Domingue,Le Cap,,Imports,Savon,,,,,19,caisse,100,sources/Local/ANOM_C9B_01_Saint-Domingue_Imports_1709.csv,ANOM C9B 01,,,,,,Camille Cordier,,,,,,,,,,,,
9,Local,1709,Saint-Domingue,Le Cap,,Imports,Fer,,,,,15000,livre,0.15,sources/Local/ANOM_C9B_01_Saint-Domingue_Imports_1709.csv,ANOM C9B 01,,,,,,Camille Cordier,,,,,,,,,,,,
10,Local,1709,Saint-Domingue,Le Cap,,Imports,"Marchandises sèches comme toiles, chapeaux, bas souliers",,,,,718,barrique,400,sources/Local/ANOM_C9B_01_Saint-Domingue_Imports_1709.csv,ANOM C9B 01,,,,,,Camille Cordier,,,,,,,,,,,,
11,Local,1709,Saint-Domingue,Le Cap,,Imports,Merceries,,,,,34,barrique,400,sources/Local/ANOM_C9B_01_Saint-Domingue_Imports_1709.csv,ANOM C9B 01,,,,,,Camille Cordier,,,,,,,,,,,,
12,Local,1709,Saint-Domingue,Léogane,,Imports,Vin,,,,,903,barrique,200,sources/Local/ANOM_C9B_01_Saint-Domingue_Imports_1709.csv,ANOM C9B 01,,,,,,Camille Cordier,,,,,,,,,,,,
13,Local,1709,Saint-Domingue,Léogane,,Imports,Eau de vie,,,,,452,baril,160,sources/Local/ANOM_C9B_01_Saint-Domingue_Imports_1709.csv,ANOM C9B 01,,,,,,Camille Cordier,,,,,,,,,,,,
14,Local,1709,Saint-Domingue,Léogane,,Imports,Farine,,,,,931,baril,70,sources/Local/ANOM_C9B_01_Saint-Domingue_Imports_1709.csv,ANOM C9B 01,,,,,,Camille Cordier,,,,,,,,,,,,
15,Local,1709,Saint-Domingue,Léogane,,Imports,Viande bœuf et lard,,,,,384,baril,36,sources/Local/ANOM_C9B_01_Saint-Domingue_Imports_1709.csv,ANOM C9B 01,,,,,,Camille Cordier,,,,,,,,,,,,
16,Local,1709,Saint-Domingue,Léogane,,Imports,Beurre,,,,,324,baril,40,sources/Local/ANOM_C9B_01_Saint-Domingue_Imports_1709.csv,ANOM C9B 01,,,,,,Camille Cordier,,,,,,,,,,,,
17,Local,1709,Saint-Domingue,Léogane,,Imports,Chandelle,,,,,346,caisse,45,sources/Local/ANOM_C9B_01_Saint-Domingue_Imports_1709.csv,ANOM C9B 01,,,,,,Camille Cordier,,,,,,,,,,,,
