line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
325,Local,1771,Caen,,Angleterre,Exports,Auges,,,130,,26,en nombre,5,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Caen_Exports_1771.csv,Archives de la CCI de Rouen Carton VIII,6,,,,,Pascal Fontaine,,0,,,,,,,,,,
326,Local,1771,Caen,,Angleterre,Exports,Beuf ; en vie,,,2000,,10,en nombre,200,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Caen_Exports_1771.csv,Archives de la CCI de Rouen Carton VIII,6,,,,,Pascal Fontaine,,0,,,,,,,,,,
327,Local,1771,Caen,,Angleterre,Exports,Beurre,,,918,,1530,livre,.60000002,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Caen_Exports_1771.csv,Archives de la CCI de Rouen Carton VIII,6,,,,,Pascal Fontaine,,0,,,,,,,,,,
328,Local,1771,Caen,,Angleterre,Exports,Bois ; à teindre,,,1462.5,,9750,livres,.15000001,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Caen_Exports_1771.csv,Archives de la CCI de Rouen Carton VIII,6,,,,,Pascal Fontaine,,0,,,,,,,,,,
329,Local,1771,Caen,,Angleterre,Exports,Chandelle,,,177,,355,livres,.5,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Caen_Exports_1771.csv,Archives de la CCI de Rouen Carton VIII,6,,,,,Pascal Fontaine,,"-0,5",,,,,,,,,,
330,Local,1771,Caen,,Angleterre,Exports,Charües,,,500,,10,en nombre,50,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Caen_Exports_1771.csv,Archives de la CCI de Rouen Carton VIII,6,,,,,Pascal Fontaine,,0,,,,,,,,,,
331,Local,1771,Caen,,Angleterre,Exports,Chataignes,,,105,,700,livres,.15000001,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Caen_Exports_1771.csv,Archives de la CCI de Rouen Carton VIII,6,,,,,Pascal Fontaine,,0,,,,,,,,,,
332,Local,1771,Caen,,Angleterre,Exports,Choux ; à planter,,,462,,15400,en nombre,.029999999,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Caen_Exports_1771.csv,Archives de la CCI de Rouen Carton VIII,6,,,,,Pascal Fontaine,,0 %,,,,,,,,,,
333,Local,1771,Caen,,Angleterre,Exports,Cuirs ; de vaches ; tannés,,,600,,30,cuirs,20,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Caen_Exports_1771.csv,Archives de la CCI de Rouen Carton VIII,6,,,,,Pascal Fontaine,,0,,,,,,,,,,
334,Local,1771,Caen,,Angleterre,Exports,Cuivre ; en batterie,,,2959.25,,1691,livres,1.75,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Caen_Exports_1771.csv,Archives de la CCI de Rouen Carton VIII,6,,,,,Pascal Fontaine,,0,,,,,,,,,,
335,Local,1771,Caen,,Angleterre,Exports,Dentelle ; de Caen,,,1550,,15.5,livres,100,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Caen_Exports_1771.csv,Archives de la CCI de Rouen Carton VIII,6,,,,,Pascal Fontaine,,0,,,,,,,,,,
336,Local,1771,Caen,,Angleterre,Exports,Dentelle ; de soye,,,64050,,183,livres,350,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Caen_Exports_1771.csv,Archives de la CCI de Rouen Carton VIII,6,,,,,Pascal Fontaine,,0,,,,,,,,,,
337,Local,1771,Caen,,Angleterre,Exports,Eau de vie,,,216,,340,pots,,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Caen_Exports_1771.csv,Archives de la CCI de Rouen Carton VIII,6,,,,,Pascal Fontaine,,0,,,,,,,,,,
338,Local,1771,Caen,,Angleterre,Exports,Epines ; à planter,,,21.5,,4300,en nombre,.0049999999,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Caen_Exports_1771.csv,Archives de la CCI de Rouen Carton VIII,6,,,,,Pascal Fontaine,,0 %%,,,,,,,,,,
339,Local,1771,Caen,,Angleterre,Exports,Glaces ; de miroir,,,270,,9,en nombre,30,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Caen_Exports_1771.csv,Archives de la CCI de Rouen Carton VIII,6,,,,,Pascal Fontaine,,0,,,,,,,,,,
340,Local,1771,Caen,,Angleterre,Exports,Graine ; de Tremaine,,,439.5,,2930,livres,.15000001,sources/Local/Archives_de_la_CCI_de_Rouen_Carton_VIII_Caen_Exports_1771.csv,Archives de la CCI de Rouen Carton VIII,6,,,,,Pascal Fontaine,,0,,,,,,,,,,
