line_number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
23,Local,1715,Saint-Domingue,Le Cap,,Imports,Vin de Bordeaux,,,339360,,2828,barrique,120,sources/Local/ANOM_C9A_11_Saint-Domingue_Imports_1715.csv,ANOM C9A 11,,,,,,Camille Cordier,,,,,,,,,,,,
24,Local,1715,Saint-Domingue,Le Cap,,Imports,Eau de vie,,,46710,,519,baril,90,sources/Local/ANOM_C9A_11_Saint-Domingue_Imports_1715.csv,ANOM C9A 11,,,,,,Camille Cordier,,,,,,,,,,,,
25,Local,1715,Saint-Domingue,Le Cap,,Imports,Farine,,,84210,,2807,baril,30,sources/Local/ANOM_C9A_11_Saint-Domingue_Imports_1715.csv,ANOM C9A 11,,,,,,Camille Cordier,,,,,,,,,,,,
26,Local,1715,Saint-Domingue,Le Cap,,Imports,Viande salée,,,24000,,800,baril,30,sources/Local/ANOM_C9A_11_Saint-Domingue_Imports_1715.csv,ANOM C9A 11,,,,,,Camille Cordier,,,,,,,,,,,,
27,Local,1715,Saint-Domingue,Le Cap,,Imports,Beurre,,,7752,,12920,livre,0.6,sources/Local/ANOM_C9A_11_Saint-Domingue_Imports_1715.csv,ANOM C9A 11,,,,,,Camille Cordier,,,,,,,,,,,,
28,Local,1715,Saint-Domingue,Le Cap,,Imports,Chandelle,,,11250,,15000,livre,0.75,sources/Local/ANOM_C9A_11_Saint-Domingue_Imports_1715.csv,ANOM C9A 11,,,,,,Camille Cordier,,,,,,,,,,,,
29,Local,1715,Saint-Domingue,Le Cap,,Imports,Huile d'olive,,,8415,,2805,pot,3,sources/Local/ANOM_C9A_11_Saint-Domingue_Imports_1715.csv,ANOM C9A 11,,,,,,Camille Cordier,,,,,,,,,,,,
30,Local,1715,Saint-Domingue,Le Cap,,Imports,Savon,,,22560,,37600,livre,0.6,sources/Local/ANOM_C9A_11_Saint-Domingue_Imports_1715.csv,ANOM C9A 11,,,,,,Camille Cordier,,,,,,,,,,,,
31,Local,1715,Saint-Domingue,Le Cap,,Imports,Fer en barre,,,30150,,100500,livre,0.3,sources/Local/ANOM_C9A_11_Saint-Domingue_Imports_1715.csv,ANOM C9A 11,,,,,,Camille Cordier,,,,,,,,,,,,
32,Local,1715,Saint-Domingue,Le Cap,,Imports,Marchandises sèches et mercerie,,,25000,,25,boucaud et pipe,1000,sources/Local/ANOM_C9A_11_Saint-Domingue_Imports_1715.csv,ANOM C9A 11,,,,,,Camille Cordier,,,,,,,,,,,,
