line_number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
2081,Local,1767,Rennes,,Angleterre,Imports,Bœuf ; salé,,,,0,370,tierçons,60,sources/Local/AD44_C717_Rennes_Imports_1767.csv,AD44 C717,1,,,,,Pascal Fontaine,,0,0,,,,,,,,,
2082,Local,1767,Rennes,,Angleterre,Imports,Beure,,,,0,500,frequins,20,sources/Local/AD44_C717_Rennes_Imports_1767.csv,AD44 C717,1,,,,,Pascal Fontaine,,0,0,,,,,,,,,
2083,Local,1767,Rennes,,Angleterre,Imports,Charbon de terre,,,,0,1965,tonneaux,30,sources/Local/AD44_C717_Rennes_Imports_1767.csv,AD44 C717,1,,,,,Pascal Fontaine,,0,0,,,,,,,,,
2084,Local,1767,Rennes,,Angleterre,Imports,Charbon de terre,,,,0,104,chaldes,180,sources/Local/AD44_C717_Rennes_Imports_1767.csv,AD44 C717,1,,,,,Pascal Fontaine,,0,0,,,,,,,,,
2085,Local,1767,Rennes,,Angleterre,Imports,Laine ; non filée,,,,0,400,livres,1.75,sources/Local/AD44_C717_Rennes_Imports_1767.csv,AD44 C717,1,,,,,Pascal Fontaine,,0,0,,,,,,,,,
2086,Local,1767,Rennes,,Angleterre,Imports,Lard,,,,0,200,tierçons,60,sources/Local/AD44_C717_Rennes_Imports_1767.csv,AD44 C717,1,,,,,Pascal Fontaine,,0,0,,,,,,,,,
2087,Local,1767,Rennes,,Angleterre,Imports,Plocq,,,,0,1371,livres,.050000001,sources/Local/AD44_C717_Rennes_Imports_1767.csv,AD44 C717,1,,,,,Pascal Fontaine,,0,0,,,,,,,,,
2088,Local,1767,Rennes,,Angleterre,Imports,Plomb ; en saumon,,,,0,58172,livres,.22499999,sources/Local/AD44_C717_Rennes_Imports_1767.csv,AD44 C717,1,,,,,Pascal Fontaine,,0,0,,,,,,,,,
2089,Local,1767,Rennes,,Angleterre,Imports,Plomb ; en saumon,,,,0,284,nombre,7,sources/Local/AD44_C717_Rennes_Imports_1767.csv,AD44 C717,1,,,,,Pascal Fontaine,,0,0,,,,,,,,,
2090,Local,1767,Rennes,,Angleterre,Imports,Poil ; de bœuf,,,,0,5068,livres,.050000001,sources/Local/AD44_C717_Rennes_Imports_1767.csv,AD44 C717,1,,,,,Pascal Fontaine,,0,0,,,,,,,,,
2091,Local,1767,Rennes,,Angleterre,Imports,Tabac,,,,0,3383846,livres,.25,sources/Local/AD44_C717_Rennes_Imports_1767.csv,AD44 C717,1,,,,,Pascal Fontaine,,0,0,,,,,,,,,
2092,Local,1767,Rennes,,Danemark,Imports,Espars,,,,0,157,pièces,.25,sources/Local/AD44_C717_Rennes_Imports_1767.csv,AD44 C717,1,,,,,Pascal Fontaine,,0,0,,,,,,,,,
2093,Local,1767,Rennes,,Danemark,Imports,Gaudron,,,,0,61,barils,18,sources/Local/AD44_C717_Rennes_Imports_1767.csv,AD44 C717,1,,,,,Pascal Fontaine,,0,0,,,,,,,,,
2094,Local,1767,Rennes,,Danemark,Imports,Mats ; de navires,,,,0,3,pièces,100,sources/Local/AD44_C717_Rennes_Imports_1767.csv,AD44 C717,1,,,,,Pascal Fontaine,,0,0,,,,,,,,,
2095,Local,1767,Rennes,,Danemark,Imports,Perches,,,,0,12000,pièces,.1,sources/Local/AD44_C717_Rennes_Imports_1767.csv,AD44 C717,1,,,,,Pascal Fontaine,,0,0,,,,,,,,,
2096,Local,1767,Rennes,,Danemark,Imports,Planches ; de sapin,,,,0,12723,pièces,.75,sources/Local/AD44_C717_Rennes_Imports_1767.csv,AD44 C717,2,,,,,Pascal Fontaine,,0,0,,,,,,,,,
2097,Local,1767,Rennes,,Danemark,Imports,Rogues ; de maquereaux,,,,0,38.25,barils,36,sources/Local/AD44_C717_Rennes_Imports_1767.csv,AD44 C717,2,,,,,Pascal Fontaine,,0,0,,,,,,,,,
