line_number,source_type,year,tax_department,tax_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_value,absurd_quantity,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks
8340,Local,1750,La Rochelle,,Angleterre,Imports,Bœuf Salé,,,720,0,20,tierçons,36,sources/Local/AD17_41_ETP_270_9415_La_Rochelle_Imports_1750.csv,AD17 41 ETP 270/9415,1,,,,,Demba,,,0,,,,,,,,,,
8341,Local,1750,La Rochelle,,Angleterre,Imports,Bœuf Salé,,,10000,0,40000,livres,.25,sources/Local/AD17_41_ETP_270_9415_La_Rochelle_Imports_1750.csv,AD17 41 ETP 270/9415,1,,,,,Demba,,,0,,,,,,,,,,
8342,Local,1750,La Rochelle,,Angleterre,Imports,Beurre Salé,,,522.5,0,11,Barils,47.5,sources/Local/AD17_41_ETP_270_9415_La_Rochelle_Imports_1750.csv,AD17 41 ETP 270/9415,1,,,,,Demba,,,0,,,,,,,,,,
8343,Local,1750,La Rochelle,,Angleterre,Imports,Beurre Salé,,,10140,0,338,frequins,30,sources/Local/AD17_41_ETP_270_9415_La_Rochelle_Imports_1750.csv,AD17 41 ETP 270/9415,1,,,,,Demba,,,0,,,,,,,,,,
8344,Local,1750,La Rochelle,,Angleterre,Imports,Beurre Salé,,,276057,0,613460,livres,.45,sources/Local/AD17_41_ETP_270_9415_La_Rochelle_Imports_1750.csv,AD17 41 ETP 270/9415,1,,,,,Demba,,,0,,,,,,,,,,
8345,Local,1750,La Rochelle,,Angleterre,Imports,Chandelle,,,368.75,0,25,caisses,14.75,sources/Local/AD17_41_ETP_270_9415_La_Rochelle_Imports_1750.csv,AD17 41 ETP 270/9415,1,,,,,Demba,,,0,,,,,,,,,,
8346,Local,1750,La Rochelle,,Angleterre,Imports,Chandelle,,,14798.7,0,32886,livres,.45,sources/Local/AD17_41_ETP_270_9415_La_Rochelle_Imports_1750.csv,AD17 41 ETP 270/9415,1,,,,,Demba,,,0,,,,,,,,,,
8347,Local,1750,La Rochelle,,Angleterre,Imports,Charbon de terre,,,46200,0,154,muids,300,sources/Local/AD17_41_ETP_270_9415_La_Rochelle_Imports_1750.csv,AD17 41 ETP 270/9415,1,,,,,Demba,,,0,,,,,,,,,,
8348,Local,1750,La Rochelle,,Angleterre,Imports,Charbon de terre,,,20197.5,0,5386,bailles,3.75,sources/Local/AD17_41_ETP_270_9415_La_Rochelle_Imports_1750.csv,AD17 41 ETP 270/9415,1,,,,,Demba,,,0,,,,,,,,,,
8349,Local,1750,La Rochelle,,Angleterre,Imports,Draps de Glaster,,,120000,0,800,demy pieces,150,sources/Local/AD17_41_ETP_270_9415_La_Rochelle_Imports_1750.csv,AD17 41 ETP 270/9415,1,,,,,Demba,,oublie de divisé par 100,0,,,,,,,,,,
8350,Local,1750,La Rochelle,,Angleterre,Imports,Fromage,,,972,0,540,pains,1.8,sources/Local/AD17_41_ETP_270_9415_La_Rochelle_Imports_1750.csv,AD17 41 ETP 270/9415,1,,,,,Demba,,,0,,,,,,,,,,
8351,Local,1750,La Rochelle,,Angleterre,Imports,Fromage,,,4705.2,0,10456,livres,.45,sources/Local/AD17_41_ETP_270_9415_La_Rochelle_Imports_1750.csv,AD17 41 ETP 270/9415,1,,,,,Demba,,,0,,,,,,,,,,
8352,Local,1750,La Rochelle,,Angleterre,Imports,Graine de Moutarde,,,4.5,0,60,livres,.075,sources/Local/AD17_41_ETP_270_9415_La_Rochelle_Imports_1750.csv,AD17 41 ETP 270/9415,1,,,,,Demba,,,0,,,,,,,,,,
8353,Local,1750,La Rochelle,,Angleterre,Imports,Langues de Bœuf Salé,,,1025,0,20.5,Barils,50,sources/Local/AD17_41_ETP_270_9415_La_Rochelle_Imports_1750.csv,AD17 41 ETP 270/9415,1,,,,,Demba,,,0,,,,,,,,,,
