line number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks,,,,,,,,,,,,
201,Local,1747,Nantes,,La Suede,Imports,epars petite,,,1.76,,16,en nombre,0.11,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,8,,,,,Marion Merville & Jules Oudot,,erreur de calcul (valeur notée 4),0,,,,,,,,,,,,,,,,,,,,,
202,Local,1747,Nantes,,La Suede,Imports,fer en barres,,,39190,,356275,livres,0.11,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,8,,,,,Marion Merville & Jules Oudot,,,-0.25,,,,,,,,,,,,,,,,,,,,,
203,Local,1747,Nantes,,La Suede,Imports,fer en paquets,,,81,,812,livres,0.1,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,8,,,,,Marion Merville & Jules Oudot,,,-0.200000000000003,,,,,,,,,,,,,,,,,,,,,
204,Local,1747,Nantes,,La Suede,Imports,fer plat,,,298.98,,2718,livres,0.11,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,8,,,,,Marion Merville & Jules Oudot,,erreur de calcul (valeur notée 2989),0,,,,,,,,,,,,,,,,,,,,,
205,Local,1747,Nantes,,La Suede,Imports,fer en taule,,,3108,,8880,livres,0.35,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,8,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,,,,,,,
206,Local,1747,Nantes,,La Suede,Imports,goudron,,,4900,,196,barils,25,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,8,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,,,,,,,
207,Local,1747,Nantes,,La Suede,Imports,gournables,,,,,600,en nombre,,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,8,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,,,,,,,
208,Local,1747,Nantes,,La Suede,Imports,Mats de 36 pieds,,,360,,3,pièces,120,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,8,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,,,,,,,
209,Local,1747,Nantes,,La Suede,Imports,matreaux de 35 pieds,,,240,,2,pièces,120,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,8,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,,,,,,,
210,Local,1747,Nantes,,La Suede,Imports,matreaux de 25 pieds,,,840,,21,pièces,40,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,8,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,,,,,,,
211,Local,1747,Nantes,,La Suede,Imports,planches de sapin de 10 à 11 pieds,,,1455,,2425,pièces,0.6,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,8,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,,,,,,,
212,Local,1747,Nantes,,La Suede,Imports,planches de sapin de 10 pieds,,,9637,,17523,pièces,0.55,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,8,,,,,Marion Merville & Jules Oudot,,,-0.650000000001455,,,,,,,,,,,,,,,,,,,,,
213,Local,1747,Nantes,,La Suede,Imports,planches de sapin de 9 à 10 pieds,,,12455,,24910,pièces,0.5,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,8,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,,,,,,,
214,Local,1747,Nantes,,La Suede,Imports,planches de sapin de 9 pieds,,,4401,,8803,pièces,0.5,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,9,,,,,Marion Merville & Jules Oudot,,,-0.5,,,,,,,,,,,,,,,,,,,,,
215,Local,1747,Nantes,,La Suede,Imports,planches de sapin de 8 à 9 pieds,,,2277,,5060,pièces,0.45,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,9,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,,,,,,,
216,Local,1747,Nantes,,La Suede,Imports,planches de sapin de 5 pieds,,,237,,790,pièces,0.3,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,9,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,,,,,,,
217,Local,1747,Nantes,,La Suede,Imports,planches de sapin de 4 à 5 pieds,,,360,,1441,pièces,0.25,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,9,,,,,Marion Merville & Jules Oudot,,,-0.25,,,,,,,,,,,,,,,,,,,,,
218,Local,1747,Nantes,,La Suede,Imports,planches de sapin ; demi-planches,,,877.5,,3510,pièces,0.25,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,9,,,,,Marion Merville & Jules Oudot,,erreur de calcul (valeur notée 875),0,,,,,,,,,,,,,,,,,,,,,
219,Local,1747,Nantes,,La Suede,Imports,planches de sapin ; bouts de planches,,,135,,676,pièces,0.2,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,9,,,,,Marion Merville & Jules Oudot,,,-0.200000000000017,,,,,,,,,,,,,,,,,,,,,
220,Local,1747,Nantes,,La Suede,Imports,planches de sapin,,,72,,350,pièces,0.2,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,9,,,,,Marion Merville & Jules Oudot,,,2,,,,,,,,,,,,,,,,,,,,,
221,Local,1747,Nantes,,des Isles Françoises de l'Amerique et de Compagne,Imports,Bois de Bresil,,,400,,1000,livres,0.4,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,9,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,,,,,,,
222,Local,1747,Nantes,,des Isles Françoises de l'Amerique et de Compagne,Imports,bois de campêche,,,3108,,10360,livres,0.3,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,9,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,,,,,,,
223,Local,1747,Nantes,,des Isles Françoises de l'Amerique et de Compagne,Imports,cacao,,,5883,,7844,livres,0.75,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,9,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,,,,,,,
224,Local,1747,Nantes,,des Isles Françoises de l'Amerique et de Compagne,Imports,Caffé,,,1111880,,1111880,livres,1,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,9,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,,,,,,,
225,Local,1747,Nantes,,des Isles Françoises de l'Amerique et de Compagne,Imports,citrons confits,,,1346,,673,livres,2,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,9,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,,,,,,,
226,Local,1747,Nantes,,des Isles Françoises de l'Amerique et de Compagne,Imports,Confitures,,,1038,,1729,livres,0.6,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,9,,,,,Marion Merville & Jules Oudot,,,0.600000000000136,,,,,,,,,,,,,,,,,,,,,
227,Local,1747,Nantes,,des Isles Françoises de l'Amerique et de Compagne,Imports,cotton en laine,,,319946.2,,228533,livres,1.4,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,9,,,,,Marion Merville & Jules Oudot,,erreur de calcul (valeur notée 319948),0,,,,,,,,,,,,,,,,,,,,,
228,Local,1747,Nantes,,des Isles Françoises de l'Amerique et de Compagne,Imports,Cuirs Secs en poil,,,75620,,7562,pièces,10,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,9,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,,,,,,,
229,Local,1747,Nantes,,des Isles Françoises de l'Amerique et de Compagne,Imports,Cuirs tannés,,,10103,,20207,livres,0.5,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,9,,,,,Marion Merville & Jules Oudot,,,-0.5,,,,,,,,,,,,,,,,,,,,,
230,Local,1747,Nantes,,des Isles Françoises de l'Amerique et de Compagne,Imports,ecaille de cahouanne,,,437,,175,livres,2.5,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,9,,,,,Marion Merville & Jules Oudot,,,-0.5,,,,,,,,,,,,,,,,,,,,,
231,Local,1747,Nantes,,des Isles Françoises de l'Amerique et de Compagne,Imports,ecaille de carret,,,5482,,645,livres,8.5,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,9,,,,,Marion Merville & Jules Oudot,,,-0.5,,,,,,,,,,,,,,,,,,,,,
232,Local,1747,Nantes,,des Isles Françoises de l'Amerique et de Compagne,Imports,Gingembre,,,581,,3228,livres,0.18,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,9,,,,,Marion Merville & Jules Oudot,,,-0.0399999999999636,,,,,,,,,,,,,,,,,,,,,
233,Local,1747,Nantes,,des Isles Françoises de l'Amerique et de Compagne,Imports,Graine à chapelet,,,77,,346,livres,0.22,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,9,,,,,Marion Merville & Jules Oudot,,,0.879999999999996,,,,,,,,,,,,,,,,,,,,,
234,Local,1747,Nantes,,des Isles Françoises de l'Amerique et de Compagne,Imports,Indigo,,,1869747,,575307,livres,3.25,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,9,,,,,Marion Merville & Jules Oudot,,,-0.75,,,,,,,,,,,,,,,,,,,,,
235,Local,1747,Nantes,,des Isles Françoises de l'Amerique et de Compagne,Imports,Liqueur,,,22,,15,Bouteille,1.5,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,9,,,,,Marion Merville & Jules Oudot,,,-0.5,,,,,,,,,,,,,,,,,,,,,
236,Local,1747,Nantes,,des Isles Françoises de l'Amerique et de Compagne,Imports,Merrain à Baril,,,160,,5340,Douelle,0.03,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,9,,,,,Marion Merville & Jules Oudot,,,-0.199999999999989,,,,,,,,,,,,,,,,,,,,,
237,Local,1747,Nantes,,des Isles Françoises de l'Amerique et de Compagne,Imports,morphil,,,13208,,6604,livres,2,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,9,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,,,,,,,
238,Local,1747,Nantes,,des Isles Françoises de l'Amerique et de Compagne,Imports,ongles de cahouanne,,,316,,158,livres,2,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,9,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,,,,,,,
239,Local,1747,Nantes,,des Isles Françoises de l'Amerique et de Compagne,Imports,ratafias,,,140,,2,bariques,70,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,9,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,,,,,,,
240,Local,1747,Nantes,,des Isles Françoises de l'Amerique et de Compagne,Imports,Rocou,,,3574,,3574,livres,1,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,9,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,,,,,,,
241,Local,1747,Nantes,,des Isles Françoises de l'Amerique et de Compagne,Imports,sirop de sucre,,,4,,60,livres,0.075,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,9,,,,,Marion Merville & Jules Oudot,,,-0.5,,,,,,,,,,,,,,,,,,,,,
242,Local,1747,Nantes,,des Isles Françoises de l'Amerique et de Compagne,Imports,Sucre blanc,,,1282,,2850,livres,0.45,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,9,,,,,Marion Merville & Jules Oudot,,,-0.5,,,,,,,,,,,,,,,,,,,,,
243,Local,1747,Nantes,,des Isles Françoises de l'Amerique et de Compagne,Imports,sucre brut,,,2258106.25,,9032425,livres,0.25,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,10,,,,,Marion Merville & Jules Oudot,,erreur de calcul (valeur notée 1809627),0,,,,,,,,,,,,,,,,,,,,,
244,Local,1747,Nantes,,des Isles Françoises de l'Amerique et de Compagne,Imports,sucre terré,,,2531362,,5625250,livres,0.45,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,10,,,,,Marion Merville & Jules Oudot,,,-0.5,,,,,,,,,,,,,,,,,,,,,
245,Local,1747,Nantes,,des Isles Françoises de l'Amerique et de Compagne,Imports,sucre tête,,,3048900,,7622250,livres,0.4,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,10,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,,,,,,,
246,Local,1747,Nantes,,des Isles Françoises de l'Amerique et de Compagne,Imports,tabac,,,74,,149,livres,0.5,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,10,,,,,Marion Merville & Jules Oudot,,,-0.5,,,,,,,,,,,,,,,,,,,,,
