line number,source_type,year,customs_region,customs_office,partner,export_import,product,origin,width_in_line,value,value_part_of_bundle,quantity,quantity_unit,value_per_unit,filepath,source,sheet,value_total,value_sub_total_1,value_sub_total_2,value_sub_total_3,data_collector,unverified,remarks,value_minus_unit_val_x_qty,absurd_observation,trade_deficit,trade_surplus,duty_quantity,duty_quantity_unit,duty_by_unit,duty_total,duty_part_of_bundle,duty_remarks,,,,,,,,,,,,
101,Local,1747,Nantes,,De hollande,Imports,huile de lin,,,9384,,69,bariques,136,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,5,,,,,Marion Merville & Jules Oudot,,erreur de calcul (valeur notée 9394),0,,,,,,,,,,,,,,,,,,,,,
102,Local,1747,Nantes,,De hollande,Imports,huile de lin,,,9398,,36148,livres,0.26,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,5,,,,,Marion Merville & Jules Oudot,,,-0.479999999999563,,,,,,,,,,,,,,,,,,,,,
103,Local,1747,Nantes,,De hollande,Imports,huile de poisson,,,2915,,14579,livres,0.2,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,5,,,,,Marion Merville & Jules Oudot,,,-0.800000000000182,,,,,,,,,,,,,,,,,,,,,
104,Local,1747,Nantes,,De hollande,Imports,Jambons,,,1100,,2201,livres,0.5,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,5,,,,,Marion Merville & Jules Oudot,,,-0.5,,,,,,,,,,,,,,,,,,,,,
105,Local,1747,Nantes,,De hollande,Imports,Laine d'Espagne,,,7986,,2662,livres,3,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,5,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,,,,,,,
106,Local,1747,Nantes,,De hollande,Imports,lattes de sapin,,,10,,200,pièces,0.05,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,5,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,,,,,,,
107,Local,1747,Nantes,,De hollande,Imports,liens de fil,,,96,,32,livres,3,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,5,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,,,,,,,
108,Local,1747,Nantes,,De hollande,Imports,lin cru,,,85240,,113654,livres,0.75,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,5,,,,,Marion Merville & Jules Oudot,,,-0.5,,,,,,,,,,,,,,,,,,,,,
109,Local,1747,Nantes,,De hollande,Imports,mats de sapin de 36 à 75 pieds,,,13800,,23,pièces,600,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,5,,,,,Marion Merville & Jules Oudot,,150;6 estimés 1500,0,,,,,,,,,,,,,,,,,,,,,
110,Local,1747,Nantes,,De hollande,Imports,mats de sapin de 58 à 71 pieds,,,7700,,11,pièces,700,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,5,,,,,Marion Merville & Jules Oudot,,150;6 estimés 1500,0,,,,,,,,,,,,,,,,,,,,,
111,Local,1747,Nantes,,De hollande,Imports,mats de sapin de 70 pieds,,,5000,,5,pièces,1000,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,5,,,,,Marion Merville & Jules Oudot,,150;6 estimés 1500,0,,,,,,,,,,,,,,,,,,,,,
112,Local,1747,Nantes,,De hollande,Imports,mats de sapin de 56 à 60 pieds,,,10000,,20,pièces,500,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,5,,,,,Marion Merville & Jules Oudot,,150;6 estimés 1500,0,,,,,,,,,,,,,,,,,,,,,
113,Local,1747,Nantes,,De hollande,Imports,mats de sapin de 39 pieds,,,900,,6,pièces,150,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,5,,,,,Marion Merville & Jules Oudot,,150;6 estimés 1500,0,,,,,,,,,,,,,,,,,,,,,
114,Local,1747,Nantes,,De hollande,Imports,mats de sapin de 30 à 35 pieds,,,10000,,100,pièces,100,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,5,,,,,Marion Merville & Jules Oudot,,150;6 estimés 1500,0,,,,,,,,,,,,,,,,,,,,,
115,Local,1747,Nantes,,De hollande,Imports,mats de sapin de diverses grandeurs,,,1350,,9,pièces,150,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,5,,,,,Marion Merville & Jules Oudot,,150;6 estimés 1500,0,,,,,,,,,,,,,,,,,,,,,
116,Local,1747,Nantes,,De hollande,Imports,mats de sapin ; estimés,,,1500,,6,pièces,250,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,5,,,,,Marion Merville & Jules Oudot,,150;6 estimés 1500,0,,,,,,,,,,,,,,,,,,,,,
117,Local,1747,Nantes,,De hollande,Imports,matreaux de 50 pieds,,,5200,,13,pièces,400,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,5,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,,,,,,,
118,Local,1747,Nantes,,De hollande,Imports,matreaux de 40 à 48 pieds,,,27300,,91,pièces,300,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,5,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,,,,,,,
119,Local,1747,Nantes,,De hollande,Imports,Mercerie,,,4430,,2215,livres,2,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,5,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,,,,,,,
120,Local,1747,Nantes,,De hollande,Imports,Mine de plomb,,,46,,461,livres,0.1,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,5,,,,,Marion Merville & Jules Oudot,,,-0.100000000000001,,,,,,,,,,,,,,,,,,,,,
121,Local,1747,Nantes,,De hollande,Imports,noix de galle,,,7905,,7905,livres,1,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,5,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,,,,,,,
122,Local,1747,Nantes,,De hollande,Imports,orge mondée,,,99,,498,livres,0.2,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,5,,,,,Marion Merville & Jules Oudot,,,-0.600000000000009,,,,,,,,,,,,,,,,,,,,,
123,Local,1747,Nantes,,De hollande,Imports,outils de menuisier,,,1379,,3065,livres,0.45,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,5,,,,,Marion Merville & Jules Oudot,,,-0.25,,,,,,,,,,,,,,,,,,,,,
124,Local,1747,Nantes,,De hollande,Imports,papier,,,1062,,177,rames,6,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,6,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,,,,,,,
125,Local,1747,Nantes,,De hollande,Imports,planches de chêne de 12 pieds,,,860,,860,pièces,1,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,6,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,,,,,,,
126,Local,1747,Nantes,,De hollande,Imports,planches de prusse de 33 pieds,,,13284,,1107,pièces,12,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,6,,,,,Marion Merville & Jules Oudot,,"le prix semble élevé, erreur de calcul supposée (valeur notée 663)",0,,,,,,,,,,,,,,,,,,,,,
127,Local,1747,Nantes,,De hollande,Imports,planches de prusse de 27 à 30 pieds,,,1720,,172,pièces,10,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,6,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,,,,,,,
128,Local,1747,Nantes,,De hollande,Imports,pipes à fumer,,,1273,,566,grosses,2.25,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,6,,,,,Marion Merville & Jules Oudot,,,-0.5,,,,,,,,,,,,,,,,,,,,,
129,Local,1747,Nantes,,De hollande,Imports,planches de prusse de 27 à 28 pieds,,,3095,,345,pièces,9,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,6,,,,,Marion Merville & Jules Oudot,,,-10,,,,de,15,16,pieds,2,;,1850,de,10,11,pieds,20,;,15109,de,10,pieds,12
130,Local,1747,Nantes,,De hollande,Imports,planches de prusse de 27 pieds,,,4955,,583,pièces,8.5,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,6,,,,,Marion Merville & Jules Oudot,,,-0.5,,,,de,15,16,pieds,2,;,1850,de,10,11,pieds,20,;,15109,de,10,pieds,12
131,Local,1747,Nantes,,De hollande,Imports,planches de prusse de 16 pieds,,,1200,,240,pièces,5,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,6,,,,,Marion Merville & Jules Oudot,,,0,,,,de,15,16,pieds,2,;,1850,de,10,11,pieds,20,;,15109,de,10,pieds,12
132,Local,1747,Nantes,,De hollande,Imports,planches de prusse de 10 à 12 pieds,,,900,,450,pièces,2,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,6,,,,,Marion Merville & Jules Oudot,,,0,,,,de,15,16,pieds,2,;,1850,de,10,11,pieds,20,;,15109,de,10,pieds,12
133,Local,1747,Nantes,,De hollande,Imports,"planches de prusse de 10,5 pieds",,,375,,250,pièces,1.5,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,6,,,,,Marion Merville & Jules Oudot,,,0,,,,de,15,16,pieds,2,;,1850,de,10,11,pieds,20,;,15109,de,10,pieds,12
134,Local,1747,Nantes,,De hollande,Imports,planches de sapin de 26 à 30 pieds,,,2040,,340,pièces,6,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,6,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,,,,,,,
135,Local,1747,Nantes,,De hollande,Imports,planches de sapin de 26 à 27 pieds,,,1800,,360,pièces,5,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,6,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,,,,,,,
136,Local,1747,Nantes,,De hollande,Imports,planches de sapin de 20 à 27 pieds,,,1100,,275,pièces,4,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,6,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,,,,,,,
137,Local,1747,Nantes,,De hollande,Imports,planches de sapin de 15 à 16 pieds,,,782,,391,pièces,2,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,6,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,,,,,,,
138,Local,1747,Nantes,,De hollande,Imports,planches de sapin de 10 à 11 pieds,,,1830,,1830,pièces,1,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,6,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,,,,,,,
139,Local,1747,Nantes,,De hollande,Imports,planches de sapin de 10 pieds,,,9062,,15104,pièces,0.6,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,6,,,,,Marion Merville & Jules Oudot,,,-0.399999999999636,,,,,,,,,,,,,,,,,,,,,
140,Local,1747,Nantes,,De hollande,Imports,planches de sapin de 9 à 10 pieds,,,862,,1725,pièces,0.5,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,6,,,,,Marion Merville & Jules Oudot,,,-0.5,,,,,,,,,,,,,,,,,,,,,
141,Local,1747,Nantes,,De hollande,Imports,plomb a cassave,,,700,,3500,livres,0.2,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,6,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,,,,,,,
142,Local,1747,Nantes,,De hollande,Imports,plomb en grenaille,,,193,,749,livres,0.26,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,6,,,,,Marion Merville & Jules Oudot,,,-1.74000000000001,,,,,,,,,,,,,,,,,,,,,
143,Local,1747,Nantes,,De hollande,Imports,plombs en saumon,,,43590,,181625,livres,0.24,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,6,,,,,Marion Merville & Jules Oudot,,erreur de calcul (valeur notée 435900),0,,,,,,,,,,,,,,,,,,,,,
144,Local,1747,Nantes,,De hollande,Imports,plumes à écrire,,,48,,12,livres,4,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,6,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,,,,,,,
145,Local,1747,Nantes,,De hollande,Imports,poelles à frire,,,1930,,1287,pièces,1.5,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,6,,,,,Marion Merville & Jules Oudot,,,-0.5,,,,,,,,,,,,,,,,,,,,,
146,Local,1747,Nantes,,De hollande,Imports,poivre,,,149594,,83108,livres,1.8,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,6,,,,,Marion Merville & Jules Oudot,,,-0.399999999994179,,,,,,,,,,,,,,,,,,,,,
147,Local,1747,Nantes,,De hollande,Imports,poix de bourgogne,,,466,,2333,livres,0.2,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,6,,,,,Marion Merville & Jules Oudot,,,-0.600000000000023,,,,,,,,,,,,,,,,,,,,,
148,Local,1747,Nantes,,De hollande,Imports,poterie  ,,,74,,250,livres,0.3,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,6,,,,,Marion Merville & Jules Oudot,,,-1,,,,,,,,,,,,,,,,,,,,,
149,Local,1747,Nantes,,De hollande,Imports,poupes de navires,,,200,,2,pièces,100,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,6,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,,,,,,,
150,Local,1747,Nantes,,De hollande,Imports,quincaillerie,,,8155,,8155,livres,1,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,6,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,,,,,,,
151,Local,1747,Nantes,,De hollande,Imports,raves de moruë,,,6111,,291,barils,21,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,6,,,,,Marion Merville & Jules Oudot,,erreur de calcul (valeur notée 5111),0,,,,,,,,,,,,,,,,,,,,,
152,Local,1747,Nantes,,De hollande,Imports,rubarbe,,,15350,,307,livres,50,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,6,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,,,,,,,
153,Local,1747,Nantes,,De hollande,Imports,soufre,,,5879.4,,39196,livres,0.15,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,6,,,,,Marion Merville & Jules Oudot,,erreur de calcul (valeur notée 5868),0,,,,,,,,,,,,,,,,,,,,,
154,Local,1747,Nantes,,De hollande,Imports,stocfiche,,,526,,2630,livres,0.2,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,6,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,,,,,,,
155,Local,1747,Nantes,,De hollande,Imports,sumac,,,254,,3175,livres,0.08,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,6,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,,,,,,,
156,Local,1747,Nantes,,De hollande,Imports,tambours de fer,,,1554.75,,6219,livres,0.25,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,7,,,,,Marion Merville & Jules Oudot,,erreur de calcul (valeur notée 1534),0,,,,,,,,,,,,,,,,,,,,,
157,Local,1747,Nantes,,De hollande,Imports,vergues de différentes proportions,,,640,,8,en nombre,80,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,7,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,,,,,,,
158,Local,1747,Nantes,,Du Nord,Imports,Acier,,,3186,,12747,livres,0.25,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,7,,,,,Marion Merville & Jules Oudot,,,-0.75,,,,,,,,,,,,,,,,,,,,,
159,Local,1747,Nantes,,Du Nord,Imports,Amidon,,,10659,,53285,livres,0.2,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,7,,,,,Marion Merville & Jules Oudot,,,2,,,,,,,,,,,,,,,,,,,,,
160,Local,1747,Nantes,,Du Nord,Imports,Azur,,,13692,,17115,livres,0.8,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,7,,,,,Marion Merville & Jules Oudot,,erreur de calcul (valeur notée 13682),0,,,,,,,,,,,,,,,,,,,,,
161,Local,1747,Nantes,,Du Nord,Imports,barres d’anspects,,,1200,,240,pièces,5,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,7,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,,,,,,,
162,Local,1747,Nantes,,Du Nord,Imports,bouteilles de verre,,,241,,1206,livres,0.2,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,7,,,,,Marion Merville & Jules Oudot,,,-0.200000000000017,,,,,,,,,,,,,,,,,,,,,
163,Local,1747,Nantes,,Du Nord,Imports,chanvre,,,42674.75,,170699,livres,0.25,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,7,,,,,Marion Merville & Jules Oudot,,erreur de calcul (valeur notée 8534),0,,,,,,,,,,,,,,,,,,,,,
164,Local,1747,Nantes,,Du Nord,Imports,charbon de terre,,,460,,46,bariques,10,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,7,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,,,,,,,
165,Local,1747,Nantes,,Du Nord,Imports,cofres forts de fer,,,400,,4,en nombre,100,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,7,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,,,,,,,
166,Local,1747,Nantes,,Du Nord,Imports,cordage de chanvre,,,4074,,13580,livres,0.3,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,7,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,,,,,,,
167,Local,1747,Nantes,,Du Nord,Imports,couperoze,,,3683.625,,38775,livres,0.095,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,7,,,,,Marion Merville & Jules Oudot,,erreur de calcul (valeur notée 4583),0,,,,,,,,,,,,,,,,,,,,,
168,Local,1747,Nantes,,Du Nord,Imports,cuirre de Russie,,,4754,,4754,livres,1,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,7,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,,,,,,,
169,Local,1747,Nantes,,Du Nord,Imports,Cuivre rouge,,,18639,,12426,livres,1.5,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,7,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,,,,,,,
170,Local,1747,Nantes,,Du Nord,Imports,Fer blanc Simple,,,18810,,171,barils,110,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,7,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,,,,,,,
171,Local,1747,Nantes,,Du Nord,Imports,Fer noir,,,700,,10,barils,70,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,7,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,,,,,,,
172,Local,1747,Nantes,,Du Nord,Imports,fil de leton,,,56,,56,livres,1,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,7,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,,,,,,,
173,Local,1747,Nantes,,Du Nord,Imports,limes,,,810,,1620,livres,0.5,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,7,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,,,,,,,
174,Local,1747,Nantes,,Du Nord,Imports,Mercerie,,,2620,,1310,livres,2,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,7,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,,,,,,,
175,Local,1747,Nantes,,Du Nord,Imports,merrain a piper,,,80,,1000,douelles,0.08,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,7,,,,,Marion Merville & Jules Oudot,,erreur de calcul (valeur notée 120),0,,,,,,,,,,,,,,,,,,,,,
176,Local,1747,Nantes,,Du Nord,Imports,Planches de sapin de 36 à 40 pieds,,,1792,,224,pièces,8,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,7,,,,,Marion Merville & Jules Oudot,,,0,10,a,11,;,1309,de,9,pieds,a,12,;,675,de,5,pieds,a,8,,,,
177,Local,1747,Nantes,,Du Nord,Imports,Planches de sapin de 32 pieds,,,2520,,420,pièces,6,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,7,,,,,Marion Merville & Jules Oudot,,,0,10,a,11,;,1309,de,9,pieds,a,12,;,675,de,5,pieds,a,8,,,,
178,Local,1747,Nantes,,Du Nord,Imports,Planches de sapin de 30 pieds,,,4775,,955,pièces,5,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,7,,,,,Marion Merville & Jules Oudot,,,0,10,a,11,;,1309,de,9,pieds,a,12,;,675,de,5,pieds,a,8,,,,
179,Local,1747,Nantes,,Du Nord,Imports,Planches de sapin de 26 pieds,,,1800,,600,pièces,3,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,7,,,,,Marion Merville & Jules Oudot,,,0,10,a,11,;,1309,de,9,pieds,a,12,;,675,de,5,pieds,a,8,,,,
180,Local,1747,Nantes,,Du Nord,Imports,Planches de sapin de 16 à 26 pieds,,,877,,351,pièces,2.5,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,7,,,,,Marion Merville & Jules Oudot,,,-0.5,10,a,11,;,1309,de,9,pieds,a,12,;,675,de,5,pieds,a,8,,,,
181,Local,1747,Nantes,,Du Nord,Imports,Planches de sapin de 18 pieds,,,800,,400,pièces,2,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,7,,,,,Marion Merville & Jules Oudot,,,0,10,a,11,;,1309,de,9,pieds,a,12,;,675,de,5,pieds,a,8,,,,
182,Local,1747,Nantes,,Du Nord,Imports,Planches de sapin de 12 pieds,,,656,,650,pièces,1,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,7,,,,,Marion Merville & Jules Oudot,,,6,10,a,11,;,1309,de,9,pieds,a,12,;,675,de,5,pieds,a,8,,,,
183,Local,1747,Nantes,,Du Nord,Imports,Planches de sapin de 10 à 11 pieds,,,6018,,6688,pièces,0.9,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,7,,,,,Marion Merville & Jules Oudot,,,-1.19999999999982,10,a,11,;,1309,de,9,pieds,a,12,;,675,de,5,pieds,a,8,,,,
184,Local,1747,Nantes,,Du Nord,Imports,Planches de sapin de 9 pieds,,,820,,1369,pièces,0.6,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,7,,,,,Marion Merville & Jules Oudot,,,-1.39999999999998,10,a,11,;,1309,de,9,pieds,a,12,;,675,de,5,pieds,a,8,,,,
185,Local,1747,Nantes,,Du Nord,Imports,Planches de sapin de 5 pieds,,,258,,648,pièces,0.4,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,7,,,,,Marion Merville & Jules Oudot,,,-1.19999999999999,10,a,11,;,1309,de,9,pieds,a,12,;,675,de,5,pieds,a,8,,,,
186,Local,1747,Nantes,,Du Nord,Imports,porcelaine,,,250,,50,livres,5,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,8,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,,,,,,,
187,Local,1747,Nantes,,Portugal,Imports,alun,,,12300,,61500,livres,0.2,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,8,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,,,,,,,
188,Local,1747,Nantes,,Portugal,Imports,Charbon de terre,,,2800,,280,bariques,10,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,8,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,,,,,,,
189,Local,1747,Nantes,,Portugal,Imports,citrons verts,,,540,,27,caisses,20,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,8,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,,,,,,,
190,Local,1747,Nantes,,Portugal,Imports,Ecorce de citron verte,,,1018,,509,livres,2,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,8,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,,,,,,,
191,Local,1747,Nantes,,Portugal,Imports,figues,,,3078.6,,20524,livres,0.15,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,8,,,,,Marion Merville & Jules Oudot,,erreur de calcul (valeur notée 3780),0,,,,,,,,,,,,,,,,,,,,,
192,Local,1747,Nantes,,Portugal,Imports,laine,,,27000,,13500,livres,2,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,8,,,,,Marion Merville & Jules Oudot,,erreur de calcul (valeur notée 37 000),0,,,,,,,,,,,,,,,,,,,,,
193,Local,1747,Nantes,,Portugal,Imports,Oranges,,,6930,,462,caisses,15,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,8,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,,,,,,,
194,Local,1747,Nantes,,Portugal,Imports,peaux de mouton en laine,,,3000,,3000,pièces,1,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,8,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,,,,,,,
195,Local,1747,Nantes,,La Suede,Imports,Acier,,,2808,,234,barils,12,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,8,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,,,,,,,
196,Local,1747,Nantes,,La Suede,Imports,Acier,,,12977,,51910,livres,0.25,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,8,,,,,Marion Merville & Jules Oudot,,,-0.5,,,,,,,,,,,,,,,,,,,,,
197,Local,1747,Nantes,,La Suede,Imports,bray gras,,,8975,,359,barils,25,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,8,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,,,,,,,
198,Local,1747,Nantes,,La Suede,Imports,charbon de terre,,,1260,,126,bariques,10,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,8,,,,,Marion Merville & Jules Oudot,,,0,,,,,,,,,,,,,,,,,,,,,
199,Local,1747,Nantes,,La Suede,Imports,cloux de fer,,,5423.5,,21694,livres,0.25,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,8,,,,,Marion Merville & Jules Oudot,,erreur de calcul (valeur notée 4423),0,,,,,,,,,,,,,,,,,,,,,
200,Local,1747,Nantes,,La Suede,Imports,douelles à pipes,,,194,,1620,douelles,0.12,sources/Local/AD44_C706_Nantes_Imports_1747.csv,AD44 C706,8,,,,,Marion Merville & Jules Oudot,,,-0.400000000000006,,,,,,,,,,,,,,,,,,,,,
